seed indID indSubpopIndex subpop phen_sal phen_temp sal_opt temp_opt fitness
2242330863068 0 0 1 1.55567 -0.813124 -1 -1 0.932538
2242330863068 1 1 1 0.762399 -0.733167 -1 -1 0.867275
2242330863068 2 2 1 1.80336 -0.819099 -1 -1 0.936645
2242330863068 3 3 1 2.63486 -1.07965 -1 -1 0.987391
2242330863068 4 4 1 -0.815794 -0.669645 -1 -1 0.803909
2242330863068 5 5 1 -1.46182 -1.11521 -1 -1 0.973802
2242330863068 6 6 1 -0.804979 -1.17832 -1 -1 0.938382
2242330863068 7 7 1 -0.294353 -1.49322 -1 -1 0.614754
2242330863068 8 8 1 -0.00746577 -0.874956 -1 -1 0.969212
2242330863068 9 9 1 -0.260907 -1.14811 -1 -1 0.957075
2242330863068 10 10 1 0.504704 -1.07779 -1 -1 0.987969
2242330863068 11 11 1 -0.22051 -1.46714 -1 -1 0.646338
2242330863068 12 12 1 0.538832 -0.624696 -1 -1 0.754495
2242330863068 13 13 1 -1.98375 -1.11872 -1 -1 0.972203
2242330863068 14 14 1 -0.79784 -0.918832 -1 -1 0.98691
2242330863068 15 15 1 0.224431 -1.05907 -1 -1 0.993046
2242330863068 16 16 1 -0.593356 -1.09565 -1 -1 0.981867
2242330863068 17 17 1 -0.964108 -0.888473 -1 -1 0.97543
2242330863068 18 18 1 0.645778 -0.998687 -1 -1 0.999997
2242330863068 19 19 1 1.99338 -1.20059 -1 -1 0.922677
2242330863068 20 20 1 1.80308 -0.986533 -1 -1 0.999637
2242330863068 21 21 1 0.0460718 -0.821307 -1 -1 0.938134
2242330863068 22 22 1 -0.597538 -1.05455 -1 -1 0.994067
2242330863068 23 23 1 -0.850403 -0.88475 -1 -1 0.973785
2242330863068 24 24 1 -0.182468 -1.00173 -1 -1 0.999994
2242330863068 25 25 1 1.04068 -1.07049 -1 -1 0.990112
2242330863068 26 26 1 -1.41873 -1.24003 -1 -1 0.891158
2242330863068 27 27 1 1.96344 -0.93873 -1 -1 0.99252
2242330863068 28 28 1 -1.60495 -1.0574 -1 -1 0.993432
2242330863068 29 29 1 0.489164 -0.997907 -1 -1 0.999991
2242330863068 30 30 1 0.717724 -1.29772 -1 -1 0.837549
2242330863068 31 31 1 0.238188 -1.08755 -1 -1 0.984788
2242330863068 32 32 1 0.234277 -0.988902 -1 -1 0.999754
2242330863068 33 33 1 -0.259283 -1.04134 -1 -1 0.996587
2242330863068 34 34 1 0.180104 -0.901552 -1 -1 0.980803
2242330863068 35 35 1 -0.404427 -0.811238 -1 -1 0.931218
2242330863068 36 36 1 0.059706 -1.05613 -1 -1 0.993719
2242330863068 37 37 1 -1.47542 -0.940228 -1 -1 0.99288
2242330863068 38 38 1 0.554717 -0.802182 -1 -1 0.92472
2242330863068 39 39 1 -1.34488 -0.773872 -1 -1 0.902788
2242330863068 40 40 1 -0.0807201 -1.29657 -1 -1 0.838697
2242330863068 41 41 1 1.00511 -0.947334 -1 -1 0.994468
2242330863068 42 42 1 -0.826323 -0.894063 -1 -1 0.977805
2242330863068 43 43 1 -1.13446 -0.99449 -1 -1 0.999939
2242330863068 44 44 1 0.495617 -0.635724 -1 -1 0.766904
2242330863068 45 45 1 1.73117 -0.76612 -1 -1 0.896372
2242330863068 46 46 1 -0.436785 -1.03824 -1 -1 0.99708
2242330863068 47 47 1 -0.644674 -0.798797 -1 -1 0.922226
2242330863068 48 48 1 -1.29876 -0.836589 -1 -1 0.947995
2242330863068 49 49 1 -0.145359 -1.04757 -1 -1 0.995484
2242330863068 50 50 1 0.169821 -1.0493 -1 -1 0.99515
2242330863068 51 51 1 -0.967383 -0.932055 -1 -1 0.990809
2242330863068 52 52 1 -0.49527 -1.09776 -1 -1 0.981067
2242330863068 53 53 1 -2.01518 -1.17909 -1 -1 0.937868
2242330863068 54 54 1 0.230325 -1.14867 -1 -1 0.956757
2242330863068 55 55 1 1.46857 -0.805024 -1 -1 0.926787
2242330863068 56 56 1 0.483112 -0.912271 -1 -1 0.984725
2242330863068 57 57 1 1.52434 -0.876678 -1 -1 0.970041
2242330863068 58 58 1 -1.0561 -0.808038 -1 -1 0.928951
2242330863068 59 59 1 -1.43537 -0.96888 -1 -1 0.998065
2242330863068 60 60 1 0.361957 -1.14395 -1 -1 0.959402
2242330863068 61 61 1 0.971894 -0.98931 -1 -1 0.999771
2242330863068 62 62 1 1.2792 -1.0254 -1 -1 0.99871
2242330863068 63 63 1 0.632982 -1.01332 -1 -1 0.999645
2242330863068 64 64 1 0.524841 -1.09766 -1 -1 0.981106
2242330863068 65 65 1 2.10939 -0.905348 -1 -1 0.982241
2242330863068 66 66 1 -0.544209 -1.18461 -1 -1 0.934107
2242330863068 67 67 1 1.47969 -0.776273 -1 -1 0.90474
2242330863068 68 68 1 1.03899 -1.27572 -1 -1 0.858952
2242330863068 69 69 1 -0.214142 -1.01381 -1 -1 0.999619
2242330863068 70 70 1 -1.36522 -0.474634 -1 -1 0.575786
2242330863068 71 71 1 -0.175361 -1.07647 -1 -1 0.988373
2242330863068 72 72 1 1.51543 -0.876345 -1 -1 0.969882
2242330863068 73 73 1 0.840687 -0.592012 -1 -1 0.716835
2242330863068 74 74 1 0.359261 -0.724869 -1 -1 0.859509
2242330863068 75 75 1 0.356417 -0.889992 -1 -1 0.976087
2242330863068 76 76 1 -0.242613 -1.0398 -1 -1 0.996837
2242330863068 77 77 1 -2.82758 -0.948545 -1 -1 0.994719
2242330863068 78 78 1 -0.0909022 -0.650954 -1 -1 0.783749
2242330863068 79 79 1 0.842986 -0.943213 -1 -1 0.993571
2242330863068 80 80 1 -0.809522 -1.19498 -1 -1 0.926782
2242330863068 81 81 1 1.24889 -0.999445 -1 -1 0.999999
2242330863068 82 82 1 1.08087 -1.13696 -1 -1 0.96318
2242330863068 83 83 1 -0.0373546 -1.0155 -1 -1 0.99952
2242330863068 84 84 1 0.301948 -1.03244 -1 -1 0.997898
2242330863068 85 85 1 0.526533 -0.524564 -1 -1 0.636304
2242330863068 86 86 1 -1.21831 -1.02119 -1 -1 0.999103
2242330863068 87 87 1 0.973658 -1.13118 -1 -1 0.966171
2242330863068 88 88 1 -0.339042 -0.7953 -1 -1 0.919611
2242330863068 89 89 1 -0.0861018 -0.733907 -1 -1 0.867959
2242330863068 90 90 1 1.42969 -0.939954 -1 -1 0.992815
2242330863068 91 91 1 0.769756 -0.835418 -1 -1 0.947267
2242330863068 92 92 1 2.44837 -1.11329 -1 -1 0.974656
2242330863068 93 93 1 -0.0370904 -1.10012 -1 -1 0.980153
2242330863068 94 94 1 0.957944 -0.419812 -1 -1 0.510055
2242330863068 95 95 1 1.30376 -0.765748 -1 -1 0.89606
2242330863068 96 96 1 -2.1376 -1.05005 -1 -1 0.995002
2242330863068 97 97 1 1.16597 -0.917391 -1 -1 0.986444
2242330863068 98 98 1 -0.337099 -0.703948 -1 -1 0.839211
2242330863068 99 99 1 2.7724 -0.283539 -1 -1 0.358211
2242330863068 100 0 2 -0.371883 -1.17895 -0.777778 -1 0.937959
2242330863068 101 1 2 2.66222 -0.561114 -0.777778 -1 0.680286
2242330863068 102 2 2 0.904201 -0.788392 -0.777778 -1 0.914337
2242330863068 103 3 2 -0.761223 -1.18627 -0.777778 -1 0.932959
2242330863068 104 4 2 -0.751925 -0.742153 -0.777778 -1 0.875491
2242330863068 105 5 2 0.654996 -0.84614 -0.777778 -1 0.953758
2242330863068 106 6 2 1.9729 -0.931028 -0.777778 -1 0.990531
2242330863068 107 7 2 1.45716 -0.530407 -0.777778 -1 0.64337
2242330863068 108 8 2 -0.0580139 -0.973215 -0.777778 -1 0.998566
2242330863068 109 9 2 0.525169 -0.842579 -0.777778 -1 0.951645
2242330863068 110 10 2 -0.486426 -0.951022 -0.777778 -1 0.995214
2242330863068 111 11 2 1.57519 -0.693038 -0.777778 -1 0.828241
2242330863068 112 12 2 1.28499 -0.957792 -0.777778 -1 0.996443
2242330863068 113 13 2 2.14133 -0.966877 -0.777778 -1 0.997808
2242330863068 114 14 2 0.870385 -1.13631 -0.777778 -1 0.963522
2242330863068 115 15 2 0.597959 -1.2798 -0.777778 -1 0.855066
2242330863068 116 16 2 -0.989736 -1.0827 -0.777778 -1 0.986413
2242330863068 117 17 2 2.72203 -0.776638 -0.777778 -1 0.905036
2242330863068 118 18 2 1.79224 -1.10272 -0.777778 -1 0.979117
2242330863068 119 19 2 0.255804 -0.880563 -0.777778 -1 0.971873
2242330863068 120 20 2 -0.972853 -1.18243 -0.777778 -1 0.935604
2242330863068 121 21 2 2.09473 -0.708511 -0.777778 -1 0.843723
2242330863068 122 22 2 -2.17365 -1.00758 -0.777778 -1 0.999885
2242330863068 123 23 2 0.777021 -1.02636 -0.777778 -1 0.998611
2242330863068 124 24 2 0.162962 -0.798403 -0.777778 -1 0.921933
2242330863068 125 25 2 -1.74313 -0.711753 -0.777778 -1 0.8469
2242330863068 126 26 2 2.4218 -0.744511 -0.777778 -1 0.877613
2242330863068 127 27 2 1.99588 -0.488475 -0.777778 -1 0.592553
2242330863068 128 28 2 0.855579 -0.910544 -0.777778 -1 0.984123
2242330863068 129 29 2 -1.39511 -0.968959 -0.777778 -1 0.998075
2242330863068 130 30 2 0.299287 -1.07292 -0.777778 -1 0.989421
2242330863068 131 31 2 -0.0149848 -1.01275 -0.777778 -1 0.999675
2242330863068 132 32 2 -0.806856 -0.806886 -0.777778 -1 0.928127
2242330863068 133 33 2 2.00358 -1.11489 -0.777778 -1 0.973946
2242330863068 134 34 2 1.28905 -0.864536 -0.777778 -1 0.963964
2242330863068 135 35 2 -1.07512 -0.832703 -0.777778 -1 0.945561
2242330863068 136 36 2 -0.599537 -1.02226 -0.777778 -1 0.99901
2242330863068 137 37 2 -0.19588 -1.04558 -0.777778 -1 0.995853
2242330863068 138 38 2 1.77403 -0.672562 -0.777778 -1 0.807
2242330863068 139 39 2 -0.248484 -0.84102 -0.777778 -1 0.950707
2242330863068 140 40 2 2.10588 -0.946686 -0.777778 -1 0.994331
2242330863068 141 41 2 -0.329158 -1.13084 -0.777778 -1 0.966343
2242330863068 142 42 2 1.15478 -0.708244 -0.777778 -1 0.84346
2242330863068 143 43 2 0.272332 -0.341928 -0.777778 -1 0.420582
2242330863068 144 44 2 -0.269171 -1.16631 -0.777778 -1 0.946183
2242330863068 145 45 2 0.252756 -0.798818 -0.777778 -1 0.922241
2242330863068 146 46 2 0.359448 -1.01733 -0.777778 -1 0.999399
2242330863068 147 47 2 1.10475 -0.923113 -0.777778 -1 0.988247
2242330863068 148 48 2 1.67356 -0.751933 -0.777778 -1 0.884198
2242330863068 149 49 2 -0.957757 -1.10822 -0.777778 -1 0.976847
