seed subpopID N opt0 opt1 x y
1231453 1 200 -1 -1 1 1
1231453 2 200 -0.5 -1 2 1
1231453 3 145 0 -1 3 1
1231453 4 50 0.5 -1 4 1
1231453 5 10 1 -1 5 1
1231453 6 10 1 -1 6 1
1231453 7 50 0.5 -1 7 1
1231453 8 200 0 -1 8 1
1231453 9 10 -0.5 -1 9 1
1231453 10 145 -1 -1 10 1
1231453 11 200 -1 -0.777778 1 2
1231453 12 200 -0.5 -0.777778 2 2
1231453 13 145 0 -0.777778 3 2
1231453 14 95 0.5 -0.777778 4 2
1231453 15 145 1 -0.777778 5 2
1231453 16 200 1 -0.777778 6 2
1231453 17 200 0.5 -0.777778 7 2
1231453 18 145 0 -0.777778 8 2
1231453 19 95 -0.5 -0.777778 9 2
1231453 20 10 -1 -0.777778 10 2
1231453 21 200 -1 -0.555556 1 3
1231453 22 145 -0.5 -0.555556 2 3
1231453 23 50 0 -0.555556 3 3
1231453 24 145 0.5 -0.555556 4 3
1231453 25 95 1 -0.555556 5 3
1231453 26 200 1 -0.555556 6 3
1231453 27 95 0.5 -0.555556 7 3
1231453 28 200 0 -0.555556 8 3
1231453 29 10 -0.5 -0.555556 9 3
1231453 30 10 -1 -0.555556 10 3
1231453 31 50 -1 -0.333333 1 4
1231453 32 145 -0.5 -0.333333 2 4
1231453 33 95 0 -0.333333 3 4
1231453 34 145 0.5 -0.333333 4 4
1231453 35 200 1 -0.333333 5 4
1231453 36 50 1 -0.333333 6 4
1231453 37 145 0.5 -0.333333 7 4
1231453 38 95 0 -0.333333 8 4
1231453 39 10 -0.5 -0.333333 9 4
1231453 40 145 -1 -0.333333 10 4
1231453 41 95 -1 -0.111111 1 5
1231453 42 10 -0.5 -0.111111 2 5
1231453 43 200 0 -0.111111 3 5
1231453 44 145 0.5 -0.111111 4 5
1231453 45 10 1 -0.111111 5 5
1231453 46 50 1 -0.111111 6 5
1231453 47 200 0.5 -0.111111 7 5
1231453 48 95 0 -0.111111 8 5
1231453 49 50 -0.5 -0.111111 9 5
1231453 50 95 -1 -0.111111 10 5
1231453 51 95 -1 0.111111 1 6
1231453 52 95 -0.5 0.111111 2 6
1231453 53 10 0 0.111111 3 6
1231453 54 95 0.5 0.111111 4 6
1231453 55 10 1 0.111111 5 6
1231453 56 95 1 0.111111 6 6
1231453 57 95 0.5 0.111111 7 6
1231453 58 145 0 0.111111 8 6
1231453 59 200 -0.5 0.111111 9 6
1231453 60 95 -1 0.111111 10 6
1231453 61 10 -1 0.333333 1 7
1231453 62 10 -0.5 0.333333 2 7
1231453 63 145 0 0.333333 3 7
1231453 64 95 0.5 0.333333 4 7
1231453 65 95 1 0.333333 5 7
1231453 66 10 1 0.333333 6 7
1231453 67 95 0.5 0.333333 7 7
1231453 68 50 0 0.333333 8 7
1231453 69 50 -0.5 0.333333 9 7
1231453 70 145 -1 0.333333 10 7
1231453 71 95 -1 0.555556 1 8
1231453 72 50 -0.5 0.555556 2 8
1231453 73 10 0 0.555556 3 8
1231453 74 10 0.5 0.555556 4 8
1231453 75 200 1 0.555556 5 8
1231453 76 95 1 0.555556 6 8
1231453 77 10 0.5 0.555556 7 8
1231453 78 200 0 0.555556 8 8
1231453 79 95 -0.5 0.555556 9 8
1231453 80 145 -1 0.555556 10 8
1231453 81 50 -1 0.777778 1 9
1231453 82 50 -0.5 0.777778 2 9
1231453 83 95 0 0.777778 3 9
1231453 84 10 0.5 0.777778 4 9
1231453 85 10 1 0.777778 5 9
1231453 86 95 1 0.777778 6 9
1231453 87 10 0.5 0.777778 7 9
1231453 88 50 0 0.777778 8 9
1231453 89 145 -0.5 0.777778 9 9
1231453 90 10 -1 0.777778 10 9
1231453 91 10 -1 1 1 10
1231453 92 200 -0.5 1 2 10
1231453 93 95 0 1 3 10
1231453 94 95 0.5 1 4 10
1231453 95 50 1 1 5 10
1231453 96 200 1 1 6 10
1231453 97 50 0.5 1 7 10
1231453 98 50 0 1 8 10
1231453 99 200 -0.5 1 9 10
1231453 100 10 -1 1 10 10
