"seed" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "PC1" "PC2" "PC3" "RDA1" "RDA2"
"4938" "2242330863068" 4937 37 50 0.788278 -0.0914281 1 -0.111111 0.999225 TRUE -0.397894 18.4467 -5.39627 0.0872863503581415 2.20722281556492
"4944" "2242330863068" 4943 43 50 0.469006 -0.0680843 1 -0.111111 0.996304 TRUE 2.76162 10.9957 -5.93407 -0.123638950623084 0.976873392681552
"4951" "2242330863068" 4950 50 50 -1.49396 -0.0442629 1 -0.111111 0.991102 TRUE -1.08976 19.8828 -4.42531 0.0274545240706069 2.10778282146864
"4988" "2242330863068" 4987 87 50 -0.608578 -0.209178 1 -0.111111 0.98095 TRUE 9.07861 14.5267 -10.3931 -0.552781885382286 1.32497782190323
"4995" "2242330863068" 4994 94 50 -0.901183 -0.170763 1 -0.111111 0.992909 TRUE -0.432699 15.7424 1.3312 -0.0527271259895223 0.833065168068481
"4997" "2242330863068" 4996 96 50 0.25023 -0.0234355 1 -0.111111 0.984744 TRUE 2.87762 17.2109 -3.20517 -0.147621687677407 2.45223641094123
"5003" "2242330863068" 5002 2 51 0.753707 0.117921 -1 0.111111 0.999907 TRUE -5.93293 13.2699 6.62164 0.331264836980739 -1.73599476148429
"5013" "2242330863068" 5012 12 51 0.000582426 -0.189863 -1 0.111111 0.834293 TRUE -5.92022 17.5175 6.83191 0.289142811132991 -1.19199419270648
"5023" "2242330863068" 5022 22 51 -0.472339 0.129118 -1 0.111111 0.999352 TRUE -8.22478 13.168 0.641134 0.4635333075288 -1.1731721412511
"5056" "2242330863068" 5055 55 51 -1.55463 -0.011728 -1 0.111111 0.970272 TRUE -9.76508 13.4101 10.6379 0.445005568574698 -1.45428467275543
"5061" "2242330863068" 5060 60 51 0.543081 0.0667037 -1 0.111111 0.996064 TRUE -4.37043 17.1607 1.72131 0.248694603811535 0.16738877161714
"5064" "2242330863068" 5063 63 51 -1.20245 0.324615 -1 0.111111 0.912865 TRUE -7.53222 16.1728 7.70554 0.434512465182395 -2.20996113439969
"5072" "2242330863068" 5071 71 51 -0.160188 0.0519024 -1 0.111111 0.993013 TRUE -7.66879 16.1467 3.85757 0.413386639441929 -1.52844699217752
"5075" "2242330863068" 5074 74 51 -1.27015 -0.181292 -1 0.111111 0.842823 TRUE -3.58085 13.8447 7.28544 0.166794649428401 -3.00891583304466
"5096" "2242330863068" 5095 95 51 -0.395589 0.25424 -1 0.111111 0.959856 TRUE -7.16344 13.5105 5.9548 0.332227014256365 -1.41105005519082
"5100" "2242330863068" 5099 99 51 -0.68408 0.0915082 -1 0.111111 0.999232 TRUE -9.64029 17.1548 4.02922 0.543234796537928 0.414361307690295
"5129" "2242330863068" 5128 28 52 0.140967 -0.0278629 -0.777778 0.111111 0.962109 TRUE -5.54871 14.6218 1.65046 0.271169674161235 -0.0527958081021155
"5132" "2242330863068" 5131 31 52 0.0401548 0.0981104 -0.777778 0.111111 0.999662 TRUE -6.06881 17.6574 -0.848493 0.351890157604111 -1.01203050235392
"5135" "2242330863068" 5134 34 52 1.21241 0.233511 -0.777778 0.111111 0.970481 TRUE -4.18375 19.4244 6.19764 0.2208780724441 -0.280119302207513
"5146" "2242330863068" 5145 45 52 1.66051 0.137611 -0.777778 0.111111 0.998596 TRUE -3.54914 20.2964 5.69581 0.139628827161545 -2.02106606865385
"5156" "2242330863068" 5155 55 52 -0.267238 0.155765 -0.777778 0.111111 0.99602 TRUE -4.32638 14.0509 -2.30935 0.200070657317722 -0.795914109018927
"5164" "2242330863068" 5163 63 52 -0.660707 0.191194 -0.777778 0.111111 0.987255 TRUE -7.09782 16.4094 4.80425 0.376220179749045 -0.557071888324114
"5170" "2242330863068" 5169 69 52 -0.634671 -0.0886458 -0.777778 0.111111 0.923296 TRUE -9.36714 16.718 12.1426 0.436948996699236 -0.0700154810847217
"5171" "2242330863068" 5170 70 52 2.00254 0.182319 -0.777778 0.111111 0.98991 TRUE -10.0887 15.223 7.06718 0.549211594636664 -0.386727965072061
"5193" "2242330863068" 5192 92 52 -0.909522 0.197151 -0.777778 0.111111 0.985303 TRUE -5.77762 17.8341 0.912918 0.342195411852041 -2.63668088327651
"5199" "2242330863068" 5198 98 52 -0.555094 0.17652 -0.777778 0.111111 0.99148 TRUE -7.21032 14.2926 4.04444 0.453295708356193 0.186649255418306
"5202" "2242330863068" 5201 1 53 0.138816 0.268423 -0.555556 0.111111 0.951711 TRUE -8.21122 12.7246 8.67815 0.469137806788461 -1.00389061691539
"5218" "2242330863068" 5217 17 53 -2.48173 0.157818 -0.555556 0.111111 0.995646 TRUE -10.3597 16.7643 7.60722 0.551993278805841 -0.631123508416671
"5226" "2242330863068" 5225 25 53 0.908273 -0.0713009 -0.555556 0.111111 0.935618 TRUE -8.50609 13.7791 9.98457 0.455767244830809 -0.257711470452669
"5229" "2242330863068" 5228 28 53 -1.27807 0.32291 -0.555556 0.111111 0.914189 TRUE -9.03278 14.7679 3.40522 0.534286509237328 -1.35426892407617
"5241" "2242330863068" 5240 40 53 -2.02865 0.172929 -0.555556 0.111111 0.992386 TRUE -1.64469 18.312 3.13847 0.0582728038954646 -0.46069242448461
"5256" "2242330863068" 5255 55 53 0.0126942 0.176348 -0.555556 0.111111 0.991525 TRUE -6.13085 18.2239 2.22754 0.270585416604201 -1.09037250763265
"5266" "2242330863068" 5265 65 53 -0.920775 -0.0248732 -0.555556 0.111111 0.963692 TRUE -6.07526 14.6113 3.32152 0.361229438345128 0.462870635650369
"5270" "2242330863068" 5269 69 53 -1.37388 0.180779 -0.555556 0.111111 0.99034 TRUE -5.76397 20.9143 10.1015 0.3495164113042 -1.85779377685109
"5278" "2242330863068" 5277 77 53 0.84876 0.193894 -0.555556 0.111111 0.986387 TRUE -6.64252 12.6036 5.6893 0.334019842792038 -1.1349927768672
"5279" "2242330863068" 5278 78 53 -2.57162 0.150841 -0.555556 0.111111 0.996848 TRUE -10.0002 19.2636 12.8226 0.559199170433622 -0.60795082419299
"5307" "2242330863068" 5306 6 54 -0.821905 0.226483 -0.333333 0.111111 0.97373 TRUE -8.66621 16.8729 4.40923 0.519094070651038 -0.734300554568223
"5321" "2242330863068" 5320 20 54 0.200645 0.058811 -0.333333 0.111111 0.994544 TRUE -10.2194 20.6786 8.90922 0.550845560997978 -1.07645381376264
"5322" "2242330863068" 5321 21 54 -0.476668 0.117635 -0.333333 0.111111 0.999915 TRUE -13.1815 10.5156 4.55735 0.698888812170407 0.260442936453249
"5329" "2242330863068" 5328 28 54 0.158464 0.104285 -0.333333 0.111111 0.999907 TRUE -5.35496 20.0674 7.79233 0.237228740937079 0.432585645003653
"5338" "2242330863068" 5337 37 54 -1.28088 -0.0126303 -0.333333 0.111111 0.96984 TRUE -1.6473 17.5346 6.83321 0.0227948115820552 1.24375477779754
"5356" "2242330863068" 5355 55 54 0.13759 0.288855 -0.333333 0.111111 0.938769 TRUE -5.63307 15.7159 4.63564 0.30467041424847 -0.327602291271137
"5370" "2242330863068" 5369 69 54 0.179917 0.183071 -0.333333 0.111111 0.989697 TRUE -5.22045 18.0154 5.59771 0.230406029522257 -0.232118079935356
"5379" "2242330863068" 5378 78 54 -1.26784 0.145016 -0.333333 0.111111 0.997704 TRUE -2.25746 17.3673 7.5702 0.108148125559084 -1.06688736235475
"5380" "2242330863068" 5379 79 54 -0.115499 0.114349 -0.333333 0.111111 0.999979 TRUE -6.02083 19.2673 1.52935 0.325912417324834 -0.620963662042213
"5400" "2242330863068" 5399 99 54 0.441984 0.168261 -0.333333 0.111111 0.993489 TRUE -5.48269 17.2995 -0.479758 0.303450315952059 0.358399862361489
"5425" "2242330863068" 5424 24 55 -0.416211 -0.0253558 -0.111111 0.111111 0.963439 TRUE 0.360358 16.6067 0.727396 -0.0613742925219322 -0.173926061623707
"5429" "2242330863068" 5428 28 55 -1.32718 0.334544 -0.111111 0.111111 0.904978 TRUE -6.97468 18.4014 4.77534 0.397684152084936 1.13192540356961
"5431" "2242330863068" 5430 30 55 -1.63008 0.113117 -0.111111 0.111111 0.999992 TRUE -4.58356 16.1583 6.43486 0.279047546977793 -0.579253131902679
"5434" "2242330863068" 5433 33 55 0.353864 -0.00853079 -0.111111 0.111111 0.971778 TRUE -6.67081 16.5145 8.85517 0.346928541486774 0.993583597097915
"5446" "2242330863068" 5445 45 55 -1.99913 0.265368 -0.111111 0.111111 0.953524 TRUE -6.86808 13.11 4.79365 0.329466272620989 1.25053655820229
"5452" "2242330863068" 5451 51 55 -1.86676 0.324249 -0.111111 0.111111 0.91315 TRUE -0.915181 15.5002 0.774237 -0.02408564502586 -0.374641748541696
"5453" "2242330863068" 5452 52 55 -3.34465 0.222916 -0.111111 0.111111 0.975309 TRUE -8.1499 18.0397 10.6344 0.450649261085377 -0.0295379011350876
"5474" "2242330863068" 5473 73 55 0.100811 0.186308 -0.111111 0.111111 0.988755 TRUE -5.28964 15.1051 5.4698 0.266079532606122 -0.0912534523200579
"5478" "2242330863068" 5477 77 55 -2.61013 0.0972693 -0.111111 0.111111 0.999617 TRUE -3.85283 19.4375 6.0843 0.124965619935063 2.04999745496474
"5493" "2242330863068" 5492 92 55 -2.32998 0.0829219 -0.111111 0.111111 0.998412 TRUE -6.26607 18.5526 5.01523 0.304067038690972 -1.00044622492158
"5501" "2242330863068" 5500 0 56 -0.996473 -0.0331214 0.111111 0.111111 0.959248 TRUE -5.56127 16.6407 4.33864 0.326720181364515 -0.236167941169747
"5513" "2242330863068" 5512 12 56 -0.162687 0.239071 0.111111 0.111111 0.967783 TRUE -4.19366 19.3684 7.0275 0.217595954763651 1.71308692715713
"5542" "2242330863068" 5541 41 56 -2.10716 -0.033796 0.111111 0.111111 0.958873 TRUE -7.73263 21.3596 6.58254 0.435270054051191 1.94187006141372
"5564" "2242330863068" 5563 63 56 -3.02883 0.00727299 0.111111 0.111111 0.978666 TRUE -8.18807 15.2601 6.48801 0.418045340386664 0.971915187630792
"5569" "2242330863068" 5568 68 56 -0.524852 0.129521 0.111111 0.111111 0.999322 TRUE -7.94611 10.3411 7.03701 0.374180240788309 0.0833914961726406
"5583" "2242330863068" 5582 82 56 0.521389 0.134011 0.111111 0.111111 0.998952 TRUE -12.8121 12.6705 2.98984 0.751885719080287 -0.932895129161783
"5585" "2242330863068" 5584 84 56 -0.250566 0.185429 0.111111 0.111111 0.989015 TRUE -7.17379 19.6261 4.63171 0.386799627402923 0.624236427735892
"5586" "2242330863068" 5585 85 56 -1.33462 0.315278 0.111111 0.111111 0.920012 TRUE -8.34625 15.8092 6.65633 0.484596791935312 0.862256690098398
"5593" "2242330863068" 5592 92 56 -1.38234 0.206473 0.111111 0.111111 0.981976 TRUE -8.86292 19.9718 9.55805 0.471278161056491 1.22620855860617
"5598" "2242330863068" 5597 97 56 -0.277924 0.115348 0.111111 0.111111 0.999964 TRUE -12.3417 19.4812 10.4373 0.738497565020462 -0.203527094244896
"5602" "2242330863068" 5601 1 57 -1.29903 0.0169704 0.333333 0.111111 0.982431 TRUE -4.14567 16.5842 3.51026 0.210552148058543 1.63294877189371
"5613" "2242330863068" 5612 12 57 -0.841166 -0.0195217 0.333333 0.111111 0.966446 TRUE -5.42832 15.5037 7.32772 0.314815948914351 0.123499037912304
"5620" "2242330863068" 5619 19 57 -0.989186 -0.0234 0.333333 0.111111 0.96446 TRUE -2.00589 19.0665 4.73797 0.122869102294021 1.09834520232421
"5641" "2242330863068" 5640 40 57 -1.96626 0.219273 0.333333 0.111111 0.976874 TRUE -2.19117 17.4374 1.58944 0.144645706465895 0.787207923599101
"5646" "2242330863068" 5645 45 57 -2.33807 0.291784 0.333333 0.111111 0.9368 TRUE -9.47088 19.0801 11.3374 0.461267407282605 1.27392793015715
"5662" "2242330863068" 5661 61 57 -0.460356 0.150626 0.333333 0.111111 0.996882 TRUE -8.78601 17.1031 7.25199 0.46916407467499 2.26973397983223
"5664" "2242330863068" 5663 63 57 -2.42517 -0.019586 0.333333 0.111111 0.966414 TRUE -7.85311 17.3564 6.42378 0.483870367000428 2.14310755725912
"5681" "2242330863068" 5680 80 57 -0.582553 -0.00276323 0.333333 0.111111 0.974399 TRUE -2.9759 18.0362 4.9433 0.169593374270614 0.0160118892440893
"5682" "2242330863068" 5681 81 57 -0.510288 -0.0442117 0.333333 0.111111 0.952895 TRUE -6.62096 17.7509 0.438779 0.391720645306504 1.48914273248749
"5689" "2242330863068" 5688 88 57 0.706894 0.106301 0.333333 0.111111 0.999954 TRUE -4.06063 16.843 3.78569 0.204112860796854 1.57788020270391
"5702" "2242330863068" 5701 1 58 -0.0407961 0.0523644 0.555556 0.111111 0.993121 TRUE 0.328168 15.1107 0.00210834 0.024130373217748 2.24309567837303
"5704" "2242330863068" 5703 3 58 -2.3774 0.153882 0.555556 0.111111 0.996348 TRUE -10.1451 14.5104 6.13767 0.628609344034294 1.73188464653796
"5705" "2242330863068" 5704 4 58 -1.16945 -0.0197152 0.555556 0.111111 0.966348 TRUE -4.15266 18.1134 5.03764 0.166143440532205 3.5776957881157
"5720" "2242330863068" 5719 19 58 -0.703353 0.0817537 0.555556 0.111111 0.998278 TRUE -3.86162 19.4192 7.34836 0.22224890503412 3.35078910105106
"5739" "2242330863068" 5738 38 58 -0.642623 0.161048 0.555556 0.111111 0.995025 TRUE -3.5764 19.3783 4.31821 0.188168100171876 1.11517343124008
"5754" "2242330863068" 5753 53 58 -1.1883 -0.0707127 0.555556 0.111111 0.936019 TRUE -3.35507 18.1611 6.3979 0.108335890580384 2.08178426433068
"5756" "2242330863068" 5755 55 58 -0.598371 0.143455 0.555556 0.111111 0.99791 TRUE -4.98413 11.7886 1.20174 0.256825579166789 0.717432900095886
"5768" "2242330863068" 5767 67 58 -2.16694 -0.0363703 0.555556 0.111111 0.957431 TRUE -5.47655 17.8679 2.12657 0.324558255978497 1.02457168057298
"5784" "2242330863068" 5783 83 58 0.372259 0.0726275 0.555556 0.111111 0.997042 TRUE -7.73373 18.3262 6.75445 0.446354878960888 2.64953576821157
"5800" "2242330863068" 5799 99 58 0.103354 0.0930204 0.555556 0.111111 0.999346 TRUE -5.96618 15.8105 1.92997 0.281333672164889 0.567904249535594
"5805" "2242330863068" 5804 4 59 -2.06905 -0.113368 0.777778 0.111111 0.90413 TRUE -4.69265 20.3895 1.4682 0.28132893615739 3.4013990447443
"5809" "2242330863068" 5808 8 59 -1.39285 -0.00269866 0.777778 0.111111 0.974427 TRUE -3.65778 20.926 3.44378 0.301134676748215 2.17159974558846
"5829" "2242330863068" 5828 28 59 -1.30129 0.249329 0.777778 0.111111 0.962512 TRUE -8.24295 20.1243 7.92372 0.504755030416238 2.37822816566931
"5832" "2242330863068" 5831 31 59 -0.233102 -0.0301968 0.777778 0.111111 0.960851 TRUE -4.36372 18.0737 3.9294 0.232055545148619 1.94470749867732
"5841" "2242330863068" 5840 40 59 -1.03207 0.0224233 0.777778 0.111111 0.984392 TRUE -1.16361 19.4912 0.297827 0.0536784982140736 1.29184244875045
"5857" "2242330863068" 5856 56 59 -1.30532 0.141555 0.777778 0.111111 0.998148 TRUE -6.55428 17.9452 4.70121 0.327414408246384 2.55417314199468
"5863" "2242330863068" 5862 62 59 -0.948277 0.106282 0.777778 0.111111 0.999953 TRUE -6.28834 15.0983 4.12105 0.351818184353162 2.55976329445405
"5865" "2242330863068" 5864 64 59 -0.977545 0.44571 0.777778 0.111111 0.799385 TRUE -6.29162 17.6169 6.40075 0.344712699562962 2.22732666332245
"5878" "2242330863068" 5877 77 59 -1.77241 0.116608 0.777778 0.111111 0.99994 TRUE -5.50982 17.1084 0.765459 0.326807063986087 2.04849551811011
"5891" "2242330863068" 5890 90 59 1.10248 0.256498 0.777778 0.111111 0.958607 TRUE -7.8858 15.7688 7.67904 0.48004391785586 2.15019869586986
"5929" "2242330863068" 5928 28 60 0.68743 0.103182 1 0.111111 0.999874 TRUE -8.67549 20.2473 2.25029 0.491707455734781 2.57249387272223
"5931" "2242330863068" 5930 30 60 -1.94966 0.0048068 1 0.111111 0.977652 TRUE -6.82873 15.1761 8.88329 0.362410864178971 2.5526261845007
"5938" "2242330863068" 5937 37 60 0.304567 0.231823 1 0.111111 0.971278 TRUE -4.56561 21.3876 2.97465 0.244712975177369 2.35761227453345
"5940" "2242330863068" 5939 39 60 -1.22424 0.0511938 1 0.111111 0.992846 TRUE -6.20331 14.2767 5.03859 0.34274516121437 2.34024573880711
"5941" "2242330863068" 5940 40 60 -4.08585 0.359151 1 0.111111 0.884221 TRUE -4.06691 19.977 5.28532 0.193282048743349 2.76414647576661
"5943" "2242330863068" 5942 42 60 1.62219 0.33339 1 0.111111 0.90591 TRUE -14.3412 18.7182 4.94273 0.881536910984893 1.98241566244978
"5945" "2242330863068" 5944 44 60 -0.885631 0.0987776 1 0.111111 0.999696 TRUE -5.8732 15.8523 5.80227 0.339342937459334 3.59041841391296
"5949" "2242330863068" 5948 48 60 -0.790234 0.197425 1 0.111111 0.98521 TRUE -2.25368 15.7741 2.58862 0.137265437339348 1.92130758204449
"5956" "2242330863068" 5955 55 60 -0.602571 0.0306382 1 0.111111 0.987132 TRUE -3.90228 15.047 1.68957 0.238429883982825 2.54781281717947
"5995" "2242330863068" 5994 94 60 1.42516 0.0939051 1 0.111111 0.999408 TRUE -11.278 15.4846 4.14704 0.692178091268559 2.03929942934379
"6005" "2242330863068" 6004 4 61 -0.566901 0.711672 -1 0.333333 0.751052 TRUE -11.165 8.73585 11.4214 0.575181787658363 -2.3885953914497
"6022" "2242330863068" 6021 21 61 -3.42907 0.618036 -1 0.333333 0.850346 TRUE -16.14 12.5864 10.2445 0.91433209793305 -3.48871550134882
"6024" "2242330863068" 6023 23 61 -1.81515 0.114225 -1 0.333333 0.908449 TRUE -12.7785 10.177 10.2909 0.58012394896033 -2.34412163659326
"6035" "2242330863068" 6034 34 61 0.086495 0.333149 -1 0.333333 1 TRUE -12.2413 7.18136 6.34987 0.726450106467755 -2.0269041293123
"6051" "2242330863068" 6050 50 61 0.739599 0.0919037 -1 0.333333 0.889962 TRUE -14.4899 5.58891 7.72303 0.86275453968507 -2.31392848396337
"6056" "2242330863068" 6055 55 61 -0.708164 0.142615 -1 0.333333 0.929836 TRUE -8.67836 13.2391 6.22948 0.475817401347545 -3.16462701761014
"6063" "2242330863068" 6062 62 61 -0.213255 0.315728 -1 0.333333 0.99938 TRUE -13.4607 9.68061 11.9663 0.797273722533183 -1.93787077628031
"6078" "2242330863068" 6077 77 61 -0.453036 0.416308 -1 0.333333 0.986325 TRUE -13.8186 7.06389 13.0417 0.822268599411398 -2.89367452784361
"6082" "2242330863068" 6081 81 61 0.464384 0.514145 -1 0.333333 0.936706 TRUE -14.7184 11.132 13.8836 0.82223371252764 -1.01273171389807
"6095" "2242330863068" 6094 94 61 -1.34502 0.440492 -1 0.333333 0.977296 TRUE -13.1325 14.1699 12.7608 0.735068909640492 -2.08811699197709
"6108" "2242330863068" 6107 7 62 -0.497777 0.0204318 -0.777778 0.333333 0.822164 TRUE -13.7043 13.8134 10.7483 0.759065575092071 -1.54373799608608
"6116" "2242330863068" 6115 15 62 -2.83485 0.310402 -0.777778 0.333333 0.998949 TRUE -10.8856 14.0541 10.9411 0.657134447002945 -1.49549693095534
"6119" "2242330863068" 6118 18 62 -0.0220896 0.0132311 -0.777778 0.333333 0.814704 TRUE -11.5064 12.4998 11.6781 0.610724590060732 -1.44387248126291
"6130" "2242330863068" 6129 29 62 2.30351 0.337963 -0.777778 0.333333 0.999957 TRUE -13.1616 14.3423 11.8412 0.769966838909586 -1.45337103623446
"6136" "2242330863068" 6135 35 62 0.762833 0.332059 -0.777778 0.333333 0.999997 TRUE -8.84316 12.0175 6.92713 0.488308055598076 -2.13506577103958
"6163" "2242330863068" 6162 62 62 0.182938 0.91331 -0.777778 0.333333 0.510305 TRUE -17.562 5.31496 6.92445 0.992980582938864 -1.12383173383056
"6167" "2242330863068" 6166 66 62 -1.07636 0.423087 -0.777778 0.333333 0.984018 TRUE -16.2959 5.1208 9.14859 0.984300835327137 -1.80837576696232
"6170" "2242330863068" 6169 69 62 0.103017 0.278387 -0.777778 0.333333 0.99398 TRUE -10.6606 15.5704 9.37026 0.548716518605273 -0.798616686734188
"6186" "2242330863068" 6185 85 62 0.523266 0.623744 -0.777778 0.333333 0.844782 TRUE -17.687 9.59373 9.35273 0.911152725887681 -0.385535972121665
"6187" "2242330863068" 6186 86 62 -0.160413 0.254388 -0.777778 0.333333 0.987613 TRUE -8.05986 13.9322 9.90638 0.373467525208432 -1.60924666579533
"6228" "2242330863068" 6227 27 63 0.331732 0.42165 -0.555556 0.333333 0.984521 TRUE -12.321 10.0204 9.82908 0.685184520528287 -0.578841084709151
"6232" "2242330863068" 6231 31 63 0.353318 0.258014 -0.555556 0.333333 0.988718 TRUE -12.759 7.67813 9.94523 0.768936759984962 -1.31043693658007
"6235" "2242330863068" 6234 34 63 0.328018 0.20512 -0.555556 0.333333 0.967657 TRUE -8.38064 11.4771 8.78817 0.430149754661116 -1.26174984804249
"6237" "2242330863068" 6236 36 63 -0.641543 0.120615 -0.555556 0.333333 0.913476 TRUE -14.0255 6.91909 8.88363 0.685164570356411 -1.03018062427507
"6249" "2242330863068" 6248 48 63 -1.10605 0.482893 -0.555556 0.333333 0.95625 TRUE -19.8214 2.92093 10.0605 1.06537232829744 -0.00191451372006845
"6264" "2242330863068" 6263 63 63 -0.433636 0.56733 -0.555556 0.333333 0.896274 TRUE -11.717 10.4312 12.3205 0.635929448333539 -0.720682631083551
"6270" "2242330863068" 6269 69 63 -1.98309 0.217878 -0.555556 0.333333 0.973693 TRUE -13.4127 10.6234 7.20148 0.767658080086624 0.25181864844142
"6286" "2242330863068" 6285 85 63 0.629034 0.581847 -0.555556 0.333333 0.883806 TRUE -14.8085 13.1388 10.257 0.901928963398761 -2.48761838168739
"6293" "2242330863068" 6292 92 63 -1.25428 0.244288 -0.555556 0.333333 0.984267 TRUE -11.4861 14.5153 8.5991 0.599020801085877 -0.62105428724006
"6294" "2242330863068" 6293 93 63 1.44461 0.449281 -0.555556 0.333333 0.973471 TRUE -13.5206 9.72807 9.34587 0.711205493236576 -0.262982163331949
"6301" "2242330863068" 6300 0 64 0.586348 -0.140995 -0.333333 0.333333 0.637644 TRUE -11.1997 13.533 10.3298 0.612043062045605 0.632339046393173
"6333" "2242330863068" 6332 32 64 -0.490424 0.275158 -0.333333 0.333333 0.993254 TRUE -17.0878 5.61135 10.0196 0.968830121368502 -0.87538830163488
"6337" "2242330863068" 6336 36 64 -2.41862 -0.115254 -0.333333 0.333333 0.668672 TRUE -16.0704 10.1492 13.7722 0.881675669817293 0.362485108525359
"6341" "2242330863068" 6340 40 64 2.28793 0.516904 -0.333333 0.333333 0.934825 TRUE -15.7878 10.211 7.98267 0.931347127074181 0.735303034550445
"6366" "2242330863068" 6365 65 64 0.0637197 0.305954 -0.333333 0.333333 0.998502 TRUE -17.4269 9.45428 10.7569 1.00570484616687 -0.89162842816997
"6369" "2242330863068" 6368 68 64 -2.19594 0.222761 -0.333333 0.333333 0.975844 TRUE -12.4889 16.2366 10.6755 0.661432796235305 -0.700151804168964
"6370" "2242330863068" 6369 69 64 -0.787572 0.210114 -0.333333 0.333333 0.97009 TRUE -13.9001 11.5257 11.037 0.791877272671727 -0.614628296933723
"6375" "2242330863068" 6374 74 64 -0.523688 0.194099 -0.333333 0.333333 0.96197 TRUE -11.0635 8.85503 11.6904 0.547150408935675 0.58971198902051
"6383" "2242330863068" 6382 82 64 -0.114015 0.375005 -0.333333 0.333333 0.996533 TRUE -11.3492 11.9648 12.4379 0.566588466766051 -0.412197426258919
"6399" "2242330863068" 6398 98 64 0.542622 0.189109 -0.333333 0.333333 0.959252 TRUE -10.1144 11.0375 9.11628 0.529339791436657 -0.17270899171807
"6407" "2242330863068" 6406 6 65 1.26954 0.403992 -0.111111 0.333333 0.990064 TRUE -14.8069 10.3187 13.264 0.726305533566005 2.15066775621115
"6412" "2242330863068" 6411 11 65 0.0671388 0.0592442 -0.111111 0.333333 0.860493 TRUE -14.1728 8.90644 6.34813 0.796241071282969 -0.461460614904353
"6430" "2242330863068" 6429 29 65 1.26389 0.48876 -0.111111 0.333333 0.952834 TRUE -22.169 3.1942 8.00106 1.3118420121953 -1.56817057423464
"6440" "2242330863068" 6439 39 65 0.126219 0.216088 -0.111111 0.333333 0.972882 TRUE -13.5602 12.8305 10.6095 0.764507230843608 1.00550650743063
"6445" "2242330863068" 6444 44 65 -0.763764 0.41022 -0.111111 0.333333 0.988247 TRUE -14.5142 9.8747 11.2396 0.789988038798634 1.5453113051941
"6448" "2242330863068" 6447 47 65 -0.685425 0.471281 -0.111111 0.333333 0.962656 TRUE -14.2495 11.0971 10.6417 0.839905979799245 -1.38071622939908
"6453" "2242330863068" 6452 52 65 0.250559 0.0714578 -0.111111 0.333333 0.871833 TRUE -8.3871 16.3107 6.71017 0.442409292344786 -0.627971492596251
"6471" "2242330863068" 6470 70 65 -1.33028 0.00784671 -0.111111 0.333333 0.809059 TRUE -23.5697 -0.833897 6.72367 1.32690089384199 -0.537638688824254
"6485" "2242330863068" 6484 84 65 0.774639 0.469076 -0.111111 0.333333 0.963818 TRUE -21.1693 8.26354 7.14515 1.18067929990798 -0.362371228496634
"6493" "2242330863068" 6492 92 65 -1.10683 0.155181 -0.111111 0.333333 0.938496 TRUE -15.8256 10.458 13.1728 0.883594774003978 0.740085331161858
"6503" "2242330863068" 6502 2 66 -0.955238 0.538084 0.111111 0.333333 0.919573 TRUE -9.35214 17.4356 11.1554 0.579993129889034 1.01420660840931
"6521" "2242330863068" 6520 20 66 -0.114583 0.426417 0.111111 0.333333 0.98282 TRUE -11.7474 12.2832 14.0492 0.613976660865434 0.764143019309698
"6529" "2242330863068" 6528 28 66 0.372591 0.448112 0.111111 0.333333 0.973996 TRUE -15.0237 9.9904 11.2336 0.822512799425792 0.194816781572896
"6536" "2242330863068" 6535 35 66 0.570055 0.321359 0.111111 0.333333 0.999713 TRUE -15.2241 11.7992 12.1807 0.806074028636354 1.08499768254311
"6564" "2242330863068" 6563 63 66 -0.448062 0.153694 0.111111 0.333333 0.937498 TRUE -7.95368 14.7034 8.89872 0.389105401667832 0.730187241495216
"6568" "2242330863068" 6567 67 66 -0.508295 0.198133 0.111111 0.333333 0.964102 TRUE -17.2867 3.77381 11.2158 0.961340728900602 1.19423815286863
"6574" "2242330863068" 6573 73 66 -0.0807312 0.250655 0.111111 0.333333 0.986422 TRUE -11.9302 11.6064 11.456 0.643681649349924 1.53672244683742
"6580" "2242330863068" 6579 79 66 -2.38739 0.420308 0.111111 0.333333 0.984985 TRUE -15.6307 12.25 13.5882 0.8872209998868 2.34529102199946
"6581" "2242330863068" 6580 80 66 -1.69747 0.322037 0.111111 0.333333 0.999745 TRUE -13.4521 9.72663 11.021 0.764235696059227 0.785893305749967
"6584" "2242330863068" 6583 83 66 -0.623843 0.432058 0.111111 0.333333 0.980696 TRUE -19.4262 7.63577 11.3798 1.06835930721206 0.0815468870278834
"6630" "2242330863068" 6629 29 67 0.709363 0.597233 0.333333 0.333333 0.869979 TRUE -16.9454 5.97182 10.4409 0.877532207332005 1.38449041089074
"6645" "2242330863068" 6644 44 67 0.380174 0.277217 0.333333 0.333333 0.993722 TRUE -12.0772 9.5264 8.90156 0.674927026572865 0.893463916296808
"6647" "2242330863068" 6646 46 67 0.765634 0.296081 0.333333 0.333333 0.997228 TRUE -11.5852 14.1532 9.10239 0.656774921210844 0.894732983044574
"6654" "2242330863068" 6653 53 67 0.517931 0.314218 0.333333 0.333333 0.999269 TRUE -14.7171 14.7005 11.4034 0.843693849834188 2.53603313247121
