"seed" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "PC1" "PC2" "PC3" "RDA1" "RDA2"
"1677" "2242330863068" 1676 76 17 2.24228 -0.780701 0.333333 -0.777778 0.999983 TRUE 31.1252 -9.42038 3.30282 -1.77128683904387 -0.312471105608003
"1688" "2242330863068" 1687 87 17 1.25999 -1.17545 0.333333 -0.777778 0.728856 TRUE 27.5125 -9.30712 3.92656 -1.50536693279396 1.55035483688136
"1690" "2242330863068" 1689 89 17 2.06699 -0.602182 0.333333 -0.777778 0.940195 TRUE 28.1415 -5.17849 -5.44191 -1.60584657417956 0.104761267221566
"1706" "2242330863068" 1705 5 18 0.837634 -0.798463 0.555556 -0.777778 0.999145 TRUE 30.0178 -11.7986 1.19186 -1.74531889520638 0.693228763139997
"1709" "2242330863068" 1708 8 18 -0.268441 -0.686158 0.555556 -0.777778 0.983352 TRUE 31.0035 -13.4117 7.46469 -1.75042693914758 0.210507237494861
"1723" "2242330863068" 1722 22 18 0.814495 -0.617237 0.555556 -0.777778 0.949759 TRUE 28.0752 -12.0386 6.29803 -1.50236777334948 0.812591917233129
"1724" "2242330863068" 1723 23 18 0.808989 -0.756389 0.555556 -0.777778 0.999085 TRUE 30.3986 -9.39704 3.62427 -1.74509771937865 1.45759322641316
"1743" "2242330863068" 1742 42 18 0.0408088 -0.610169 0.555556 -0.777778 0.945364 TRUE 30.2597 -12.1129 10.4306 -1.69787522829821 1.37367051222326
"1753" "2242330863068" 1752 52 18 -0.0401203 -0.698626 0.555556 -0.777778 0.987548 TRUE 30.6203 -8.59064 3.90376 -1.65368062345691 2.12103318193148
"1766" "2242330863068" 1765 65 18 1.06626 -0.802657 0.555556 -0.777778 0.998763 TRUE 27.2832 -9.02005 -2.04769 -1.4476905194986 1.00649846742277
"1772" "2242330863068" 1771 71 18 0.110104 -0.805132 0.555556 -0.777778 0.998505 TRUE 26.8262 -8.69611 1.60693 -1.50062510151629 0.609972259342692
"1786" "2242330863068" 1785 85 18 -0.252846 -0.906297 0.555556 -0.777778 0.967505 TRUE 30.5427 -11.7792 4.57588 -1.72288655850178 0.658158881160129
"1791" "2242330863068" 1790 90 18 0.676667 -0.769919 0.555556 -0.777778 0.999876 TRUE 28.6704 -6.55608 1.18182 -1.68439954731022 1.48872606699786
"1802" "2242330863068" 1801 1 19 0.561702 -0.528297 0.777778 -0.777778 0.882954 TRUE 28.4333 -10.4116 3.80314 -1.57907490003134 1.11880942886823
"1809" "2242330863068" 1808 8 19 0.86841 -0.986002 0.777778 -0.777778 0.916939 TRUE 29.2131 -10.3891 4.81141 -1.63058335042729 2.34589600753338
"1813" "2242330863068" 1812 12 19 1.72059 -1.06981 0.777778 -0.777778 0.843192 TRUE 28.276 -9.72644 1.5989 -1.54184749486974 1.29534087193167
"1827" "2242330863068" 1826 26 19 0.0184131 -0.605065 0.777778 -0.777778 0.942085 TRUE 26.6967 -6.72556 -4.30342 -1.40534004938833 1.62748106957276
"1828" "2242330863068" 1827 27 19 -0.0364215 -0.708589 0.777778 -0.777778 0.990472 TRUE 28.4299 -9.88534 5.11723 -1.58865481896741 0.346279176360063
"1833" "2242330863068" 1832 32 19 0.840583 -0.755355 0.777778 -0.777778 0.998995 TRUE 26.868 -11.5205 4.38108 -1.51342996755358 1.73989767315763
"1869" "2242330863068" 1868 68 19 3.22258 -0.448401 0.777778 -0.777778 0.804947 TRUE 25.7696 -4.16909 1.83314 -1.39843898215282 1.94573121555098
"1875" "2242330863068" 1874 74 19 0.656747 -1.07366 0.777778 -0.777778 0.839379 TRUE 25.7775 -11.8376 3.43959 -1.39476318714634 0.218090127428043
"1876" "2242330863068" 1875 75 19 -0.0565946 -0.869929 0.777778 -0.777778 0.98316 TRUE 29.8481 -10.6598 5.58852 -1.64006328614686 1.27876195129978
"1878" "2242330863068" 1877 77 19 1.15662 -0.84707 0.777778 -0.777778 0.990443 TRUE 27.8946 -11.1913 1.35252 -1.50956024828674 1.89702409800371
"1909" "2242330863068" 1908 8 20 0.216377 -0.917142 1 -0.777778 0.9619 TRUE 27.6627 -11.1807 4.80304 -1.52916986293786 1.23742855855212
"1912" "2242330863068" 1911 11 20 -0.12979 -0.672718 1 -0.777778 0.978167 TRUE 24.3622 -6.6555 4.1863 -1.26638380960364 1.9114669317503
"1924" "2242330863068" 1923 23 20 1.46244 -0.599215 1 -0.777778 0.938221 TRUE 24.8126 -7.06497 2.50082 -1.35638119237124 1.8389267757024
"1935" "2242330863068" 1934 34 20 -0.475822 -0.92685 1 -0.777778 0.956528 TRUE 30.2669 -10.0014 6.66614 -1.67014934962017 2.06160560668625
"1967" "2242330863068" 1966 66 20 0.624747 -1.02313 1 -0.777778 0.88657 TRUE 27.2247 -8.54817 3.11665 -1.5539528861588 1.70495795602794
"1968" "2242330863068" 1967 67 20 -0.754348 -0.570057 1 -0.777778 0.917323 TRUE 30.0011 -11.0868 4.63599 -1.64734978501325 0.70632362118307
"1971" "2242330863068" 1970 70 20 1.28622 -0.749285 1 -0.777778 0.998378 TRUE 30.2648 -10.2497 5.90321 -1.74794292883494 0.41873098351107
"1980" "2242330863068" 1979 79 20 0.813021 -0.54316 1 -0.777778 0.895753 TRUE 27.0615 -11.4084 3.36135 -1.48476270866122 2.59201067436985
"1983" "2242330863068" 1982 82 20 -0.357988 -0.791971 1 -0.777778 0.999597 TRUE 30.3346 -9.5304 1.5545 -1.70733728411269 0.448112972542936
"1996" "2242330863068" 1995 95 20 -0.252461 -0.792234 1 -0.777778 0.999582 TRUE 31.4504 -15.2479 2.96242 -1.67793577076508 1.59462599472877
"2001" "2242330863068" 2000 0 21 0.811018 -0.645774 -1 -0.555556 0.983853 TRUE 24.9139 0.991695 -11.7594 -1.44023046133472 -1.1185462588057
"2006" "2242330863068" 2005 5 21 1.12591 -0.595572 -1 -0.555556 0.996803 TRUE 25.743 -2.68468 -8.16814 -1.52273189115642 -1.09910935787712
"2014" "2242330863068" 2013 13 21 0.537541 -0.658676 -1 -0.555556 0.978957 TRUE 25.2023 1.36704 -14.0194 -1.33856742948709 -2.60716846070121
"2016" "2242330863068" 2015 15 21 0.936753 -0.425387 -1 -0.555556 0.96668 TRUE 27.3606 -0.704157 -12.704 -1.58323752034203 -2.68592775706344
"2017" "2242330863068" 2016 16 21 0.959304 -0.694089 -1 -0.555556 0.962344 TRUE 20.8056 3.67509 -14.279 -1.12395581987832 -1.91590235186023
"2025" "2242330863068" 2024 24 21 0.272764 -0.537754 -1 -0.555556 0.999366 TRUE 26.4946 -1.9486 -6.40147 -1.53976364161249 -1.30497939176527
"2053" "2242330863068" 2052 52 21 -2.70871 -0.51538 -1 -0.555556 0.996777 TRUE 16.6204 4.36961 -11.2474 -0.85647131264959 -1.2405001124832
"2064" "2242330863068" 2063 63 21 0.903973 -0.472583 -1 -0.555556 0.986325 TRUE 17.1379 5.10434 -13.7579 -0.900205858463217 -0.560861900845755
"2070" "2242330863068" 2069 69 21 1.69935 -0.419928 -1 -0.555556 0.963879 TRUE 21.5804 -4.31463 -4.86076 -1.23569087624593 -1.75260039419073
"2072" "2242330863068" 2071 71 21 -1.66232 -0.321092 -1 -0.555556 0.895882 TRUE 22.4101 0.808085 -8.49083 -1.18524358834589 -2.71475755643355
"2107" "2242330863068" 2106 6 22 -0.615436 -0.72184 -0.777778 -0.555556 0.9462 TRUE 22.646 0.668394 -11.2659 -1.18282838551367 -2.41363127528307
"2115" "2242330863068" 2114 14 22 0.562965 -0.344606 -0.777778 -0.555556 0.914846 TRUE 20.027 3.39528 -7.54818 -1.10499686291871 -0.659014517768749
"2121" "2242330863068" 2120 20 22 -0.717415 -0.147887 -0.777778 -0.555556 0.717209 TRUE 20.3712 0.872437 -9.01618 -1.18676331367289 -2.58892268924843
"2139" "2242330863068" 2138 38 22 0.0287331 -0.410449 -0.777778 -0.555556 0.958763 TRUE 19.5633 -1.14529 -9.18041 -0.97418984950938 -1.29268745248677
"2172" "2242330863068" 2171 71 22 0.688922 -0.472659 -0.777778 -0.555556 0.98635 TRUE 27.7223 -0.64971 -11.2741 -1.53217637910071 -0.840583090676826
"2173" "2242330863068" 2172 72 22 -0.810229 -0.671707 -0.777778 -0.555556 0.973379 TRUE 25.0614 -3.00545 -8.69355 -1.30869827937899 -1.42056911598127
"2185" "2242330863068" 2184 84 22 1.55195 -0.415195 -0.777778 -0.555556 0.961364 TRUE 23.9948 0.992481 -10.792 -1.34205191265688 -0.620959093006754
"2188" "2242330863068" 2187 87 22 -0.363386 -0.586497 -0.777778 -0.555556 0.998087 TRUE 26.134 -8.11865 -3.26967 -1.44064939727709 -1.34442645982678
"2193" "2242330863068" 2192 92 22 0.84957 -0.492388 -0.777778 -0.555556 0.992051 TRUE 16.5645 6.35781 -10.2845 -0.948454114341646 -1.24144361261218
"2196" "2242330863068" 2195 95 22 1.0903 -0.72638 -0.777778 -0.555556 0.943308 TRUE 26.468 -4.91431 -5.78753 -1.41811013870873 -0.814779478206394
"2224" "2242330863068" 2223 23 23 0.832004 -0.385968 -0.555556 -0.555556 0.944103 TRUE 22.7906 -0.407968 -8.08845 -1.28411795252027 -1.89906047950707
"2226" "2242330863068" 2225 25 23 0.130932 -0.423389 -0.555556 -0.555556 0.965667 TRUE 24.758 -4.84366 -4.78962 -1.39266421711942 -1.75483705224779
"2230" "2242330863068" 2229 29 23 0.564713 -0.58994 -0.555556 -0.555556 0.997638 TRUE 23.1284 1.02348 -8.48597 -1.21422027359376 -1.38202235941381
"2233" "2242330863068" 2232 32 23 0.395552 -0.786738 -0.555556 -0.555556 0.898624 TRUE 24.7206 0.917312 -14.1057 -1.35375980811067 -2.22812799075562
"2242" "2242330863068" 2241 41 23 -0.386943 -0.749962 -0.555556 -0.555556 0.927199 TRUE 21.1723 0.0498535 -11.5411 -1.12761203396047 -2.84044163714543
"2251" "2242330863068" 2250 50 23 -0.227453 -0.44763 -0.555556 -0.555556 0.976973 TRUE 22.9438 2.44166 -9.20931 -1.26387506309951 -1.38875304216354
"2252" "2242330863068" 2251 51 23 0.537714 -0.462078 -0.555556 -0.555556 0.982676 TRUE 24.2368 4.90068 -13.7077 -1.34539538509141 -0.908400005672755
"2265" "2242330863068" 2264 64 23 1.07874 -0.734978 -0.555556 -0.555556 0.937644 TRUE 20.2851 3.12381 -11.0928 -1.08564958865675 -1.86487661324673
"2272" "2242330863068" 2271 71 23 1.60863 -1.07362 -0.555556 -0.555556 0.584631 TRUE 25.4421 -0.857716 -10.7022 -1.37299550095695 -1.68233763223473
"2285" "2242330863068" 2284 84 23 1.02529 -0.463398 -0.555556 -0.555556 0.983158 TRUE 22.7269 0.957748 -7.95163 -1.24293064818561 -1.55069334288039
"2304" "2242330863068" 2303 3 24 0.740756 -0.55097 -0.333333 -0.555556 0.999958 TRUE 24.5968 -1.13119 -12.2798 -1.33060929942999 -1.54309704778654
"2334" "2242330863068" 2333 33 24 0.840905 -0.508379 -0.333333 -0.555556 0.995559 TRUE 15.8986 5.67553 -11.1367 -0.812104422632265 -2.00183473575558
"2348" "2242330863068" 2347 47 24 0.353686 -0.51473 -0.333333 -0.555556 0.996672 TRUE 21.8662 1.71879 -9.26431 -1.26521164330929 -1.55730286813115
"2362" "2242330863068" 2361 61 24 -0.18467 -0.634041 -0.333333 -0.555556 0.987756 TRUE 20.4778 1.90469 -11.4781 -1.19857184258178 0.174512333623263
"2365" "2242330863068" 2364 64 24 1.35517 -0.682396 -0.333333 -0.555556 0.968335 TRUE 22.0147 -3.58722 -6.74614 -1.25192933889965 -1.34684038862914
"2368" "2242330863068" 2367 67 24 -0.0312627 -0.537917 -0.333333 -0.555556 0.999378 TRUE 22.051 1.19862 -5.53958 -1.26961338305653 -0.0111850126464964
"2383" "2242330863068" 2382 82 24 0.59698 -0.229339 -0.333333 -0.555556 0.808289 TRUE 19.5333 5.15537 -10.8203 -1.09674828536531 -1.25146096333124
"2389" "2242330863068" 2388 88 24 -0.345025 -0.376613 -0.333333 -0.555556 0.937967 TRUE 21.4007 0.420046 -7.81533 -1.15309254380761 -1.48453104616786
"2394" "2242330863068" 2393 93 24 0.651819 -0.756645 -0.333333 -0.555556 0.92231 TRUE 22.1002 -2.52916 -8.12536 -1.22948644128071 -0.654998906167984
"2397" "2242330863068" 2396 96 24 0.0403994 -0.575217 -0.333333 -0.555556 0.999227 TRUE 23.7675 0.0376122 -14.4539 -1.31034077259596 -1.59055856896516
"2418" "2242330863068" 2417 17 25 1.04592 -0.547029 -0.111111 -0.555556 0.999855 TRUE 23.4788 -2.17178 -4.72665 -1.30038139605354 0.884326020319816
"2428" "2242330863068" 2427 27 25 1.16936 -0.822245 -0.111111 -0.555556 0.867408 TRUE 23.7336 0.860354 -8.95833 -1.26727873733172 -0.339257629651044
"2432" "2242330863068" 2431 31 25 0.778927 -0.551083 -0.111111 -0.555556 0.99996 TRUE 26.5628 -8.34621 -7.16368 -1.44162949221089 0.200814671479981
"2436" "2242330863068" 2435 35 25 0.501344 -0.508392 -0.111111 -0.555556 0.995561 TRUE 26.3557 -0.95041 -13.1943 -1.46178623056933 1.32065995758167
"2451" "2242330863068" 2450 50 25 1.75129 -0.688312 -0.111111 -0.555556 0.965365 TRUE 22.1544 -1.97103 -8.76913 -1.19045796064412 -0.533685195398837
"2456" "2242330863068" 2455 55 25 -0.110018 -0.540722 -0.111111 -0.555556 0.99956 TRUE 24.2736 0.791222 -9.30892 -1.2554248701275 -0.113980919509411
"2457" "2242330863068" 2456 56 25 1.80817 -0.456221 -0.111111 -0.555556 0.980459 TRUE 20 1.81829 -11.5163 -1.15356588515623 -1.34103451827867
"2465" "2242330863068" 2464 64 25 0.782486 -0.581148 -0.111111 -0.555556 0.998691 TRUE 20.7264 -0.52591 -5.52373 -1.15338639603158 0.44800968419753
"2490" "2242330863068" 2489 89 25 2.14497 -0.73953 -0.111111 -0.555556 0.934547 TRUE 22.7355 -0.346486 -6.5106 -1.30653775175137 -1.35207882209304
"2499" "2242330863068" 2498 98 25 -0.196052 -0.700933 -0.111111 -0.555556 0.958612 TRUE 26.6437 -3.2487 -5.37988 -1.4300904044122 0.525812711431596
"2508" "2242330863068" 2507 7 26 -0.90029 -0.474672 0.111111 -0.555556 0.987001 TRUE 24.8378 -6.27137 -2.92472 -1.3013845610183 -0.519463528482389
"2512" "2242330863068" 2511 11 26 -0.650551 -0.536439 0.111111 -0.555556 0.999269 TRUE 27.9863 -4.4925 -7.25778 -1.50841616290841 0.663510089571546
"2513" "2242330863068" 2512 12 26 -1.14375 -0.612719 0.111111 -0.555556 0.993486 TRUE 22.571 0.642067 -11.0522 -1.25130835660782 1.91941684265079
"2544" "2242330863068" 2543 43 26 1.30622 -0.51036 0.111111 -0.555556 0.995923 TRUE 22.3796 0.564188 -7.5065 -1.26475651577154 1.6541196268641
"2546" "2242330863068" 2545 45 26 0.163651 -1.11655 0.111111 -0.555556 0.532899 TRUE 23.6111 1.62754 -11.3559 -1.2689861469075 1.16643590178915
"2555" "2242330863068" 2554 54 26 -0.269671 -0.61273 0.111111 -0.555556 0.993484 TRUE 17.127 1.68021 -9.93154 -0.929190879014682 -0.850362449536376
"2574" "2242330863068" 2573 73 26 1.10758 -0.571132 0.111111 -0.555556 0.999515 TRUE 27.1093 -4.21429 -6.26492 -1.51750181284107 0.856162087734077
"2579" "2242330863068" 2578 78 26 2.50567 -0.357962 0.111111 -0.555556 0.924885 TRUE 20.7395 -0.17309 -10.0925 -1.12858725950115 1.54735181337463
"2593" "2242330863068" 2592 92 26 0.0118427 -0.612963 0.111111 -0.555556 0.99343 TRUE 26.0213 -3.43381 -9.68979 -1.46665147377059 0.668653127266816
"2598" "2242330863068" 2597 97 26 -1.20611 -0.368958 0.111111 -0.555556 0.932732 TRUE 19.2885 2.50639 -8.14276 -1.02780846402375 1.37310986457909
"2602" "2242330863068" 2601 1 27 -1.08702 -0.0340554 0.333333 -0.555556 0.580466 TRUE 16.6661 7.59231 -10.8034 -0.948688891844431 0.264430031295906
"2609" "2242330863068" 2608 8 27 1.06362 -0.385732 0.333333 -0.555556 0.943952 TRUE 22.7564 2.38618 -13.4538 -1.27053909790823 1.70727237823293
"2613" "2242330863068" 2612 12 27 -0.297914 -0.513829 0.333333 -0.555556 0.996524 TRUE 20.1948 -1.2161 -10.2992 -1.12250028518282 -0.436250568732374
"2622" "2242330863068" 2621 21 27 -0.329669 -0.498496 0.333333 -0.555556 0.99351 TRUE 24.6478 -0.99455 -7.86534 -1.30038436871554 -0.0609839839094698
"2642" "2242330863068" 2641 41 27 -0.0921793 -0.442364 0.333333 -0.555556 0.974701 TRUE 22.1034 1.06823 -6.89919 -1.17401787603447 0.0831714801961428
"2656" "2242330863068" 2655 55 27 0.512884 -0.583061 0.333333 -0.555556 0.998488 TRUE 26.9483 -0.929456 -12.2228 -1.56219554362761 0.325834118434008
"2660" "2242330863068" 2659 59 27 1.69242 -0.697029 0.333333 -0.555556 0.960761 TRUE 23.9522 -1.52105 -3.13472 -1.30759282679075 0.886910666606937
"2674" "2242330863068" 2673 73 27 -0.495783 -0.588173 0.333333 -0.555556 0.997874 TRUE 21.4173 4.72934 -4.99064 -1.15928553707595 0.671623677022071
"2689" "2242330863068" 2688 88 27 -0.744296 -0.488712 0.333333 -0.555556 0.991104 TRUE 21.7672 2.76498 -9.8042 -1.17577785638825 -0.00919521448693763
"2694" "2242330863068" 2693 93 27 1.01362 -0.249398 0.333333 -0.555556 0.829058 TRUE 25.2009 0.30335 -5.62161 -1.45009756766094 -0.954511861821495
"2713" "2242330863068" 2712 12 28 0.322649 -0.414835 0.555556 -0.555556 0.961169 TRUE 22.9307 -1.02439 -6.69003 -1.25610728089118 1.84424623488796
"2722" "2242330863068" 2721 21 28 -0.116028 -0.613078 0.555556 -0.555556 0.993404 TRUE 25.341 -1.22225 -11.1759 -1.33985257215156 1.86551496017684
"2756" "2242330863068" 2755 55 28 0.665518 -0.356652 0.555556 -0.555556 0.923924 TRUE 27.3996 -0.876537 -10.5237 -1.45585451633475 1.15619839754474
"2759" "2242330863068" 2758 58 28 -0.131858 -0.801996 0.555556 -0.555556 0.885622 TRUE 21.2975 -2.35293 -13.1094 -1.20563185908983 -0.628461032057149
"2760" "2242330863068" 2759 59 28 -0.28803 -0.770056 0.555556 -0.555556 0.912086 TRUE 22.9866 3.28807 -13.445 -1.24592021417056 1.12773196280121
"2763" "2242330863068" 2762 62 28 2.41414 -0.576631 0.555556 -0.555556 0.999112 TRUE 18.7352 -0.0541929 -9.31408 -0.980412422757213 0.180657290811855
"2773" "2242330863068" 2772 72 28 -0.549923 -0.540575 0.555556 -0.555556 0.999551 TRUE 20.8591 2.56796 -9.76533 -1.15028597141436 2.08938763421706
"2774" "2242330863068" 2773 73 28 1.70327 -0.422852 0.555556 -0.555556 0.965393 TRUE 18.8278 -2.38043 -7.0843 -1.08521264585942 0.857789409687182
"2798" "2242330863068" 2797 97 28 0.360674 -0.736952 0.555556 -0.555556 0.936309 TRUE 19.2281 0.525945 -8.91886 -1.04689200698622 1.80815842732086
"2799" "2242330863068" 2798 98 28 0.907957 -0.410723 0.555556 -0.555556 0.958915 TRUE 17.6174 5.21727 -11.98 -0.976180344720695 0.420054746487799
"2804" "2242330863068" 2803 3 29 0.83946 -0.477616 0.777778 -0.555556 0.987924 TRUE 20.6517 -0.390504 -8.10298 -1.1748696059623 0.852916422588489
"2806" "2242330863068" 2805 5 29 -1.68054 -0.410592 0.777778 -0.555556 0.958842 TRUE 21.8733 -2.99579 -1.58588 -1.2208233725372 2.33805211502679
"2810" "2242330863068" 2809 9 29 -1.06998 -0.914641 0.777778 -0.555556 0.772685 TRUE 22.4876 0.812673 -8.37326 -1.24960036264101 1.64932314222418
"2811" "2242330863068" 2810 10 29 0.84925 -0.577924 0.777778 -0.555556 0.999 TRUE 22.9746 2.38268 -9.68281 -1.34405399399757 1.75982390545308
"2827" "2242330863068" 2826 26 29 0.160006 -0.755737 0.777778 -0.555556 0.922982 TRUE 22.1042 -3.59013 -2.63112 -1.23132209406744 1.22517431054303
"2845" "2242330863068" 2844 44 29 -0.745857 -0.464534 0.777778 -0.555556 0.983567 TRUE 23.8822 -1.78339 -8.69348 -1.28885061504611 1.74088154659626
"2848" "2242330863068" 2847 47 29 -0.162176 -0.581306 0.777778 -0.555556 0.998675 TRUE 24.864 2.50096 -13.1427 -1.381591841876 0.575180676958318
"2859" "2242330863068" 2858 58 29 0.854724 -0.669688 0.777778 -0.555556 0.974284 TRUE 19.8024 -1.62775 -8.42509 -1.09290278290414 0.609535361373293
"2864" "2242330863068" 2863 63 29 0.744879 -0.818336 0.777778 -0.555556 0.871005 TRUE 18.8159 3.49965 -12.8328 -1.03116243790888 1.46653435705676
"2889" "2242330863068" 2888 88 29 -0.74131 -0.682726 0.777778 -0.555556 0.968173 TRUE 17.4057 4.15206 -10.6193 -0.970881002232312 -0.388208306849585
"2907" "2242330863068" 2906 6 30 1.49289 -0.792917 1 -0.555556 0.893436 TRUE 21.8079 1.39374 -9.60837 -1.2600195041707 1.53410978826726
"2909" "2242330863068" 2908 8 30 1.71902 -0.537713 1 -0.555556 0.999363 TRUE 21.2507 -0.934494 -7.88669 -1.19318358138062 0.390235734976305
"2924" "2242330863068" 2923 23 30 0.747916 -0.713898 1 -0.555556 0.951092 TRUE 23.5243 3.08491 -10.6902 -1.31832931480559 1.56080114814098
"2932" "2242330863068" 2931 31 30 0.758758 -0.62707 1 -0.555556 0.989824 TRUE 22.3243 -0.795042 -7.43813 -1.24535487849177 1.30530870059987
"2963" "2242330863068" 2962 62 30 1.51563 -0.591097 1 -0.555556 0.997477 TRUE 23.055 -2.22321 -9.46741 -1.23625920710748 0.343059356550077
"2969" "2242330863068" 2968 68 30 1.00196 -0.644168 1 -0.555556 0.984418 TRUE 24.855 -1.43417 -12.1126 -1.39064003096553 0.993470839737167
"2982" "2242330863068" 2981 81 30 -0.944707 -0.453108 1 -0.555556 0.979228 TRUE 19.5387 -1.45952 -7.70617 -1.09001249665697 2.94360063961604
"2985" "2242330863068" 2984 84 30 -1.05698 -0.373637 1 -0.555556 0.935954 TRUE 24.559 1.717 -14.639 -1.31716687034909 1.66279874231083
"2988" "2242330863068" 2987 87 30 0.32581 -0.578211 1 -0.555556 0.998974 TRUE 20.6463 1.198 -11.7458 -1.09576356113889 0.566536052247905
"2991" "2242330863068" 2990 90 30 -0.983047 -0.630466 1 -0.555556 0.98884 TRUE 25.3655 -3.46301 -8.82823 -1.32366080113271 1.77241091957273
"3037" "2242330863068" 3036 36 31 -0.0337932 -0.432548 -1 -0.333333 0.980506 TRUE 13.5968 7.64326 -13.2793 -0.708038756752634 -2.69609764870968
"3042" "2242330863068" 3041 41 31 0.551366 -0.240328 -1 -0.333333 0.982849 TRUE 11.9386 10.7042 -9.6198 -0.57093747801886 -3.10757776839601
"3052" "2242330863068" 3051 51 31 0.160277 -0.312413 -1 -0.333333 0.999125 TRUE 11.7899 8.66455 -10.8064 -0.620436410905373 -2.63150876312272
"3053" "2242330863068" 3052 52 31 0.886864 -0.294083 -1 -0.333333 0.996924 TRUE 18.4766 9.24428 -13.9352 -1.01405813381554 -2.47594867595884
"3059" "2242330863068" 3058 58 31 1.27202 -0.519475 -1 -0.333333 0.933049 TRUE 13.4795 14.2117 -13.2406 -0.720773918629208 -2.65323778548493
"3073" "2242330863068" 3072 72 31 0.702857 -0.517819 -1 -0.333333 0.934195 TRUE 10.6724 8.49987 -8.39138 -0.606026897658138 -2.11287650876909
"3083" "2242330863068" 3082 82 31 -0.679476 -0.361129 -1 -0.333333 0.998456 TRUE 12.8487 5.52948 -8.98342 -0.666195925307053 -1.28984032632653
"3087" "2242330863068" 3086 86 31 0.852323 -0.404736 -1 -0.333333 0.989855 TRUE 10.3097 10.2502 -13.7055 -0.481305517558091 -2.53576520959575
"3089" "2242330863068" 3088 88 31 2.03646 -0.55972 -1 -0.333333 0.902576 TRUE 18.0054 5.44941 -11.2624 -1.05774525630456 -0.529695034367046
"3095" "2242330863068" 3094 94 31 1.30803 -0.430415 -1 -0.333333 0.981327 TRUE 12.9738 8.68493 -10.5489 -0.771014254163256 -3.25242848666561
"3105" "2242330863068" 3104 4 32 -0.742956 -0.214963 -0.777778 -0.333333 0.972366 TRUE 10.4206 10.0345 -10.6059 -0.542902050606436 -0.618441889643771
"3106" "2242330863068" 3105 5 32 0.833788 -0.493252 -0.777778 -0.333333 0.950138 TRUE 13.5465 10.2418 -10.3732 -0.754872319939014 -2.6524095476445
"3121" "2242330863068" 3120 20 32 1.36085 -0.466696 -0.777778 -0.333333 0.965054 TRUE 19.9204 12.2856 -15.5196 -1.12805960986644 -2.20722450441433
"3125" "2242330863068" 3124 24 32 0.43584 -0.432562 -0.777778 -0.333333 0.9805 TRUE 17.1663 4.16428 -12.2832 -0.920050928541329 -2.76256838537206
"3126" "2242330863068" 3125 25 32 -0.340235 -0.169815 -0.777778 -0.333333 0.947929 TRUE 15.0992 10.4292 -11.774 -0.845395219811689 -1.43727179993856
"3138" "2242330863068" 3137 37 32 0.614103 -0.351019 -0.777778 -0.333333 0.999375 TRUE 16.0902 10.37 -11.9788 -0.922520903426389 -1.49205897600954
"3145" "2242330863068" 3144 44 32 1.43802 -0.476275 -0.777778 -0.333333 0.959959 TRUE 15.9407 4.0051 -9.5063 -0.848906842561465 -2.27345895085067
"3157" "2242330863068" 3156 56 32 2.79494 -0.481238 -0.777778 -0.333333 0.957192 TRUE 15.1056 7.08727 -13.6203 -0.84044481334063 -2.78984591778706
"3169" "2242330863068" 3168 68 32 -0.73159 -0.559454 -0.777778 -0.333333 0.902794 TRUE 13.5177 8.45811 -9.79643 -0.779764445133074 -1.22914237138061
"3197" "2242330863068" 3196 96 32 1.05169 -0.334621 -0.777778 -0.333333 0.999997 TRUE 8.70588 13.6313 -12.0035 -0.474354367586872 -2.82640444230558
"3207" "2242330863068" 3206 6 33 0.141527 -0.554432 -0.555556 -0.333333 0.906858 TRUE 15.175 7.78933 -12.4902 -0.763381687788912 -2.314845504155
"3234" "2242330863068" 3233 33 33 0.389349 -0.268709 -0.555556 -0.333333 0.991682 TRUE 12.8977 13.7051 -15.2733 -0.682051375265561 0.122606869732188
"3235" "2242330863068" 3234 34 33 -1.13147 -0.322258 -0.555556 -0.333333 0.999755 TRUE 14.5439 8.64671 -9.49445 -0.787865565007983 -0.790858453276556
"3245" "2242330863068" 3244 44 33 1.52232 -0.12735 -0.555556 -0.333333 0.918643 TRUE 5.73111 12.9738 -10.1002 -0.30753971670594 -1.00395071989344
"3259" "2242330863068" 3258 58 33 -0.122154 -0.453585 -0.555556 -0.333333 0.971493 TRUE 17.3685 6.52426 -13.6262 -0.961415917791506 -1.91720775101283
"3270" "2242330863068" 3269 69 33 -0.59492 -0.429331 -0.555556 -0.333333 0.981738 TRUE 11.303 12.9921 -13.8492 -0.672069160194935 -1.4995686383895
"3273" "2242330863068" 3272 72 33 0.58121 -0.285038 -0.555556 -0.333333 0.995346 TRUE 13.9134 12.2639 -13.9833 -0.811269385203681 -2.31395306471729
"3276" "2242330863068" 3275 75 33 0.588064 -0.49444 -0.555556 -0.333333 0.949413 TRUE 15.4465 6.99482 -18.2421 -0.795822835501189 -2.36689786977796
"3282" "2242330863068" 3281 81 33 1.05532 -0.347825 -0.555556 -0.333333 0.99958 TRUE 15.1017 9.16465 -9.10328 -0.824844535040507 -1.26189500706193
"3285" "2242330863068" 3284 84 33 0.654502 -0.298279 -0.555556 -0.333333 0.997545 TRUE 11.334 10.6997 -10.3011 -0.507806745577714 -1.81546286362009
"3310" "2242330863068" 3309 9 34 0.207314 -0.48116 -0.333333 -0.333333 0.957236 TRUE 16.6331 8.21728 -9.85493 -0.940454385633565 0.788254338932631
