seed subpopID N opt0 opt1 x y
22423308670 1 100 -1 -1 1 1
22423308670 2 100 -0.777778 -1 2 1
22423308670 3 100 -0.555556 -1 3 1
22423308670 4 100 -0.333333 -1 4 1
22423308670 5 100 -0.111111 -1 5 1
22423308670 6 100 0.111111 -1 6 1
22423308670 7 100 0.333333 -1 7 1
22423308670 8 100 0.555556 -1 8 1
22423308670 9 100 0.777778 -1 9 1
22423308670 10 100 1 -1 10 1
22423308670 11 100 -1 -0.777778 1 2
22423308670 12 100 -0.777778 -0.777778 2 2
22423308670 13 100 -0.555556 -0.777778 3 2
22423308670 14 100 -0.333333 -0.777778 4 2
22423308670 15 100 -0.111111 -0.777778 5 2
22423308670 16 100 0.111111 -0.777778 6 2
22423308670 17 100 0.333333 -0.777778 7 2
22423308670 18 100 0.555556 -0.777778 8 2
22423308670 19 100 0.777778 -0.777778 9 2
22423308670 20 100 1 -0.777778 10 2
22423308670 21 100 -1 -0.555556 1 3
22423308670 22 100 -0.777778 -0.555556 2 3
22423308670 23 100 -0.555556 -0.555556 3 3
22423308670 24 100 -0.333333 -0.555556 4 3
22423308670 25 100 -0.111111 -0.555556 5 3
22423308670 26 100 0.111111 -0.555556 6 3
22423308670 27 100 0.333333 -0.555556 7 3
22423308670 28 100 0.555556 -0.555556 8 3
22423308670 29 100 0.777778 -0.555556 9 3
22423308670 30 100 1 -0.555556 10 3
22423308670 31 100 -1 -0.333333 1 4
22423308670 32 100 -0.777778 -0.333333 2 4
22423308670 33 100 -0.555556 -0.333333 3 4
22423308670 34 100 -0.333333 -0.333333 4 4
22423308670 35 100 -0.111111 -0.333333 5 4
22423308670 36 100 0.111111 -0.333333 6 4
22423308670 37 100 0.333333 -0.333333 7 4
22423308670 38 100 0.555556 -0.333333 8 4
22423308670 39 100 0.777778 -0.333333 9 4
22423308670 40 100 1 -0.333333 10 4
22423308670 41 100 -1 -0.111111 1 5
22423308670 42 100 -0.777778 -0.111111 2 5
22423308670 43 100 -0.555556 -0.111111 3 5
22423308670 44 100 -0.333333 -0.111111 4 5
22423308670 45 100 -0.111111 -0.111111 5 5
22423308670 46 100 0.111111 -0.111111 6 5
22423308670 47 100 0.333333 -0.111111 7 5
22423308670 48 100 0.555556 -0.111111 8 5
22423308670 49 100 0.777778 -0.111111 9 5
22423308670 50 100 1 -0.111111 10 5
22423308670 51 100 -1 0.111111 1 6
22423308670 52 100 -0.777778 0.111111 2 6
22423308670 53 100 -0.555556 0.111111 3 6
22423308670 54 100 -0.333333 0.111111 4 6
22423308670 55 100 -0.111111 0.111111 5 6
22423308670 56 100 0.111111 0.111111 6 6
22423308670 57 100 0.333333 0.111111 7 6
22423308670 58 100 0.555556 0.111111 8 6
22423308670 59 100 0.777778 0.111111 9 6
22423308670 60 100 1 0.111111 10 6
22423308670 61 100 -1 0.333333 1 7
22423308670 62 100 -0.777778 0.333333 2 7
22423308670 63 100 -0.555556 0.333333 3 7
22423308670 64 100 -0.333333 0.333333 4 7
22423308670 65 100 -0.111111 0.333333 5 7
22423308670 66 100 0.111111 0.333333 6 7
22423308670 67 100 0.333333 0.333333 7 7
22423308670 68 100 0.555556 0.333333 8 7
22423308670 69 100 0.777778 0.333333 9 7
22423308670 70 100 1 0.333333 10 7
22423308670 71 100 -1 0.555556 1 8
22423308670 72 100 -0.777778 0.555556 2 8
22423308670 73 100 -0.555556 0.555556 3 8
22423308670 74 100 -0.333333 0.555556 4 8
22423308670 75 100 -0.111111 0.555556 5 8
22423308670 76 100 0.111111 0.555556 6 8
22423308670 77 100 0.333333 0.555556 7 8
22423308670 78 100 0.555556 0.555556 8 8
22423308670 79 100 0.777778 0.555556 9 8
22423308670 80 100 1 0.555556 10 8
22423308670 81 100 -1 0.777778 1 9
22423308670 82 100 -0.777778 0.777778 2 9
22423308670 83 100 -0.555556 0.777778 3 9
22423308670 84 100 -0.333333 0.777778 4 9
22423308670 85 100 -0.111111 0.777778 5 9
22423308670 86 100 0.111111 0.777778 6 9
22423308670 87 100 0.333333 0.777778 7 9
22423308670 88 100 0.555556 0.777778 8 9
22423308670 89 100 0.777778 0.777778 9 9
22423308670 90 100 1 0.777778 10 9
22423308670 91 100 -1 1 1 10
22423308670 92 100 -0.777778 1 2 10
22423308670 93 100 -0.555556 1 3 10
22423308670 94 100 -0.333333 1 4 10
22423308670 95 100 -0.111111 1 5 10
22423308670 96 100 0.111111 1 6 10
22423308670 97 100 0.333333 1 7 10
22423308670 98 100 0.555556 1 8 10
22423308670 99 100 0.777778 1 9 10
22423308670 100 100 1 1 10 10
