"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.569 0.644 0.63 0.504 0.57 0.11 0.042 0.625 24 58 1231422
0.537 0.608 0.531 0.312 0.366 0.114 0.167 0.375 20 31 1231423
0.313 0.387 0.318 0.179 0.094 0.068 0.178 0.225 37 42 1231424
0.313 0.397 0.24 0.165 0.119 0.036 0.197 0.136 50 58 1231425
0.32 0.412 0.393 0.206 0.332 0.17 0.171 0.204 71 74 1231426
0.324 0.405 0.379 0.301 0.308 0.078 0.169 0.176 48 56 1231427
0.326 0.399 0.38 0.271 0.252 0.089 0.269 0.098 38 43 1231428
0.412 0.443 0.439 0.431 0.332 0.011 0.214 0.363 35 41 1231429
0.402 0.439 0.431 0.423 0.254 0.013 0.099 0.131 49 40 1231430
0.408 0.442 0.431 0.418 0.292 0.019 0.201 0.29 70 38 1231431
0.406 0.441 0.428 0.417 0.318 0.013 0.031 0.313 46 63 1231432
0.397 0.436 0.427 0.413 0.278 0.021 0.196 0.269 30 29 1231433
0.408 0.461 0.443 0.262 0.29 0.148 0.044 0.39 31 55 1231434
0.407 0.459 0.44 0.327 0.367 0.091 0.163 0.279 28 41 1231435
0.412 0.473 0.453 0.222 0.341 0.205 0.102 0.356 42 73 1231436
0.418 0.474 0.464 0.277 0.376 0.165 0.003 0.374 36 92 1231437
0.408 0.461 0.454 0.316 0.33 0.142 0.077 0.309 30 49 1231438
0.492 0.589 0.551 0.429 0.446 0.108 0.177 0.27 16 19 1231439
0.503 0.6 0.53 0.431 0.321 0.058 0.386 0.276 21 17 1231440
0.501 0.594 0.584 0.469 0.533 0.08 0.253 0.288 25 16 1231441
0.502 0.607 0.582 0.487 0.547 0.076 0.265 0.332 23 15 1231442
0.496 0.59 0.58 0.386 0.17 0.09 0.288 0.326 22 19 1231443
0.563 0.622 0.617 0.617 0.53 0.001 0.272 0.356 17 2 1231444
0.564 0.624 0.534 0.532 0.3 0 0.155 0.177 26 4 1231445
0.579 0.63 0.626 0.616 0.557 0.014 0.143 0.376 23 11 1231446
0.573 0.63 0.625 0.621 0.548 0.005 0.098 0.285 22 5 1231447
0.56 0.625 0.572 0.57 0.233 -0.005 0.252 0.308 22 3 1231448
0.555 0.633 0.622 0.409 0.396 0.153 0.082 0.622 20 18 1231449
0.555 0.633 0.614 0.432 0.435 0.148 0.16 0.483 17 16 1231450
0.571 0.651 0.602 0.491 0.573 0.152 0.187 0.502 19 14 1231451
0.565 0.646 0.638 0.466 0.521 0.148 0.031 0.457 19 18 1231452
0.548 0.621 0.582 0.389 0.389 0.116 0.151 0.477 18 15 1231453
0.322 0.402 0.386 0.223 0.097 0.115 0.194 0.191 24 21 1231454
0.316 0.408 0.355 0.243 0.155 0.11 0.175 0.201 29 29 1231455
0.316 0.404 0.383 0.228 0.319 0.101 0.096 0.21 33 29 1231456
0.321 0.402 0.361 0.273 0.271 0.083 0.146 0.3 29 23 1231457
0.327 0.405 0.386 0.251 0.11 0.104 0.224 0.102 20 18 1231458
0.399 0.433 0.397 0.394 0.309 0.003 0.206 0.327 22 4 1231459
0.399 0.434 0.42 0.416 0.315 0.015 0.168 0.317 23 17 1231460
0.406 0.445 0.436 0.425 0.345 0.022 0.164 0.182 22 7 1231461
0.405 0.444 0.326 0.315 0.204 0.011 0.022 0.137 28 13 1231462
0.396 0.433 0.433 0.43 0.094 0.003 0.259 0.187 18 3 1231463
0.4 0.462 0.459 0.291 0.361 0.151 0.051 0.395 11 19 1231464
0.41 0.463 0.448 0.218 0.351 0.185 0.158 0.353 15 24 1231465
0.414 0.474 0.462 0.211 0.298 0.18 0.187 0.359 16 28 1231466
0.412 0.464 0.451 0.313 0.394 0.129 0.013 0.449 14 23 1231467
0.391 0.447 0.431 0.31 0.265 0.116 0.211 0.234 11 21 1231468
0.513 0.531 0.531 0.487 0.487 0.05 0.374 0.144 4 2 1231469
0.495 0.526 0.486 0.485 0.487 0.001 0.001 0.26 4 1 1231470
0.519 0.537 0.537 0.53 0.454 0.016 0.377 0.254 6 1 1231471
0.51 0.536 0.536 0.528 0.528 0.018 0.411 0.528 4 1 1231472
0.502 0.522 0.479 0.445 0.284 0.068 0.235 0.235 3 1 1231473
0.467 0.513 0.513 0.513 0.495 0 0 0.513 4 0 1231474
0.483 0.515 0.514 0.514 0.514 0 0.514 0.276 4 0 1231475
0.499 0.524 0.524 0.524 0.463 0 0.359 0.463 5 0 1231476
0.488 0.522 0.522 0.522 0.518 0 0.104 0.373 6 0 1231477
0.475 0.518 0.517 0.517 0.488 0 0.226 0.387 5 0 1231478
0.479 0.514 0.514 0.514 0.514 0 0.112 0.375 5 0 1231479
0.494 0.534 0.533 0.533 0.534 0 0.174 0.385 6 1 1231480
0.491 0.519 0.519 0.518 0.518 0.001 0.155 0.519 4 1 1231481
0.479 0.509 0.509 0.509 0.509 0 0.118 0.405 5 0 1231482
0.456 0.517 0.517 0.495 0.373 0.022 0.082 0.47 6 1 1231483
0.481 0.571 0.555 0.482 0.422 0.056 0.422 0.303 7 3 1231484
0.426 0.525 0.486 0.416 0.426 0.061 0.05 0.35 8 4 1231485
0.519 0.617 0.617 0.523 0.617 0.04 0.32 0.06 10 3 1231486
0.495 0.606 0.606 0.414 0.57 0.027 0.453 0.158 8 4 1231487
0.49 0.581 0.581 0.49 0.329 0.063 0.557 0.064 6 8 1231488
0.57 0.623 0.623 0.623 0.623 0 0.136 0.178 8 0 1231489
0.537 0.611 0.611 0.56 0.387 0.028 0.386 0.174 9 1 1231490
0.569 0.622 0.621 0.621 0.621 0 0.313 0.463 9 0 1231491
0.57 0.624 0.624 0.624 0.624 0 0.217 0.444 6 0 1231492
0.521 0.589 0.589 0.589 0.57 0 0.415 0.396 6 0 1231493
0.532 0.602 0.6 0.546 0.569 0.016 0.011 0.591 8 2 1231494
0.565 0.653 0.653 0.647 0.638 -0.002 0.334 0.447 8 1 1231495
0.571 0.651 0.651 0.64 0.612 -0.002 0.103 0.622 8 2 1231496
0.568 0.644 0.644 0.61 0.636 0.034 0.188 0.581 9 1 1231497
0.545 0.622 0.622 0.599 0.477 0.008 0.103 0.49 9 2 1231498
0.314 0.401 0.371 0.351 0.287 0.018 0.061 0.047 6 1 1231499
0.287 0.339 0.158 0.155 0.111 0.012 0.165 0.109 9 2 1231500
0.334 0.421 0.415 0.364 0.409 0.046 0.063 0.092 7 3 1231501
0.325 0.394 0.394 0.373 0.394 0.018 0.008 0.371 8 1 1231502
0.322 0.392 0.368 0.246 0.207 0.084 0.343 0.113 6 5 1231503
0.376 0.4 0.4 0.399 0.349 0.001 0.031 0.212 7 1 1231504
0.37 0.401 0.386 0.386 0.34 0 0.355 0.266 8 0 1231505
0.376 0.418 0.417 0.403 0.39 0.018 0.108 0.222 7 1 1231506
0.378 0.419 0.419 0.419 0.356 0 0.188 0.419 6 0 1231507
0.376 0.41 0.409 0.409 0.301 0 0.352 0.18 5 0 1231508
0.371 0.434 0.427 0.309 0.423 0.016 0 0.325 4 3 1231509
0.392 0.435 0.431 0.391 0.431 0.026 0 0.357 5 1 1231510
0.42 0.482 0.482 0.482 0.482 0 0.097 0.25 6 0 1231511
0.409 0.455 0.456 0.448 0.433 0.011 0.073 0.358 8 2 1231512
0.389 0.455 0.455 0.402 0.438 0.061 0.307 0.395 6 3 1231513
0.471 0.589 0.576 0.472 0.41 0.052 0.211 0.075 7 5 1231514
0.457 0.559 0.414 0.228 0.414 0.125 0.122 0.211 4 5 1231515
0.488 0.59 0.582 0.485 0.568 0.071 0.401 0.178 6 6 1231516
0.462 0.575 0.57 0.473 0.57 0.055 0.141 0.162 7 5 1231517
0.445 0.551 0.536 0.437 0.32 0.091 0.505 0.307 5 6 1231518
0.517 0.592 0.574 0.574 0.288 0 0.299 0.079 5 0 1231519
0.553 0.611 0.611 0.6 0.462 0.012 0.167 0.216 9 1 1231520
0.551 0.61 0.61 0.61 0.52 0 0.021 0.231 7 0 1231521
0.557 0.618 0.611 0.611 0.556 0 0.165 0.249 7 0 1231522
0.512 0.582 0.582 0.582 0.224 0 0.281 0.224 6 0 1231523
0.537 0.614 0.614 0.533 0.614 0.041 0.044 0.377 6 1 1231524
0.537 0.616 0.616 0.467 0.471 0.112 0.128 0.518 5 2 1231525
0.546 0.636 0.535 0.55 0.481 0.006 0.039 0.119 7 2 1231526
0.549 0.638 0.638 0.562 0.557 0.089 0.044 0.638 7 3 1231527
0.523 0.614 0.614 0.573 0.505 0.043 0.163 0.485 8 2 1231528
0.288 0.356 0.355 0.24 0.197 0.075 0.043 0.214 4 4 1231529
0.303 0.381 0.381 0.266 0.37 0.078 0.198 0.267 6 4 1231530
0.327 0.422 0.414 0.241 0.415 0.083 0.257 0.104 7 6 1231531
0.32 0.405 0.387 0.145 0.387 0.214 0.054 0.293 2 8 1231532
0.301 0.379 0.365 0.283 0.186 0.082 0.365 0.123 4 6 1231533
0.397 0.427 0.342 0.342 0.321 0 0.112 0.368 5 0 1231534
0.375 0.411 0.411 0.411 0.33 0 0.028 0.234 6 0 1231535
0.398 0.421 0.421 0.421 0.364 0 0.023 0.374 6 0 1231536
0.396 0.439 0.439 0.425 0.396 0.016 0.141 0.424 5 1 1231537
0.38 0.413 0.412 0.412 0.208 0 0.26 0.276 5 0 1231538
0.396 0.452 0.443 0.432 0.432 0.014 0.265 0.405 5 1 1231539
0.384 0.452 0.452 0.302 0.348 0.151 0.029 0.452 4 4 1231540
0.4 0.454 0.454 0.344 0.407 0.109 0 0.242 4 4 1231541
0.414 0.471 0.247 0.036 0.247 0.166 0.077 0.298 4 5 1231542
0.385 0.432 0.432 0.214 0.402 0.178 0.091 0.432 3 3 1231543
0.5 0.535 0.524 0.514 0.201 0.019 0.17 0.21 164 195 1231544
0.502 0.533 0.528 0.521 0.016 0 0.318 0.235 204 174 1231545
0.503 0.534 0.477 0.451 0.022 0.036 0.262 0.23 259 197 1231546
0.502 0.534 0.518 0.49 0.018 0.057 0.192 0.274 258 191 1231547
0.5 0.533 0.525 0.525 0.072 -0.008 0.32 0.19 166 104 1231548
0.482 0.527 0.487 0.456 0.044 0.04 0.217 0.318 137 215 1231549
0.481 0.528 0.479 0.384 0 0.077 0.223 0.304 165 250 1231550
0.484 0.53 0.496 0.447 0 0.053 0.129 0.387 208 289 1231551
0.479 0.531 0.461 0.358 0 0.096 0.076 0.379 157 380 1231552
0.483 0.527 0.48 0.485 0 0.047 0.302 0.195 175 152 1231553
0.476 0.524 0.504 0.458 0 0.055 0.071 0.403 121 224 1231554
0.481 0.528 0.454 0.396 0 0.033 0.135 0.294 138 257 1231555
0.485 0.53 0.497 0.439 0.024 0.069 0.133 0.397 179 317 1231556
0.478 0.527 0.462 0.394 0.06 0.117 0.095 0.393 133 382 1231557
0.474 0.523 0.505 0.461 0.045 0.033 0.172 0.439 137 182 1231558
0.492 0.592 0.584 0.464 0.152 0.076 0.397 0.309 225 261 1231559
0.489 0.587 0.551 0.47 0.1 0.083 0.364 0.21 313 314 1231560
0.499 0.6 0.56 0.41 0.108 0.107 0.307 0.256 351 335 1231561
0.497 0.599 0.567 0.447 0.106 0.114 0.222 0.294 358 383 1231562
0.504 0.6 0.59 0.484 0.05 0.104 0.398 0.297 222 156 1231563
0.57 0.623 0.616 0.576 0.021 0.062 0.269 0.438 173 258 1231564
0.565 0.622 0.595 0.543 0.095 0.06 0.271 0.33 227 265 1231565
0.57 0.627 0.601 0.538 0.088 0.085 0.171 0.464 243 366 1231566
0.57 0.629 0.593 0.509 0.064 0.097 0.158 0.481 255 446 1231567
0.561 0.62 0.602 0.575 0.063 0.028 0.342 0.353 238 192 1231568
0.566 0.642 0.618 0.463 0.197 0.147 0.193 0.482 129 331 1231569
0.564 0.64 0.596 0.385 0.119 0.15 0.183 0.465 142 338 1231570
0.574 0.65 0.613 0.407 0.121 0.192 0.173 0.478 213 477 1231571
0.566 0.643 0.613 0.368 0.122 0.225 0.081 0.55 146 518 1231572
0.551 0.634 0.605 0.341 0.065 0.158 0.109 0.538 137 336 1231573
0.314 0.391 0.351 0.228 0.055 0.099 0.188 0.215 217 303 1231574
0.314 0.394 0.364 0.197 0.084 0.17 0.234 0.167 274 391 1231575
0.324 0.405 0.371 0.267 0.091 0.103 0.198 0.199 436 386 1231576
0.32 0.407 0.364 0.244 0.095 0.132 0.166 0.22 357 417 1231577
0.332 0.404 0.388 0.316 0.076 0.082 0.156 0.203 275 235 1231578
0.407 0.433 0.415 0.387 0 0.037 0.154 0.265 222 297 1231579
0.403 0.433 0.417 0.378 0.075 0.052 0.151 0.211 203 319 1231580
0.415 0.445 0.422 0.348 0.068 0.095 0.125 0.31 270 444 1231581
0.409 0.439 0.412 0.344 0.1 0.093 0.09 0.361 192 514 1231582
0.398 0.434 0.43 0.389 0.101 0.047 0.242 0.17 175 197 1231583
0.407 0.46 0.447 0.226 0.06 0.193 0.095 0.369 114 399 1231584
0.408 0.46 0.449 0.18 0.166 0.162 0.098 0.387 127 412 1231585
0.42 0.477 0.445 0.215 0.051 0.201 0.088 0.365 193 534 1231586
0.416 0.474 0.454 0.197 0.082 0.234 0.025 0.407 132 646 1231587
0.399 0.446 0.421 0.244 0.058 0.133 0.05 0.327 85 249 1231588
0.493 0.596 0.561 0.473 0.068 0.083 0.182 0.198 163 207 1231589
0.492 0.595 0.538 0.417 0.066 0.119 0.314 0.267 213 225 1231590
0.492 0.599 0.567 0.445 0.059 0.124 0.3 0.268 286 271 1231591
0.489 0.597 0.554 0.429 0.033 0.127 0.195 0.309 279 275 1231592
0.485 0.586 0.572 0.435 0.058 0.131 0.308 0.275 171 211 1231593
0.565 0.625 0.612 0.571 0 0.062 0.233 0.468 149 186 1231594
0.564 0.627 0.565 0.49 0 0.083 0.21 0.324 143 200 1231595
0.575 0.638 0.605 0.498 0.068 0.138 0.204 0.347 192 270 1231596
0.565 0.637 0.595 0.491 0 0.127 0.153 0.461 197 309 1231597
0.553 0.622 0.616 0.595 0.008 0.035 0.298 0.378 153 135 1231598
0.56 0.639 0.603 0.323 0.08 0.23 0.078 0.494 88 285 1231599
0.558 0.642 0.592 0.364 0.044 0.2 0.127 0.408 114 306 1231600
0.564 0.653 0.613 0.377 0.057 0.228 0.201 0.448 177 344 1231601
0.559 0.648 0.594 0.277 0.012 0.318 0.102 0.538 118 422 1231602
0.536 0.625 0.595 0.405 0.014 0.158 0.112 0.425 103 212 1231603
0.317 0.394 0.368 0.278 0.044 0.078 0.186 0.199 211 266 1231604
0.314 0.394 0.346 0.174 0.058 0.173 0.205 0.138 225 324 1231605
0.322 0.414 0.369 0.229 0.03 0.117 0.199 0.206 343 371 1231606
0.322 0.413 0.373 0.235 0.04 0.143 0.148 0.239 314 378 1231607
0.314 0.387 0.371 0.256 0.075 0.117 0.2 0.186 192 207 1231608
0.41 0.443 0.426 0.394 0 0.05 0.187 0.263 159 223 1231609
0.404 0.441 0.415 0.337 0 0.096 0.21 0.255 167 241 1231610
0.403 0.439 0.409 0.292 0 0.142 0.144 0.312 204 340 1231611
0.402 0.443 0.397 0.319 0 0.1 0.055 0.335 198 364 1231612
0.397 0.43 0.425 0.384 0 0.04 0.314 0.207 165 120 1231613
0.41 0.471 0.433 0.165 0.02 0.273 0.145 0.376 88 383 1231614
0.405 0.46 0.424 0.218 0.086 0.209 0.136 0.262 103 387 1231615
0.415 0.473 0.414 0.211 0.041 0.23 0.099 0.322 175 450 1231616
0.407 0.469 0.413 0.155 0.032 0.251 0.038 0.37 98 558 1231617
0.395 0.452 0.437 0.274 0 0.186 0.095 0.33 108 275 1231618
0.515 0.537 0.536 0.536 0.522 0.001 0.424 0.351 23 8 1231619
0.505 0.531 0.527 0.524 0.27 0.008 0.287 0.201 28 13 1231620
0.512 0.536 0.532 0.525 0.47 0.02 0.201 0.302 33 14 1231621
0.513 0.538 0.535 0.535 0.498 0.001 0.39 0.342 29 13 1231622
0.506 0.533 0.527 0.523 0.281 0 0.431 0.142 22 7 1231623
0.479 0.525 0.522 0.516 0.352 0.013 0.134 0.487 31 12 1231624
0.486 0.53 0.521 0.51 0.259 0.012 0.34 0.399 32 20 1231625
0.488 0.525 0.518 0.513 0.297 0.008 0.299 0.383 38 22 1231626
0.484 0.532 0.526 0.518 0.423 0.014 0.112 0.398 32 24 1231627
0.48 0.521 0.515 0.509 0.243 0.01 0.397 0.419 23 17 1231628
0.479 0.522 0.463 0.508 0.383 -0.004 0.221 0.234 23 22 1231629
0.482 0.527 0.507 0.502 0.208 0.002 0.255 0.289 30 23 1231630
0.489 0.526 0.514 0.507 0.394 0.008 0.192 0.491 30 25 1231631
0.484 0.528 0.523 0.517 0.48 0.008 0.133 0.425 31 31 1231632
0.478 0.525 0.521 0.509 0.254 0.022 0.275 0.472 25 26 1231633
0.495 0.589 0.574 0.42 0.29 0.079 0.119 0.234 35 44 1231634
0.499 0.594 0.573 0.467 0.224 0.078 0.377 0.246 47 40 1231635
0.503 0.6 0.57 0.403 0.475 0.137 0.269 0.303 47 48 1231636
0.502 0.599 0.583 0.414 0.506 0.108 0.335 0.333 48 52 1231637
0.508 0.595 0.589 0.425 0.442 0.067 0.461 0.237 32 34 1231638
0.561 0.615 0.608 0.605 0.448 0.004 0.357 0.311 37 16 1231639
0.561 0.618 0.608 0.596 0.384 0.018 0.288 0.383 43 27 1231640
0.579 0.631 0.604 0.584 0.465 0.024 0.24 0.427 44 34 1231641
0.573 0.627 0.533 0.517 0.452 0.015 0.054 0.377 39 37 1231642
0.562 0.62 0.613 0.613 0.203 0.001 0.491 0.283 41 8 1231643
0.566 0.642 0.629 0.518 0.473 0.097 0.111 0.617 24 43 1231644
0.566 0.643 0.625 0.481 0.518 0.125 0.238 0.486 34 41 1231645
0.574 0.651 0.634 0.427 0.48 0.144 0.205 0.376 40 69 1231646
0.565 0.643 0.621 0.397 0.515 0.142 0.021 0.59 34 55 1231647
0.549 0.627 0.622 0.543 0.458 0.078 0.173 0.455 20 29 1231648
0.315 0.393 0.29 0.189 0.139 0.055 0.128 0.113 35 44 1231649
0.325 0.41 0.366 0.243 0.258 0.091 0.151 0.199 39 46 1231650
0.323 0.413 0.376 0.264 0.287 0.112 0.173 0.108 73 60 1231651
0.32 0.408 0.367 0.19 0.24 0.142 0.125 0.246 70 78 1231652
0.328 0.398 0.284 0.149 0.089 0.082 0.292 0.048 43 37 1231653
0.403 0.434 0.426 0.415 0.323 0.013 0.142 0.261 38 38 1231654
0.4 0.439 0.412 0.409 0.261 0.007 0.207 0.323 44 38 1231655
0.409 0.441 0.438 0.428 0.244 0.015 0.1 0.222 55 35 1231656
0.406 0.442 0.326 0.315 0.241 0.012 0.136 0.169 48 54 1231657
0.405 0.436 0.431 0.422 0.276 0.006 0.24 0.165 36 28 1231658
0.412 0.464 0.443 0.224 0.319 0.168 0.032 0.394 31 55 1231659
0.402 0.459 0.436 0.174 0.358 0.151 0.164 0.418 25 60 1231660
0.417 0.471 0.432 0.18 0.35 0.188 0.092 0.331 48 74 1231661
0.415 0.472 0.455 0.298 0.361 0.164 0.081 0.439 35 79 1231662
0.385 0.443 0.433 0.255 0.3 0.154 0.1 0.36 21 51 1231663
0.497 0.598 0.596 0.476 0.309 0.088 0.211 0.252 21 17 1231664
0.499 0.605 0.525 0.417 0.347 0.076 0.17 0.216 18 14 1231665
0.503 0.596 0.574 0.4 0.499 0.075 0.287 0.283 29 13 1231666
0.501 0.603 0.574 0.517 0.533 0.048 0.215 0.405 28 15 1231667
0.497 0.59 0.584 0.433 0.318 0.101 0.28 0.163 16 14 1231668
0.567 0.625 0.624 0.622 0.501 0.003 0.161 0.275 18 5 1231669
0.566 0.63 0.614 0.595 0.403 0.017 0.212 0.37 18 5 1231670
0.576 0.631 0.622 0.61 0.513 0.013 0.144 0.424 19 5 1231671
0.57 0.629 0.624 0.622 0.574 0.004 0.063 0.449 23 4 1231672
0.547 0.609 0.607 0.588 0.316 0.022 0.378 0.285 23 7 1231673
0.565 0.64 0.627 0.372 0.553 0.201 0.199 0.504 12 10 1231674
0.559 0.637 0.633 0.517 0.248 0.125 0.214 0.448 18 9 1231675
0.569 0.644 0.625 0.409 0.533 0.171 0.196 0.538 19 19 1231676
0.566 0.65 0.64 0.434 0.546 0.181 0.073 0.601 19 18 1231677
0.546 0.63 0.621 0.439 0.345 0.132 0.056 0.415 12 11 1231678
0.322 0.404 0.372 0.225 0.129 0.104 0.151 0.11 16 20 1231679
0.313 0.4 0.334 0.232 0.253 0.091 0.196 0.175 22 29 1231680
0.321 0.396 0.324 0.239 0.249 0.063 0.155 0.18 31 23 1231681
0.321 0.399 0.372 0.207 0.279 0.121 0.105 0.152 28 30 1231682
0.324 0.397 0.378 0.217 0.115 0.093 0.315 0.174 25 22 1231683
0.404 0.437 0.417 0.416 0.306 0.002 0.149 0.127 18 9 1231684
0.404 0.434 0.431 0.429 0.183 0 0.177 0.173 24 8 1231685
0.408 0.441 0.43 0.419 0.35 0.017 0.179 0.338 27 15 1231686
0.408 0.445 0.433 0.422 0.373 0.015 0.156 0.292 24 14 1231687
0.396 0.43 0.421 0.416 0.185 0.008 0.284 0.242 15 6 1231688
0.411 0.47 0.422 0.206 0.227 0.178 0.117 0.39 19 19 1231689
0.406 0.457 0.384 0.221 0.32 0.118 0.181 0.279 15 24 1231690
0.418 0.477 0.466 0.309 0.413 0.154 0.095 0.417 16 20 1231691
0.41 0.467 0.457 0.245 0.374 0.181 0.091 0.454 15 29 1231692
0.396 0.452 0.444 0.232 0.189 0.165 0.061 0.228 15 21 1231693
0.511 0.532 0.532 0.532 0.532 0.002 0.532 0.298 4 1 1231694
0.515 0.533 0.533 0.531 0.322 0.002 0.337 0.462 6 1 1231695
0.517 0.529 0.529 0.504 0.529 0.004 0.217 0.257 5 1 1231696
0.499 0.525 0.525 0.525 0.444 0 0.244 0.23 6 0 1231697
0.493 0.51 0.51 0.51 0.231 0 0.334 0.231 5 0 1231698
0.478 0.521 0.521 0.521 0.521 0 -0.043 0.08 5 0 1231699
0.471 0.518 0.473 0.473 0.448 0 0.192 0.234 4 1 1231700
0.498 0.523 0.523 0.522 0.522 0.001 0.432 0.523 6 1 1231701
0.49 0.527 0.527 0.527 0.527 0 0.148 0.41 7 0 1231702
0.47 0.505 0.505 0.505 0.451 0 0.292 0.016 4 0 1231703
0.488 0.522 0.522 0.522 0.505 0 0.134 0.407 7 0 1231704
0.477 0.512 0.512 0.498 0.493 0.019 0.009 0.512 4 2 1231705
0.496 0.527 0.527 0.527 0.463 0 0.025 0.313 4 0 1231706
0.493 0.531 0.529 0.529 0.529 0 0.087 0.529 5 1 1231707
0.472 0.505 0.505 0.505 0.472 0 0 0.485 5 0 1231708
0.481 0.588 0.523 0.469 0.452 0.027 0.206 0.185 7 2 1231709
0.506 0.6 0.544 0.363 0.479 0.076 0.309 0.277 10 7 1231710
0.506 0.604 0.603 0.463 0.58 0.042 0.176 0.362 10 3 1231711
0.503 0.611 0.611 0.598 0.611 0.01 0.319 0.406 8 1 1231712
0.487 0.575 0.574 0.377 0.236 0.074 0.473 0.156 8 8 1231713
0.554 0.612 0.612 0.605 0.439 0.011 0.331 0.435 6 1 1231714
0.57 0.621 0.621 0.621 0.529 0 0.293 0.359 8 0 1231715
0.569 0.618 0.618 0.616 0.593 -0.009 0.322 0.319 6 1 1231716
0.573 0.63 0.63 0.63 0.614 0 0 0.456 8 0 1231717
0.559 0.613 0.613 0.613 0.526 0 0.526 0 7 0 1231718
0.553 0.638 0.638 0.623 0.629 0.007 0.022 0.437 6 3 1231719
0.507 0.567 0.568 0.568 0.568 0 0.151 0.35 8 0 1231720
0.57 0.646 0.646 0.549 0.625 0.074 0.197 0.285 8 2 1231721
0.566 0.646 0.645 0.639 0.639 0.007 0.066 0.615 10 2 1231722
0.514 0.615 0.615 0.612 0.578 0.004 0.232 0.506 8 2 1231723
0.284 0.344 0.344 0.241 0.241 0.003 0.128 0.259 3 1 1231724
0.313 0.4 0.382 0.31 0.375 0.046 0.106 0.041 6 4 1231725
0.334 0.406 0.406 0.248 0.398 0.072 0.211 0.272 7 7 1231726
0.325 0.404 0.394 0.193 0.392 0.086 0.106 0.203 9 8 1231727
0.304 0.362 0.359 0.342 0.305 0.015 0.075 0.067 6 1 1231728
0.41 0.447 0.446 0.411 0.405 -0.023 -0.017 0.405 5 1 1231729
0.377 0.409 0.409 0.409 0.409 0 0.377 0.22 3 0 1231730
0.411 0.437 0.437 0.437 0.426 0 0.149 0.372 8 0 1231731
0.4 0.434 0.432 0.432 0.41 0 0.259 0.402 8 0 1231732
0.404 0.454 0.454 0.403 0.24 0.017 0.456 0.24 5 1 1231733
0.399 0.44 0.44 0.354 0.44 0.076 0.155 0.295 5 1 1231734
0.408 0.473 0.476 0.458 0.458 0.009 0.022 0.348 5 2 1231735
0.417 0.467 0.467 0.466 0.451 0 0.104 0.466 7 1 1231736
0.428 0.488 0.488 0.488 0.488 0 0 0.488 6 0 1231737
0.382 0.456 0.456 0.456 0.456 0 0.048 0.331 6 0 1231738
0.445 0.547 0.53 0.428 0.525 0.058 0.245 0.132 4 5 1231739
0.457 0.586 0.578 0.527 0.553 0.05 0.131 0.129 6 4 1231740
0.473 0.59 0.59 0.427 0.464 0.143 0.292 0.263 7 7 1231741
0.482 0.603 0.596 0.525 0.595 0.053 0.306 0.323 7 4 1231742
0.472 0.563 0.561 0.53 0.561 0.025 0.407 0.193 6 1 1231743
0.502 0.556 0.54 0.54 0.483 0 0.372 0.54 5 0 1231744
0.539 0.602 0.59 0.59 0.574 0 0.423 0.433 5 0 1231745
0.564 0.624 0.605 0.589 0.589 0.011 0.089 0.605 6 2 1231746
0.561 0.62 0.612 0.612 0.612 0 0.264 0.328 5 0 1231747
0.513 0.581 0.581 0.567 0.473 0.014 0.457 0.171 5 1 1231748
0.521 0.608 0.562 0.517 0.517 0.032 0 0.191 5 1 1231749
0.495 0.592 0.592 0.581 0.168 -0.025 -0.025 0.483 6 2 1231750
0.553 0.624 0.624 0.59 0.624 0.029 0.131 0.149 5 1 1231751
0.559 0.644 0.637 0.544 0.53 0.016 0 0.637 5 2 1231752
0.506 0.599 0.596 0.332 0.355 0.216 0.297 0.428 5 4 1231753
0.313 0.39 0.332 0.242 0.242 0.053 0.309 0.223 3 6 1231754
0.303 0.383 0.383 0.291 0.295 0.069 0.108 0.047 4 5 1231755
0.322 0.397 0.397 0.246 0.388 0.093 0.103 0.383 5 7 1231756
0.33 0.416 0.413 0.307 0.416 0.075 0.043 0.075 7 3 1231757
0.297 0.379 0.379 0.364 0.29 0.016 0.295 0.107 4 1 1231758
0.403 0.436 0.436 0.388 0.359 -0.061 0.176 0.176 6 1 1231759
0.403 0.435 0.435 0.435 0.435 0 0.187 0.226 6 0 1231760
0.377 0.411 0.41 0.41 0.407 0 0.386 0.389 6 0 1231761
0.382 0.429 0.429 0.429 0.393 0 0.047 0.21 6 0 1231762
0.369 0.428 0.426 0.426 0.273 0 0.06 0 5 0 1231763
0.397 0.451 0.451 0.3 0.388 0.087 -0.034 0.242 4 2 1231764
0.389 0.438 0.438 0.367 0.368 0.07 0.08 0.196 5 2 1231765
0.415 0.462 0.462 0.326 0.407 0.096 0 0.399 3 5 1231766
0.404 0.471 0.396 0.396 0.387 0 0 0.241 6 0 1231767
0.382 0.448 0.435 0.408 0.339 0.03 0.188 0.255 6 2 1231768
0.499 0.532 0.533 0.527 0.161 0.025 0.222 0.363 132 175 1231769
