"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.498 0.587 0.578 0.417 0.365 0.083 0.2 0.168 18 17 1232118
0.559 0.619 0.6 0.596 0.552 0.005 0.191 0.321 15 3 1232119
0.568 0.626 0.6 0.6 0.475 0 0.169 0.38 19 3 1232120
0.579 0.634 0.628 0.622 0.557 0.005 0.114 0.387 24 5 1232121
0.569 0.628 0.62 0.617 0.515 0.004 0.077 0.598 22 5 1232122
0.549 0.613 0.612 0.607 0.33 0 0.262 0.222 18 3 1232123
0.558 0.642 0.634 0.478 0.387 0.112 0.107 0.445 15 17 1232124
0.563 0.645 0.621 0.527 0.528 0.076 0.154 0.363 16 8 1232125
0.569 0.643 0.638 0.387 0.554 0.191 0.175 0.462 19 20 1232126
0.569 0.652 0.641 0.427 0.612 0.165 0.087 0.471 17 17 1232127
0.55 0.627 0.616 0.508 0.438 0.089 0.268 0.303 19 8 1232128
0.316 0.397 0.37 0.223 0.1 0.103 0.123 0.155 17 16 1232129
0.321 0.399 0.32 0.228 0.192 0.055 0.175 0.172 29 21 1232130
0.323 0.406 0.355 0.213 0.309 0.093 0.114 0.185 26 27 1232131
0.318 0.405 0.372 0.265 0.28 0.087 0.055 0.18 32 32 1232132
0.328 0.407 0.381 0.213 0.19 0.092 0.147 0.15 22 19 1232133
0.404 0.44 0.399 0.401 0.198 -0.001 0.096 0.3 18 8 1232134
0.394 0.428 0.419 0.413 0.344 0.008 0.253 0.291 23 7 1232135
0.408 0.445 0.427 0.42 0.291 0.01 0.248 0.343 22 11 1232136
0.406 0.441 0.434 0.428 0.31 0.008 0.087 0.365 30 12 1232137
0.384 0.425 0.403 0.373 0.242 0.036 0.262 0.251 17 11 1232138
0.406 0.468 0.438 0.221 0.338 0.189 0.026 0.432 13 21 1232139
0.409 0.461 0.445 0.248 0.354 0.159 0.144 0.239 16 25 1232140
0.414 0.465 0.366 0.116 0.242 0.129 0.097 0.31 16 29 1232141
0.412 0.469 0.446 0.23 0.368 0.184 0.022 0.439 14 37 1232142
0.402 0.46 0.45 0.341 0.323 0.122 0.068 0.352 15 17 1232143
0.508 0.53 0.53 0.504 0.504 0.019 0.181 0.237 4 1 1232144
0.479 0.504 0.466 0.466 0.466 0 0.16 0.298 4 0 1232145
0.513 0.528 0.527 0.506 0.516 0.021 0.144 0.138 5 1 1232146
0.516 0.535 0.535 0.535 0.535 0 0.084 0.466 5 0 1232147
0.51 0.525 0.525 0.525 0.525 0 0.408 0.37 4 0 1232148
0.479 0.529 0.507 0.507 0.325 0 0.433 0.433 3 0 1232149
0.453 0.486 0.486 0.486 0.463 0 0.221 0.264 4 0 1232150
0.501 0.529 0.529 0.529 0.529 0 0.146 0.411 5 0 1232151
0.48 0.523 0.523 0.523 0.523 0 0.235 0.304 5 0 1232152
0.477 0.521 0.521 0.521 0.339 0 0.246 0.096 5 0 1232153
0.469 0.5 0.495 0.495 0.495 0 0.22 0.389 3 0 1232154
0.442 0.468 0.468 0.468 0.468 0 0.113 0.368 4 0 1232155
0.495 0.525 0.525 0.525 0.444 0 0.142 0.271 6 0 1232156
0.483 0.525 0.525 0.525 0.521 0 0.259 0.476 7 0 1232157
0.481 0.528 0.528 0.528 0.368 0 0.182 0.468 5 0 1232158
0.462 0.555 0.555 0.337 0.52 0.103 0.468 0.216 4 11 1232159
0.499 0.599 0.585 0.527 0.386 0.041 0.391 0.279 7 4 1232160
0.503 0.587 0.587 0.465 0.587 0.055 0.385 0.454 9 6 1232161
0.49 0.59 0.591 0.452 0.553 0.059 0.115 0.438 9 6 1232162
0.474 0.591 0.59 0.539 0.527 0.022 0.358 0.053 7 4 1232163
0.562 0.623 0.623 0.532 0.488 -0.043 0.243 0.372 8 1 1232164
0.564 0.607 0.607 0.607 0.548 0 0.27 0.395 7 0 1232165
0.557 0.621 0.621 0.621 0.59 0.001 0.128 0.501 9 1 1232166
0.555 0.62 0.62 0.62 0.62 0 0.135 0.437 6 0 1232167
0.534 0.615 0.615 0.615 0.599 0 0 0.274 5 0 1232168
0.561 0.646 0.646 0.646 0.646 0 0 0.482 6 0 1232169
0.561 0.629 0.629 0.629 0.629 0 0.137 0.495 8 0 1232170
0.57 0.643 0.643 0.589 0.633 0.047 0.102 0.161 8 1 1232171
0.561 0.649 0.493 0.43 0.423 0.007 0 0.267 7 2 1232172
0.524 0.617 0.617 0.617 0.422 0 0.128 0.391 7 0 1232173
0.274 0.331 0.32 0.225 0.302 0.069 0.293 0.105 5 4 1232174
0.306 0.378 0.378 0.303 0.23 0.007 0.002 0.269 5 4 1232175
0.329 0.401 0.401 0.401 0.399 0 0.265 0.232 10 0 1232176
0.324 0.398 0.324 0.294 0.391 0.094 0.085 0.357 5 11 1232177
0.296 0.348 0.319 0.192 0.248 0.063 0.251 0.228 6 5 1232178
0.385 0.431 0.432 0.432 0.428 0 0 0.231 5 0 1232179
0.409 0.44 0.44 0.44 0.403 0 0.072 0.37 6 1 1232180
0.397 0.418 0.417 0.414 0.414 0.003 0.119 0.405 6 1 1232181
0.408 0.443 0.443 0.441 0.441 -0.006 0.209 0.411 4 2 1232182
0.37 0.419 0.419 0.414 0.384 0.007 0.175 0.054 6 1 1232183
0.374 0.429 0.429 0.373 0.415 0.052 0.052 0.339 6 1 1232184
0.397 0.442 0.442 0.442 0.442 0 0.079 0.14 6 0 1232185
0.422 0.484 0.484 0.37 0.449 0.107 0 0.429 5 3 1232186
0.42 0.476 0.474 0.402 0.474 0.083 0 0.474 6 2 1232187
0.42 0.48 0.48 0.48 0.48 0 0.103 0.345 7 0 1232188
0.468 0.565 0.559 0.408 0.215 0.056 0.144 0.082 8 6 1232189
0.491 0.581 0.581 0.482 0.528 0.058 0.12 0.306 6 3 1232190
0.467 0.576 0.569 0.516 0.552 0.037 0.172 0.325 7 2 1232191
0.48 0.58 0.571 0.551 0.563 0.022 0.151 0.335 8 2 1232192
0.452 0.569 0.55 0.268 0.489 0.207 0.331 0.36 3 9 1232193
0.514 0.591 0.581 0.524 0.448 0.022 0.207 0.305 4 1 1232194
0.546 0.611 0.611 0.61 0.493 0.001 0.226 0.323 8 1 1232195
0.536 0.611 0.611 0.553 0.553 0.06 0 0.4 5 1 1232196
0.544 0.613 0.613 0.613 0.613 0 0.044 0.342 6 0 1232197
0.492 0.578 0.578 0.55 0.458 0.002 0.277 0.376 6 1 1232198
0.521 0.617 0.574 0.574 0.483 0 0 0.172 4 0 1232199
0.554 0.627 0.627 0.519 0.598 0.06 0.303 0.063 5 3 1232200
0.548 0.632 0.632 0.418 0.623 0.167 0.076 0.512 7 4 1232201
0.54 0.637 0.635 0.539 0.587 0.06 0.026 0.536 5 2 1232202
0.5 0.6 0.599 0.447 0.447 0.131 0.282 0.315 5 5 1232203
0.299 0.39 0.376 0.31 0.303 -0.005 0.23 0.227 4 4 1232204
0.304 0.396 0.394 0.276 0.145 0.054 0.249 0.228 4 6 1232205
0.33 0.4 0.4 0.306 0.366 0.066 0.086 0.071 8 4 1232206
0.324 0.42 0.372 0.195 0.372 0.087 0.061 0.075 3 10 1232207
0.319 0.394 0.394 0.206 0.262 0.171 0.291 0.057 7 7 1232208
0.322 0.375 0.375 0.375 0.333 0 0.2 0.375 3 0 1232209
0.388 0.443 0.443 0.443 0.361 0 0.062 0.393 7 0 1232210
0.386 0.424 0.421 0.398 0.339 0.024 0.058 0.223 5 1 1232211
0.386 0.424 0.312 0.312 0.296 0 0.015 0.106 6 0 1232212
0.369 0.401 0.383 0.383 0.348 0 0.186 0.182 5 0 1232213
0.401 0.456 0.39 0.202 0.378 0.118 0.041 0.39 2 4 1232214
0.385 0.437 0.398 0.398 0.377 0 0.034 0.176 7 0 1232215
0.41 0.47 0.47 0.372 0.449 0.098 0.121 0.24 6 3 1232216
0.409 0.459 0.362 0.332 0.349 0.035 0.136 0.274 5 3 1232217
0.367 0.406 0.405 0.309 0.389 0.07 0.018 0.136 4 2 1232218
0.498 0.532 0.524 0.526 0.157 0.009 0.275 0.264 157 163 1232219
0.501 0.536 0.509 0.494 0.039 0.029 0.258 0.252 215 166 1232220
0.502 0.532 0.524 0.505 0 0.039 0.248 0.269 263 197 1232221
0.496 0.53 0.508 0.487 0.015 0.038 0.236 0.308 246 214 1232222
0.504 0.535 0.535 0.511 0.029 -0.001 0.36 0.238 143 136 1232223
0.476 0.525 0.452 0.453 0.037 0.053 0.169 0.298 146 230 1232224
0.476 0.524 0.462 0.404 0.024 0.081 0.178 0.21 167 252 1232225
0.486 0.528 0.487 0.428 0 0.075 0.177 0.335 218 288 1232226
0.479 0.529 0.483 0.376 0 0.118 0.105 0.409 182 347 1232227
0.477 0.526 0.498 0.488 0.033 0.017 0.381 0.338 141 151 1232228
0.479 0.53 0.507 0.442 0 0.079 0.154 0.404 109 256 1232229
0.482 0.531 0.481 0.404 0.042 0.077 0.185 0.385 146 250 1232230
0.484 0.531 0.485 0.413 0 0.081 0.097 0.372 165 312 1232231
0.479 0.53 0.424 0.346 0.037 0.107 0.076 0.416 156 369 1232232
0.481 0.528 0.521 0.471 0 0.041 0.278 0.352 101 176 1232233
0.495 0.59 0.55 0.452 0.095 0.092 0.295 0.3 222 281 1232234
0.497 0.592 0.561 0.419 0.106 0.118 0.355 0.286 284 291 1232235
0.498 0.592 0.566 0.484 0.076 0.101 0.26 0.248 384 361 1232236
0.489 0.592 0.552 0.445 0.09 0.112 0.27 0.372 312 361 1232237
0.502 0.588 0.583 0.484 0.043 0.073 0.478 0.153 274 207 1232238
0.573 0.626 0.61 0.557 0.073 0.077 0.274 0.406 155 256 1232239
0.569 0.627 0.565 0.546 0.014 0.056 0.27 0.321 214 247 1232240
0.577 0.63 0.598 0.529 0.07 0.084 0.194 0.434 260 368 1232241
0.569 0.631 0.609 0.516 0.078 0.121 0.22 0.534 248 423 1232242
0.563 0.615 0.601 0.585 0.064 0.021 0.198 0.23 193 125 1232243
0.571 0.648 0.635 0.412 0.089 0.217 0.155 0.554 128 362 1232244
0.565 0.64 0.619 0.416 0.138 0.168 0.198 0.502 158 391 1232245
0.573 0.649 0.611 0.401 0.156 0.209 0.18 0.479 218 449 1232246
0.564 0.651 0.621 0.321 0.152 0.252 0.084 0.529 123 593 1232247
0.546 0.622 0.609 0.513 0.057 0.096 0.172 0.439 170 242 1232248
0.32 0.4 0.378 0.294 0.097 0.082 0.217 0.238 226 331 1232249
0.319 0.393 0.364 0.26 0.108 0.092 0.247 0.124 264 344 1232250
0.32 0.406 0.38 0.251 0.076 0.114 0.168 0.225 424 405 1232251
0.324 0.406 0.378 0.243 0.084 0.126 0.163 0.239 330 479 1232252
0.318 0.395 0.384 0.287 0.08 0.096 0.288 0.179 289 237 1232253
0.407 0.438 0.425 0.375 0 0.067 0.178 0.288 182 292 1232254
0.401 0.433 0.402 0.375 0.099 0.051 0.245 0.186 220 331 1232255
0.406 0.442 0.418 0.352 0.029 0.086 0.166 0.291 285 427 1232256
0.41 0.444 0.399 0.337 0.011 0.078 0.078 0.308 239 502 1232257
0.405 0.437 0.43 0.412 0.045 0.029 0.228 0.239 212 226 1232258
0.409 0.461 0.429 0.195 0.023 0.2 0.072 0.349 126 410 1232259
0.421 0.474 0.448 0.229 0.111 0.138 0.115 0.382 122 361 1232260
0.418 0.475 0.452 0.231 0.09 0.22 0.123 0.392 194 547 1232261
0.416 0.473 0.455 0.225 0.158 0.206 0.016 0.42 112 655 1232262
0.411 0.456 0.448 0.298 0.11 0.171 0.056 0.368 137 292 1232263
0.491 0.593 0.574 0.481 0.087 0.087 0.287 0.267 155 228 1232264
0.489 0.596 0.555 0.442 0.136 0.104 0.346 0.229 227 226 1232265
0.495 0.598 0.557 0.459 0.064 0.089 0.329 0.266 258 252 1232266
0.494 0.606 0.561 0.428 0.056 0.135 0.245 0.323 250 297 1232267
0.499 0.599 0.588 0.445 0.033 0.145 0.399 0.234 177 174 1232268
0.563 0.622 0.59 0.536 0 0.071 0.242 0.415 141 179 1232269
0.562 0.623 0.557 0.5 0 0.072 0.288 0.327 164 216 1232270
0.566 0.626 0.587 0.508 0.017 0.085 0.179 0.395 219 231 1232271
0.563 0.626 0.581 0.465 0 0.131 0.14 0.462 210 305 1232272
0.554 0.617 0.552 0.511 0.052 0.06 0.281 0.163 151 131 1232273
0.556 0.642 0.599 0.362 0.049 0.243 0.104 0.479 111 263 1232274
0.561 0.648 0.572 0.311 0.037 0.253 0.145 0.4 112 320 1232275
0.565 0.649 0.607 0.357 0.008 0.23 0.143 0.49 164 352 1232276
0.56 0.649 0.615 0.281 0.075 0.276 0.05 0.568 117 405 1232277
0.539 0.626 0.606 0.352 0 0.219 0.158 0.527 86 264 1232278
0.309 0.384 0.349 0.249 0.029 0.107 0.201 0.157 211 275 1232279
0.323 0.403 0.342 0.233 0 0.118 0.168 0.174 247 301 1232280
0.318 0.403 0.342 0.238 0.047 0.107 0.19 0.201 343 361 1232281
0.32 0.418 0.367 0.197 0.031 0.166 0.149 0.241 314 387 1232282
0.324 0.395 0.37 0.278 0 0.082 0.25 0.114 262 174 1232283
0.405 0.441 0.425 0.376 0 0.069 0.18 0.269 148 242 1232284
0.396 0.427 0.394 0.344 0 0.057 0.136 0.233 197 245 1232285
0.408 0.445 0.41 0.29 0 0.14 0.148 0.306 213 357 1232286
0.4 0.443 0.408 0.29 0 0.125 0.09 0.359 185 423 1232287
0.401 0.439 0.422 0.404 0 -0.006 0.292 0.182 176 135 1232288
0.412 0.473 0.445 0.211 0.019 0.228 0.075 0.384 104 339 1232289
0.411 0.468 0.422 0.177 0.082 0.169 0.095 0.325 122 360 1232290
0.414 0.475 0.43 0.166 0 0.25 0.12 0.342 151 459 1232291
0.414 0.474 0.43 0.173 0.019 0.265 0.037 0.397 103 526 1232292
0.392 0.446 0.424 0.251 0 0.205 0.109 0.339 116 289 1232293
0.513 0.535 0.534 0.535 0.525 -0.003 0.24 0.318 17 14 1232294
0.513 0.539 0.535 0.531 0.249 0.011 0.423 0.226 26 15 1232295
0.514 0.535 0.534 0.531 0.445 0.008 0.223 0.376 32 16 1232296
0.508 0.535 0.528 0.528 0.429 0.001 0.161 0.41 37 16 1232297
0.503 0.526 0.521 0.518 0.237 0.003 0.244 0.216 20 6 1232298
0.478 0.524 0.508 0.505 0.216 0.006 0.147 0.246 27 11 1232299
0.482 0.527 0.517 0.511 0.449 0.005 0.253 0.303 23 19 1232300
0.489 0.524 0.517 0.511 0.367 0.008 0.193 0.393 38 31 1232301
0.481 0.529 0.513 0.505 0.403 0.013 0.17 0.345 35 26 1232302
0.477 0.523 0.514 0.508 0.319 0.007 0.376 0.374 24 14 1232303
0.476 0.521 0.516 0.509 0.396 0.008 0.143 0.346 23 13 1232304
0.484 0.527 0.511 0.505 0.343 0.005 0.25 0.339 30 19 1232305
0.491 0.528 0.513 0.506 0.362 0.009 0.122 0.428 42 34 1232306
0.485 0.53 0.516 0.512 0.374 0.005 0.018 0.459 38 20 1232307
0.465 0.508 0.502 0.496 0.267 0.007 0.228 0.345 28 16 1232308
0.5 0.591 0.575 0.438 0.339 0.067 0.34 0.275 30 33 1232309
0.5 0.594 0.524 0.39 0.202 0.079 0.381 0.109 44 43 1232310
0.503 0.6 0.495 0.426 0.42 0.044 0.266 0.17 58 45 1232311
0.502 0.606 0.481 0.326 0.435 0.098 0.269 0.378 62 54 1232312
0.506 0.606 0.59 0.471 0.256 0.071 0.396 0.212 41 30 1232313
0.567 0.629 0.604 0.591 0.495 0.027 0.104 0.462 31 34 1232314
0.57 0.619 0.605 0.599 0.501 0.006 0.185 0.409 47 27 1232315
0.576 0.629 0.574 0.564 0.479 0.012 0.061 0.491 47 37 1232316
0.57 0.629 0.622 0.605 0.44 0.023 0.173 0.508 59 46 1232317
0.554 0.61 0.598 0.593 0.283 0.004 0.276 0.361 41 11 1232318
0.557 0.639 0.625 0.449 0.5 0.12 0.12 0.502 31 40 1232319
0.553 0.628 0.606 0.358 0.296 0.141 0.113 0.553 36 47 1232320
0.572 0.647 0.629 0.433 0.487 0.143 0.199 0.519 37 65 1232321
0.568 0.649 0.631 0.491 0.539 0.118 0.093 0.593 36 46 1232322
0.552 0.627 0.623 0.515 0.417 0.072 0.331 0.091 22 31 1232323
0.314 0.395 0.364 0.272 0.114 0.068 0.222 0.213 51 40 1232324
0.318 0.402 0.336 0.225 0.122 0.086 0.171 0.133 61 64 1232325
0.323 0.405 0.337 0.261 0.24 0.08 0.112 0.247 65 50 1232326
0.327 0.402 0.375 0.208 0.299 0.115 0.191 0.328 43 63 1232327
0.333 0.407 0.401 0.286 0.255 0.088 0.344 0.037 47 40 1232328
0.398 0.43 0.275 0.264 0.072 0.011 0.171 0.153 44 38 1232329
0.411 0.444 0.429 0.417 0.329 0.011 0.161 0.205 38 44 1232330
0.406 0.437 0.428 0.411 0.289 0.021 0.033 0.346 51 61 1232331
0.407 0.436 0.416 0.393 0.26 0.025 0.046 0.36 60 69 1232332
0.398 0.434 0.428 0.415 0.237 0.018 0.127 0.234 50 24 1232333
0.414 0.465 0.449 0.237 0.352 0.192 0.027 0.322 21 56 1232334
0.408 0.466 0.454 0.19 0.314 0.213 0.083 0.381 36 62 1232335
0.41 0.466 0.454 0.236 0.329 0.184 0.198 0.347 40 74 1232336
0.417 0.477 0.459 0.274 0.37 0.171 0.087 0.432 36 86 1232337
0.401 0.454 0.448 0.276 0.3 0.134 0.062 0.392 34 31 1232338
0.494 0.596 0.582 0.409 0.24 0.09 0.177 0.23 21 17 1232339
0.507 0.606 0.585 0.531 0.357 0.042 0.446 0.279 22 6 1232340
0.507 0.599 0.558 0.445 0.483 0.071 0.259 0.243 25 21 1232341
0.497 0.595 0.579 0.488 0.538 0.072 0.294 0.171 23 15 1232342
0.505 0.608 0.597 0.442 0.231 0.122 0.389 0.231 18 13 1232343
0.564 0.621 0.61 0.61 0.427 0.001 0.31 0.466 19 2 1232344
0.566 0.626 0.622 0.618 0.416 0.007 0.245 0.356 24 6 1232345
0.577 0.635 0.63 0.61 0.581 0.026 0.288 0.513 18 9 1232346
0.572 0.632 0.534 0.52 0.493 0.012 0.007 0.433 20 8 1232347
0.554 0.619 0.61 0.612 0.512 -0.003 0.243 0.269 18 2 1232348
0.561 0.637 0.624 0.475 0.472 0.125 0.045 0.522 14 10 1232349
0.562 0.648 0.637 0.385 0.398 0.181 0.337 0.456 16 17 1232350
0.572 0.65 0.619 0.417 0.531 0.161 0.344 0.379 21 18 1232351
0.562 0.643 0.606 0.338 0.472 0.227 0.082 0.588 20 21 1232352
0.549 0.636 0.632 0.485 0.243 0.148 0.313 0.526 19 11 1232353
0.316 0.394 0.363 0.23 0.168 0.101 0.196 0.077 16 26 1232354
0.323 0.399 0.349 0.241 0.16 0.092 0.12 0.075 25 28 1232355
0.321 0.394 0.363 0.262 0.297 0.081 0.08 0.145 28 18 1232356
0.317 0.402 0.348 0.272 0.289 0.087 0.128 0.252 29 25 1232357
0.317 0.394 0.364 0.232 0.151 0.108 0.303 0.099 21 24 1232358
0.397 0.429 0.428 0.422 0.364 0.008 0.244 0.375 15 11 1232359
0.395 0.427 0.414 0.407 0.375 0.008 0.186 0.395 16 9 1232360
0.407 0.444 0.431 0.424 0.329 0.011 0.068 0.294 27 8 1232361
0.406 0.441 0.424 0.414 0.328 0.011 0.034 0.295 30 19 1232362
0.393 0.439 0.437 0.424 0.112 0.021 0.192 0.234 24 8 1232363
0.4 0.454 0.435 0.217 0.314 0.186 0.113 0.341 13 30 1232364
0.411 0.466 0.458 0.233 0.327 0.142 0.118 0.322 20 23 1232365
0.41 0.469 0.451 0.359 0.327 0.122 0.18 0.302 28 27 1232366
0.411 0.469 0.46 0.258 0.38 0.184 0.042 0.403 15 30 1232367
0.383 0.445 0.424 0.261 0.292 0.16 0.048 0.374 13 20 1232368
0.51 0.528 0.528 0.528 0.473 0 0.511 0.28 7 0 1232369
0.514 0.531 0.519 0.519 0.391 0 0.004 0.266 5 0 1232370
0.512 0.524 0.524 0.524 0.524 0 0.429 0.102 4 0 1232371
0.512 0.534 0.534 0.511 0.506 0.017 0.308 0.1 5 1 1232372
0.499 0.514 0.514 0.505 0.483 -0.044 0.229 0.342 4 1 1232373
0.484 0.517 0.516 0.516 0.516 0 0.144 0.126 4 0 1232374
0.466 0.519 0.518 0.499 0.491 -0.001 0 0.299 5 1 1232375
0.498 0.526 0.368 0.411 0.368 0.005 0.387 0.249 6 1 1232376
0.476 0.516 0.516 0.516 0.491 0 0.261 0.421 9 0 1232377
0.468 0.509 0.509 0.509 0.462 0 0.048 0.437 5 0 1232378
0.467 0.503 0.495 0.495 0.468 0 0.162 0.495 6 0 1232379
0.468 0.517 0.517 0.517 0.347 0 0.076 0.17 6 0 1232380
0.493 0.525 0.525 0.508 0.485 -0.063 0.194 0.525 5 1 1232381
0.488 0.525 0.525 0.525 0.525 0 0 0.525 5 0 1232382
0.483 0.518 0.518 0.518 0.518 0 0 0.407 5 0 1232383
0.51 0.604 0.604 0.604 0.558 0 0.383 0.401 7 0 1232384
0.489 0.584 0.584 0.577 0.372 0.005 0.021 0.376 8 2 1232385
0.509 0.61 0.461 0.351 0.372 0.037 0.037 0.537 12 4 1232386
0.5 0.596 0.578 0.552 0.527 0.027 0.038 0.527 7 4 1232387
0.474 0.561 0.561 0.559 0.501 0.003 0.26 0.054 8 3 1232388
0.516 0.579 0.556 0.556 0.439 0 0.387 0.178 5 0 1232389
0.508 0.559 0.559 0.559 0.552 0 0.364 0.156 9 0 1232390
0.578 0.628 0.628 0.581 0.615 0.035 0.212 0.371 8 1 1232391
0.558 0.61 0.608 0.608 0.596 0 0.091 0.415 9 0 1232392
0.543 0.604 0.603 0.452 0.351 0.044 0.489 0.173 6 2 1232393
0.535 0.638 0.638 0.526 0.487 0.006 0.172 0.444 9 2 1232394
0.506 0.56 0.552 0.508 0.538 0.04 0.079 0.515 7 1 1232395
0.561 0.645 0.638 0.638 0.638 0 0.097 0.387 11 0 1232396
0.563 0.628 0.62 0.562 0.619 0.033 0 0.461 7 2 1232397
0.546 0.626 0.625 0.565 0.581 0.041 0.07 0.091 9 1 1232398
0.313 0.38 0.349 0.267 0.33 0.07 0.276 0.023 7 3 1232399
0.308 0.384 0.326 0.209 0.265 0.064 0.187 0.083 5 3 1232400
0.321 0.401 0.393 0.296 0.379 0.069 0.172 0.236 6 6 1232401
0.33 0.416 0.415 0.21 0.415 0.091 0.178 0.207 7 7 1232402
0.32 0.39 0.39 0.294 0.378 0.051 0.098 0.069 4 5 1232403
0.395 0.435 0.435 0.432 0.397 0.003 0.08 0.41 5 1 1232404
0.332 0.373 0.373 0.372 0.362 0.001 0.093 0.281 8 1 1232405
0.398 0.421 0.421 0.421 0.403 0 0.315 0.178 9 0 1232406
0.414 0.447 0.447 0.447 0.441 0 0.187 0.416 8 1 1232407
0.371 0.402 0.402 0.387 0.317 0.016 0.333 0.319 6 1 1232408
0.394 0.455 0.454 0.391 0.454 0.066 0.104 0.391 5 1 1232409
0.41 0.461 0.46 0.267 0.457 0.105 0.017 0.458 6 4 1232410
0.432 0.483 0.483 0.42 0.479 0.041 0.081 0.312 7 1 1232411
0.423 0.469 0.469 0.429 0.469 0.043 0.001 0.469 5 2 1232412
0.398 0.456 0.456 0.456 0.424 0 0 0.328 5 0 1232413
0.461 0.576 0.549 0.439 0.506 0.079 0.339 0.287 7 5 1232414
0.467 0.574 0.555 0.458 0.506 0.072 0.276 0.275 6 3 1232415
0.481 0.603 0.603 0.502 0.574 0.078 0.405 0.082 9 5 1232416
0.472 0.585 0.582 0.519 0.575 0.054 0.199 0.271 4 5 1232417
0.469 0.586 0.586 0.544 0.443 0.036 0.395 0.068 7 2 1232418
0.513 0.602 0.602 0.564 0.313 0.022 0.602 0.233 5 1 1232419
0.518 0.582 0.579 0.579 0.467 0 0.292 0.565 7 0 1232420
0.54 0.609 0.438 0.442 0.527 0.003 0.083 0.315 8 1 1232421
0.547 0.619 0.616 0.613 0.587 0.003 0.121 0.48 7 1 1232422
0.497 0.589 0.589 0.589 0.404 0 0.391 0.236 5 0 1232423
0.541 0.622 0.622 0.622 0.622 0 0.059 0.35 7 0 1232424
0.501 0.597 0.597 0.304 0.453 0.164 0.245 0.265 5 4 1232425
0.542 0.629 0.624 0.521 0.521 0.087 0 0.471 5 2 1232426
0.54 0.638 0.633 0.5 0.611 0.108 0.135 0.381 5 4 1232427
0.501 0.6 0.6 0.552 0.327 0.042 0.323 0.255 7 2 1232428
0.297 0.379 0.338 0.18 0.159 0.112 0.186 0.094 4 6 1232429
0.325 0.392 0.392 0.357 0.39 0.03 0.132 0.057 4 2 1232430
0.328 0.406 0.399 0.351 0.391 0.027 0.326 0.22 7 3 1232431
0.318 0.385 0.384 0.315 0.384 0.053 0.142 0.33 7 3 1232432
0.324 0.389 0.39 0.35 0.328 0.023 0.253 0.359 5 2 1232433
0.387 0.438 0.438 0.438 0.438 0 0.168 0.293 4 0 1232434
0.374 0.404 0.404 0.404 0.285 0 0.09 0.38 5 0 1232435
0.386 0.428 0.428 0.428 0.403 0 0.074 0.22 5 0 1232436
0.387 0.43 0.43 0.43 0.43 0 0.091 0.289 4 0 1232437
0.376 0.416 0.416 0.416 0.288 0 0.111 0 5 0 1232438
0.397 0.447 0.447 0.386 0.392 0.056 0.112 0.332 6 1 1232439
0.387 0.444 0.401 0.254 0.373 0.126 0.076 0.305 4 4 1232440
0.407 0.454 0.451 0.284 0.451 0.137 0 0.3 5 2 1232441
0.404 0.464 0.462 0.442 0.451 0.023 0.026 0.308 7 1 1232442
0.395 0.457 0.457 0.431 0.431 0.005 0.093 0.395 5 2 1232443
0.499 0.534 0.516 0.508 0.071 0.024 0.265 0.26 152 197 1232444
0.495 0.531 0.521 0.507 0 0.028 0.397 0.205 207 184 1232445
0.505 0.536 0.523 0.504 0.029 0.031 0.248 0.18 245 189 1232446
0.496 0.536 0.493 0.477 0.01 0.03 0.199 0.205 254 256 1232447
0.497 0.531 0.521 0.514 0.034 -0.012 0.346 0.134 140 139 1232448
0.475 0.523 0.463 0.439 0 0.026 0.112 0.338 158 188 1232449
0.475 0.527 0.45 0.373 0 0.043 0.161 0.307 136 240 1232450
0.488 0.529 0.493 0.421 0.039 0.082 0.19 0.332 182 304 1232451
0.48 0.531 0.493 0.397 0 0.104 0.119 0.409 171 354 1232452
0.469 0.524 0.5 0.42 0.103 0.046 0.179 0.297 161 156 1232453
0.476 0.525 0.497 0.436 0.025 0.079 0.131 0.372 112 244 1232454
0.481 0.526 0.479 0.401 0.055 0.081 0.124 0.332 122 268 1232455
0.488 0.529 0.479 0.379 0 0.083 0.119 0.35 205 289 1232456
0.478 0.528 0.488 0.381 0 0.113 0.075 0.421 166 385 1232457
0.474 0.524 0.509 0.451 0 0.056 0.116 0.363 103 189 1232458
0.502 0.59 0.571 0.483 0.132 0.071 0.288 0.335 204 267 1232459
0.497 0.6 0.569 0.466 0.116 0.104 0.303 0.226 284 299 1232460
0.501 0.604 0.571 0.483 0.091 0.094 0.305 0.256 388 342 1232461
0.496 0.607 0.577 0.432 0.064 0.124 0.273 0.284 330 398 1232462
0.506 0.589 0.569 0.504 0.061 0.051 0.443 0.151 234 184 1232463
0.567 0.622 0.611 0.567 0.099 0.052 0.281 0.454 184 234 1232464
0.56 0.621 0.574 0.51 0.06 0.064 0.29 0.367 189 284 1232465
0.572 0.631 0.61 0.561 0.149 0.068 0.219 0.439 273 357 1232466
