"i" "nloci" "Random_cor_RDAtemppredict_tempphen" "Random_cor_RDAsalpredict_salphen" "Random_cor_RDAtemppredict_tempphen_structcorr" "Random_cor_RDAsalpredict_salphen_structcorr" seed
"3" 100 0.696665254065926 NA 0.0916045001425447 NA 1231478
"4" 500 0.768194734499319 NA 0.106071948696175 NA 1231478
"5" 5000 0.82069078349733 NA 0.125067117705174 NA 1231478
"6" 13773 0.825133476338512 NA 0.126312772252989 NA 1231478
"1" 10 0.243099005282291 NA 0.0257154976543078 NA 1231479
"2" 50 0.625446928262913 NA 0.0802467511961881 NA 1231479
"3" 100 0.752416027531557 NA 0.0660105318458544 NA 1231479
"4" 500 0.78579894236008 NA 0.140058847285737 NA 1231479
"5" 5000 0.851374605769188 NA 0.147345494489021 NA 1231479
"6" 20000 0.853746615424169 NA 0.15387476317089 NA 1231479
"1" 10 0.531506815400084 NA 0.0335164597383594 NA 1231480
"2" 50 0.660571794177507 NA 0.102132441405658 NA 1231480
"3" 100 0.62473825018414 NA 0.0982516537783568 NA 1231480
"4" 500 0.79275890336703 NA 0.237581901643776 NA 1231480
"5" 5000 0.85835418631372 NA 0.25850657668777 NA 1231480
"6" 20000 0.864636574849566 NA 0.269533996776483 NA 1231480
"1" 10 0.329824759213306 NA 0.0157376898375577 NA 1231481
"2" 50 0.54350926583689 NA 0.0292518895512769 NA 1231481
"3" 100 0.642089494945177 NA 0.0364916393979122 NA 1231481
"4" 500 0.782565393251428 NA 0.0667583314917944 NA 1231481
"5" 5000 0.849686743538952 NA 0.0929575629880797 NA 1231481
"6" 20000 0.854533869504647 NA 0.101760768784501 NA 1231481
"1" 10 0.259984729693218 NA 0.0072780351130975 NA 1231482
"2" 50 0.487811935301798 NA 0.00855087533467061 NA 1231482
"3" 100 0.531945222215189 NA 0.0215240545160888 NA 1231482
"4" 500 0.765837772161436 NA 0.0228825666756524 NA 1231482
"5" 5000 0.849347513621697 NA 0.0455081175373333 NA 1231482
"6" 20000 0.866767474346432 NA 0.0374631145984161 NA 1231482
"1" 10 0.404131192028167 NA 0.0366410477622474 NA 1231483
"2" 50 0.590734618591589 NA 0.134877564887827 NA 1231483
"3" 100 0.651205842594082 NA 0.165744369464063 NA 1231483
"4" 500 0.723544337097381 NA 0.181156519476929 NA 1231483
"5" 5000 0.757530975680634 NA 0.190541524228282 NA 1231483
"6" 10811 0.754751178077652 NA 0.193805873707014 NA 1231483
"1" 10 0.699264100526134 0.0938998919808324 -0.0071234861311621 0.136429226745849 1231484
"2" 50 0.752021999990242 0.250554190832301 0.00392388201363654 0.282461879391648 1231484
"3" 100 0.782062490845998 0.318406782641272 -0.0180600823624379 0.341638401398591 1231484
"4" 500 0.858248004600448 0.555581735273364 -0.0228488373931952 0.633662214247327 1231484
"5" 5000 0.86589978754995 0.550490612534441 -0.0595441639767473 0.651035100072813 1231484
"6" 20000 0.866905255688081 0.585692801056872 -0.0570091913403589 0.668594701891168 1231484
"1" 10 0.49873588482242 0.056880071617272 0.0146327704291891 0.0702352484578598 1231485
"2" 50 0.712737360351517 0.129681321388881 -0.0018383327501705 0.152122628344949 1231485
"3" 100 0.749540434172746 0.282575081073758 -0.0362225443355764 0.281847367555179 1231485
"4" 500 0.803570847402483 0.51438451848614 -0.075532860732645 0.522703111941039 1231485
"5" 5000 0.817238549116296 0.599901750834167 -0.0790527865344331 0.619210125689408 1231485
"6" 20000 0.818564119138344 0.604690715845657 -0.0897110860360306 0.627820676064935 1231485
"1" 10 0.488694652966997 0.072610035307672 0.0285508974187145 0.0808850598594166 1231486
"2" 50 0.710332074855078 0.191690897529369 0.0659730104175374 0.257944048395557 1231486
"3" 100 0.786368140065009 0.17853091117996 0.0870656975078228 0.183836485455425 1231486
"4" 500 0.828479792232449 0.418308773047692 0.133178816721322 0.460703471568568 1231486
"5" 5000 0.881019013590543 0.70637318198515 0.142779061097949 0.723549770803289 1231486
"6" 20000 0.883894172102655 0.731079860938764 0.143544950901034 0.739495599444674 1231486
"1" 10 0.553664627282107 0.0877220678028759 0.0317965961147336 0.0908368074824854 1231487
"2" 50 0.615128106601423 0.169071267314893 0.0356819021105714 0.169905215076756 1231487
"3" 100 0.725782811609796 0.261182279245707 0.0346064290066907 0.279918587844714 1231487
"4" 500 0.842699065558944 0.521818470870702 0.0124040731902129 0.553707447977868 1231487
"5" 5000 0.883260980014397 0.5948714481624 0.0071414814803145 0.624466010615101 1231487
"6" 20000 0.883830598180089 0.618539478297295 0.0147760652533174 0.639176510475369 1231487
"1" 10 0.478459786234091 0.0957221966657556 0.0763266197858867 0.115369394222065 1231488
"2" 50 0.755892663246799 0.26040554899646 0.0670429155816989 0.284021511327392 1231488
"3" 100 0.750957000766707 0.201811529233063 0.0738922650180593 0.337598591149897 1231488
"4" 500 0.808404283173072 0.348907661249207 0.0894887135753766 0.514496819434298 1231488
"5" 5000 0.813307893852352 0.303572575725508 0.0432185224148431 0.589885130922673 1231488
"6" 6795 0.816745656499391 0.322810757223169 0.0346153905113382 0.614158256989484 1231488
"1" 10 0.449040671005133 0.385199810608821 0.0238850222603505 0.0418442900886338 1231489
"2" 50 0.572585775154276 0.547982814142275 0.0866787352561383 0.0815866324079311 1231489
"3" 100 0.637567569117595 0.750491592676918 0.0776679027066187 0.110125877459235 1231489
"4" 500 0.742014691101738 0.818082008876749 0.1524493915288 0.204728837833161 1231489
"5" 5000 0.767396606339357 0.842566091426127 0.179056611566377 0.238714336730093 1231489
"6" 20000 0.770137752128954 0.845895086748635 0.173982754920503 0.240958455784556 1231489
"1" 10 0.301268706003188 0.380009239835065 0.00234428197789715 0.0567953765611301 1231490
"2" 50 0.45073297952461 0.440404472554223 0.0976092268678946 0.211568001694676 1231490
"3" 100 0.579273704711981 0.568764531104521 0.102322210427625 0.245390296213383 1231490
"4" 500 0.708534808215477 0.721334715954939 0.209035879629818 0.337984730583391 1231490
"5" 5000 0.767703508553443 0.741332205053174 0.252535334108577 0.379454967641234 1231490
"6" 20000 0.781240109002204 0.748950893167297 0.261444419611384 0.388958476566915 1231490
"1" 10 0.426039265153173 0.172887419055678 0.00408703765311683 0.0284548580170932 1231491
"2" 50 0.610842006711071 0.444172267737431 0.0284411908097538 0.0163406093579275 1231491
"3" 100 0.616868030131414 0.501543520821404 0.0305974413669649 0.0270482689129811 1231491
"4" 500 0.791147186384783 0.75453175796882 0.0635479014028255 0.0473910638312026 1231491
"5" 5000 0.839834996019756 0.801349197181002 0.0901443911655356 0.0688986903512671 1231491
"6" 20000 0.845356801153907 0.79668547518268 0.0926900786104559 0.0757777901885654 1231491
"1" 10 0.241470410299535 0.19787956970109 -0.0205877805817523 0.00528106771514948 1231492
"2" 50 0.490709694911691 0.435646230664316 0.0266878637170864 0.0260713408639885 1231492
"3" 100 0.569710191864364 0.586211529279453 0.0242213083623643 0.0248871671586613 1231492
"4" 500 0.756748465563921 0.754099599846074 0.0412838597409073 0.0227010003180573 1231492
"5" 5000 0.840076485262604 0.843394104966458 0.022965928934513 0.0232345291303476 1231492
"6" 20000 0.84553119728362 0.847623296771197 0.0200882810206706 0.0239285503495869 1231492
"1" 10 0.479140667750678 0.493997457949905 0.122814276671969 0.0414451954879821 1231493
"2" 50 0.606626319118751 0.69617983892242 0.188257580322159 0.0443629736656643 1231493
"3" 100 0.613582283532749 0.699652253979164 0.277623105872505 0.0700357800964407 1231493
"4" 500 0.675754732089253 0.779797839586731 0.3419309992098 0.10257742782226 1231493
"5" 5000 0.797780771986307 0.794696260765443 0.364770214349963 0.137700011939258 1231493
"6" 7728 0.800182601494355 0.796325846705552 0.364726544722544 0.134158621264942 1231493
"1" 10 0.337883714157492 0.180578550870412 0.0518520423668242 0.189552168829279 1231494
"2" 50 0.642935275137919 0.426880185602169 0.106973996481959 0.428461047748785 1231494
"3" 100 0.656122729942886 0.611566295989034 0.179096217684054 0.604690765818731 1231494
"4" 500 0.781124212346381 0.657865208390232 0.215003859335713 0.648268756821631 1231494
"5" 5000 0.818329178183539 0.748467163551693 0.245284306176449 0.738449868569914 1231494
"6" 20000 0.814453575648308 0.747296145586859 0.252773590906622 0.738496539575759 1231494
"1" 10 0.282541919575873 0.19844808739592 0.0492830217381168 0.202927986666826 1231495
"2" 50 0.534650800988531 0.393401395717937 0.0591277649493411 0.409780399688588 1231495
"3" 100 0.643555608172292 0.485402859401309 0.140829814138189 0.492620103129678 1231495
"4" 500 0.758600159002942 0.641052981410781 0.169186402372241 0.63065698876765 1231495
"5" 5000 0.822616406596755 0.685130369515276 0.196763544500068 0.682507112239641 1231495
"6" 20000 0.837065812402902 0.70185311166952 0.203151613674993 0.696397405947945 1231495
"1" 10 0.26699357503324 0.113171697594645 -0.000410706750268709 0.122259706211695 1231496
"2" 50 0.573126450684252 0.301776977079651 0.04833213973523 0.338995026307771 1231496
"3" 100 0.659904129516801 0.355713428487775 0.0560508861861564 0.368533548265952 1231496
"4" 500 0.75900301085741 0.619414008170566 0.109819597749686 0.621015372090976 1231496
"5" 5000 0.812174715701477 0.742374667903174 0.138865456583122 0.752382508081182 1231496
"6" 20000 0.813504220027089 0.738886895536039 0.14978094114181 0.756283583582512 1231496
"1" 10 0.281277628764518 0.184999552397836 0.00945941153475057 0.186110081879437 1231497
"2" 50 0.497377643291814 0.36708180946716 0.015041356737568 0.373634571201405 1231497
"3" 100 0.552157452448481 0.372071537892747 0.0225285702070545 0.371085395610138 1231497
"4" 500 0.759099927717442 0.608073417664166 0.000829929502577173 0.630189438657001 1231497
"5" 5000 0.830946835515816 0.782867197605552 0.0145862341071225 0.790564600020467 1231497
"6" 20000 0.838746388045412 0.793781246475336 0.017084946588 0.806264927906903 1231497
"1" 10 0.346022337622859 0.199842739667444 0.102288868599323 0.18418460826615 1231498
"2" 50 0.595130302739402 0.378315445369139 0.167434527435503 0.397063313188854 1231498
"3" 100 0.701380167637774 0.428572863722941 0.223422730128257 0.488087056306709 1231498
"4" 500 0.734929681074806 0.532484175452063 0.233586087333927 0.588825363735847 1231498
"5" 5000 0.722516611534904 0.626365626414657 0.269172446075422 0.678756936901545 1231498
"6" 10322 0.729345051940849 0.624267510453936 0.270336953944162 0.678847266747212 1231498
"1" 10 0.568742173010753 0.124785811099723 -0.0358927418644342 0.125666469468092 1231499
"2" 50 0.701804266369845 0.193764770980158 -0.0336972423940651 0.21199087481976 1231499
"3" 100 0.766300508133283 0.32461070476935 -0.0820533478837014 0.348736158652101 1231499
"4" 500 0.794134664598632 0.562989826128271 -0.0811576943340739 0.597003910817614 1231499
"5" 5000 0.79848891877836 0.681071711642287 -0.0803033786405829 0.6812326030071 1231499
"6" 20000 0.800211329450721 0.68679366864218 -0.081143915048695 0.686141852343707 1231499
"1" 10 0.392989259980723 0.0712149852640812 0.0211103695822268 0.0845961586228416 1231500
"2" 50 0.621239870106442 0.155382308020697 0.000386138541516516 0.188638804090493 1231500
"3" 100 0.692473655140295 0.321127980977312 0.0312465062970354 0.368311646615666 1231500
"4" 500 0.732544304698578 0.453267807021482 0.0488377496258958 0.59288459317358 1231500
"5" 5000 0.748696304372695 0.521540334502711 0.047029919181523 0.641614775347078 1231500
"6" 20000 0.750710367901741 0.539906815998598 0.0461391677732519 0.669008993862167 1231500
"1" 10 0.475323740884713 0.183579935324043 0.0225048550429557 0.200543595123548 1231501
"2" 50 0.618684741803479 0.178080131213494 0.0422365999858316 0.182348189356404 1231501
"3" 100 0.695735508972306 0.253773836058044 0.0462314299202123 0.275391856871847 1231501
"4" 500 0.722661826272732 0.490881824027911 0.0805559395505713 0.495962651137749 1231501
"5" 5000 0.74995659876128 0.658810511687143 0.0825048735719561 0.659337382022488 1231501
"6" 20000 0.754218073897592 0.673615976536952 0.0880704861504381 0.689736575092039 1231501
"1" 10 0.512503288073431 0.0845769839242704 -0.0164173272337955 0.0774433777515328 1231502
"2" 50 0.655378928872344 0.237665476451688 -0.00931096680140191 0.243029861174734 1231502
"3" 100 0.668834555647481 0.300337089465089 0.00266918683311152 0.301905331866722 1231502
"4" 500 0.772909182948529 0.501831345338375 -0.0339380330698362 0.50166124497206 1231502
"5" 5000 0.808423778426641 0.720509886998865 -0.00226482976250317 0.718526765655002 1231502
"6" 20000 0.81029930696691 0.733794310729099 0.000711926544528536 0.733151248368641 1231502
"1" 10 0.616577096842287 0.0559177491180512 0.113513426126041 0.061247282394087 1231503
"2" 50 0.662238149264347 0.226650444653321 0.148038452710141 0.264011992912139 1231503
"3" 100 0.658393745106482 0.274446457658607 0.113027297878162 0.349433951173581 1231503
"4" 500 0.666166836580229 0.361982294554031 0.22002511733492 0.490900270046241 1231503
"5" 5000 0.671539049768531 0.459928063755296 0.205848030269207 0.553265822858886 1231503
"6" 7758 0.670968593151121 0.443601724518367 0.209032666342051 0.539883376497135 1231503
"1" 10 0.345901136563402 0.295618363259052 0.0397295159826374 0.050982943422336 1231504
"2" 50 0.638973093812226 0.595813610086831 0.03768823579236 0.0946477199932265 1231504
"3" 100 0.59699900792837 0.674869521431105 0.0823700567951468 0.113864334939792 1231504
"4" 500 0.710380176608049 0.777023932480381 0.108881550026162 0.161809467883395 1231504
"5" 5000 0.71407711526888 0.813511935353279 0.148860462664491 0.186638962557942 1231504
"6" 20000 0.710640052114819 0.810054230055202 0.144920414658616 0.191857655312662 1231504
"1" 10 0.364230329049302 0.42237595785842 0.0571353767130817 0.162893814868681 1231505
"2" 50 0.478700566183475 0.531512968027862 0.142029829648085 0.169014474927532 1231505
"3" 100 0.545689880245561 0.580932277490199 0.15983020905417 0.23989975122965 1231505
"4" 500 0.664779569146054 0.695164225492984 0.275785843905235 0.378208332773494 1231505
"5" 5000 0.679633588547453 0.734891762251577 0.322979983713619 0.431657149535632 1231505
"6" 20000 0.689734147141293 0.728705617242025 0.312181028674223 0.435359232081927 1231505
"1" 10 0.38094245104766 0.21876715273699 0.019059433266166 -0.00623961270170324 1231506
"2" 50 0.556833222019196 0.441332007626955 0.0334875826372957 0.00411898907597296 1231506
"3" 100 0.668685169222433 0.538733984599963 0.0424080309604298 0.0214440839805241 1231506
"4" 500 0.715627339044077 0.727665100370738 0.0668294477238584 0.0247339403390994 1231506
"5" 5000 0.758092389915663 0.806710568013262 0.0872594707063392 0.048287533565764 1231506
"6" 20000 0.758827313215013 0.809124611260163 0.0936794903328372 0.0467137374158509 1231506
"1" 10 0.160720050515298 0.164139626958507 0.00507525287561079 0.012305860305034 1231507
"2" 50 0.338493205705943 0.497284638554436 0.0428623418113439 0.0185563847917841 1231507
"3" 100 0.382438616945381 0.573960132043012 0.0903604300637096 0.03921497397843 1231507
"4" 500 0.516608420542584 0.758541305974781 0.0547604088620026 0.0205980133929839 1231507
"5" 5000 0.559334724647984 0.829172681384641 0.0799901710951936 0.00820016762350029 1231507
"6" 20000 0.565911624508441 0.836275754078485 0.0811935815708539 0.00124516909194054 1231507
"1" 10 0.321615285221469 0.486265952677891 0.141887693902769 0.0309953916863839 1231508
"2" 50 0.388877193321801 0.603455907603706 0.189222690160219 0.0605503099811037 1231508
"3" 100 0.476209350839609 0.684163471002407 0.231704285369685 0.114683168489756 1231508
"4" 500 0.500007176601202 0.766693607089191 0.272382146140267 0.115625944073341 1231508
"5" 5000 0.52257992261384 0.800243262856684 0.283934387517636 0.162142052867167 1231508
"6" 7623 0.523492216043912 0.798875142009806 0.284054288939874 0.159690836349846 1231508
"1" 10 0.308494462816034 0.178208450211515 0.000970472997370643 0.180285464103616 1231509
"2" 50 0.469965649651782 0.417910595512586 0.108856538570237 0.423969061498927 1231509
"3" 100 0.524993179004573 0.45403902561551 0.0939995783576812 0.495542066802085 1231509
"4" 500 0.5628579821885 0.633017964161394 0.173992723399378 0.664404729946923 1231509
"5" 5000 0.580408277573535 0.705077947077252 0.176031807112955 0.726077268654484 1231509
"6" 20000 0.58044099014648 0.710532096339498 0.185251300587976 0.733424278724356 1231509
"1" 10 0.218757277129241 0.254119423471917 0.0653430307378341 0.289173963151528 1231510
"2" 50 0.473877460210328 0.439666910892226 0.0716535581359203 0.444026683219366 1231510
"3" 100 0.504620816625413 0.522694393303144 0.161014466819556 0.54235085470646 1231510
"4" 500 0.587548508029174 0.580571053195099 0.242027129198877 0.581676336621652 1231510
"5" 5000 0.59569938365409 0.683370785223804 0.261444136577603 0.685426444930006 1231510
"6" 20000 0.606400075083136 0.688918135754798 0.257704762354393 0.690693287924716 1231510
"1" 10 0.281107550597522 0.112377316334548 0.00149153017852282 0.132977020330512 1231511
"2" 50 0.604295991585791 0.298794725394224 -0.00329244896992809 0.323916006744048 1231511
"3" 100 0.617128692409676 0.452904103251805 0.0224237478232409 0.501064253216752 1231511
"4" 500 0.712942189852927 0.65684954073422 0.0253421598134156 0.667467179717232 1231511
"5" 5000 0.751832800266299 0.768218770628888 0.0192790665490179 0.773138619208879 1231511
"6" 20000 0.759609075252777 0.780846943610749 0.0190620327459511 0.790185389074654 1231511
"1" 10 0.221643747621087 0.17461651915373 -0.00664349478935594 0.175050316219156 1231512
"2" 50 0.402779634959756 0.236036700036566 0.0147569072092445 0.288870853849139 1231512
"3" 100 0.452055181873321 0.50961269347657 0.0122123065980808 0.509348776711688 1231512
"4" 500 0.609500679374541 0.648730137733064 0.0349760460969033 0.647627135324839 1231512
"5" 5000 0.695750649828332 0.807636078721098 0.0439154545266985 0.800248428221847 1231512
"6" 20000 0.701008602923651 0.824064760081497 0.0436045958132928 0.818083555200904 1231512
"1" 10 0.176955729378326 0.208590238022311 0.0779577176906325 0.214026494028533 1231513
"2" 50 0.551882797411932 0.35239538869216 0.0986780249656383 0.359162901552075 1231513
"3" 100 0.616533039820336 0.573838562458844 0.16883700236181 0.575663428564743 1231513
"4" 500 0.660683493983268 0.701627811923589 0.20661784917168 0.71060731417694 1231513
"5" 5000 0.655509778290368 0.74100375270415 0.236705974451288 0.758832432994148 1231513
"6" 9600 0.65757502381696 0.746305840031215 0.234161524110518 0.760721919083529 1231513
"1" 10 0.476525429039197 0.102456914997933 0.018659528933637 0.116383726349177 1231514
"2" 50 0.705538263934929 0.356826299311805 0.0153522645581556 0.375965523261959 1231514
"3" 100 0.769153514437609 0.276832601240951 -0.00334976899719809 0.295943488776628 1231514
"4" 500 0.78672209141385 0.490047927949616 0.0256302868951779 0.56575877937511 1231514
"5" 5000 0.801776823619989 0.585258280595053 0.0238248524870204 0.636911516128887 1231514
"6" 20000 0.803756324574224 0.602928059051573 0.0239989190330983 0.653350684585227 1231514
"1" 10 0.415551883109507 0.0612862591500271 0.0135863358349851 0.075789722063268 1231515
"2" 50 0.631704148615339 0.168796225176363 0.0203835837332088 0.183129935121112 1231515
"3" 100 0.650732446746278 0.242118296533189 0.0287067444249114 0.26673282028468 1231515
"4" 500 0.755151393600564 0.447855404886028 0.00153815273567248 0.4561092059053 1231515
"5" 5000 0.777085370011639 0.577529432466608 0.00305590556768883 0.590267132309498 1231515
"6" 20000 0.778337924096126 0.607333691708219 0.00285598651185872 0.616277009471068 1231515
"1" 10 0.577600762931186 0.0860025770396484 0.0489845430936806 0.0939947385920506 1231516
"2" 50 0.649163697181037 0.176354078311795 0.0704565535474485 0.193495224770265 1231516
"3" 100 0.766801955208595 0.285549379776023 0.0785065318062479 0.29587215008474 1231516
"4" 500 0.795687886253003 0.44430856348391 0.111670659650501 0.459116148051555 1231516
"5" 5000 0.832267279156224 0.591096088533139 0.125234488140919 0.655589095026258 1231516
"6" 20000 0.837400305051492 0.680670834029895 0.12162475959105 0.697370386311109 1231516
"1" 10 0.438736378921716 0.0469005406205286 0.0215481243358698 0.0469918626779974 1231517
"2" 50 0.61573520795145 0.178660356161474 0.0199955836074344 0.20052224857107 1231517
"3" 100 0.717176018695993 0.229629331046697 0.0422405175615783 0.233602368343874 1231517
"4" 500 0.775280161075941 0.441854721276734 0.0354557923310142 0.456451049070055 1231517
"5" 5000 0.806726241919343 0.63516030415211 0.0370001832393528 0.659247097448125 1231517
"6" 20000 0.807231530765343 0.641822782081223 0.039604050760272 0.672531304205866 1231517
"1" 10 0.497294419859493 0.174506677518469 0.117684461863886 0.183671053995765 1231518
"2" 50 0.609594087958991 0.216445583118242 0.0829410302502437 0.235575536952153 1231518
"3" 100 0.668304653600886 0.294480562099349 0.083415025294413 0.31194950765882 1231518
"4" 500 0.711652918324064 0.470032931748829 0.124547261905106 0.519170417994382 1231518
"5" 5000 0.725423082043136 0.556142031439589 0.1193616750971 0.593936046542628 1231518
"6" 8871 0.721412354746319 0.553468213241711 0.120698584196039 0.597258063091507 1231518
"1" 10 0.242597620670916 0.437456736931063 0.0223364665656724 0.0108776859085223 1231519
"2" 50 0.551968648683341 0.552466147345324 0.0707814182407409 0.0982743361021308 1231519
"3" 100 0.579017080035254 0.553179772475217 0.0643547142138126 0.0958847113814582 1231519
"4" 500 0.728482805098072 0.723691322083072 0.130611749131027 0.124853813797257 1231519
"5" 5000 0.726810883365179 0.745234645290091 0.148309652352391 0.135725382918951 1231519
"6" 20000 0.729653150311098 0.751351432117751 0.147946723000616 0.138392301975811 1231519
"1" 10 0.275085518236893 0.21865793013798 0.0377744120603973 0.0782580751324319 1231520
"2" 50 0.528070815558657 0.406950052435735 0.0719371608762848 0.174876613440384 1231520
"3" 100 0.570459490147747 0.602958416409276 0.13191131672795 0.244088408800873 1231520
"4" 500 0.708923367129121 0.698134706595047 0.206767217169931 0.333040471755448 1231520
"5" 5000 0.753673345177102 0.736297881068267 0.245192252335726 0.382890690369574 1231520
"6" 20000 0.761436507555429 0.731117067981329 0.250695355505832 0.381122123538186 1231520
"1" 10 0.283117803429544 0.105764755480711 0.0168957709282817 0.0406515396062837 1231521
"2" 50 0.584609008231163 0.453470063013275 0.0238122627771173 0.0285658376883941 1231521
"3" 100 0.639702860747005 0.590246312264316 0.0685233069341178 0.0348770356181368 1231521
"4" 500 0.702532369548855 0.694260019321251 0.0882074651830211 0.0801409148879088 1231521
"5" 5000 0.735448252869131 0.707411038536744 0.123112747850716 0.0836314431546783 1231521
"6" 20000 0.747703437084366 0.727635926020037 0.128249675577418 0.0842367370737712 1231521
"1" 10 0.22420860138623 0.248171662987207 0.0188048130257414 0.0111675781555223 1231522
"2" 50 0.459705914456873 0.427658761436863 0.00137843765998903 0.0271038603807269 1231522
"3" 100 0.534413581448915 0.545895825049648 0.0273596529361888 0.0405349996421223 1231522
"4" 500 0.739754100495411 0.716375472966053 0.0636253530216735 0.0673647965705686 1231522
"5" 5000 0.791148103146784 0.762852574273548 0.0676855523147193 0.0510265546153525 1231522
"6" 20000 0.808302445159902 0.779714581937567 0.0689360936969774 0.0502469963510877 1231522
"1" 10 0.367878636027411 0.275998334763024 0.0946211047038458 0.128459305086146 1231523
"2" 50 0.595363185091117 0.563919241390612 0.13421682523331 0.142867407313895 1231523
"3" 100 0.665363382230403 0.659834691840686 0.1556246662915 0.153777683249259 1231523
"4" 500 0.729080210942058 0.719481619866339 0.241129356908531 0.278498073548567 1231523
"5" 5000 0.770543345742106 0.728066822016226 0.23064405052271 0.258810541916889 1231523
"6" 11780 0.767797388652756 0.730637070541823 0.232997728027867 0.263795761632673 1231523
"1" 10 0.272590150243054 0.169027726768122 0.0193827214545267 0.171771153731023 1231524
"2" 50 0.552246797097658 0.305702842886497 0.126878465542135 0.333736692821149 1231524
"3" 100 0.634695656684926 0.389245895108761 0.147241950680068 0.455840760308602 1231524
"4" 500 0.735801270381683 0.640488500160468 0.202650043309596 0.650885335137188 1231524
"5" 5000 0.7772481414231 0.719781456155 0.245281919543747 0.724250503042272 1231524
"6" 20000 0.780629248389398 0.731570842287487 0.249759055203666 0.741463411234336 1231524
"1" 10 0.288999455787354 0.155813105551819 0.0325587491048042 0.175073948397931 1231525
"2" 50 0.56175094496692 0.333722919775288 0.0619623371741829 0.341095806657618 1231525
"3" 100 0.606652154151747 0.447426279819546 0.101372466793292 0.476490109432771 1231525
"4" 500 0.715552831122692 0.554595591872425 0.16041065664948 0.573852259148924 1231525
"5" 5000 0.779965129563304 0.634702082894431 0.202451100349503 0.637851164621503 1231525
"6" 20000 0.782956149273187 0.641932406962766 0.203460265536171 0.642901043427078 1231525
"1" 10 0.304848199001482 0.126548599656354 -0.00140282476320915 0.133669159580072 1231526
"2" 50 0.578953674461232 0.322531144547725 0.0320908816322578 0.324105151533411 1231526
"3" 100 0.632034296309529 0.41198360273531 0.0300544578057233 0.410898101818196 1231526
"4" 500 0.72694055344993 0.626204858269295 0.0471272197868287 0.627548495912312 1231526
"5" 5000 0.766268229495569 0.708697758693739 0.0579975934930814 0.710126899072996 1231526
"6" 20000 0.77641796017772 0.73557207551389 0.0657829672871686 0.736292718537991 1231526
"1" 10 0.2885103635198 0.100808427863851 -0.0525330798880232 0.102874850012456 1231527
"2" 50 0.402691904333354 0.279120064163379 0.0412928077673469 0.27793414001507 1231527
"3" 100 0.551930361566093 0.421173837613609 0.0400251079041127 0.433241458815292 1231527
"4" 500 0.72522694509221 0.607105299866628 0.026897371542621 0.62024932308439 1231527
"5" 5000 0.800838199157111 0.749188484729341 0.0355298039446442 0.757080419433475 1231527
"6" 20000 0.816227673052373 0.779226934821976 0.0433171031045113 0.77868363488059 1231527
"1" 10 0.254673397736904 0.154276741374245 0.0145783908303915 0.170891923822906 1231528
"2" 50 0.581017163375353 0.322767064449389 0.071681978063606 0.355484095295026 1231528
"3" 100 0.664319363304183 0.41502626048932 0.100689030241884 0.446398218374991 1231528
"4" 500 0.719767832744301 0.574688057682437 0.103995219085307 0.571879618199774 1231528
"5" 5000 0.763084167358739 0.632692678508388 0.101433630911639 0.624491320957837 1231528
"6" 8627 0.76061160752602 0.635474180836722 0.102056829298282 0.62601289623951 1231528
"1" 10 0.455709090068275 0.0365716437749294 0.00161445277965657 0.131738936539727 1231529
"2" 50 0.588893703943116 0.246892294015257 -0.00067491100953877 0.237410717461798 1231529
"3" 100 0.622548992765283 0.271373716470685 -0.00897898324848388 0.282882077454005 1231529
"4" 500 0.651892236170884 0.459277967691755 -0.0555745111228414 0.486491856605255 1231529
"5" 5000 0.647149396492909 0.55736366681056 -0.0503024099237087 0.620263731778578 1231529
"6" 20000 0.648449984882112 0.565503626949921 -0.0586393045825706 0.628399589115449 1231529
"1" 10 0.347217739551404 0.0528966747583168 0.0359886852220641 0.0658647112601515 1231530
"2" 50 0.513678666333354 0.208659596614724 0.0908449500814427 0.222760339746232 1231530
"3" 100 0.54916502043136 0.280668891433588 0.106191282265554 0.286538984776931 1231530
"4" 500 0.602440564562607 0.478444949594518 0.167354258981416 0.476884442686439 1231530
"5" 5000 0.616574067543548 0.583884277754106 0.159798333045667 0.574925512706691 1231530
"6" 20000 0.616432570803178 0.585080935901234 0.165983761981834 0.572309844391854 1231530
"1" 10 0.476635732869553 0.0546119123016972 0.0399568766610714 0.0701645335674679 1231531
"2" 50 0.587651666048338 0.187675505480147 0.0477336642849908 0.214547372259478 1231531
"3" 100 0.649184288041538 0.194052632675902 0.0555709559620009 0.228826328788874 1231531
"4" 500 0.679214466392202 0.447185456393063 0.0715359587708562 0.47940184786207 1231531
"5" 5000 0.700326347317303 0.596267443208448 0.0832455098456685 0.670723730941813 1231531
"6" 20000 0.705493393451246 0.639418933872706 0.0871621388824039 0.705727342456529 1231531
"1" 10 0.433568704245511 0.0598674829060702 -0.00541759231794929 0.0593274456064964 1231532
"2" 50 0.500888849854192 0.171130013781902 0.0457865348488264 0.188260821375871 1231532
"3" 100 0.583047138795303 0.231879909959224 0.0166089012694214 0.243705693266028 1231532
"4" 500 0.626260982467831 0.474421035779497 -0.00747656393557565 0.481035942606702 1231532
"5" 5000 0.65072303890309 0.651795505232748 -0.0141242178262818 0.663965132706313 1231532
"6" 20000 0.649048845281601 0.690764510798957 -0.0171451344342505 0.697080600671715 1231532
"1" 10 0.484302265895169 0.094376409938447 0.0119125853796927 0.134467757812203 1231533
