"nloci" "Random_cor_RDAtemppredict_tempphen" "Random_cor_RDAsalpredict_salphen" "Random_cor_RDAtemppredict_tempphen_structcorr" "Random_cor_RDAsalpredict_salphen_structcorr" seed
"2" 50 0.634405244244558 0.448527704179773 0.0521420191656787 0.448678960509972 1232319
"3" 100 0.633019808932677 0.441145085719342 0.0934728379207191 0.456382772175757 1232319
"4" 500 0.757652928925835 0.653805612752246 0.160530309504778 0.656846041950975 1232319
"5" 5000 0.773112945513048 0.726849024982636 0.177067441984755 0.734576861009125 1232319
"6" 20000 0.779423483234221 0.74126764546522 0.182877461168398 0.744887315811306 1232319
"1" 10 0.387358284238389 0.16888146859259 0.0120302588359275 0.199728511545764 1232320
"2" 50 0.59178502905153 0.410608225593536 0.0837553467134342 0.423162245496768 1232320
"3" 100 0.631749753112569 0.45598790782917 0.096332162490984 0.470512626399125 1232320
"4" 500 0.721877593398104 0.589489807816414 0.175981325001974 0.601856376418424 1232320
"5" 5000 0.759820256979149 0.653170975256792 0.198240006602547 0.655737706263846 1232320
"6" 20000 0.772601280844778 0.672923992507644 0.201987825630814 0.67934282215555 1232320
"1" 10 0.313226045407558 0.0910553706605396 0.00809812241682055 0.10068488625623 1232321
"2" 50 0.637953867732209 0.307063362264705 0.02686094152447 0.324348997696341 1232321
"3" 100 0.65925523300167 0.425277403791023 0.047469612021071 0.441334216886204 1232321
"4" 500 0.758955232101216 0.609787006581816 0.0843666197199592 0.610251471976142 1232321
"5" 5000 0.790290661537081 0.751813316945084 0.0988331296294635 0.757446961857297 1232321
"6" 20000 0.801445850191352 0.769082620787569 0.097535828436361 0.775400951755211 1232321
"1" 10 0.326234794891112 0.160842478585122 0.00614418719665772 0.185194676239582 1232322
"2" 50 0.557803708347986 0.335347719327505 0.00805411048946041 0.355850697514493 1232322
"3" 100 0.556041934241418 0.362485923212242 0.0189290615654606 0.382889953084974 1232322
"4" 500 0.732415542469229 0.619857916071773 0.00314116315137047 0.624117110066939 1232322
"5" 5000 0.811607288559484 0.772542723089621 0.0157899004301204 0.770953120770432 1232322
"6" 20000 0.818197925330874 0.78139965087311 0.00885491690153701 0.782420680070574 1232322
"1" 10 0.420377151887948 0.161071414985739 0.0154731908375538 0.105881488580638 1232323
"2" 50 0.654119475669913 0.435304054544285 0.0809843126822169 0.446088957469059 1232323
"3" 100 0.696886629835189 0.502709260251717 0.0557920426328318 0.498681222925054 1232323
"4" 500 0.739000636232364 0.547540358799558 0.0966478379920699 0.609349288597841 1232323
"5" 5000 0.755132985400301 0.600348921463064 0.0896675716605877 0.655192280078715 1232323
"6" 8639 0.758358653825585 0.597617167842273 0.0870149101729636 0.66274666032624 1232323
"1" 10 0.385612388660253 0.0700125365039058 -0.0232114435591565 0.070899182780079 1232324
"2" 50 0.643646082575616 0.201742549521335 -0.0124085326185658 0.20597880271958 1232324
"3" 100 0.663041672122029 0.427969681563717 -0.0550676182972364 0.438340093457341 1232324
"4" 500 0.704771819573043 0.511637684239073 -0.0656863432099297 0.517915987655754 1232324
"5" 5000 0.704711758911772 0.638813368627217 -0.110199301299828 0.639125682190037 1232324
"6" 20000 0.706093154121002 0.65135796340047 -0.11039549945998 0.65141001566094 1232324
"1" 10 0.425845637444974 0.0828145482665905 0.0305908968073065 0.101585788960742 1232325
"2" 50 0.616981619373161 0.168693705868441 0.0519004194262181 0.172673018364747 1232325
"3" 100 0.64461506124412 0.226086538712242 0.049622118342009 0.269786325899091 1232325
"4" 500 0.662789417344691 0.488421398242016 0.0423427661959772 0.492125109360565 1232325
"5" 5000 0.694149090616265 0.621714958389551 0.0286649516025533 0.62314839469273 1232325
"6" 20000 0.693896835838927 0.635945217108816 0.0303306339417993 0.636758031548887 1232325
"1" 10 0.403899437562945 0.0689810411810052 0.0378100368978005 0.0737140088654913 1232326
"2" 50 0.623479220106661 0.173790485648983 0.0599322918867179 0.174054750971369 1232326
"3" 100 0.640904750190239 0.206895723307858 0.0586309827697228 0.218030903028386 1232326
"4" 500 0.683635737564308 0.416325991298598 0.0761566135546081 0.447425214919362 1232326
"5" 5000 0.710198459663218 0.655542164338245 0.0826591551115316 0.671810497745116 1232326
"6" 20000 0.711323591545912 0.662192841618288 0.0867512717809747 0.702044853038072 1232326
"1" 10 0.272696117924069 0.0495378911646892 0.00412815292191383 0.056458354115092 1232327
"2" 50 0.587831358357099 0.160970077396336 0.0239280716405015 0.161006115921605 1232327
"3" 100 0.618488818247714 0.264921201395612 0.0276438096730292 0.267760236330723 1232327
"4" 500 0.723327667646686 0.449202198220368 0.0219861180351395 0.455484914458999 1232327
"5" 5000 0.741698148350605 0.644667150720392 0.00884890199556698 0.658377807445104 1232327
"6" 20000 0.747612097783841 0.677109832024019 0.0115115806503417 0.694063956022976 1232327
"1" 10 0.562606515803303 0.0580379593643265 0.0167904329674989 0.11044035671933 1232328
"2" 50 0.622404812402003 0.220696947855816 0.0775956722040449 0.266379945936032 1232328
"3" 100 0.623472995162423 0.245027903366415 0.139422276041429 0.334953159919925 1232328
"4" 500 0.695909774794393 0.412252199252505 0.160754777469124 0.432731258836343 1232328
"5" 5000 0.713353080036153 0.497356026838683 0.167988442053882 0.521455162657129 1232328
"6" 8381 0.713565363659072 0.512477053234571 0.17200981483522 0.537092770728088 1232328
"1" 10 0.215009298116006 0.271571700037802 0.0395837420773627 0.0256792714356727 1232329
"2" 50 0.433539273434 0.566489613059019 0.0602284693837436 0.0386890878857742 1232329
"3" 100 0.549039235396735 0.615289438567602 0.091708074907942 0.0821912873052578 1232329
"4" 500 0.621996484475394 0.759878992952556 0.144276853962534 0.109203974831384 1232329
"5" 5000 0.643786361512114 0.793883105385385 0.177173882579529 0.128716697380274 1232329
"6" 20000 0.645788371530188 0.800113722312549 0.180645367950869 0.139816485376483 1232329
"1" 10 0.351547199088132 0.232826434575144 0.0390961126247811 0.139877192627043 1232330
"2" 50 0.437088452900564 0.502902012652606 0.068502283365911 0.219019342235537 1232330
"3" 100 0.539493520534605 0.556902064745707 0.0990936701390908 0.253246870434545 1232330
"4" 500 0.627675995784047 0.701175821008982 0.174098625248411 0.373667867516551 1232330
"5" 5000 0.650755675543289 0.725308871132453 0.19825541011786 0.408327844597812 1232330
"6" 20000 0.656177238068274 0.720215584297036 0.201174405007605 0.411951606064833 1232330
"1" 10 0.383347158427119 0.175982958122021 0.0339920260180611 0.0226644323270682 1232331
"2" 50 0.471053524578339 0.450549693942121 0.0228648877526518 0.0430183739381084 1232331
"3" 100 0.564723288011582 0.541071276483765 0.0125465591056711 0.0553076217847113 1232331
"4" 500 0.629492121614051 0.720857086134066 0.0700721422143917 0.0688902639142899 1232331
"5" 5000 0.656967624592546 0.796927089829705 0.0545285831117221 0.0695669934307695 1232331
"6" 20000 0.65329194523751 0.806809743360306 0.0611552163716186 0.0678171070479199 1232331
"1" 10 0.141206023128374 0.133280427514064 0.0228988988988989 0.00562562562562562 1232332
"2" 50 0.343731731731732 0.492176176176176 -0.00366366366366366 0.00777177177177177 1232332
"3" 100 0.472668668668669 0.554874874874875 0.0220620620620621 0.0240800800800801 1232332
"4" 500 0.601313313313313 0.73638038038038 0.0131411411411411 0.0124844844844845 1232332
"5" 5000 0.662682682682683 0.801601601601602 0.00719119119119119 -0.0294254254254254 1232332
"6" 20000 0.674086086086086 0.812068068068068 0.00218218218218218 -0.0374214214214214 1232332
"1" 10 0.359767667256484 0.375117604734605 0.0768571645938677 0.0631319691415316 1232333
"2" 50 0.528947062855343 0.598942473660264 0.0701584390733915 0.0576916991945679 1232333
"3" 100 0.558564799062732 0.642925333562851 0.0942626396910046 0.0825574985766027 1232333
"4" 500 0.623085577925227 0.711934236439431 0.104512930983544 0.0992548808585942 1232333
"5" 5000 0.643389963528535 0.747860849756346 0.112056504731648 0.101297986656055 1232333
"6" 13193 0.641888456014979 0.75435872741023 0.11248093085548 0.103909957204965 1232333
"1" 10 0.113449791663145 0.248998252217138 0.0688096353559395 0.251730205498897 1232334
"2" 50 0.478739921039263 0.37912372000205 0.103616860270061 0.383591077521799 1232334
"3" 100 0.521784045491644 0.477386883072336 0.0765895085882113 0.480712728674965 1232334
"4" 500 0.609328640628232 0.654029674684981 0.16583582586773 0.655850460633227 1232334
"5" 5000 0.653245084072162 0.74163931696664 0.21768029247167 0.73608504614862 1232334
"6" 20000 0.652296123724222 0.745555738639332 0.223586269320667 0.739905359314006 1232334
"1" 10 0.285984747986107 0.146092525958029 0.0692799034253649 0.162499374428862 1232335
"2" 50 0.485888261275325 0.316003591791949 0.108511488095888 0.332222189004329 1232335
"3" 100 0.511950558133912 0.402083754738445 0.173056614130674 0.401293332313051 1232335
"4" 500 0.58573700866549 0.55995131003635 0.238198342136873 0.574579817470822 1232335
"5" 5000 0.634650362241231 0.641224461484177 0.280697223509901 0.643642952531045 1232335
"6" 20000 0.638318062951396 0.654682323087691 0.28195849613403 0.653837452870987 1232335
"1" 10 0.234332965113976 0.147064332932648 0.0261721983705821 0.147590032803567 1232336
"2" 50 0.470040510551297 0.290989354206316 0.00494294789084121 0.298777674008376 1232336
"3" 100 0.493195688884821 0.415088900158057 0.0399980380360941 0.416772022340285 1232336
"4" 500 0.615830446277032 0.644713937507518 0.0673894568463369 0.649705654774666 1232336
"5" 5000 0.638509147657124 0.7510448000244 0.0778279057336784 0.753157416892536 1232336
"6" 20000 0.646789436225986 0.780111231678167 0.0774915690606685 0.779407745972721 1232336
"1" 10 0.198967473184453 0.173923208649809 0.00578578578578579 0.19328411627965 1232337
"2" 50 0.35171971971972 0.367372598047617 0.0245605605605606 0.375082459638463 1232337
"3" 100 0.477721721721722 0.435234727082263 0.0423063063063063 0.43777471922415 1232337
"4" 500 0.608844844844845 0.604305225918637 0.0604244244244244 0.617871318294535 1232337
"5" 5000 0.663367367367367 0.76032285177008 0.0462702702702703 0.759336319965501 1232337
"6" 20000 0.672820820820821 0.773014339940254 0.0425665665665666 0.782263820660886 1232337
"1" 10 0.316826570983794 0.211747143689412 0.0343266699383558 0.248093547235334 1232338
"2" 50 0.427715993174514 0.471199272317384 0.149270763478584 0.484244342406777 1232338
"3" 100 0.522083304163335 0.520312535387318 0.233239571979373 0.523069303913376 1232338
"4" 500 0.576570336068287 0.654438190704034 0.258741328754993 0.665368737176494 1232338
"5" 5000 0.588582468322465 0.689967361018256 0.267089760671646 0.69988693636552 1232338
"6" 11119 0.590015916104796 0.694398318342196 0.264699346353065 0.701733836298917 1232338
"1" 10 0.614662076579322 0.0737225921806749 0.0177413914176261 0.0853772322993824 1232339
"2" 50 0.750914753075996 0.213417052325308 0.035737060762127 0.283833947873576 1232339
"3" 100 0.800829309902699 0.337772849382543 0.0160755706683354 0.343246826989281 1232339
"4" 500 0.831366687388495 0.48852947625779 0.0129641698938188 0.552150951177944 1232339
"5" 5000 0.84143369066666 0.586448404141886 0.0533122705425041 0.658150703356404 1232339
"6" 20000 0.843079489531945 0.620237301761237 0.0516504541700146 0.681179851283506 1232339
"1" 10 0.475176384583778 0.123322119980613 0.0366772989300679 0.129786140225297 1232340
"2" 50 0.693280639509553 0.161025315785234 0.0349793870678177 0.155995652344229 1232340
"3" 100 0.750288831186422 0.28703119941156 0.0108362016491717 0.29691432789277 1232340
"4" 500 0.815354095190762 0.43091321170082 -0.00863772614828653 0.472051533778404 1232340
"5" 5000 0.844326718594959 0.619673757575545 -0.0122017392553681 0.640489195924546 1232340
"6" 20000 0.850798005315233 0.604480650015694 -0.00992317357230136 0.63977238879402 1232340
"1" 10 0.342188238470013 0.0744049980669645 0.0390277988710659 0.0783499129544669 1232341
"2" 50 0.68143049516211 0.167936027833723 0.0472045561987956 0.170648765258173 1232341
"3" 100 0.713694368469426 0.221319033243036 0.0902626715489799 0.225591609182648 1232341
"4" 500 0.795582070404818 0.445194804759214 0.108506210425148 0.45751199650265 1232341
"5" 5000 0.830439402695654 0.612077536586079 0.126817822207571 0.661866861078239 1232341
"6" 20000 0.837747229396489 0.661954955427509 0.12714216958443 0.695831237010561 1232341
"1" 10 0.393878695268019 0.0664446732671246 0.0152312922175084 0.0728432074243729 1232342
"2" 50 0.659650288895333 0.210305356886302 0.0379220737623611 0.246657891183726 1232342
"3" 100 0.698821616908973 0.250097347837706 0.0253214227086022 0.264824148272327 1232342
"4" 500 0.806629856382267 0.459675974359983 0.0357238667625156 0.497001486500151 1232342
"5" 5000 0.855002422438976 0.661186492433168 0.0401282888022788 0.66479812212105 1232342
"6" 20000 0.855671093785012 0.658888182631789 0.0390191752522657 0.679645043276997 1232342
"1" 10 0.675772059563595 0.127108806330141 0.0819856135797546 0.135331346803699 1232343
"2" 50 0.727899244807579 0.206808860485105 0.120232212790403 0.246822166541034 1232343
"3" 100 0.763850326960753 0.305147529263128 0.14948102611783 0.330017633788078 1232343
"4" 500 0.808582863546707 0.456583550710883 0.181530129887096 0.566580080984976 1232343
"5" 5000 0.838035989910662 0.52478003739391 0.17431507540104 0.632773498682425 1232343
"6" 10954 0.838344462534442 0.537743899868579 0.183517174320791 0.637677011559122 1232343
"1" 10 0.371236203743633 0.253832900798662 0.0350081940848563 0.0651511453267178 1232344
"2" 50 0.518651851319613 0.510145080589298 0.0477821305024362 0.0747055788085586 1232344
"3" 100 0.585116364378858 0.586956959486477 0.0821396146600647 0.110440601604848 1232344
"4" 500 0.750869201411109 0.75170486489716 0.161466160250114 0.19398383116547 1232344
"5" 5000 0.794648965314996 0.784668861721349 0.230625613500277 0.259331190758998 1232344
"6" 20000 0.797387953562528 0.786082405316944 0.232499658090693 0.261497556439499 1232344
"1" 10 0.415312015923054 0.0703223830510357 0.0354229461656335 0.0605270692596091 1232345
"2" 50 0.582696335488725 0.524200741814764 0.0526569212175621 0.227336885235135 1232345
"3" 100 0.622283041788487 0.553941207227016 0.0922622295908487 0.24988037557197 1232345
"4" 500 0.747093218918741 0.671247440425581 0.144160359388257 0.374113826937982 1232345
"5" 5000 0.79579601598115 0.709002781524341 0.158859690804528 0.408641805121735 1232345
"6" 20000 0.804012585871149 0.715393440596737 0.15997685600887 0.418864457134158 1232345
"1" 10 0.372984303250677 0.2730162367602 0.0332597501198098 0.0195041373738527 1232346
"2" 50 0.609718035532699 0.510353255600986 0.0583562348589403 0.0508156762561347 1232346
"3" 100 0.627029684412108 0.478180739501708 0.036699654442598 0.0650558389707267 1232346
"4" 500 0.763760875561442 0.723603296342677 0.0854269603793683 0.0760403064415158 1232346
"5" 5000 0.804727372909663 0.790947732892534 0.114548013039805 0.0827639378244741 1232346
"6" 20000 0.812872617836964 0.798340123323112 0.114820322113087 0.0809819152125525 1232346
"1" 10 0.228858325631173 0.178334582465809 -0.00160566025363129 0.000924956405458422 1232347
"2" 50 0.469509473066808 0.476801012522825 0.0104948516827122 0.0236524566538654 1232347
"3" 100 0.563258409521345 0.568651986483044 0.0308438926027975 0.0167533229456192 1232347
"4" 500 0.72633903498243 0.718795234688562 0.00573793302606891 0.0340672255309102 1232347
"5" 5000 0.807302751512167 0.814153835537013 -0.000680703848172865 0.0339991551460929 1232347
"6" 20000 0.816316071290033 0.821797739337966 7.20745251006563e-05 0.0305515903621115 1232347
"1" 10 0.314037685341373 0.31894615102955 0.107731672253367 0.0335553062012534 1232348
"2" 50 0.522495705638218 0.533759748314146 0.080242336539945 0.0999006572921853 1232348
"3" 100 0.534635727094517 0.587039564656148 0.0878108185633606 0.08683111593953 1232348
"4" 500 0.710722130719235 0.724862726210407 0.0854589398191864 0.117637891985075 1232348
"5" 5000 0.714708705421881 0.72718655637121 0.0969378709981624 0.127922843748492 1232348
"6" 13248 0.718899617119337 0.728400557300044 0.0972343599710225 0.130875710694202 1232348
"1" 10 0.37005944083776 0.197546328536536 0.0270097649015813 0.232668401790449 1232349
"2" 50 0.551319557022968 0.384752692474078 0.0489219122020192 0.444493834520449 1232349
"3" 100 0.647437479474066 0.434218154964426 0.0589089179343459 0.479996959148681 1232349
"4" 500 0.761883599694554 0.623318900674625 0.0947444088319369 0.625677499863214 1232349
"5" 5000 0.797158472788406 0.695234151655723 0.113208756639378 0.697172287491507 1232349
"6" 20000 0.802488346336813 0.700239667760537 0.124453148017234 0.702634306665081 1232349
"1" 10 0.375925141056127 0.123885141891866 0.0266408788067175 0.147137644876803 1232350
"2" 50 0.558725660589402 0.308550011976344 0.128967801552375 0.306902990854969 1232350
"3" 100 0.579115763533007 0.375968182461556 0.155576645633337 0.384226887562533 1232350
"4" 500 0.749264205044541 0.635551575758121 0.262048061023658 0.624015058595279 1232350
"5" 5000 0.792759353939561 0.67772133009408 0.299873063459891 0.666881568913998 1232350
"6" 20000 0.799446602941096 0.686983379451127 0.305046671669462 0.678658346760551 1232350
"1" 10 0.374391955832186 0.138137545284437 0.0158525183381048 0.139835568944926 1232351
"2" 50 0.553448694027828 0.33067520913908 0.019312123249477 0.336500297092396 1232351
"3" 100 0.612518244551627 0.385500004227483 0.0359574677131046 0.394096254532551 1232351
"4" 500 0.738565585992699 0.607727860621288 0.0687516392688203 0.620015436591157 1232351
"5" 5000 0.785562556877856 0.760761953834028 0.0815609866200699 0.760950149746131 1232351
"6" 20000 0.795853279820247 0.771040653969517 0.0859655762063077 0.772666346316618 1232351
"1" 10 0.231716526863567 0.17584013982181 0.0177518050605557 0.178955671495615 1232352
"2" 50 0.426517797352666 0.273682693204062 0.0156136605015534 0.276141245813008 1232352
"3" 100 0.477953387249564 0.410662000611758 0.0331312306244656 0.411901549158654 1232352
"4" 500 0.73394614798974 0.62450012062202 0.0184845399936969 0.624054550773975 1232352
"5" 5000 0.801654059024813 0.763182234970021 0.00143944376209987 0.763971026917143 1232352
"6" 20000 0.810635066975828 0.779979099021664 0.00507108629958132 0.779282399535374 1232352
"1" 10 0.360909221246157 0.213170316862084 0.0214019060757358 0.224242704907011 1232353
"2" 50 0.591987253818903 0.388189103281486 0.055047488421761 0.400363609305655 1232353
"3" 100 0.652290613084411 0.521685769951254 0.0971425088480187 0.53164237988615 1232353
"4" 500 0.717627594940844 0.655807853481751 0.0830147280200281 0.659409224108499 1232353
"5" 5000 0.733397209708595 0.69853296472319 0.102864900799039 0.707563060433132 1232353
"6" 12505 0.735187209150237 0.711447403155368 0.0980395108053514 0.714266554986765 1232353
"1" 10 0.474466215068642 0.105757212493136 -0.00321937390756774 0.114588088448838 1232354
"2" 50 0.657296847854552 0.16854863916822 -0.0206896828114459 0.212422619149837 1232354
"3" 100 0.687540543282237 0.344128647219138 -0.0306160856931131 0.3448854403392 1232354
"4" 500 0.716867277733762 0.525722958266531 -0.0174262627434513 0.52737268718434 1232354
"5" 5000 0.716711114074067 0.630741017313521 -0.00991439029245986 0.656712235179795 1232354
"6" 20000 0.719029543791084 0.644315243117817 -0.0148275392782629 0.675848289787091 1232354
"1" 10 0.408973606933448 0.0736079619289401 0.00958625731884265 0.0758571673551191 1232355
"2" 50 0.622417855757745 0.189249064671618 0.0340684533286187 0.207518044816918 1232355
"3" 100 0.647216523267275 0.269143984723763 0.102934139782026 0.266713383975001 1232355
"4" 500 0.700954022523277 0.397225031758225 0.101220305975649 0.409005637034764 1232355
"5" 5000 0.724170864601242 0.59860050400743 0.111283073161218 0.591356753176275 1232355
"6" 20000 0.725300072856845 0.630987157806427 0.111110888923662 0.621332827649481 1232355
"1" 10 0.369804996648297 0.0983530777352022 0.0241824484568544 0.102637766788439 1232356
"2" 50 0.625069945753011 0.196008164265943 0.0496081538465432 0.197449621579375 1232356
"3" 100 0.661434710532405 0.236869475053624 0.0681909410455267 0.237558171325597 1232356
"4" 500 0.695893548419596 0.511799429253971 0.0807035913357279 0.566250479268834 1232356
"5" 5000 0.725695678374786 0.640501547102911 0.0956587109625764 0.679268740738023 1232356
"6" 20000 0.726896892802645 0.677635089116135 0.0945976382179673 0.6976873619652 1232356
"1" 10 0.209460663387914 0.0641776564464251 0.0388692968614809 0.0658725971997583 1232357
"2" 50 0.562714904802834 0.227600103718643 0.047754279579547 0.229389913216154 1232357
"3" 100 0.632028981338409 0.210731049103406 0.0228771287785806 0.221157590337224 1232357
"4" 500 0.710023834139315 0.434068843627195 0.0284868001566836 0.452423400084885 1232357
"5" 5000 0.722039982466001 0.624733605713211 0.0242865537072689 0.655664877230588 1232357
"6" 20000 0.725927913164172 0.652958140719812 0.0243025698996403 0.683064578330059 1232357
"1" 10 0.547196518626353 0.0769355792695713 0.0317332564893959 0.131722044854911 1232358
"2" 50 0.634705171751944 0.261834402756038 0.0573801344470718 0.289639542574633 1232358
"3" 100 0.635922447458288 0.256809136270966 0.0831151047256015 0.328732512051727 1232358
"4" 500 0.639550249398905 0.475274087792096 0.0705058902542945 0.514323011108764 1232358
"5" 5000 0.640547294303114 0.52891029860288 0.0725480304195427 0.626504577519731 1232358
"6" 11117 0.642116939292874 0.534339988924598 0.0722957660461885 0.619232956852887 1232358
"1" 10 0.330501457426879 0.476283034296614 0.0439118166558658 0.021833764195876 1232359
"2" 50 0.492000568650833 0.534206372183544 0.0736789423469784 0.0416090994121701 1232359
"3" 100 0.59556277373252 0.690194440634308 0.162575842130554 0.0638513456234495 1232359
"4" 500 0.638024879706267 0.739240315562205 0.212590860663624 0.14557978650926 1232359
"5" 5000 0.66415170978952 0.771402267186761 0.264468076619856 0.183204183908426 1232359
"6" 20000 0.664672324122878 0.773765055315074 0.26630224096353 0.188894899044585 1232359
"1" 10 0.265580241393873 0.271600022767338 0.00473401236848215 0.0830374606055333 1232360
"2" 50 0.535692348833835 0.460592969881712 0.0650225810510217 0.151568497523552 1232360
"3" 100 0.576327957539943 0.586240546890191 0.107925068776217 0.247658535378564 1232360
"4" 500 0.63565931052361 0.657895551361015 0.176692405803999 0.325982009048646 1232360
"5" 5000 0.667655947420229 0.685270318314125 0.216254651299656 0.368327789735584 1232360
"6" 20000 0.673879852006203 0.688878901346276 0.217884721548364 0.370834973951041 1232360
"1" 10 0.273205177340377 0.18336805632712 -0.0375595126581503 0.00610442797123642 1232361
"2" 50 0.575105011250196 0.397572644553694 0.0119926162485245 0.0461345797773699 1232361
"3" 100 0.601692981831232 0.562958796404123 0.022335496973045 0.047804338035163 1232361
"4" 500 0.67106195808814 0.693444197715163 0.0235808070409219 0.0706403844241176 1232361
"5" 5000 0.704481115086532 0.781677107092791 0.0571961704487227 0.0648062410629556 1232361
"6" 20000 0.721539060067739 0.795447607449028 0.0609120795901687 0.065438907261352 1232361
"1" 10 0.167784867386458 0.237017190685282 0.0112993445420107 0.00245846830219509 1232362
"2" 50 0.439841600970897 0.431381106634516 0.0165926590297988 0.0197918710386813 1232362
"3" 100 0.462328177493906 0.529523641740548 0.0136657203833743 0.0269790870035676 1232362
"4" 500 0.619630108634031 0.713848704104638 0.0219500378381653 0.0306707934768964 1232362
"5" 5000 0.673187880637551 0.801016220291587 0.0318159432072348 0.0518961036885189 1232362
"6" 20000 0.68589263621225 0.811078322642428 0.0244925905611195 0.050254455473698 1232362
"1" 10 0.299967835360038 0.409156865872729 0.0521943865969175 0.0945945676229826 1232363
"2" 50 0.394675647031926 0.564997292651612 0.0384040170196421 0.115980852150342 1232363
"3" 100 0.477537594595196 0.645000090663955 0.0913672047079756 0.158308958074087 1232363
"4" 500 0.56089245042857 0.745480791643092 0.121086171898027 0.229158783654897 1232363
"5" 5000 0.592193065697316 0.764508618655639 0.13202156658895 0.290238428698962 1232363
"6" 12710 0.590046829317113 0.766054229183173 0.127388739178698 0.291411651197841 1232363
"1" 10 0.219899275174091 0.16763974882368 0.0497462437086355 0.190149861217677 1232364
"2" 50 0.495120071296791 0.397643198419388 0.0988878767604775 0.401979597430104 1232364
"3" 100 0.532942271721112 0.530199091686513 0.142567993680753 0.542369250595839 1232364
"4" 500 0.607521596843218 0.636988632507575 0.190424328581398 0.631967655389909 1232364
"5" 5000 0.6366510175596 0.722010508632481 0.228731018339971 0.721902399550413 1232364
"6" 20000 0.641003413479697 0.731291873530039 0.226797065047049 0.72925381713105 1232364
"1" 10 0.356920922505376 0.220812378076984 0.0166428925378001 0.265721973559183 1232365
"2" 50 0.490054875898985 0.257285518655252 0.0624213576850799 0.292633315486029 1232365
"3" 100 0.56644894574372 0.429952271139419 0.13747353565417 0.439098123749992 1232365
"4" 500 0.62754696023531 0.600317923086775 0.233450952743324 0.603573230479503 1232365
"5" 5000 0.674582701518008 0.657844369964173 0.275137264354304 0.674425216105978 1232365
"6" 20000 0.674658778736394 0.668939642762758 0.27217025283728 0.682857783595628 1232365
"1" 10 0.33031868288565 0.0811877255399211 0.0224188223648029 0.0933830639742693 1232366
"2" 50 0.535128761165646 0.324144841622857 0.0185268603468375 0.349691986498964 1232366
"3" 100 0.595253968636601 0.381818218256515 0.00629040363191738 0.406673994192036 1232366
"4" 500 0.651343067348185 0.622107928068688 0.0292457722008431 0.639082586176364 1232366
"5" 5000 0.668548582565467 0.72344847066045 0.0477205795577284 0.740213537501213 1232366
"6" 20000 0.679836073232797 0.757202832606385 0.052441385338779 0.763781529721115 1232366
"1" 10 0.2520038289521 0.116215016920063 0.0028508565582771 0.116624858108058 1232367
"2" 50 0.451292194780073 0.386746481460644 -0.00439240118599716 0.415900732534833 1232367
"3" 100 0.543680768130755 0.508525610876148 0.00223023469516902 0.517246280774371 1232367
"4" 500 0.60780902464391 0.648050642845417 -0.00912914740571881 0.655364675406069 1232367
"5" 5000 0.685582954121402 0.732109770319538 -0.00746748241739718 0.739472951899284 1232367
"6" 20000 0.690680061422928 0.761242765252307 -0.00758760277799875 0.76459412331309 1232367
"1" 10 0.294391682080819 0.324602773576695 0.191507683680255 0.313398053354163 1232368
"2" 50 0.429654271842109 0.396817472172571 0.183089851533376 0.349780548622666 1232368
"3" 100 0.469304153882299 0.487557373719576 0.229868489643601 0.460109414296555 1232368
"4" 500 0.54137633520836 0.591508072604292 0.304715912490969 0.591735155021396 1232368
"5" 5000 0.573157456006472 0.623748547115664 0.320578440147385 0.64641101720091 1232368
"6" 7411 0.57275298357696 0.627769243345667 0.323810214905963 0.651288714420177 1232368
"1" 10 0.673740729600079 NA 0.0437067108836191 NA 1232369
"2" 50 0.78524874906573 NA 0.00200356163615469 NA 1232369
"3" 100 0.835784179349673 NA -0.0266359504976461 NA 1232369
"4" 500 0.890592490304296 NA -0.0135473986278853 NA 1232369
"5" 5000 0.90502228654396 NA -0.00980603275394674 NA 1232369
"6" 20000 0.906940722763449 NA -0.0129452920222015 NA 1232369
"1" 10 0.538770076992303 NA 0.0115403290157186 NA 1232370
"2" 50 0.753822202973594 NA 0.0360666893307172 NA 1232370
"3" 100 0.821973190823567 NA 0.0675391644075509 NA 1232370
"4" 500 0.875130377357425 NA 0.00469115638951598 NA 1232370
"5" 5000 0.898990787349384 NA 0.0167667745889439 NA 1232370
"6" 20000 0.899627233544188 NA 0.0206444600142401 NA 1232370
"1" 10 0.370060967986947 NA 0.0306790701443068 NA 1232371
"2" 50 0.750700942565392 NA 0.0709859644197421 NA 1232371
"3" 100 0.782619830204383 NA 0.115922935752909 NA 1232371
"4" 500 0.852584013999196 NA 0.141574332194637 NA 1232371
"5" 5000 0.893352633410582 NA 0.144532793250917 NA 1232371
"6" 20000 0.900098950674757 NA 0.14695685021466 NA 1232371
"1" 10 0.316333746649859 NA 0.0379754192003878 NA 1232372
"2" 50 0.685157964385989 NA 0.0502019687557592 NA 1232372
"3" 100 0.751904363819166 NA 0.0393605532197837 NA 1232372
"4" 500 0.842600177265124 NA 0.0578791045230854 NA 1232372
"5" 5000 0.879044231288643 NA 0.0299530154223617 NA 1232372
"6" 20000 0.88477568026626 NA 0.0206267171568691 NA 1232372
"1" 10 0.286620084094592 NA 0.0390673644281094 NA 1232373
"2" 50 0.755795543648366 NA 0.101394044768674 NA 1232373
"3" 100 0.701612961173381 NA 0.0798325670850685 NA 1232373
"4" 500 0.862785861116559 NA 0.0977292769690437 NA 1232373
