"nloci" "Random_cor_RDAtemppredict_tempphen" "Random_cor_RDAsalpredict_salphen" "Random_cor_RDAtemppredict_tempphen_structcorr" "Random_cor_RDAsalpredict_salphen_structcorr" seed
"2" 50 0.533313313313313 0.455843843843844 0.0217417417417417 0.0158198198198198 1231596
"3" 100 0.651115115115115 0.540472472472472 0.0441241241241241 0.0246406406406406 1231596
"4" 500 0.73644044044044 0.713429429429429 0.069049049049049 0.0192032032032032 1231596
"5" 5000 0.785549549549549 0.797925925925926 0.0957677677677678 0.0206526526526527 1231596
"6" 20000 0.792072072072072 0.807459459459459 0.100408408408408 0.00828428428428428 1231596
"1" 10 0.212637158943298 0.116095841946139 0.0162342504847434 0.0113753753753754 1231597
"2" 50 0.419069488558257 0.509321321321321 0.0202182384567053 0.0229149149149149 1231597
"3" 100 0.524270795066124 0.557501501501501 0.0224644869514496 0.0273913913913914 1231597
"4" 500 0.697488185674209 0.715403403403403 0.0211832043876026 0.0342342342342342 1231597
"5" 5000 0.778293071364826 0.775127127127127 0.0076496573069681 0.0507707707707708 1231597
"6" 20000 0.788943732676804 0.793161161161161 0.0157137294431805 0.0504344344344344 1231597
"1" 10 0.404921225027082 0.425428696769541 0.0964886816592157 0.0293213213213213 1231598
"2" 50 0.531180242604153 0.555515515515515 0.145822113758278 0.0806686686686687 1231598
"3" 100 0.652557862980012 0.592984984984985 0.159227546001412 0.0957797797797798 1231598
"4" 500 0.708521938984281 0.68978978978979 0.212448873771945 0.121701701701702 1231598
"5" 5000 0.737799274874902 0.717133133133133 0.195852243948829 0.130122122122122 1231598
"6" 12586 0.742023507556057 0.727139139139139 0.198518915954184 0.13051051051051 1231598
"1" 10 0.267899473099746 0.126207158247618 0.0161241241241241 0.131345476822365 1231599
"2" 50 0.587371371371371 0.395787766707324 0.0755355355355355 0.41499741241003 1231599
"3" 100 0.616376376376376 0.411788671197048 0.0582342342342342 0.436971408380007 1231599
"4" 500 0.747039039039039 0.667217886759642 0.133961961961962 0.681063744808895 1231599
"5" 5000 0.768384384384384 0.737348085433888 0.14201001001001 0.745828574403351 1231599
"6" 20000 0.772708708708709 0.750417167585128 0.14613013013013 0.754297051348778 1231599
"1" 10 0.272990558934681 0.188558796583257 0.0507627627627628 0.183469653122868 1231600
"2" 50 0.582558558558559 0.376289676292608 0.066958958958959 0.389083472556223 1231600
"3" 100 0.656328328328328 0.437488113045227 0.0992352352352352 0.443545989535747 1231600
"4" 500 0.745197197197197 0.595858454313066 0.164316316316316 0.594929524454276 1231600
"5" 5000 0.785549549549549 0.641524165690177 0.196904904904905 0.64238102340475 1231600
"6" 20000 0.795951951951952 0.652743396139863 0.203571571571572 0.653279933213474 1231600
"1" 10 0.319030121407762 0.190484388652173 0.0456096096096096 0.209321321321321 1231601
"2" 50 0.579299299299299 0.299009401486276 0.0291371371371371 0.315263263263263 1231601
"3" 100 0.605645645645646 0.4300712321179 0.0515035035035035 0.435451451451451 1231601
"4" 500 0.726286286286286 0.60630752013639 0.0840560560560561 0.616812812812813 1231601
"5" 5000 0.767571571571572 0.740760760760761 0.102942942942943 0.748876876876877 1231601
"6" 20000 0.785805805805806 0.760464464464464 0.10251051051051 0.772964964964965 1231601
"1" 10 0.18180878005121 0.185785422045311 0.0328048048048048 0.186630630630631 1231602
"2" 50 0.386629015644854 0.29240161805356 0.0228388388388388 0.296676676676677 1231602
"3" 100 0.575331331331331 0.350772877521106 0.0375695695695696 0.374946946946947 1231602
"4" 500 0.721541541541541 0.616149381681679 0.032980980980981 0.621229229229229 1231602
"5" 5000 0.788084084084084 0.752700700700701 0.0307547547547548 0.755015015015015 1231602
"6" 20000 0.799807807807808 0.76998998998999 0.0298658658658659 0.771075075075075 1231602
"1" 10 0.163675405037699 0.219407589361213 0.118538538538539 0.140032032032032 1231603
"2" 50 0.507195195195195 0.485399340942193 0.225757757757758 0.379403403403403 1231603
"3" 100 0.595991991991992 0.466989456446136 0.255311311311311 0.390162162162162 1231603
"4" 500 0.679831831831832 0.593680273954526 0.314786786786787 0.51005005005005 1231603
"5" 5000 0.693413413413413 0.604524524524524 0.334402402402402 0.548296296296296 1231603
"6" 8866 0.692616616616617 0.60457918376325 0.335523523523523 0.546454454454454 1231603
"1" 10 0.466551732327562 0.0869916481343335 -0.00435836272108599 0.111425536962555 1231604
"2" 50 0.653616269886483 0.246120366486977 -0.0142562705268045 0.270024294318748 1231604
"3" 100 0.67511378890303 0.298064362426939 -0.0380801181983356 0.344715059775007 1231604
"4" 500 0.70103573677286 0.55594650244923 -0.0470090560651447 0.562044606651539 1231604
"5" 5000 0.705528233762349 0.618629247877435 -0.0433694127822167 0.63489753243028 1231604
"6" 20000 0.70630100730867 0.645520165686175 -0.0413433847281336 0.657255913169412 1231604
"1" 10 0.466375240502429 0.12182225683872 0.0346426426426426 0.136700700700701 1231605
"2" 50 0.588769947488562 0.209189607987622 0.0134934934934935 0.222922922922923 1231605
"3" 100 0.656504504504504 0.266974974974975 0.0503103103103103 0.2757997997998 1231605
"4" 500 0.706862862862863 0.459907907907908 0.0409249249249249 0.460672672672673 1231605
"5" 5000 0.717805805805806 0.577337337337337 0.0345145145145145 0.579863863863864 1231605
"6" 20000 0.717837837837838 0.601489489489489 0.0323683683683684 0.600124124124124 1231605
"1" 10 0.458374829007341 0.0662796037579067 0.0440701141843206 0.0663823823823824 1231606
"2" 50 0.621327949277538 0.159183183183183 0.040510551061633 0.166406406406406 1231606
"3" 100 0.661984646631609 0.214606606606607 0.0607948556505366 0.214638638638639 1231606
"4" 500 0.705776482259095 0.431351351351351 0.0971712684397568 0.44846046046046 1231606
"5" 5000 0.734881616498483 0.656692692692693 0.0986687674362531 0.673449449449449 1231606
"6" 20000 0.737255993249612 0.685197197197197 0.0990371361733591 0.70162962962963 1231606
"1" 10 0.292930573915445 0.0495312040753282 0.0147507507507507 0.0551311311311311 1231607
"2" 50 0.593545545545546 0.146054054054054 0.0132932932932933 0.150602602602603 1231607
"3" 100 0.617937937937938 0.284052052052052 0.0413853853853854 0.286386386386386 1231607
"4" 500 0.711235235235235 0.428880880880881 0.0267787787787788 0.477841841841842 1231607
"5" 5000 0.741881881881882 0.662534534534534 0.0290730730730731 0.666854854854855 1231607
"6" 20000 0.744112112112112 0.678682682682683 0.0347467467467467 0.687491491491491 1231607
"1" 10 0.289725089970924 0.0845954595741108 0.0135275410686165 0.0871751751751752 1231608
"2" 50 0.594941536478312 0.353665665665666 0.0781962744707844 0.366814814814815 1231608
"3" 100 0.640266907174402 0.337864202066438 0.0946046993040507 0.362426426426426 1231608
"4" 500 0.664899564464362 0.484808808808809 0.117163280443783 0.499039039039039 1231608
"5" 5000 0.686529215745305 0.573337337337337 0.123581705287054 0.583631631631632 1231608
"6" 12781 0.688719408127881 0.580412412412412 0.124538663201927 0.58243043043043 1231608
"1" 10 0.318157603029001 0.40621457426363 0.0356456813270262 0.0485325325325325 1231609
"2" 50 0.534391460243164 0.570172742915944 0.0513694207902367 0.0714794794794795 1231609
"3" 100 0.606905512418234 0.653081081081081 0.072678751430218 0.0730850850850851 1231609
"4" 500 0.672343015358711 0.75563963963964 0.103934037972062 0.131175175175175 1231609
"5" 5000 0.696719416135901 0.792216216216216 0.125191316507887 0.153057057057057 1231609
"6" 20000 0.696359055414819 0.79401001001001 0.130905035941042 0.157461461461461 1231609
"1" 10 0.265054107911199 0.201446178351549 0.0351791791791792 0.127811811811812 1231610
"2" 50 0.494598598598599 0.541793793793794 0.0531451451451451 0.230314314314314 1231610
"3" 100 0.548032032032032 0.573721721721722 0.0856736736736737 0.242434434434434 1231610
"4" 500 0.619411411411411 0.668832832832833 0.137013013013013 0.333021021021021 1231610
"5" 5000 0.669185185185185 0.698834834834835 0.162438438438438 0.377197197197197 1231610
"6" 20000 0.676248248248248 0.70048048048048 0.167463463463463 0.381269269269269 1231610
"1" 10 0.260324123508343 0.16102452872457 0.0220640861502474 0.0330650650650651 1231611
"2" 50 0.529375905281452 0.408484484484484 0.0122102224326612 0.0257777777777778 1231611
"3" 100 0.580539119659069 0.498790790790791 0.00511512023535815 0.034038038038038 1231611
"4" 500 0.654052706759794 0.713473473473473 0.0278698977676794 0.0623223223223223 1231611
"5" 5000 0.681368049417808 0.782382382382382 0.0551652203856336 0.0427787787787788 1231611
"6" 20000 0.692463155619121 0.790846846846847 0.0552212764978019 0.0520600600600601 1231611
"1" 10 0.283466045308968 0.194697400423972 0.00818418418418418 0.00146546546546547 1231612
"2" 50 0.362998998998999 0.48976976976977 0.00117717717717718 0.0181901901901902 1231612
"3" 100 0.48627027027027 0.510094094094094 0.0155915915915916 0.0138458458458458 1231612
"4" 500 0.607379379379379 0.690874874874875 0.017013013013013 0.0387747747747748 1231612
"5" 5000 0.683243243243243 0.772992992992993 0.0293053053053053 0.0555035035035035 1231612
"6" 20000 0.689317317317317 0.788208208208208 0.0268588588588589 0.0561401401401401 1231612
"1" 10 0.378414674248452 0.34553101397907 0.0166766766766767 0.114602602602603 1231613
"2" 50 0.606846846846847 0.566726726726727 0.0553993993993994 0.156832832832833 1231613
"3" 100 0.654494494494494 0.594286286286286 0.0518078078078078 0.222078078078078 1231613
"4" 500 0.707703703703704 0.660144144144144 0.0677837837837838 0.2477997997998 1231613
"5" 5000 0.717077077077077 0.67195995995996 0.0692972972972973 0.256724724724725 1231613
"6" 8055 0.718038038038038 0.672600600600601 0.0626506506506506 0.254474474474474 1231613
"1" 10 0.245226554423008 0.266756785770767 0.0790710710710711 0.285756041797983 1231614
"2" 50 0.450458458458458 0.4695637898755 0.13845045045045 0.483646129776148 1231614
"3" 100 0.584764764764765 0.451408568434061 0.152084084084084 0.47957004961991 1231614
"4" 500 0.636244244244244 0.647410057467849 0.21033033033033 0.660122782906019 1231614
"5" 5000 0.66215015015015 0.732303035338741 0.217273273273273 0.745239985225584 1231614
"6" 20000 0.665157157157157 0.741772514287173 0.222418418418418 0.754489243733355 1231614
"1" 10 0.255958896597589 0.194114881094014 0.0292732732732733 0.182058058058058 1231615
"2" 50 0.501425425425425 0.429942091807646 0.0343103103103103 0.437405405405405 1231615
"3" 100 0.602086086086086 0.463517371444642 0.107047047047047 0.47803003003003 1231615
"4" 500 0.651823823823824 0.587468643582045 0.144724724724725 0.607175175175175 1231615
"5" 5000 0.689973973973974 0.665011676688698 0.20564964964965 0.65835035035035 1231615
"6" 20000 0.691931931931932 0.676980980980981 0.214306306306306 0.669429429429429 1231615
"1" 10 0.341772825361449 0.224137828638852 0.0068488557045637 0.222822822822823 1231616
"2" 50 0.527421949371585 0.260526610832064 0.00573173746920955 0.272808808808809 1231616
"3" 100 0.584447031478803 0.433002033057909 0.0236296532829481 0.44006006006006 1231616
"4" 500 0.668911580492408 0.616847464312085 0.0308488797286238 0.623479479479479 1231616
"5" 5000 0.708347055402813 0.742058058058058 0.0652112764877969 0.74564964964965 1231616
"6" 20000 0.715506221728308 0.76377330084898 0.0655315971287587 0.763811811811812 1231616
"1" 10 0.151704796158733 0.14624438725884 0.0206226432659195 0.142226226226226 1231617
"2" 50 0.367021388409982 0.276722382722004 0.0253633887521536 0.300224224224224 1231617
"3" 100 0.481740221962425 0.407224853756433 0.0160941102043226 0.424808808808809 1231617
"4" 500 0.614865480346134 0.602462269659182 0.0306446753200107 0.604472472472472 1231617
"5" 5000 0.676491167659165 0.747731731731732 0.0260160420581132 0.748232232232232 1231617
"6" 20000 0.68723392115542 0.760212212212212 0.0259960220180531 0.76397997997998 1231617
"1" 10 0.328250695810496 0.215503512475776 0.0355355355355355 0.212290502793402 1231618
"2" 50 0.523327327327327 0.52516684301749 0.113457457457457 0.512899412311981 1231618
"3" 100 0.558634634634635 0.50169670689115 0.146586586586587 0.518360879240379 1231618
"4" 500 0.630782782782783 0.62832295127454 0.176728728728729 0.665988654643632 1231618
"5" 5000 0.657261261261261 0.687689064442571 0.199871871871872 0.729119848969183 1231618
"6" 14236 0.658346346346346 0.68168837005877 0.200596596596597 0.727045772818956 1231618
"1" 10 0.455163894920674 NA 0.0407145642285225 NA 1231619
"2" 50 0.768418060293101 NA 0.0106837932300018 NA 1231619
"3" 100 0.827310092403297 NA 0.00870123366154789 NA 1231619
"4" 500 0.866348492633036 NA -0.0111363775355277 NA 1231619
"5" 5000 0.881460002232585 NA -0.0245056378173444 NA 1231619
"6" 20000 0.881608193553863 NA -0.0210732064028696 NA 1231619
"1" 10 0.638852070132332 NA 0.0360191168942907 NA 1231620
"2" 50 0.718619141605762 NA 0.0331840379881031 NA 1231620
"3" 100 0.753316858149127 NA 0.0407242266609157 NA 1231620
"4" 500 0.831486997957964 NA 0.0666083369004593 NA 1231620
"5" 5000 0.864162483656398 NA 0.0720222163936312 NA 1231620
"6" 20000 0.870609485123859 NA 0.0846999844967245 NA 1231620
"1" 10 0.400898747954961 NA 0.0289913102163845 NA 1231621
"2" 50 0.642627696640221 NA 0.0740168310206444 NA 1231621
"3" 100 0.759878236943569 NA 0.0723791753506629 NA 1231621
"4" 500 0.81246740459525 NA 0.11008930028926 NA 1231621
"5" 5000 0.871603190878764 NA 0.12366302332407 NA 1231621
"6" 20000 0.877040688188873 NA 0.12778719285972 NA 1231621
"1" 10 0.348804981648865 NA 0.0155717897963811 NA 1231622
"2" 50 0.680329854539243 NA 0.0378663965297959 NA 1231622
"3" 100 0.738056389251104 NA 0.0416141967996372 NA 1231622
"4" 500 0.828952557975106 NA 0.0542470064698821 NA 1231622
"5" 5000 0.880168490936153 NA 0.0441687871545076 NA 1231622
"6" 20000 0.884897285934746 NA 0.0530297721942071 NA 1231622
"1" 10 0.627027339976011 NA 0.122897977193392 NA 1231623
"2" 50 0.741171682685823 NA 0.173783134900906 NA 1231623
"3" 100 0.821405491416136 NA 0.207144077602729 NA 1231623
"4" 500 0.859985219099069 NA 0.228696617421028 NA 1231623
"5" 5000 0.854902715753411 NA 0.239795554143526 NA 1231623
"6" 8103 0.854421721745935 NA 0.239631214524305 NA 1231623
"1" 10 0.34196978833083 NA 0.0236037926237208 NA 1231624
"2" 50 0.586297574266814 NA 0.069834393070452 NA 1231624
"3" 100 0.667460800508293 NA 0.109053926361265 NA 1231624
"4" 500 0.773711901621618 NA 0.134755833884872 NA 1231624
"5" 5000 0.823606195071013 NA 0.176253663698654 NA 1231624
"6" 20000 0.823926517956492 NA 0.1892707849573 NA 1231624
"1" 10 0.432795963707497 NA 0.0317963687085015 NA 1231625
"2" 50 0.560389839235767 NA 0.0739152457321418 NA 1231625
"3" 100 0.683720027098462 NA 0.0949846944343374 NA 1231625
"4" 500 0.759096760625416 NA 0.169108152126288 NA 1231625
"5" 5000 0.822697506194719 NA 0.212292113405874 NA 1231625
"6" 20000 0.82412696138033 NA 0.217425339030392 NA 1231625
"1" 10 0.344406399411369 NA 0.00111912023936016 NA 1231626
"2" 50 0.586485071556922 NA 0.03452455908366 NA 1231626
"3" 100 0.661820482303117 NA 0.0417638055693959 NA 1231626
"4" 500 0.757980738719838 NA 0.082660743404189 NA 1231626
"5" 5000 0.811310121431959 NA 0.126156282438784 NA 1231626
"6" 20000 0.822229051280744 NA 0.133407540948556 NA 1231626
"1" 10 0.253084341759561 NA 0.0149109109109109 NA 1231627
"2" 50 0.517473473473473 NA 0.000668668668668669 NA 1231627
"3" 100 0.57234034034034 NA 0.0303823823823824 NA 1231627
"4" 500 0.741541541541542 NA 0.0334614614614615 NA 1231627
"5" 5000 0.83185985985986 NA 0.0551511511511511 NA 1231627
"6" 20000 0.843319319319319 NA 0.0503663663663664 NA 1231627
"1" 10 0.483106002176623 NA 0.0654964701018571 NA 1231628
"2" 50 0.651622901360963 NA 0.104300590751608 NA 1231628
"3" 100 0.654478147802994 NA 0.120843400081238 NA 1231628
"4" 500 0.785054614472386 NA 0.115933817840104 NA 1231628
"5" 5000 0.800784499499447 NA 0.125368545213768 NA 1231628
"6" 7979 0.801313100523778 NA 0.127002402925337 NA 1231628
"1" 10 0.18960456011336 NA 0.0271655730597148 NA 1231629
"2" 50 0.58690170529697 NA 0.074970094654517 NA 1231629
"3" 100 0.654754575968343 NA 0.105156734096951 NA 1231629
"4" 500 0.776778430194123 NA 0.153021316653636 NA 1231629
"5" 5000 0.811493666162541 NA 0.203160207633627 NA 1231629
"6" 20000 0.814636856501088 NA 0.20418925211389 NA 1231629
"1" 10 0.340094155813632 NA 0.0429875894198888 NA 1231630
"2" 50 0.598290666794822 NA 0.0471958566032256 NA 1231630
"3" 100 0.625942705965253 NA 0.0789280330332385 NA 1231630
"4" 500 0.769175944483162 NA 0.123849583489808 NA 1231630
"5" 5000 0.818249705281425 NA 0.143081084233449 NA 1231630
"6" 20000 0.827006584758074 NA 0.149623718465202 NA 1231630
"1" 10 0.298925101524149 NA 0.0138858858858859 NA 1231631
"2" 50 0.554394394394394 NA 0.0415455455455455 NA 1231631
"3" 100 0.618601219821351 NA 0.0497577577577578 NA 1231631
"4" 500 0.745541541541542 NA 0.0843763763763764 NA 1231631
"5" 5000 0.813237237237237 NA 0.108216216216216 NA 1231631
"6" 20000 0.828384384384384 NA 0.116944944944945 NA 1231631
"1" 10 0.160393337996219 NA 0.0180600781382254 NA 1231632
"2" 50 0.519602121724106 NA 0.0227767995763874 NA 1231632
"3" 100 0.541952494447213 NA 0.00801802604407413 NA 1231632
"4" 500 0.75366842209089 NA 0.0498959458418126 NA 1231632
"5" 5000 0.828002830834079 NA 0.055225280505814 NA 1231632
"6" 20000 0.845147993141558 NA 0.054696751448227 NA 1231632
"1" 10 0.309069522677484 NA 0.0564324324324324 NA 1231633
"2" 50 0.591539539539539 NA 0.0781061061061061 NA 1231633
"3" 100 0.649501501501501 NA 0.114950950950951 NA 1231633
"4" 500 0.767967967967968 NA 0.131027027027027 NA 1231633
"5" 5000 0.80257057057057 NA 0.0987427427427427 NA 1231633
"6" 15020 0.802810810810811 NA 0.101777777777778 NA 1231633
"1" 10 0.410266910792427 0.419288019698275 0.011495852744405 0.450164821228071 1231634
"2" 50 0.714239387581261 0.217141392906691 0.00671008579454821 0.242189150314827 1231634
"3" 100 0.804603564222017 0.265765599108381 0.0271306930559038 0.341400032067185 1231634
"4" 500 0.836477973555834 0.380676762063103 -0.0156488572021469 0.53426803631975 1231634
"5" 5000 0.851411969334927 0.625142272965419 0.00351823955267717 0.651253350170372 1231634
"6" 20000 0.852553344716273 0.645379258733527 0.00347018164188363 0.672747639763408 1231634
"1" 10 0.597191934193857 0.111744633759098 0.0226787285563021 0.147260172603488 1231635
"2" 50 0.714604820864914 0.218257251984752 0.0554191891506114 0.232717766037758 1231635
"3" 100 0.781541859618464 0.260309275820426 0.0451577955628422 0.267325288177354 1231635
"4" 500 0.823708765501538 0.449757627750532 0.0519220868547797 0.455912656855896 1231635
"5" 5000 0.866863895216767 0.586649960175888 0.03452128027552 0.595672263737622 1231635
"6" 20000 0.871143509444999 0.623596153101126 0.039813319735879 0.627849009906524 1231635
"1" 10 0.50880660682478 0.0750465237058494 0.0465905042711796 0.0860223664566113 1231636
"2" 50 0.661885486204712 0.169850529933413 0.0510873788991585 0.163247900893805 1231636
"3" 100 0.7344161096567 0.262371420908693 0.0956997388549138 0.264421479167201 1231636
"4" 500 0.804307872574548 0.423032724859146 0.120430547138438 0.474059956199821 1231636
"5" 5000 0.844331258065776 0.608046478669453 0.147752163867468 0.644831410741548 1231636
"6" 20000 0.852299896097547 0.638813368627217 0.151011697213126 0.672282972109381 1231636
"1" 10 0.392310131585376 0.0698149190277688 0.00859121840025937 0.0695143485257181 1231637
"2" 50 0.618685851568993 0.20690939231994 0.0449181973455649 0.21093346468146 1231637
"3" 100 0.715934199305511 0.248187165429302 0.0430481908235788 0.24944043373692 1231637
"4" 500 0.809598701566274 0.424425518655469 0.0430882337897884 0.429843001148142 1231637
"5" 5000 0.850935055584394 0.622313781591823 0.0528266831719514 0.648732517354319 1231637
"6" 20000 0.854627017068915 0.673061137920085 0.0527425929429113 0.677761895086676 1231637
"1" 10 0.407114533529373 0.0673220283459913 0.0312652757629886 0.103046546529317 1231638
"2" 50 0.711721809904744 0.278404548148757 0.0432953221696745 0.312523466725511 1231638
"3" 100 0.743065098654148 0.262574974551794 0.0713453603044498 0.266743689404102 1231638
"4" 500 0.780953523089486 0.419940956829558 0.0538160934849644 0.497937171218035 1231638
"5" 5000 0.806860069472119 0.530894446179126 0.0324454004355163 0.601278050640382 1231638
"6" 12549 0.803953912115282 0.522260681316901 0.0404975436092941 0.606375816257086 1231638
"1" 10 0.304172111506158 0.361518716555134 0.00974209281447522 0.0382219679045028 1231639
"2" 50 0.525816746490447 0.546788376265704 0.0980055337965867 0.0437440311564996 1231639
"3" 100 0.642926071827461 0.595537903480938 0.114342458861551 0.0393031550531896 1231639
"4" 500 0.743890671217923 0.752197916928813 0.14666394394106 0.0755669728995151 1231639
"5" 5000 0.784288523419008 0.793563336358201 0.178717151084452 0.100081890396777 1231639
"6" 20000 0.787159497750278 0.799113430388127 0.182076631508351 0.109992772593073 1231639
"1" 10 0.270290986499649 0.285219349271327 0.0569201077231007 0.143061069761002 1231640
"2" 50 0.568027838288842 0.482903185545703 0.0650927380335367 0.243481708154872 1231640
"3" 100 0.637861582832696 0.523000967469872 0.0845132461205602 0.269264573923768 1231640
"4" 500 0.746916745255393 0.644415481500691 0.155271967441342 0.380224193945799 1231640
"5" 5000 0.80408511514373 0.681333950578066 0.193320146378022 0.415500952359212 1231640
"6" 20000 0.807937182933362 0.680084648804515 0.202834193226427 0.419501120537986 1231640
"1" 10 0.30942368006354 0.223246871602264 0.0239363672257174 0.0150436152835371 1231641
"2" 50 0.601680510857625 0.389127915057072 0.0256060669803384 0.0281251939716701 1231641
"3" 100 0.649493184166807 0.554343408859048 0.0551281204355432 0.0463521135273424 1231641
"4" 500 0.760153836729061 0.717712986598817 0.0744117511747629 0.0595418044360385 1231641
"5" 5000 0.799381770772278 0.790936993170561 0.0964221577722485 0.0467725499406433 1231641
"6" 20000 0.81259522206784 0.799870265914125 0.0982960654105281 0.0472770736366043 1231641
"1" 10 0.18177736822117 0.204833838113088 0.00448649995947957 0.0174246967460865 1231642
"2" 50 0.492840318842019 0.424221190468925 0.0250431182477153 0.0170042456008862 1231642
"3" 100 0.564147840286348 0.558861660051922 0.0232252949709605 0.0185138654269863 1231642
"4" 500 0.719940099923466 0.716206491475736 0.00126326705686372 0.0536836026488358 1231642
"5" 5000 0.802683091144033 0.802406984835038 -0.0261121905272164 0.0712464476283453 1231642
"6" 20000 0.813517958516056 0.815040540674152 -0.0391812988429159 0.0742296486109569 1231642
"1" 10 0.38365205870548 0.417040631537512 0.0507739260780619 0.0382922068651239 1231643
"2" 50 0.600325029712934 0.569879513905821 0.110284852332759 0.0935862656960867 1231643
"3" 100 0.649792110088428 0.648248661906164 0.124843181758415 0.100605636043735 1231643
"4" 500 0.68794814982384 0.68238050037927 0.174289436253367 0.124366585069945 1231643
"5" 5000 0.713972915878287 0.69121777953344 0.172919711724186 0.125483758103028 1231643
"6" 11360 0.717473323008417 0.691790380765451 0.175318732171495 0.121615696633645 1231643
"1" 10 0.269862932633299 0.224696865651716 0.0318938266307386 0.24590057272804 1231644
"2" 50 0.506940253612984 0.358205668256095 0.0690218611226493 0.359340167695809 1231644
"3" 100 0.656698856216538 0.570317434800027 0.112641594882318 0.573037925749878 1231644
"4" 500 0.741791777895334 0.715421730280903 0.184554885290175 0.711450968665618 1231644
"5" 5000 0.78975666508222 0.748155118342034 0.184534861541663 0.747311510564292 1231644
"6" 20000 0.791302498467386 0.757718114895987 0.183846044592832 0.754566903811322 1231644
"1" 10 0.43815112014714 0.130639801763684 0.0309124250581571 0.179148911077753 1231645
"2" 50 0.622360234378218 0.34989569280653 0.162171584072997 0.365803485439376 1231645
"3" 100 0.671004077904551 0.417193709550906 0.192128821805071 0.411898548508944 1231645
"4" 500 0.740418361911545 0.568909425546807 0.253280835565905 0.573255293781483 1231645
"5" 5000 0.79448556904831 0.635182521494647 0.303823661793014 0.621392441820256 1231645
"6" 20000 0.79904723933933 0.650822489905847 0.315726457319716 0.640776232674997 1231645
"1" 10 0.31804070116216 0.118391844410829 0.00436247153468773 0.123982354301923 1231646
"2" 50 0.557177106708673 0.310088290086308 0.0452403713948318 0.316171119634418 1231646
"3" 100 0.65019645156625 0.442706247898768 0.0252558872923752 0.469953363225432 1231646
"4" 500 0.73679321327409 0.620867350821468 0.0547501188889882 0.630502393903926 1231646
"5" 5000 0.793655497132833 0.757120148630741 0.0952756575788225 0.766775075404084 1231646
"6" 20000 0.799865862759543 0.772396713907529 0.0981345879833815 0.779251589347626 1231646
"1" 10 0.385277083223684 0.174517399383888 0.0135798922333503 0.173345252060331 1231647
"2" 50 0.477038010010547 0.325420301614119 0.0220365433897223 0.324365933978897 1231647
"3" 100 0.615251402347502 0.463708664305643 0.0308415509147517 0.471811000950534 1231647
"4" 500 0.709179490806865 0.597050603423836 0.0311178335519628 0.603259895791179 1231647
"5" 5000 0.80770428169403 0.767072277182902 0.0300967890231394 0.766540972970095 1231647
"6" 20000 0.820985868761116 0.783782404057969 0.0308015099528371 0.782392999369745 1231647
"1" 10 0.35581001274908 0.207950091708833 0.0662796904803983 0.212546800406989 1231648
"2" 50 0.575852307650132 0.457836692898825 0.198389921519319 0.476042115956333 1231648
"3" 100 0.612193348650487 0.487038530416411 0.19960503246868 0.482930568265012 1231648
"4" 500 0.708856828265645 0.638242416104784 0.25088030837141 0.634084037470905 1231648
"5" 5000 0.769183277147607 0.696612761828693 0.280608418825574 0.692563793640278 1231648
"6" 8770 0.773566499153057 0.697353670943289 0.287329626585074 0.691662687960363 1231648
"1" 10 0.565001612391902 0.155137235071132 0.00919562783250785 0.160281692207721 1231649
"2" 50 0.666051356506687 0.214056663486227 0.0200710143742415 0.214168794793629 1231649
"3" 100 0.700467390131945 0.299264443043329 -0.00872313313003194 0.317902268209412 1231649
"4" 500 0.737161809229312 0.471782464171327 -0.0211241169738276 0.490712631674566 1231649
"5" 5000 0.747572709453357 0.612567325304472 -0.0585793326260281 0.65915788353013 1231649
"6" 20000 0.749270487028355 0.610236595986324 -0.0688260609619252 0.657776265635352 1231649
"1" 10 0.429546008997584 0.167460775581688 0.0241073043697776 0.172986965711725 1231650
"2" 50 0.600637136048628 0.176842147434517 0.0377718502309714 0.20262128162475 1231650
"3" 100 0.633686301716012 0.339717531124287 0.0365857195638414 0.344126041031089 1231650
"4" 500 0.687202433673854 0.513194998619467 0.000148266333391252 0.517495397929099 1231650
"5" 5000 0.713950481657276 0.618658888206438 0.0189300042956831 0.620476747877363 1231650
"6" 20000 0.717737283956053 0.628484940260291 0.0162772390874396 0.632260802968841 1231650
"1" 10 0.498900514726061 0.0809781381809024 0.0219339778458454 0.0863270176365429 1231651
"2" 50 0.560469590530834 0.184445921494775 0.0297137732008067 0.185827313938402 1231651
"3" 100 0.662291616200759 0.216121850832562 0.049793893481368 0.253963995715817 1231651
"4" 500 0.697402797604596 0.404175408825042 0.0730451912818106 0.489969889664477 1231651
"5" 5000 0.727925381233453 0.666852187025883 0.0907349163864008 0.674495891880621 1231651
"6" 20000 0.728606063276862 0.666335666373048 0.0888650427730365 0.70370933903629 1231651
"1" 10 0.405679575156626 0.0693620471499028 0.0270491302777905 0.0807287287287287 1231652
"2" 50 0.591543317950569 0.158014014014014 0.0367868972581156 0.205377377377377 1231652
"3" 100 0.616592442222326 0.206462462462462 0.0428730016208188 0.219179179179179 1231652
"4" 500 0.705637754671114 0.487791791791792 0.0562824512989063 0.4876996996997 1231652
"5" 5000 0.728128312700919 0.659795795795796 0.0533955557426504 0.659855855855856 1231652
"6" 20000 0.731635830741529 0.686662662662663 0.0464646039980193 0.690394394394394 1231652
"1" 10 0.655649321759885 0.054299792707401 0.0589308203830166 0.0750749651199116 1231653
