"Nada" "seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal" "num_non_causal" "num_neut" "num_causal_temp" "num_causal_sal" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "RDA_Va_temp_prop" "RDA_Va_sal_prop" "RDA_TPR" "RDA_FDR_allSNPs" "RDA_FDR_neutSNPs" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "cor_RDA20000_RDloadings_tempPhen" "cor_RDA20000_RDloadings_salPhen" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal"
"1" "1231094" 1000 10 0.0467092682556018 0.0263689424786303 0.513227 9 2.46937969182141e-06 0 0.971964016061749 0.94576365728362 NA NA 7 20241 10207 7 0 0.866129957274359 NA 0.714285714285714 NA 0.999245283018868 NA 0.998544395924309 NA 0.000261598167358148 0.000519565813732581 NA NA 0 0 0 NA NA 0.00057094495512619 0.00110386352329089 0.900040529067747 NA 0.866129957274359 0 0.714285714285714 NA 0.999520337682272 0.999044525128989 NA NA 0.000394136993237866 0.000768333012983374 NA NA 0.48171866344847 NA 0.387083333333333 0.0264271244486102 -0.992652157867669 0.00100168057522123 0.0252361693964561 0.00283995799868328 -0.0587458557827595 -0.00134193365510366 0.422539503717227 0.00261060018479564 0.0839688087075378 -0.999597413822645 0.995156991940068 0.000537457734990586
"1" "1231095" 1000 10 0.0558532692426367 0.0385100616281671 0.511665 9 2.31245953195819e-06 0 0.978441204212664 0.945280902788089 NA NA 6 21616 10878 6 0 0.961797095257311 NA 0.833333333333333 NA 0.997858672376874 1 0.995503597122302 1 0.000222102651629918 0.000441873024620093 NA NA 0 0 0 1 1 0.0010186302399891 0.00201396827407493 0.902271509199881 NA 1 0 1 NA 0.999542543458371 0.99906919019547 NA NA 0.000538881372164068 0.00109768076629238 NA NA 0.757710118504795 NA 0.468733794827324 0.0256928581977284 -0.986299502776512 -0.0019852026796979 -0.0338040021723096 0.0071642485353694 -0.248770530007122 -0.00252508215025623 -0.680659430905151 -0.00981549814218551 0.264098711688672 0.996741156936878 -0.952262970365022 -0.079389344558566
"1" "1231097" 1000 10 0.0494866978045438 0.031288865065922 0.514489 9 2.09222529081932e-06 0 0.983234478153596 0.954956550309098 NA NA 8 23890 11875 8 0 0.888760899504551 NA 0.625 NA 0.997278170930866 NA 0.994239631336406 NA 0.000519359627577654 0.00108477094392245 NA NA 0 0 0 1 1 0.000945336672659947 0.00200505158914366 0.909670277014621 NA 0.994643407857924 0 0.875 NA 0.999517740268688 0.999033549634129 NA NA 0.000415323181152193 0.000827146660857966 NA NA 0.600976115734764 NA 0.456530545406207 0.0262612545982155 -0.986415424899193 -0.00117422371441376 -0.0465133589921386 -0.00246039278278113 -0.141566692403981 -0.00122385782541168 -0.625904649567502 -0.00252141125748028 0.193935572035312 0.999944608426442 -0.980385545511958 -0.000215725430308225
"1" "1231099" 1000 10 0.0516046754612616 0.0313282010356979 0.495545 3 2.82565696524442e-06 0 0.956029288918793 0.924619257128322 NA NA 5 17690 8879 5 0 0.70873888011649 NA 0.6 NA 0.914285714285714 NA 0.666666666666667 NA 0.000196338893579562 0.000391655362187021 NA NA 0.143189000975633 0 0.2 0.978723404255319 0.9375 0.211285392659058 0.226111021239921 0.875139391337539 NA 1 0 1 NA 0.998874127448773 0.997797356828194 1 1 0.0141595472774353 0.0421589376829453 NA NA 0.705327801242063 NA 0.229804602630352 0.208048087782185 -0.98835137654061 0.0141576731992722 -0.0145129479328658 -0.984915578563445 -0.00731639702511946 -0.00550226144205356 0.0040401008048343 0.0505821666420358 0.0230263580146236 -0.999378300866774 -0.997890428400797 -0.0104548026458901
"1" "1231100" 1000 10 0.0732903755600967 0.0405419263230488 0.496477 2 2.67351085445407e-06 0 0.95587692013171 0.906484643375955 NA NA 7 18695 9392 7 0 0 NA 0 NA 1 NA NA NA 0.0065825161463462 0.0135713855344948 NA NA 0.874621465662578 0 0.428571428571429 0.995184590690209 0.990566037735849 0.00586405140753846 0.0132721709101015 0.866340651248035 NA 0.905193607213287 0 0.714285714285714 NA 0.999235474006116 0.998442367601246 1 1 0.00221406753218911 0.00421857492281591 NA NA 0.621601891138336 NA 0.295262763487859 0.194252843334859 -0.978947316434018 0.026909873404422 -0.0483061441965371 -0.887586556753514 -0.0508081033408853 -0.0292895609809951 0.133443987436434 0.474794609342774 0.10767124202322 -0.996692099094032 -0.976530496223247 0.00985688869746738
"1" "1231101" 1000 10 0.0421397191846292 0.0221290849656102 0.512595 9 1.14129194247889e-06 0 0.980962518647167 0.94099022440892 NA NA 7 43803 22027 7 0 0.925127428774676 NA 0.714285714285714 NA 0.990990990990991 NA 0.974226804123711 NA 9.04092953193936e-05 0.000179891708531332 NA NA 0 0 0 NA NA 9.84438260466236e-05 0.00019631843124987 0.819277395464934 NA 0.853016583366949 0 0.714285714285714 NA 0.999834453531106 0.999667818230136 1 1 0.000145478947750077 0.000292679530205397 NA NA 0.612578622673198 NA 0.60052979487347 0.0574644791173537 -0.969557779549063 -0.0014670731012097 0.0213590666370454 0.000430177334091629 -0.0577244979055935 -0.00119727989550867 0.805401506768039 -0.000958196001338951 0.0819310350812392 0.99996066964901 0.99644327362051 -0.0014758545151758
"1" "1231102" 1000 10 0.045850943453417 0.0215481021286175 0.510128 2 2.36272564029865e-06 0 0.978809496562409 0.931627011781432 NA NA 7 21155 10759 7 0 0.805922273603809 NA 0.428571428571429 NA 0.875 NA 0 NA 0.000570920191182517 0.00132736699821209 NA NA 0.83439380052823 0 0.571428571428571 0.983673469387755 0.934426229508197 0.182723094185254 0.39972494919034 0.884745856385592 NA 0.976419532597592 0 0.857142857142857 NA 0.998669917978275 0.997496871088861 1 1 0.147612306448076 0.156922976522073 NA NA 0.617177057388345 NA 0.228922485979766 0.201030747428423 -0.986004637230366 -0.0835390310666522 -0.0798978424676255 0.981371425998759 0.0277292706774411 -0.0213126773696139 -0.0314342464302029 0.0231514759818034 -0.107992432139395 0.997476742803564 0.993551735049786 0.0623544253687088
"1" "1231103" 1000 10 0.0601840321930193 0.0412208539659711 0.486965 2 4.00544740847553e-06 0 0.966302607416917 0.9037339210464 NA NA 7 12476 6290 7 0 0.386166932162147 NA 0.285714285714286 NA 0.992700729927007 NA 0.973333333333333 NA 0.000714286823645852 0.00132864924374851 NA NA 0 0 0 NA NA 0.00169970083288043 0.00356197738911887 0.814168843923446 NA 0.89573156338374 0 0.714285714285714 NA 0.99877720714111 0.997619047619048 1 1 0.00384904902512982 0.01585365441632 NA NA 0.516198242610548 NA 0.294139413559742 0.236189669289207 0.76436729724296 -0.291553348345969 -0.372020959619047 -0.499862413136122 0.430495566780686 -0.0858724175599361 -0.240287717519482 -0.0390425748836609 0.862678557593953 0.928042044554013 0.129560985661984 -0.368746964665199
"1" "1231104" 1000 10 0.0450634077952722 0.0245112561051571 0.485518 3 2.82661541070722e-06 0 0.954237309544705 0.923688160415403 NA NA 4 17685 8880 4 0 1 NA 1 NA 0.904761904761905 NA 0.333333333333333 NA 0.000125489043192761 0.000248701041298371 NA NA 0.718049912538329 0 0.5 0.971428571428571 0.923076923076923 0.384833114204661 0.524815957416045 0.889938609018424 NA 1 0 1 NA 0.999083829592304 0.998227735932654 1 1 0.0354323687833591 0.259668631712587 NA NA 0.793010372722321 NA 0.226879859693946 0.126123988515436 -0.990084438379564 -0.00116399452780893 -0.0270041024116389 0.0150202137919232 -0.00632393034599408 -0.00205083699296946 0.0370455574250033 0.0144164179989806 0.0323980441438033 -0.999552543287179 -0.998375510030622 -0.00141585065213584
"1" "1231105" 1000 10 0.0377602258847824 0.0212653900433112 0.49592 2 2.6195840100592e-06 0 0.967298061747961 0.930566221095748 NA NA 5 19082 9575 5 0 0.893502471767937 NA 0.8 NA 0.894736842105263 NA 0.6 NA 0.000185512961022011 0.000368787415273381 NA NA 1 0 1 0.9906191369606 0.97787610619469 0.278632424119044 0.435059219216879 0.891170778031 NA 1 0 1 NA 0.999214947401476 0.998488969477183 1 1 0.0601401230047909 0.228566236929917 NA NA 0.801523141476943 NA 0.286299632683657 0.0991838261404964 -0.980952269190031 0.0345193910040586 0.0503261708771506 -0.0395203350058261 -0.033079737220878 -0.0367826914811487 0.280651178911413 0.0396661251261838 0.0859698409413235 -0.99482305777017 0.984418477871662 -0.0714190429384589
