"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.501 0.604 0.575 0.481 0.081 0.096 0.331 0.26 384 347 1232461
0.496 0.602 0.575 0.462 0.079 0.104 0.26 0.349 343 385 1232462
0.506 0.586 0.564 0.506 0.102 0.04 0.426 0.128 233 180 1232463
0.567 0.625 0.614 0.578 0.098 0.045 0.166 0.428 192 229 1232464
0.56 0.616 0.572 0.533 0.06 0.048 0.251 0.371 203 275 1232465
0.572 0.629 0.608 0.543 0.079 0.086 0.173 0.459 271 367 1232466
0.569 0.632 0.603 0.518 0.068 0.107 0.104 0.486 246 415 1232467
0.563 0.619 0.61 0.582 0.058 0.034 0.329 0.3 222 158 1232468
0.563 0.639 0.618 0.388 0.111 0.196 0.116 0.544 105 379 1232469
0.567 0.638 0.595 0.453 0.071 0.159 0.155 0.382 158 348 1232470
0.568 0.648 0.606 0.42 0.152 0.186 0.133 0.494 202 479 1232471
0.566 0.647 0.619 0.393 0.108 0.209 0.069 0.539 125 521 1232472
0.542 0.614 0.6 0.411 0.116 0.167 0.186 0.497 104 244 1232473
0.321 0.403 0.383 0.282 0.148 0.09 0.206 0.216 218 285 1232474
0.324 0.392 0.358 0.248 0.106 0.11 0.225 0.174 270 310 1232475
0.322 0.407 0.374 0.223 0.091 0.158 0.184 0.206 385 420 1232476
0.323 0.405 0.368 0.246 0.099 0.125 0.179 0.185 341 426 1232477
0.322 0.394 0.374 0.283 0.164 0.089 0.171 0.182 211 186 1232478
0.403 0.437 0.432 0.387 0.058 0.064 0.266 0.263 218 273 1232479
0.4 0.43 0.408 0.372 0.094 0.042 0.183 0.246 199 326 1232480
0.409 0.44 0.421 0.358 0.004 0.085 0.144 0.298 255 416 1232481
0.408 0.441 0.425 0.371 0.014 0.067 0.136 0.35 230 466 1232482
0.395 0.421 0.411 0.401 0 0.012 0.231 0.082 212 123 1232483
0.411 0.467 0.446 0.191 0.1 0.213 0.118 0.314 125 412 1232484
0.404 0.455 0.425 0.21 0.108 0.198 0.12 0.362 125 421 1232485
0.421 0.473 0.449 0.201 0.155 0.187 0.101 0.355 179 552 1232486
0.419 0.473 0.442 0.207 0.147 0.223 0.033 0.424 136 618 1232487
0.401 0.457 0.451 0.366 0.226 0.099 0.1 0.279 151 205 1232488
0.489 0.596 0.536 0.439 0.041 0.09 0.33 0.324 161 224 1232489
0.492 0.601 0.523 0.412 0.042 0.094 0.328 0.173 230 248 1232490
0.489 0.604 0.56 0.416 0.03 0.144 0.263 0.311 293 294 1232491
0.492 0.599 0.542 0.398 0.014 0.141 0.217 0.318 250 278 1232492
0.51 0.603 0.589 0.453 0.093 0.069 0.496 0.249 170 169 1232493
0.562 0.627 0.615 0.568 0.057 0.071 0.244 0.426 161 154 1232494
0.56 0.62 0.574 0.482 0.024 0.089 0.267 0.32 175 178 1232495
0.565 0.627 0.584 0.501 0.046 0.113 0.143 0.382 220 284 1232496
0.563 0.631 0.583 0.46 0.022 0.136 0.177 0.479 196 344 1232497
0.561 0.623 0.602 0.579 0 0.031 0.291 0.357 163 114 1232498
0.559 0.641 0.593 0.363 0 0.187 0.139 0.473 114 289 1232499
0.559 0.642 0.576 0.327 0.067 0.207 0.119 0.433 101 271 1232500
0.565 0.647 0.597 0.341 0.021 0.209 0.19 0.464 180 351 1232501
0.561 0.643 0.592 0.325 0.025 0.271 0.074 0.537 112 410 1232502
0.561 0.64 0.625 0.485 0.129 0.173 0.108 0.527 112 232 1232503
0.318 0.397 0.382 0.258 -0.001 0.115 0.21 0.191 173 268 1232504
0.315 0.397 0.339 0.216 0.049 0.133 0.193 0.18 243 272 1232505
0.319 0.39 0.347 0.211 0 0.143 0.202 0.183 337 352 1232506
0.317 0.407 0.343 0.238 0.035 0.134 0.159 0.238 282 397 1232507
0.324 0.401 0.39 0.301 0.076 0.091 0.214 0.143 226 202 1232508
0.407 0.442 0.413 0.362 0 0.074 0.197 0.284 152 214 1232509
0.403 0.447 0.407 0.357 0 0.068 0.196 0.318 166 280 1232510
0.408 0.445 0.404 0.313 0.023 0.118 0.137 0.295 204 342 1232511
0.403 0.44 0.397 0.298 0 0.118 0.076 0.335 209 377 1232512
0.393 0.431 0.425 0.411 0 0.017 0.195 0.241 167 142 1232513
0.415 0.467 0.428 0.22 0.015 0.194 0.111 0.378 92 338 1232514
0.409 0.466 0.406 0.197 0.059 0.163 0.089 0.268 120 384 1232515
0.415 0.476 0.433 0.197 0.019 0.231 0.084 0.352 171 482 1232516
0.408 0.47 0.431 0.118 0.015 0.319 0.027 0.388 90 514 1232517
0.398 0.461 0.435 0.178 0.021 0.153 0.126 0.384 103 251 1232518
0.511 0.535 0.516 0.514 0.411 0.01 0.193 0.11 23 14 1232519
0.514 0.535 0.532 0.528 0.333 0.012 0.295 0.194 24 11 1232520
0.515 0.536 0.536 0.526 0.462 0.023 0.304 0.101 33 17 1232521
0.51 0.535 0.534 0.53 0.473 0.01 0.237 0.142 31 17 1232522
0.507 0.529 0.527 0.528 0.338 -0.005 0.125 0.147 26 14 1232523
0.482 0.528 0.516 0.511 0.38 0.008 0.177 0.447 24 18 1232524
0.478 0.525 0.511 0.491 0.251 0.031 0.219 0.269 35 25 1232525
0.494 0.533 0.523 0.519 0.431 0.009 0.309 0.314 34 19 1232526
0.484 0.531 0.518 0.509 0.393 0.014 0.055 0.368 33 28 1232527
0.476 0.521 0.51 0.506 0.418 0.006 0.04 0.136 23 9 1232528
0.486 0.529 0.525 0.515 0.445 0.017 0.231 0.439 18 20 1232529
0.487 0.528 0.517 0.511 0.411 0.011 0.231 0.317 30 24 1232530
0.493 0.527 0.521 0.517 0.405 0.008 0.409 0.466 39 24 1232531
0.482 0.527 0.499 0.494 0.326 0.027 0.097 0.456 41 39 1232532
0.469 0.514 0.436 0.398 0.14 0.026 0.054 0.285 29 23 1232533
0.507 0.599 0.533 0.428 0.304 0.017 0.362 0.356 39 32 1232534
0.495 0.591 0.546 0.454 0.291 0.048 0.226 0.256 45 37 1232535
0.504 0.602 0.581 0.473 0.484 0.081 0.43 0.234 54 42 1232536
0.5 0.602 0.546 0.436 0.442 0.089 0.282 0.225 51 46 1232537
0.497 0.583 0.568 0.454 0.279 0.089 0.255 0.227 40 28 1232538
0.568 0.624 0.621 0.617 0.415 0.006 0.207 0.313 32 16 1232539
0.57 0.626 0.599 0.597 0.431 0.002 0.362 0.368 39 18 1232540
0.577 0.63 0.526 0.516 0.434 0.017 0.128 0.277 53 28 1232541
0.571 0.627 0.621 0.602 0.531 0.027 0.222 0.481 43 41 1232542
0.566 0.618 0.612 0.61 0.56 0.004 0.069 0.227 24 19 1232543
0.573 0.644 0.627 0.462 0.505 0.108 0.171 0.52 28 39 1232544
0.557 0.631 0.621 0.572 0.495 0.049 0.209 0.526 30 40 1232545
0.571 0.649 0.634 0.416 0.536 0.155 0.251 0.452 32 63 1232546
0.567 0.651 0.639 0.414 0.55 0.147 0.078 0.603 39 44 1232547
0.546 0.628 0.589 0.478 0.385 0.073 0.232 0.489 38 32 1232548
0.313 0.388 0.365 0.213 0.09 0.103 0.258 0.138 34 63 1232549
0.315 0.396 0.355 0.201 0.136 0.096 0.116 0.086 51 64 1232550
0.327 0.414 0.385 0.218 0.282 0.132 0.077 0.186 60 76 1232551
0.326 0.405 0.378 0.257 0.272 0.092 0.078 0.147 65 69 1232552
0.33 0.404 0.383 0.283 0.159 0.069 0.122 0.231 42 38 1232553
0.411 0.44 0.436 0.43 0.299 0.006 0.231 0.208 36 31 1232554
0.407 0.44 0.429 0.42 0.341 0.017 0.136 0.133 50 51 1232555
0.41 0.441 0.428 0.407 0.311 0.029 0.202 0.265 52 51 1232556
0.41 0.446 0.435 0.42 0.338 0.021 0.016 0.419 38 63 1232557
0.4 0.43 0.421 0.418 0.278 0.003 0.273 0.214 30 22 1232558
0.408 0.461 0.442 0.2 0.321 0.169 0.154 0.414 26 55 1232559
0.417 0.477 0.453 0.296 0.318 0.125 0.245 0.337 32 64 1232560
0.412 0.466 0.447 0.332 0.319 0.103 0.066 0.337 35 66 1232561
0.414 0.466 0.43 0.234 0.321 0.152 0.007 0.363 27 90 1232562
0.388 0.449 0.429 0.226 0.313 0.174 0.069 0.222 15 47 1232563
0.501 0.597 0.586 0.497 0.383 0.065 0.379 0.281 20 13 1232564
0.495 0.591 0.549 0.488 0.304 0.053 0.317 0.291 21 13 1232565
0.505 0.602 0.589 0.451 0.564 0.102 0.203 0.172 19 16 1232566
0.501 0.601 0.583 0.495 0.537 0.052 0.171 0.282 24 13 1232567
0.49 0.586 0.565 0.499 0.284 0.037 0.179 0.241 24 12 1232568
0.57 0.623 0.62 0.622 0.541 -0.004 0.35 0.532 19 5 1232569
0.565 0.623 0.614 0.609 0.51 0.008 0.269 0.279 26 8 1232570
0.577 0.633 0.601 0.595 0.528 0.002 0.159 0.565 22 6 1232571
0.567 0.628 0.623 0.618 0.563 0.007 0.251 0.567 29 8 1232572
0.558 0.62 0.612 0.606 0.302 0.003 0.338 0.347 22 5 1232573
0.561 0.65 0.637 0.392 0.507 0.198 0.045 0.502 15 16 1232574
0.565 0.643 0.626 0.454 0.465 0.159 0.214 0.396 16 14 1232575
0.573 0.649 0.626 0.469 0.544 0.149 0.137 0.495 21 16 1232576
0.568 0.649 0.628 0.539 0.559 0.074 0.012 0.558 18 19 1232577
0.549 0.626 0.621 0.374 0.239 0.207 0.208 0.501 11 16 1232578
0.326 0.407 0.367 0.237 0.124 0.1 0.221 0.231 17 22 1232579
0.32 0.402 0.374 0.271 0.217 0.06 0.271 0.083 24 17 1232580
0.319 0.408 0.38 0.269 0.308 0.079 0.104 0.249 29 18 1232581
0.313 0.396 0.294 0.193 0.221 0.093 0.115 0.206 31 32 1232582
0.328 0.41 0.391 0.317 0.145 0.061 0.254 0.061 26 13 1232583
0.395 0.435 0.433 0.43 0.333 0.003 0.058 0.283 10 7 1232584
0.399 0.432 0.419 0.414 0.287 0.005 0.036 0.226 27 15 1232585
0.404 0.438 0.426 0.414 0.365 0.015 0.143 0.397 24 15 1232586
0.406 0.447 0.317 0.298 0.199 0.018 0.055 0.225 25 16 1232587
0.404 0.443 0.435 0.431 0.091 0.008 0.328 0.346 23 7 1232588
0.41 0.466 0.458 0.272 0.314 0.175 0.182 0.282 12 29 1232589
0.414 0.471 0.446 0.264 0.276 0.144 0.101 0.415 16 25 1232590
0.413 0.469 0.456 0.226 0.317 0.193 0.164 0.326 20 30 1232591
0.41 0.47 0.36 0.147 0.296 0.196 0.033 0.358 15 32 1232592
0.392 0.45 0.433 0.258 0.248 0.18 0.128 0.33 10 23 1232593
0.509 0.532 0.531 0.531 0.523 0 0.18 0.123 5 0 1232594
0.478 0.506 0.506 0.506 0.194 0 0.506 0.188 4 0 1232595
0.512 0.534 0.534 0.534 0.466 0 0.401 0.231 6 0 1232596
0.507 0.532 0.532 0.532 0.376 0 0.293 0.282 6 0 1232597
0.512 0.534 0.534 0.534 0.322 0 0.534 0 5 0 1232598
0.479 0.513 0.513 0.513 0.498 0 0.233 0.221 4 0 1232599
0.466 0.5 0.5 0.5 0.499 0 0.101 0.248 6 0 1232600
0.493 0.523 0.523 0.523 0.523 0 0.319 0.289 5 0 1232601
0.49 0.53 0.529 0.529 0.529 0 0.101 0.529 4 0 1232602
0.471 0.514 0.514 0.514 0.448 0 0.13 0.477 7 1 1232603
0.467 0.505 0.505 0.505 0.505 0.001 0.243 0.505 3 1 1232604
0.441 0.472 0.472 0.472 0.352 0 0.059 0.445 5 0 1232605
0.484 0.526 0.526 0.526 0.526 0 0.043 0.417 4 0 1232606
0.482 0.531 0.419 0.419 0.418 0 0.204 0.419 5 0 1232607
0.458 0.509 0.509 0.491 0.414 0.014 0.099 0.258 6 1 1232608
0.472 0.552 0.534 0.436 0.474 0.039 0.255 0.234 7 3 1232609
0.498 0.6 0.523 0.481 0.338 0.014 0.446 0.208 7 4 1232610
0.493 0.602 0.602 0.484 0.562 0.043 0.308 0.338 9 5 1232611
0.51 0.614 0.614 0.613 0.613 0 0.063 0.187 9 1 1232612
0.479 0.571 0.538 0.548 0.377 -0.01 0.407 0.043 6 2 1232613
0.544 0.625 0.624 0.624 0.609 0 0.276 0.624 7 0 1232614
0.564 0.618 0.618 0.618 0.54 0 0.23 0.618 6 0 1232615
0.552 0.613 0.613 0.613 0.525 0 0.249 0.204 14 0 1232616
0.573 0.612 0.611 0.611 0.611 0 0.235 0.341 10 0 1232617
0.552 0.619 0.619 0.619 0.588 -0.002 0.445 0.587 6 1 1232618
0.525 0.596 0.596 0.519 0.519 0.014 0.177 0.404 7 1 1232619
0.511 0.591 0.55 0.549 0.549 0.001 0 0.222 7 1 1232620
0.574 0.639 0.639 0.614 0.631 0.033 0.08 0.639 7 2 1232621
0.572 0.644 0.644 0.617 0.644 0.033 0.169 0.617 7 1 1232622
0.544 0.609 0.609 0.601 0.581 0.01 0.156 0.294 7 2 1232623
0.311 0.373 0.373 0.333 0.329 0.031 0.316 0.042 5 2 1232624
0.29 0.359 0.335 0.265 0.267 0.04 0.1 0.114 6 3 1232625
0.324 0.424 0.423 0.294 0.423 0.115 0.102 0.081 6 6 1232626
0.328 0.427 0.368 0.279 0.367 0.084 0.032 0.27 5 5 1232627
0.336 0.409 0.408 0.328 0.347 0.045 0.058 0.048 7 6 1232628
0.387 0.43 0.43 0.38 0.38 0.035 0.177 0.43 4 4 1232629
0.386 0.412 0.412 0.412 0.365 0 0.369 0.177 7 0 1232630
0.413 0.443 0.443 0.443 0.442 0 0.087 0.095 7 0 1232631
0.402 0.443 0.443 0.443 0.442 0 0.175 0.443 7 0 1232632
0.37 0.408 0.405 0.398 0.257 -0.003 0.211 0.257 6 1 1232633
0.417 0.467 0.467 0.15 0.406 0.146 0.063 0.47 5 3 1232634
0.415 0.462 0.462 0.352 0.45 0.088 0 0.462 4 2 1232635
0.419 0.47 0.47 0.469 0.461 0.001 0.198 0.363 8 1 1232636
0.422 0.473 0.472 0.183 0.277 -0.033 0 0.362 4 4 1232637
0.379 0.435 0.435 0.332 0.307 0.013 0.211 0.435 6 1 1232638
0.462 0.577 0.577 0.539 0.496 0.024 0.421 0.155 6 2 1232639
0.458 0.571 0.569 0.416 0.525 0.112 0.289 0.436 6 7 1232640
0.483 0.586 0.581 0.471 0.581 0.037 0.308 0.281 7 5 1232641
0.476 0.587 0.586 0.451 0.465 0.083 0.2 0.466 6 4 1232642
0.481 0.573 0.507 0.311 0.373 0.145 0.408 0.167 4 9 1232643
0.522 0.585 0.585 0.585 0.408 0 0.2 0.039 6 0 1232644
0.532 0.606 0.606 0.596 0.596 0.008 0.274 0.371 5 1 1232645
0.544 0.612 0.612 0.413 0.302 0.041 0.237 0.168 7 1 1232646
0.543 0.62 0.62 0.585 0.57 0.02 0.147 0.585 6 1 1232647
0.53 0.599 0.599 0.582 0.475 0.011 0.2 0.409 7 1 1232648
0.544 0.619 0.619 0.619 0.601 0 0.251 0.453 7 0 1232649
0.529 0.617 0.612 0.409 0.547 0.172 0.126 0.33 5 3 1232650
0.548 0.635 0.635 0.305 0.622 0.193 0.234 0.293 6 5 1232651
0.538 0.626 0.626 0.589 0.589 0.036 0.146 0.41 4 4 1232652
0.51 0.609 0.609 0.596 0.596 0.007 0 0.596 6 1 1232653
0.293 0.385 0.363 0.28 0.324 0.07 0.09 0.041 3 5 1232654
0.327 0.408 0.238 0.187 0.238 0.073 0.228 0.039 5 5 1232655
0.331 0.418 0.413 0.307 0.413 0.056 0.034 0.156 3 5 1232656
0.324 0.421 0.421 0.252 0.363 -0.007 0.29 0.252 6 3 1232657
0.319 0.403 0.403 0.294 0.289 0.095 0.344 0.062 5 5 1232658
0.394 0.433 0.433 0.433 0.414 0 0.053 0.158 5 0 1232659
0.393 0.426 0.425 0.425 0.314 0 0.215 0.343 6 0 1232660
0.411 0.439 0.439 0.435 0.435 0.006 0.041 0.439 5 1 1232661
0.373 0.425 0.424 0.424 0.424 0 0.294 0.424 4 0 1232662
0.366 0.41 0.41 0.37 0 0.045 0.367 0.299 5 1 1232663
0.383 0.435 0.436 0.436 0.436 0 0.039 0.34 6 0 1232664
0.406 0.446 0.446 0.446 0.446 0 0.172 0.313 6 0 1232665
0.418 0.477 0.477 0.349 0.477 0.108 0.331 0.2 5 2 1232666
0.404 0.476 0.476 0.465 0.465 0.011 0.011 0.231 7 1 1232667
0.374 0.446 0.446 0.408 0.359 0.033 0 0.352 5 2 1232668
0.505 0.537 0.527 0.508 0.197 0.036 0.262 0.189 132 183 1232669
0.495 0.532 0.514 0.501 0.016 0.017 0.412 0.095 205 180 1232670
0.502 0.536 0.51 0.506 0 0.013 0.233 0.202 260 145 1232671
0.501 0.535 0.515 0.49 0.08 0.05 0.315 0.294 245 213 1232672
0.501 0.531 0.514 0.513 0.1 -0.061 0.416 0.137 148 135 1232673
0.479 0.526 0.485 0.415 0 0.067 0.115 0.315 136 246 1232674
0.483 0.53 0.496 0.428 0 0.074 0.207 0.269 168 227 1232675
0.487 0.529 0.507 0.443 0.022 0.084 0.222 0.389 221 265 1232676
0.476 0.528 0.496 0.393 0 0.115 0.082 0.368 195 350 1232677
0.471 0.517 0.508 0.482 0.067 0.037 0.148 0.313 146 129 1232678
0.481 0.528 0.503 0.423 0 0.106 0.134 0.432 103 272 1232679
0.483 0.526 0.474 0.385 0.042 0.105 0.179 0.352 158 286 1232680
0.487 0.531 0.496 0.437 0 0.062 0.095 0.389 208 306 1232681
0.485 0.533 0.488 0.393 0 0.101 0.034 0.427 155 364 1232682
0.478 0.526 0.522 0.485 0 0.012 0.351 0.445 119 163 1232683
0.502 0.597 0.571 0.504 0.18 0.069 0.323 0.374 195 240 1232684
0.496 0.59 0.544 0.48 0.094 0.061 0.299 0.236 270 285 1232685
0.498 0.602 0.576 0.437 0.082 0.108 0.307 0.321 387 341 1232686
0.495 0.595 0.554 0.457 0.098 0.098 0.224 0.293 361 401 1232687
0.502 0.578 0.558 0.478 0.076 0.056 0.329 0.22 253 200 1232688
0.569 0.626 0.612 0.585 0.096 0.037 0.303 0.345 207 223 1232689
0.558 0.616 0.593 0.512 0.097 0.08 0.278 0.394 210 282 1232690
0.578 0.636 0.595 0.54 0.095 0.076 0.188 0.452 280 366 1232691
0.568 0.63 0.612 0.547 0 0.104 0.103 0.51 270 413 1232692
0.569 0.621 0.613 0.593 0.04 0.022 0.33 0.316 189 178 1232693
0.569 0.647 0.603 0.374 0.047 0.142 0.08 0.478 131 377 1232694
0.567 0.648 0.619 0.388 0.143 0.166 0.125 0.543 140 382 1232695
0.57 0.647 0.615 0.372 0.067 0.228 0.122 0.42 196 504 1232696
0.568 0.643 0.615 0.418 0.153 0.211 0.064 0.55 150 536 1232697
0.551 0.626 0.599 0.376 0.083 0.155 0.169 0.418 128 278 1232698
0.316 0.39 0.362 0.279 0.074 0.08 0.202 0.186 217 297 1232699
0.314 0.392 0.362 0.267 0.131 0.106 0.199 0.19 284 335 1232700
0.323 0.406 0.379 0.23 0.087 0.14 0.175 0.21 383 426 1232701
0.32 0.398 0.379 0.247 0.121 0.128 0.161 0.252 338 447 1232702
0.321 0.387 0.378 0.319 0.114 0.066 0.263 0.105 233 177 1232703
0.403 0.436 0.416 0.363 0 0.072 0.158 0.303 184 257 1232704
0.405 0.435 0.399 0.366 0.081 0.041 0.173 0.22 199 277 1232705
0.412 0.447 0.409 0.334 0 0.098 0.132 0.294 255 471 1232706
0.406 0.439 0.409 0.347 0.048 0.081 0.141 0.319 235 489 1232707
0.406 0.436 0.428 0.403 0.068 0.032 0.174 0.287 194 241 1232708
0.424 0.475 0.453 0.222 0.052 0.213 0.066 0.356 116 443 1232709
0.419 0.472 0.453 0.28 0.144 0.157 0.159 0.331 131 432 1232710
0.419 0.467 0.431 0.215 0.075 0.216 0.109 0.369 178 547 1232711
0.415 0.47 0.448 0.236 0.067 0.216 0.071 0.409 138 636 1232712
0.402 0.451 0.433 0.225 0.033 0.194 0.222 0.372 144 252 1232713
0.492 0.594 0.571 0.45 0.038 0.127 0.321 0.238 158 232 1232714
0.488 0.589 0.473 0.416 0.067 0.111 0.35 0.189 215 224 1232715
0.489 0.602 0.551 0.456 0.045 0.076 0.315 0.286 281 280 1232716
0.491 0.604 0.446 0.397 0.1 0.118 0.241 0.311 222 292 1232717
0.498 0.604 0.587 0.467 0.064 0.094 0.333 0.279 245 176 1232718
0.564 0.622 0.598 0.551 0.016 0.063 0.283 0.351 137 150 1232719
0.569 0.628 0.565 0.496 0 0.083 0.256 0.375 155 205 1232720
0.567 0.629 0.587 0.491 0.028 0.115 0.146 0.356 201 285 1232721
0.563 0.626 0.597 0.491 0 0.133 0.124 0.489 189 288 1232722
0.555 0.618 0.608 0.573 0 0.048 0.315 0.293 154 110 1232723
0.558 0.64 0.605 0.428 0 0.167 0.116 0.47 125 265 1232724
0.559 0.645 0.606 0.419 0.124 0.196 0.297 0.43 114 298 1232725
0.569 0.648 0.592 0.368 0.057 0.226 0.082 0.484 170 332 1232726
0.559 0.649 0.599 0.357 0.056 0.247 0.066 0.548 126 409 1232727
0.542 0.63 0.602 0.348 0.056 0.157 0.146 0.468 104 205 1232728
0.32 0.402 0.38 0.24 0.011 0.118 0.182 0.204 181 282 1232729
0.309 0.389 0.345 0.223 0.056 0.121 0.211 0.148 239 302 1232730
0.32 0.401 0.356 0.21 0.026 0.131 0.181 0.194 321 373 1232731
0.318 0.406 0.349 0.177 0.018 0.157 0.14 0.18 288 429 1232732
0.323 0.402 0.383 0.271 0.073 0.092 0.208 0.22 213 159 1232733
0.409 0.444 0.43 0.388 0 0.059 0.195 0.289 174 242 1232734
0.399 0.437 0.394 0.34 0 0.062 0.119 0.232 158 270 1232735
0.404 0.441 0.395 0.296 0 0.121 0.142 0.295 207 344 1232736
0.401 0.439 0.403 0.303 0 0.118 0.119 0.342 180 381 1232737
0.388 0.422 0.401 0.367 0 0.045 0.131 0.241 159 152 1232738
0.407 0.461 0.432 0.181 0 0.221 0.08 0.38 97 393 1232739
0.412 0.465 0.403 0.212 0.052 0.221 0.08 0.305 105 333 1232740
0.414 0.473 0.431 0.212 0.017 0.227 0.12 0.361 164 439 1232741
0.415 0.477 0.423 0.187 0.043 0.228 0.043 0.393 91 563 1232742
0.413 0.468 0.45 0.28 0.105 0.144 0.119 0.379 134 257 1232743
0.515 0.536 0.531 0.528 0.495 0.01 0.282 0.431 23 18 1232744
0.514 0.536 0.53 0.529 0.32 0 0.172 0.238 26 17 1232745
0.512 0.537 0.535 0.532 0.345 0.01 0.353 0.131 37 18 1232746
0.509 0.53 0.532 0.529 0.462 0.006 0.344 0.304 39 11 1232747
0.508 0.535 0.534 0.534 0.027 -0.002 0.494 0.109 28 10 1232748
0.483 0.527 0.507 0.504 0.388 0.004 0.15 0.375 26 13 1232749
0.476 0.518 0.504 0.497 0.339 0.006 0.039 0.378 23 27 1232750
0.49 0.526 0.52 0.519 0.428 0.002 0.203 0.45 37 17 1232751
0.481 0.527 0.494 0.477 0.386 0.021 0.087 0.362 40 24 1232752
0.472 0.521 0.515 0.511 0.27 0.005 0.289 0.138 23 7 1232753
0.481 0.525 0.512 0.508 0.36 0.008 0.078 0.424 28 17 1232754
0.479 0.519 0.513 0.507 0.322 0.009 0.075 0.38 33 20 1232755
0.491 0.53 0.524 0.521 0.466 0.007 0.198 0.409 28 23 1232756
0.484 0.526 0.507 0.503 0.436 0.006 0.015 0.429 33 19 1232757
0.47 0.513 0.508 0.501 0.282 0.01 0.149 0.265 30 13 1232758
0.496 0.594 0.578 0.44 0.409 0.063 0.217 0.323 33 30 1232759
0.494 0.594 0.53 0.407 0.455 0.055 0.271 0.088 50 34 1232760
0.501 0.604 0.585 0.44 0.463 0.112 0.276 0.388 53 55 1232761
0.505 0.606 0.589 0.418 0.512 0.13 0.142 0.362 49 55 1232762
0.509 0.605 0.592 0.426 0.219 0.085 0.402 0.294 34 28 1232763
0.567 0.621 0.611 0.607 0.489 0.006 0.194 0.465 35 18 1232764
0.566 0.626 0.616 0.612 0.375 0.01 0.464 0.354 43 22 1232765
0.576 0.636 0.622 0.616 0.406 0.006 0.211 0.31 47 24 1232766
0.572 0.628 0.613 0.604 0.502 0.014 0.122 0.515 44 35 1232767
0.562 0.625 0.62 0.616 0.442 0.002 0.206 0.093 30 21 1232768
0.567 0.648 0.631 0.578 0.514 0.051 0.068 0.518 29 27 1232769
0.562 0.643 0.62 0.452 0.38 0.125 0.147 0.469 32 47 1232770
0.573 0.653 0.638 0.433 0.497 0.15 0.111 0.495 44 66 1232771
0.567 0.65 0.642 0.492 0.522 0.134 0.091 0.621 36 74 1232772
0.552 0.628 0.617 0.347 0.551 0.105 0.142 0.351 25 35 1232773
0.326 0.405 0.386 0.225 0.132 0.129 0.154 0.212 41 58 1232774
0.314 0.393 0.304 0.23 0.203 0.108 0.206 0.162 49 43 1232775
0.326 0.406 0.388 0.211 0.277 0.163 0.215 0.23 47 51 1232776
0.32 0.406 0.378 0.221 0.308 0.114 0.252 0.189 52 54 1232777
0.325 0.399 0.386 0.234 0.197 0.11 0.268 0.151 41 34 1232778
0.402 0.439 0.431 0.418 0.175 0.021 0.189 0.268 44 41 1232779
0.404 0.435 0.415 0.394 0.27 0.028 0.286 0.309 47 42 1232780
0.412 0.446 0.414 0.412 0.331 0.011 0.217 0.322 58 47 1232781
0.404 0.442 0.427 0.416 0.345 0.012 0.043 0.262 49 46 1232782
0.389 0.421 0.413 0.404 0.308 0.01 0.112 0.326 36 23 1232783
0.413 0.466 0.459 0.286 0.381 0.124 0.129 0.331 23 50 1232784
0.411 0.466 0.446 0.174 0.35 0.175 0.116 0.376 30 71 1232785
0.415 0.475 0.461 0.209 0.325 0.19 0.135 0.371 47 90 1232786
0.417 0.467 0.443 0.2 0.348 0.228 0.009 0.436 34 89 1232787
0.409 0.461 0.447 0.229 0.32 0.173 0.184 0.397 19 53 1232788
0.501 0.597 0.525 0.427 0.412 0.094 0.204 0.349 16 14 1232789
0.5 0.6 0.51 0.374 0.387 0.101 0.371 0.323 17 16 1232790
0.505 0.596 0.58 0.466 0.545 0.072 0.309 0.233 24 15 1232791
0.501 0.599 0.584 0.43 0.535 0.111 0.292 0.401 24 19 1232792
0.489 0.585 0.581 0.459 0.107 0.069 0.239 0.302 20 16 1232793
0.568 0.623 0.619 0.615 0.45 0.008 0.211 0.293 19 6 1232794
0.562 0.624 0.614 0.607 0.365 0.01 0.142 0.312 21 6 1232795
0.574 0.631 0.624 0.615 0.551 0.015 0.201 0.412 25 9 1232796
0.573 0.632 0.626 0.624 0.592 0.003 0.13 0.412 19 4 1232797
0.56 0.619 0.59 0.582 0.484 0.008 0.193 0.433 15 6 1232798
0.563 0.64 0.633 0.508 0.492 0.111 0.061 0.519 17 12 1232799
0.565 0.646 0.638 0.393 0.345 0.18 0.107 0.528 15 20 1232800
0.573 0.647 0.637 0.397 0.301 0.188 0.15 0.433 21 18 1232801
0.566 0.646 0.603 0.46 0.567 0.118 0.026 0.598 20 9 1232802
0.546 0.626 0.618 0.545 0.387 0.081 0.151 0.513 18 13 1232803
0.309 0.391 0.373 0.242 0.135 0.114 0.185 0.178 21 32 1232804
0.317 0.392 0.32 0.171 0.268 0.111 0.141 0.134 22 20 1232805
0.322 0.403 0.327 0.209 0.29 0.099 0.198 0.225 25 36 1232806
0.323 0.411 0.383 0.297 0.3 0.068 0.152 0.13 31 24 1232807
