seed subpopID N opt0 opt1 x y
2242330863068 1 100 -1 -1 1 1
2242330863068 2 100 -0.777778 -1 2 1
2242330863068 3 100 -0.555556 -1 3 1
2242330863068 4 100 -0.333333 -1 4 1
2242330863068 5 100 -0.111111 -1 5 1
2242330863068 6 100 0.111111 -1 6 1
2242330863068 7 100 0.333333 -1 7 1
2242330863068 8 100 0.555556 -1 8 1
2242330863068 9 100 0.777778 -1 9 1
2242330863068 10 100 1 -1 10 1
2242330863068 11 100 -1 -0.777778 1 2
2242330863068 12 100 -0.777778 -0.777778 2 2
2242330863068 13 100 -0.555556 -0.777778 3 2
2242330863068 14 100 -0.333333 -0.777778 4 2
2242330863068 15 100 -0.111111 -0.777778 5 2
2242330863068 16 100 0.111111 -0.777778 6 2
2242330863068 17 100 0.333333 -0.777778 7 2
2242330863068 18 100 0.555556 -0.777778 8 2
2242330863068 19 100 0.777778 -0.777778 9 2
2242330863068 20 100 1 -0.777778 10 2
2242330863068 21 100 -1 -0.555556 1 3
2242330863068 22 100 -0.777778 -0.555556 2 3
2242330863068 23 100 -0.555556 -0.555556 3 3
2242330863068 24 100 -0.333333 -0.555556 4 3
2242330863068 25 100 -0.111111 -0.555556 5 3
2242330863068 26 100 0.111111 -0.555556 6 3
2242330863068 27 100 0.333333 -0.555556 7 3
2242330863068 28 100 0.555556 -0.555556 8 3
2242330863068 29 100 0.777778 -0.555556 9 3
2242330863068 30 100 1 -0.555556 10 3
2242330863068 31 100 -1 -0.333333 1 4
2242330863068 32 100 -0.777778 -0.333333 2 4
2242330863068 33 100 -0.555556 -0.333333 3 4
2242330863068 34 100 -0.333333 -0.333333 4 4
2242330863068 35 100 -0.111111 -0.333333 5 4
2242330863068 36 100 0.111111 -0.333333 6 4
2242330863068 37 100 0.333333 -0.333333 7 4
2242330863068 38 100 0.555556 -0.333333 8 4
2242330863068 39 100 0.777778 -0.333333 9 4
2242330863068 40 100 1 -0.333333 10 4
2242330863068 41 100 -1 -0.111111 1 5
2242330863068 42 100 -0.777778 -0.111111 2 5
2242330863068 43 100 -0.555556 -0.111111 3 5
2242330863068 44 100 -0.333333 -0.111111 4 5
2242330863068 45 100 -0.111111 -0.111111 5 5
2242330863068 46 100 0.111111 -0.111111 6 5
2242330863068 47 100 0.333333 -0.111111 7 5
2242330863068 48 100 0.555556 -0.111111 8 5
2242330863068 49 100 0.777778 -0.111111 9 5
2242330863068 50 100 1 -0.111111 10 5
2242330863068 51 100 -1 0.111111 1 6
2242330863068 52 100 -0.777778 0.111111 2 6
2242330863068 53 100 -0.555556 0.111111 3 6
2242330863068 54 100 -0.333333 0.111111 4 6
2242330863068 55 100 -0.111111 0.111111 5 6
2242330863068 56 100 0.111111 0.111111 6 6
2242330863068 57 100 0.333333 0.111111 7 6
2242330863068 58 100 0.555556 0.111111 8 6
2242330863068 59 100 0.777778 0.111111 9 6
2242330863068 60 100 1 0.111111 10 6
2242330863068 61 100 -1 0.333333 1 7
2242330863068 62 100 -0.777778 0.333333 2 7
2242330863068 63 100 -0.555556 0.333333 3 7
2242330863068 64 100 -0.333333 0.333333 4 7
2242330863068 65 100 -0.111111 0.333333 5 7
2242330863068 66 100 0.111111 0.333333 6 7
2242330863068 67 100 0.333333 0.333333 7 7
2242330863068 68 100 0.555556 0.333333 8 7
2242330863068 69 100 0.777778 0.333333 9 7
2242330863068 70 100 1 0.333333 10 7
2242330863068 71 100 -1 0.555556 1 8
2242330863068 72 100 -0.777778 0.555556 2 8
2242330863068 73 100 -0.555556 0.555556 3 8
2242330863068 74 100 -0.333333 0.555556 4 8
2242330863068 75 100 -0.111111 0.555556 5 8
2242330863068 76 100 0.111111 0.555556 6 8
2242330863068 77 100 0.333333 0.555556 7 8
2242330863068 78 100 0.555556 0.555556 8 8
2242330863068 79 100 0.777778 0.555556 9 8
2242330863068 80 100 1 0.555556 10 8
2242330863068 81 100 -1 0.777778 1 9
2242330863068 82 100 -0.777778 0.777778 2 9
2242330863068 83 100 -0.555556 0.777778 3 9
2242330863068 84 100 -0.333333 0.777778 4 9
2242330863068 85 100 -0.111111 0.777778 5 9
2242330863068 86 100 0.111111 0.777778 6 9
2242330863068 87 100 0.333333 0.777778 7 9
2242330863068 88 100 0.555556 0.777778 8 9
2242330863068 89 100 0.777778 0.777778 9 9
2242330863068 90 100 1 0.777778 10 9
2242330863068 91 100 -1 1 1 10
2242330863068 92 100 -0.777778 1 2 10
2242330863068 93 100 -0.555556 1 3 10
2242330863068 94 100 -0.333333 1 4 10
2242330863068 95 100 -0.111111 1 5 10
2242330863068 96 100 0.111111 1 6 10
2242330863068 97 100 0.333333 1 7 10
2242330863068 98 100 0.555556 1 8 10
2242330863068 99 100 0.777778 1 9 10
2242330863068 100 100 1 1 10 10
