seed ind_index x y phenotype1_mat phenotype2_MTWetQ phenotype3_MTDQ phenotype4_PDM phenotype5_PwarmQ phenotype6_PWM env1_mat env2_MTWetQ env3_MTDQ env4_PDM env5_PwarmQ env6_PWM
892657863 81 0.667396 0.754174 -0.456444 0.280233 -0.398689 -0.0316016 0.22725 -0.0914833 -0.519307 0.197411 -0.443302 -0.00606618 0.271715 -0.00743908
892657863 82 0.480216 0.634813 -0.14565 -0.406936 0.121968 0.283342 0.149122 0.183434 -0.0871574 -0.368679 0.109805 0.238443 0.0739559 0.116418
892657863 83 0.134889 0.961086 0.208085 0.463401 0.0221234 0.263499 0.187838 -0.106622 0.117183 0.379336 -0.0658245 0.184107 0.271715 -0.021201
892657863 84 0.762664 0.479937 -0.589012 0.181041 -0.367035 0.206911 0.222058 -0.0232452 -0.453006 0.214904 -0.402123 0.319945 0.2016 -0.0487248
892657863 85 0.961088 0.167659 -0.456489 -0.0660458 -0.341581 0.132091 0.036446 0.127372 -0.502416 -0.0288233 -0.334689 0.183281 0.0399095 0.0613705
892657863 86 0.0698557 0.175769 -0.0702417 -0.277737 0.594934 0.172031 -0.47405 0.150721 -0.0348623 -0.301047 0.690814 0.0617222 -0.408533 0.0270319
892657863 87 0.160834 0.363263 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 -0.161281 -0.355359 -0.230542 -0.169072 -0.303226 -0.365249
892657863 88 0.442201 0.890975 -0.0906113 -0.363973 0.228217 0.179622 0.0811708 -0.208862 0.0309914 -0.349236 0.191546 0.129772 -0.0157554 -0.131296
892657863 89 0.50658 0.91448 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.43475 0.210188 -0.346127 0.129772 0.240062 -0.044436
892657863 90 0.452433 0.38584 -0.0848986 -0.429345 0.0161055 -0.0144814 -0.059803 -0.0561788 -0.0419391 -0.337866 0.119483 0.0754367 -0.127939 -0.0900105
892657863 91 0.236782 0.212794 0.168708 -0.245842 -0.137269 -0.226467 -0.601212 -0.452221 0.163192 -0.273129 -0.0351479 -0.249643 -0.500325 -0.471931
892657863 92 0.0797896 0.311306 -0.245157 -0.360574 -0.325775 -0.162838 -0.253667 -0.350081 -0.293883 -0.372851 -0.299174 -0.169072 -0.331272 -0.351487
892657863 93 0.0729488 0.172489 -0.0702417 -0.277737 0.594934 0.172031 -0.47405 0.150721 -0.00668077 -0.295359 0.773033 0.0600627 -0.41686 0.0382563
892657863 94 0.356253 0.313864 0.594889 0.512114 0.190842 -0.305685 -0.393895 -0.477691 0.560289 0.507842 0.162076 -0.343493 -0.450821 -0.520967
892657863 95 0.574527 0.524309 -0.254313 -0.424002 0.0559567 0.284703 0.0506756 0.327703 -0.204371 -0.389992 0.0369584 0.325305 0.119252 0.315679
892657863 96 0.0961999 0.190168 -0.0191204 -0.270361 0.0650568 -0.071495 -0.287356 -0.0631047 -0.00558935 -0.299255 0.0900526 -0.0169403 -0.419293 -0.0588873
892657863 97 0.803859 0.22046 -0.567063 -0.42197 -0.442252 0.46859 0.0301048 0.0296249 -0.52383 -0.438469 -0.445643 0.455784 0.0374282 -0.0235479
892657863 98 0.775413 0.00631037 -0.0754891 -0.394286 0.829631 0.414738 -0.0367019 0.284029 -0.161281 -0.348362 0.737174 0.401448 -0.0998935 0.226513
892657863 99 0.901203 0.0169544 0.227355 -0.37825 0.0352284 0.0759408 -0.279634 -0.0948242 0.263046 -0.292385 -0.0177819 0.0482691 -0.261157 -0.213868
892657863 100 0.275805 0.0475163 0.334781 -0.242727 0.257183 -0.293632 -0.696989 -0.515516 0.423653 -0.22212 0.1036 -0.278123 -0.654389 -0.448013
892657863 101 0.345525 0.671548 0.212646 -0.324261 0.115411 0.193213 -0.00932521 0.151968 0.291301 -0.278086 0.33344 0.155755 0.0458189 -0.0236013
892657863 102 0.367993 0.965523 0.267089 -0.445088 0.213131 0.121094 0.0229628 0.0414548 0.179227 -0.317205 0.279536 0.122598 0.00475276 -0.140123
892657863 103 0.0134237 0.0141199 -0.0204421 -0.23679 0.824455 0.286337 -0.319802 0.938627 0.0987271 -0.230448 0.791874 0.300286 -0.303825 0.996905
892657863 104 0.635945 0.628728 -0.184158 -0.417543 0.109284 0.177576 0.171275 0.0720111 -0.161281 -0.40084 0.0783034 0.129772 0.117462 -0.0349629
892657863 105 0.660379 0.601778 -0.184158 -0.417543 0.109284 0.177576 0.171275 0.0720111 -0.214322 -0.411335 0.0577137 0.129772 0.145508 0.00632283
892657863 106 0.300483 0.618283 -0.0130525 -0.509854 0.111542 0.465314 0.193931 0.489332 -0.09498 -0.337866 0.0714402 0.510119 0.264703 0.501752
892657863 107 0.183503 0.234167 0.225801 -0.395422 -0.0536346 -0.194323 -0.639894 -0.408808 0.243809 -0.259903 -0.00714868 -0.288265 -0.534882 -0.408492
892657863 108 0.646042 0.204558 -0.00689962 -0.348558 0.240138 0.600715 0.1501 0.831597 0.0913866 -0.299935 0.190435 0.61109 0.0709228 0.842762
892657863 109 0.941535 0.337756 -0.222334 0.222913 -0.307664 0.0210429 0.0837156 -0.0743456 -0.203853 0.227968 -0.231683 -0.0326319 0.0203114 0.0208471
892657863 110 0.619833 0.329046 0.0326605 -0.354155 0.27963 0.608574 0.135907 0.784968 -0.0302602 -0.336464 0.280675 0.604666 0.134852 0.885444
892657863 111 0.276991 0.856677 0.00960368 -0.393954 0.121537 0.515428 0.520978 0.309209 -0.0524735 -0.33799 0.106632 0.561179 0.412492 0.310159
892657863 112 0.534007 0.824138 -0.234172 0.312563 -0.128925 0.0807747 0.173652 -0.026575 -0.300227 0.257771 -0.0169693 0.106256 0.125943 -0.13766
892657863 113 0.0821403 0.284394 -0.157281 -0.32481 -0.115285 -0.203081 -0.503619 -0.442127 0.0461165 -0.307189 0.00324343 -0.254476 -0.452618 -0.337415
892657863 114 0.0185591 0.032723 -0.0204421 -0.23679 0.824455 0.286337 -0.319802 0.938627 0.228526 -0.205893 0.872613 0.247283 -0.338367 0.984073
892657863 115 0.690346 0.368501 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.521145 -0.444401 -0.168717 0.51861 0.16825 0.365194
892657863 116 0.540508 0.524926 0.299098 -0.19144 0.296912 0.267246 0.11145 0.445264 0.359964 -0.273811 0.379328 0.362096 0.114318 0.406835
892657863 117 0.802978 0.197084 -0.579114 -0.34184 -0.4432 0.300256 0.079827 0.00862133 -0.593262 -0.451166 -0.493459 0.502805 0.0397977 -0.0174963
892657863 118 0.494671 0.504237 -0.355887 -0.402784 -0.0143209 0.222791 0.0539727 0.138765 -0.339692 -0.406767 -0.0564091 0.222501 0.0444503 0.0921925
892657863 119 0.945701 0.91696 0.0310871 0.443684 -0.58817 -0.521467 0.646568 0.352827 0.0666436 0.421978 -0.539388 -0.495084 0.585909 0.322847
892657863 120 0.0758861 0.25974 -0.0585302 -0.377331 0.0236505 -0.0723242 -0.416875 -0.168749 -0.0247391 -0.314988 -0.0357703 -0.166548 -0.426317 -0.243035
892657863 121 0.875061 0.00969936 0.227355 -0.37825 0.0352284 0.0759408 -0.279634 -0.0948242 0.144655 -0.311439 -0.0790587 0.115701 -0.240626 -0.165948
892657863 122 0.277014 0.532402 0.318725 0.0493885 0.135246 -0.113876 -0.174778 -0.175039 0.330301 0.126794 0.183559 -0.0810483 -0.11515 -0.208693
892657863 123 0.0644444 0.311461 -0.245157 -0.360574 -0.325775 -0.162838 -0.253667 -0.350081 -0.293883 -0.372851 -0.299174 -0.19624 -0.345295 -0.365249
892657863 124 0.304824 0.428296 0.233554 -0.191045 -0.0547616 -0.160458 -0.279085 -0.386259 0.282019 -0.175213 0.0241072 -0.170477 -0.258261 -0.325386
892657863 125 0.3736 0.485719 0.316408 -0.375671 0.104927 -0.0501471 -0.162174 -0.189718 0.32124 -0.266108 0.045815 -0.0570794 -0.167436 -0.236343
892657863 126 0.946585 0.108383 -0.340003 0.0435585 0.143519 0.314968 0.0401145 0.00646291 -0.214322 0.0609681 0.140073 0.238443 -0.0508131 -0.00743908
892657863 127 0.547027 0.79133 -0.4432 0.231196 -0.41906 0.0802502 0.238734 -0.0212566 -0.532567 0.183417 -0.436439 0.129772 0.215623 -0.0624867
892657863 128 0.0128863 0.492854 0.0756179 0.387572 -0.0827045 -0.51029 -0.475761 -0.535476 0.070835 0.362301 -0.0829503 -0.522251 -0.454858 -0.502868
892657863 129 0.485798 0.935188 -0.287399 0.198293 -0.210996 0.0722494 0.236243 -0.0399755 -0.389043 0.221999 -0.250558 0.151393 0.236511 -0.0461067
892657863 130 0.169465 0.263999 0.227658 -0.258395 -0.072201 -0.170007 -0.487126 -0.366909 0.223265 -0.267895 -0.0177819 -0.30491 -0.513571 -0.434058
892657863 131 0.866734 0.154822 0.171221 -0.298569 -0.0775548 -0.117689 -0.152434 -0.315585 0.20997 -0.302048 -0.0434569 -0.103927 -0.229738 -0.235916
892657863 132 0.082253 0.195875 -0.0191204 -0.270361 0.0650568 -0.071495 -0.287356 -0.0631047 0.125592 -0.273279 0.176299 -0.0763346 -0.463612 -0.0681776
892657863 133 0.706043 0.406885 -0.468822 -0.442918 -0.0685027 0.44065 0.204789 0.37464 -0.413225 -0.428828 -0.0932774 0.482951 0.187577 0.364133
892657863 134 0.77806 0.468448 -0.441722 0.164654 -0.354713 0.143218 0.0868573 -0.0144537 -0.359788 0.245364 -0.349231 0.292778 0.16881 -0.0580366
892657863 135 0.0482471 0.25198 -0.0221448 -0.314945 -0.0360787 -0.0415176 -0.333253 -0.278909 0.0791691 -0.295947 0.0897154 -0.179841 -0.459335 -0.213868
892657863 136 0.131997 0.0705443 0.170042 -0.251631 0.829902 0.208526 -0.345869 0.377948 0.154622 -0.247185 0.858114 0.149045 -0.445785 0.291706
892657863 137 0.61983 0.0389329 0.0241018 -0.16026 0.00189674 0.336669 -0.0994443 0.0420071 -0.0541909 -0.318291 -0.0466177 0.361213 -0.0822315 0.144988
892657863 138 0.708799 0.482607 -0.0707691 -0.41706 0.173894 0.26915 0.170816 0.421888 -0.0930031 -0.386154 0.119046 0.330184 0.127457 0.307287
892657863 139 0.355828 0.603937 0.290161 -0.282908 0.300226 0.0320497 -0.00554602 -0.113362 0.332764 -0.273089 0.35637 0.0684363 -0.0438017 -0.12108
892657863 140 0.631294 0.0920563 0.274108 -0.349065 0.29366 0.512983 0.0149787 0.452036 0.301075 -0.23354 0.290819 0.481641 -0.0231053 0.490644
892657863 141 0.660339 0.32346 -0.508382 -0.437321 -0.107995 0.432791 0.218982 0.42127 -0.532567 -0.442822 -0.175636 0.510119 0.138497 0.391656
892657863 142 0.107115 0.415245 0.322841 0.53055 -0.0176945 -0.555218 -0.537965 -0.480718 0.377708 0.458091 0.0444557 -0.48134 -0.513183 -0.490767
892657863 143 0.429155 0.098801 0.20634 0.497595 -0.00335624 -0.275411 -0.501108 -0.570465 0.187904 0.39123 -0.0360842 -0.330267 -0.540682 -0.569843
892657863 144 0.697304 0.050278 -0.01896 -0.303962 0.891153 0.448745 -0.0705001 0.464344 0.0866323 -0.281791 0.854041 0.519138 -0.0461575 0.469769
892657863 145 0.816053 0.236953 0.0495743 -0.264105 -0.113128 -0.0224468 -0.174098 -0.107364 0.0552601 -0.330176 -0.118011 0.0700553 -0.136803 -0.10559
892657863 146 0.26804 0.224741 0.510602 -0.177573 0.23144 -0.419965 -0.728316 -0.492863 0.627242 -0.185014 0.198172 -0.497612 -0.65353 -0.622992
892657863 147 0.0336465 0.166795 0.0038343 -0.334667 0.274129 0.0343371 -0.378348 0.0359192 -0.086367 -0.306635 0.119028 0.105876 -0.374774 0.0966785
892657863 148 0.684249 0.398273 -0.358973 -0.447528 -0.0940859 0.70461 0.223712 0.694621 -0.259645 -0.401062 0.00636705 0.591622 0.197074 0.739709
892657863 149 0.513387 0.589717 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.0942019 -0.368859 0.110358 0.26561 0.0824049 0.170332
892657863 150 0.999487 0.903038 0.14608 0.526871 -0.552511 -0.534755 0.430896 0.285461 0.0774028 0.431814 -0.546251 -0.467916 0.524128 0.281561
892657863 151 0.484643 0.391501 0.429207 -0.284222 0.359711 0.218366 -0.00206038 0.213778 0.259164 -0.273996 0.302781 0.211275 -0.0259308 0.136389
892657863 152 0.420518 0.816583 -0.347087 -0.414826 -0.0771041 0.319471 0.268006 0.185123 -0.368279 -0.412759 -0.0780415 0.293699 0.19768 0.0343134
892657863 153 0.628027 0.294383 -0.0464598 -0.342961 0.200646 0.592856 0.164293 0.878227 -0.0470202 -0.337055 0.259441 0.618789 0.124474 0.88922
892657863 154 0.492301 0.241107 0.474154 -0.302344 0.437676 0.00643888 -0.199841 -0.0232497 0.48847 -0.211918 0.428328 0.102604 -0.184031 0.0200847
892657863 155 0.675 0.219909 -0.0173298 -0.436478 0.120509 0.594187 0.227682 0.652062 -0.10824 -0.344863 0.0714402 0.618789 0.0824049 0.735704
892657863 156 0.478982 0.360907 0.11954 -0.438496 0.144598 0.0730276 -0.0888335 -0.0573163 0.0111017 -0.32737 0.146936 0.129772 -0.0998935 0.00632283
892657863 157 0.607626 0.872656 -0.0669182 0.238396 -0.201335 -0.0950288 -0.016026 -0.0972332 -0.018689 0.352411 -0.169521 -0.195253 0.073007 -0.172082
892657863 158 0.145292 0.28102 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 0.102268 -0.295057 -0.0861747 -0.267933 -0.460255 -0.390002
892657863 159 0.00254407 0.247825 -0.189655 -0.382079 0.0287028 -0.100987 -0.518533 -0.0508888 -0.293883 -0.355359 -0.0864142 -0.00606618 -0.345295 -0.117534
892657863 160 0.534295 0.808115 -0.303773 0.0337808 -0.17978 -0.0694634 0.191845 -0.0368631 -0.453006 0.207907 -0.12073 0.15694 0.187577 -0.0900105
