seed ind_index x y phenotype1_mat phenotype2_MTWetQ phenotype3_MTDQ phenotype4_PDM phenotype5_PwarmQ phenotype6_PWM env1_mat env2_MTWetQ env3_MTDQ env4_PDM env5_PwarmQ env6_PWM
892657863 2677 0.57941 0.844 -0.184004 0.394677 -0.265797 -0.0546414 0.0708 -0.110521 -0.240622 0.281435 -0.278528 -0.0332338 0.124357 -0.131411
892657863 2678 0.212036 0.16709 0.302943 -0.350676 0.0899144 -0.204167 -0.537616 -0.37933 0.257077 -0.24973 0.00739969 -0.232726 -0.550824 -0.385219
892657863 2679 0.319833 0.181097 0.0258894 0.489225 -0.0604424 -0.404874 -0.505829 -0.555277 0.170224 0.379336 -0.0315083 -0.386413 -0.541617 -0.599201
892657863 2680 0.186374 0.436107 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.302827 0.428315 0.0233975 -0.413581 -0.394376 -0.44782
892657863 2681 0.0695216 0.678916 0.214891 0.465914 -0.0539999 -0.327858 -0.167346 -0.355676 0.238837 0.421928 0.00400425 -0.420585 -0.248807 -0.406114
892657863 2682 0.0342062 0.482101 -0.0662606 0.306961 -0.150939 -0.521849 -0.501021 -0.531105 -0.10824 0.302368 -0.189363 -0.467916 -0.394376 -0.461582
892657863 2683 0.668059 0.13568 -0.0240122 -0.42528 0.0609247 0.529885 0.00452754 0.567412 -0.1215 -0.341364 0.0439872 0.537286 0.0333246 0.515514
892657863 2684 0.449236 0.80149 0.0219541 -0.447637 0.205162 0.137351 0.068859 -0.0661345 0.00744352 -0.356324 0.174389 0.184107 -0.00874428 -0.0349629
892657863 2685 0.345412 0.0731588 0.389363 0.379112 0.0839226 -0.518262 -0.558944 -0.665205 0.461912 0.473777 0.112582 -0.522251 -0.667804 -0.668011
892657863 2686 0.79267 0.304151 0.0171447 -0.246977 -0.0971682 0.0338881 -0.0456845 -0.0951352 0.128627 -0.325861 -0.0706662 -0.00606618 -0.130965 -0.0781336
892657863 2687 0.296772 0.277104 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.318885 0.423661 0.0417207 -0.369465 -0.494595 -0.556779
892657863 2688 0.654726 0.691345 -0.684899 0.210117 -0.422086 0.201869 0.282941 -0.0558976 -0.532804 0.195078 -0.440776 0.0659061 0.229278 -0.0535526
892657863 2689 0.33684 0.528246 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 -0.0114663 -0.329826 0.129415 0.207226 0.0187792 0.0878688
892657863 2690 0.187267 0.525596 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.371905 0.449752 0.0591514 -0.379899 -0.295109 -0.379011
892657863 2691 0.717378 0.590527 -0.676326 0.0866287 -0.470671 0.218813 0.260098 -0.103465 -0.744731 0.12744 -0.559977 0.26561 0.292749 -0.021201
892657863 2692 0.470706 0.95391 -0.234172 0.312563 -0.128925 0.0807747 0.173652 -0.026575 -0.426109 0.210986 -0.248408 0.173546 0.260271 -0.0297565
892657863 2693 0.261836 0.329935 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.276287 0.407319 0.0165294 -0.332058 -0.443451 -0.502868
892657863 2694 0.0700347 0.943136 0.160764 0.430289 0.0364225 -0.192149 -0.0458873 -0.173963 0.263046 0.424817 0.0165343 -0.19624 -0.0145515 -0.247091
892657863 2695 0.0158782 0.368706 -0.242192 0.312083 -0.384219 -0.25025 -0.331883 -0.439911 -0.387985 0.204071 -0.34788 -0.240645 -0.335721 -0.44782
892657863 2696 0.855643 0.744825 -0.126968 0.240082 -0.134985 -0.329294 0.666627 0.301916 -0.0591355 0.340428 -0.16191 -0.440748 0.557953 0.240275
892657863 2697 0.307168 0.310936 0.165483 -0.19092 -0.126386 -0.0862597 -0.341131 -0.375178 0.0508824 -0.309878 -0.100141 -0.19624 -0.359318 -0.420296
892657863 2698 0.211615 0.939755 0.0344038 -0.41471 0.266883 0.551112 0.487199 0.194878 0.090663 -0.316875 0.201842 0.591622 0.489071 0.254037
892657863 2699 0.419324 0.64174 0.144428 -0.207142 0.178347 0.115749 -0.00217542 0.0408685 0.124083 -0.324451 0.237062 0.209256 0.0468264 0.0593247
892657863 2700 0.131588 0.815632 0.228451 0.50045 -0.021435 0.00562627 0.0756648 -0.132847 0.24447 0.411239 5.63908e-05 -0.00714315 0.0885826 -0.183585
892657863 2701 0.727396 0.958682 0.115844 0.488979 -0.243085 -0.31328 0.474918 0.20366 0.0791928 0.390303 -0.155047 -0.386413 0.548948 0.230229
892657863 2702 0.325039 0.0364676 0.37692 -0.322425 0.00846791 -0.370943 -0.644666 -0.5477 0.408908 -0.23291 0.0851666 -0.467916 -0.667823 -0.626725
892657863 2703 0.847218 0.816266 -0.0998719 0.211107 -0.478381 -0.480827 0.535879 0.249994 0.0488782 0.382834 -0.492382 -0.467916 0.567257 0.269879
892657863 2704 0.814089 0.852648 -0.126968 0.240082 -0.134985 -0.329294 0.666627 0.301916 0.0111017 0.36884 -0.168773 -0.440748 0.587231 0.281561
892657863 2705 0.14747 0.646344 0.412526 0.486584 0.0318704 -0.311104 -0.215762 -0.349139 0.381617 0.452805 0.0714402 -0.332078 -0.199685 -0.366849
892657863 2706 0.976908 0.404012 -0.0923953 0.284941 -0.178789 -0.214266 0.158108 0.0204014 -0.092344 0.271676 -0.19802 -0.189455 0.103722 0.0888943
892657863 2707 0.0645866 0.451338 -0.0662606 0.306961 -0.150939 -0.521849 -0.501021 -0.531105 0.0139168 0.338414 -0.139655 -0.46874 -0.415835 -0.44782
892657863 2708 0.117297 0.221309 0.31426 -0.296172 0.238027 -0.217692 -0.503288 -0.27184 0.100853 -0.283467 0.16058 -0.147869 -0.47535 -0.216889
892657863 2709 0.0771706 0.862662 0.361828 0.355885 0.090014 -0.248798 -0.132063 -0.371098 0.385378 0.464089 0.0867142 -0.277743 -0.0936725 -0.282677
892657863 2710 0.388345 0.80758 -0.347087 -0.414826 -0.0771041 0.319471 0.268006 0.185123 -0.360184 -0.407837 -0.079551 0.374281 0.243669 0.143942
892657863 2711 0.152301 0.584146 0.43792 0.460114 0.0998179 -0.313152 -0.289072 -0.369881 0.393844 0.459656 0.0636431 -0.372263 -0.283515 -0.379011
892657863 2712 0.363435 0.292531 0.384185 0.425092 0.0399561 -0.274289 -0.389335 -0.402537 0.369128 0.449306 0.0645769 -0.30491 -0.436444 -0.51663
892657863 2713 0.707185 0.804807 -0.529674 0.0968169 -0.633729 -0.10651 0.347739 0.161771 -0.665169 0.155429 -0.532524 -0.0875691 0.425967 0.102656
892657863 2714 0.139932 0.682697 0.210594 0.437922 -0.0040377 -0.149408 -0.278512 -0.347178 0.302827 0.431814 0.0302608 -0.223407 -0.134951 -0.323963
892657863 2715 0.736157 0.217816 -0.0460839 -0.438397 0.0946351 0.574107 0.192029 0.438314 -0.240842 -0.379848 -0.0109186 0.537286 0.0473475 0.405418
892657863 2716 0.608075 0.48568 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.0113116 -0.354636 0.158685 0.447663 0.15252 0.618802
892657863 2717 0.342167 0.872338 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.263777 -0.38467 -0.0252003 0.451378 0.311699 0.196758
892657863 2718 0.513266 0.945783 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.389516 0.222078 -0.369262 0.0954681 0.245155 -0.0385778
892657863 2719 0.503717 0.380336 0.658883 -0.207106 0.548748 0.351332 0.0563621 0.407753 0.608496 -0.192638 0.500467 0.386757 0.0607989 0.356691
892657863 2720 0.433434 0.647631 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 -0.09498 -0.362356 0.0988931 0.238443 0.0753935 0.102656
892657863 2721 0.322862 0.846071 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.0556482 -0.342717 0.109215 0.463318 0.281438 0.22293
892657863 2722 0.854394 0.713992 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.077901 0.336101 -0.348551 -0.398425 0.493734 0.180355
892657863 2723 0.00364418 0.618879 0.148446 0.344367 -0.0129231 -0.360738 -0.345183 -0.463969 0.184432 0.406066 -0.0172916 -0.57028 -0.385937 -0.495431
892657863 2724 0.901518 0.925193 0.101789 0.356539 -0.569872 -0.527555 0.669125 0.454688 0.0641426 0.410822 -0.525661 -0.495084 0.6293 0.336609
892657863 2725 0.0532748 0.390764 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 -0.0457095 0.316362 -0.163861 -0.421305 -0.441462 -0.485193
892657863 2726 0.377098 0.902742 -0.347087 -0.414826 -0.0771041 0.319471 0.268006 0.185123 -0.254103 -0.386845 -0.0109186 0.347113 0.243669 0.0613705
892657863 2727 0.0498889 0.0999449 0.163337 -0.212206 0.767262 0.243419 -0.419047 0.538474 0.178566 -0.241833 0.858783 0.181666 -0.396266 0.56051
892657863 2728 0.546999 0.889737 -0.484948 0.206719 -0.381976 0.171678 0.272373 -0.0359474 -0.466266 0.204408 -0.408986 0.0754367 0.243669 -0.0349629
892657863 2729 0.754031 0.0615897 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.126435 -0.337468 0.746268 0.477209 -0.0714055 0.295714
892657863 2730 0.0839372 0.416749 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 -0.121929 0.296837 -0.212831 -0.354863 -0.35864 -0.409642
892657863 2731 0.648351 0.358786 0.0571379 -0.39886 0.321225 0.60738 0.131638 0.952133 0.0410736 -0.333532 0.487855 0.629422 0.174926 1.08842
892657863 2732 0.941338 0.296421 -0.335275 0.144179 -0.397329 0.0653892 0.0256772 -0.0454491 -0.262865 0.20269 -0.255667 0.0482691 0.0210236 0.0395606
892657863 2733 0.575772 0.946685 -0.412786 0.145371 -0.337522 0.117701 0.285604 -0.0446617 -0.503234 0.197111 -0.437028 0.0291967 0.329152 0.0379474
892657863 2734 0.85896 0.873009 -0.0468998 0.377613 -0.59273 -0.496973 0.444349 0.235619 0.024362 0.389831 -0.518798 -0.467916 0.622289 0.322847
892657863 2735 0.695899 0.322228 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.619309 -0.459073 -0.238168 0.517556 0.140138 0.266177
892657863 2736 0.788135 0.210293 -0.489281 -0.64091 -0.354267 0.608562 0.0019981 0.0546336 -0.453006 -0.425329 -0.408986 0.510119 0.0263131 0.0751324
892657863 2737 0.746582 0.806134 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.38365 0.240442 -0.379636 -0.278994 0.432656 0.13018
892657863 2738 0.614046 0.566992 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.153759 -0.388639 0.0744239 0.253589 0.132415 0.195583
892657863 2739 0.551613 0.000615474 0.193647 -0.320852 -0.0940904 0.207359 -0.255136 -0.141162 0.024362 -0.306379 -0.14132 0.102604 -0.261157 -0.213868
892657863 2740 0.887175 0.517024 -0.632479 0.0940291 -0.401968 -0.0493924 0.267169 0.145438 -0.659147 0.0887523 -0.429862 -0.0467044 0.303354 0.123356
892657863 2741 0.439196 0.38212 0.277943 -0.321636 0.123621 0.00712278 -0.238701 -0.220772 0.51499 -0.222414 0.133209 -0.00606618 -0.170008 -0.172582
892657863 2742 0.388681 0.383356 0.345069 -0.193945 0.0221473 -0.153105 -0.339948 -0.393361 0.54151 -0.222414 0.146936 -0.19624 -0.317249 -0.392773
892657863 2743 0.0873945 0.426998 0.187132 0.384672 -0.0057956 -0.502937 -0.536624 -0.542579 0.0321512 0.347381 -0.132245 -0.417441 -0.405658 -0.426835
892657863 2744 0.881688 0.967698 0.101789 0.356539 -0.569872 -0.527555 0.669125 0.454688 0.0376222 0.405665 -0.539388 -0.467916 0.678381 0.364133
892657863 2745 0.0335623 0.0311987 -0.0101275 -0.26646 0.905752 0.249146 -0.41408 0.793571 0.143704 -0.225912 0.826396 0.26561 -0.331272 0.900847
892657863 2746 0.210937 0.722508 0.229524 0.45329 0.116787 0.342235 0.183586 -0.0664277 0.369128 0.435312 0.0233975 0.0482691 0.222635 0.0751324
892657863 2747 0.868754 0.281566 -0.335275 0.144179 -0.397329 0.0653892 0.0256772 -0.0454491 -0.410838 0.15174 -0.400888 0.190472 0.0163969 -0.0333508
892657863 2748 0.119799 0.287412 -0.0321764 -0.323688 -0.0539327 -0.270325 -0.375863 -0.448188 0.0363689 -0.310126 -0.128242 -0.250147 -0.442959 -0.378685
892657863 2749 0.0439322 0.316775 -0.283221 -0.403942 -0.333718 -0.200554 -0.345915 -0.410001 -0.254103 -0.366653 -0.278585 -0.223407 -0.373341 -0.406534
892657863 2750 0.302524 0.661833 0.160291 -0.279099 0.220432 0.435872 0.199894 0.270512 0.199555 -0.284646 0.265065 0.314188 0.180357 0.179395
892657863 2751 0.647892 0.950524 -0.00625059 0.417626 -0.260804 -0.257251 0.161445 -0.0721425 -0.0419391 0.347849 -0.189363 -0.30491 0.25068 -0.021201
892657863 2752 0.861917 0.651659 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.191575 0.301372 -0.437557 -0.30491 0.418956 0.143942
892657863 2753 0.227322 0.959595 0.0126034 -0.335722 0.11599 0.41922 0.518923 0.1628 0.154082 -0.306379 0.248393 0.482951 0.444258 0.221128
892657863 2754 0.171573 0.983757 0.0126034 -0.335722 0.11599 0.41922 0.518923 0.1628 0.0644874 -0.332195 0.191075 0.422759 0.420103 0.168499
892657863 2755 0.199099 0.280137 0.459123 -0.216107 0.204627 -0.493654 -0.607626 -0.550463 0.50173 -0.215417 0.133209 -0.440748 -0.611731 -0.557915
892657863 2756 0.859819 0.620305 -0.236834 0.182447 -0.638366 -0.152927 0.553992 0.255795 -0.407709 0.234939 -0.434133 -0.204676 0.394046 0.135395
892657863 2757 0.998355 0.334785 -0.0370083 0.101477 -0.0733744 -0.0375332 0.049502 -0.0318945 -0.0154187 0.291872 -0.155047 -0.169072 0.0613705 0.0888943
892657863 2758 0.342803 0.317075 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.302827 0.424817 0.0302608 -0.277743 -0.41541 -0.489106
892657863 2759 0.804699 0.051293 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.384151 -0.402084 0.62027 0.434754 -0.0670954 0.0995471
892657863 2760 0.364968 0.725401 -0.124059 -0.420625 0.0767137 0.334177 0.14628 0.170917 -0.24241 -0.380179 -0.0118925 0.401448 0.215789 0.253712
892657863 2761 0.926321 0.77801 -0.0680185 0.364482 -0.56968 -0.43821 0.46931 0.230962 0.0256718 0.395597 -0.54248 -0.495084 0.543777 0.287762
892657863 2762 0.889285 0.0807367 0.193896 -0.259052 -0.0654389 0.0284264 -0.287647 -0.143441 0.276306 -0.292385 -0.0109186 -0.0604014 -0.254146 -0.22763
892657863 2763 0.271555 0.631881 -0.0943609 -0.18988 0.0617229 0.492319 0.253038 0.399956 -0.0195372 -0.321531 0.145065 0.537088 0.314571 0.514122
892657863 2764 0.978526 0.662206 -0.0652509 0.288338 -0.540032 -0.456814 0.467272 0.174192 0.0508824 0.347849 -0.525661 -0.467916 0.404933 0.185228
892657863 2765 0.826304 0.226388 0.0495743 -0.264105 -0.113128 -0.0224468 -0.174098 -0.107364 0.0641426 -0.32737 -0.113867 -0.00606618 -0.155985 -0.15882
892657863 2766 0.0664235 0.579151 0.210855 0.430365 -0.0427321 -0.593337 -0.374982 -0.37235 0.117183 0.382834 -0.0726877 -0.467916 -0.331272 -0.406534
892657863 2767 0.906186 0.675883 -0.268298 0.261433 -0.302509 -0.286538 0.464447 0.19714 -0.140527 0.269226 -0.237667 -0.395124 0.475315 0.235863
892657863 2768 0.709237 0.296279 -0.45207 -0.435091 -0.173497 0.514629 0.128743 0.314823 -0.278228 -0.392554 -0.0217333 0.554987 0.108425 0.549029
892657863 2769 0.212915 0.740206 0.312375 0.505566 0.0172922 0.131227 0.387326 -0.0382563 0.27958 0.409119 -0.0150739 0.190998 0.28192 0.0831689
892657863 2770 0.376945 0.65055 0.151948 -0.384915 0.211837 0.226192 0.129823 0.109582 -0.0286789 -0.341364 0.126346 0.292778 0.103439 0.157704
892657863 2771 0.732439 0.363482 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.479526 -0.439324 -0.148183 0.482951 0.15252 0.212751
892657863 2772 0.335234 0.277848 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.331205 0.433525 0.0449488 -0.351035 -0.474276 -0.548955
892657863 2773 0.830631 0.80249 -0.080925 0.378141 -0.290205 -0.332055 0.574422 0.172078 -0.00215847 0.365341 -0.16191 -0.440748 0.559185 0.254037
892657863 2774 0.610597 0.613881 -0.184158 -0.417543 0.109284 0.177576 0.171275 0.0720111 -0.134761 -0.390344 0.0988931 0.15694 0.110451 0.0751324
892657863 2775 0.182738 0.447613 0.162812 0.480631 0.00308162 -0.388352 -0.391946 -0.373409 0.310821 0.429035 0.0275356 -0.413581 -0.391591 -0.442356
892657863 2776 0.920814 0.374272 -0.324821 0.189431 -0.285004 -0.030312 0.0768567 2.768e-05 -0.0817198 0.267382 -0.230542 -0.169072 -0.0157558 -0.0487248
892657863 2777 0.468145 0.873116 -0.118308 -0.30201 0.170011 0.0681236 -0.0239994 -0.0585043 -0.0713511 -0.329878 0.129073 0.133255 0.0217295 -0.103772
892657863 2778 0.397097 0.993869 -0.234172 0.312563 -0.128925 0.0807747 0.173652 -0.026575 -0.25076 0.261672 -0.00760058 0.235299 0.259836 -0.0458245
892657863 2779 0.480943 0.403976 0.199531 -0.361337 0.170674 0.0853994 -0.0604829 0.0198031 0.28328 -0.269318 0.319197 0.210531 -0.0234699 0.128801
892657863 2780 0.311146 0.639423 -0.220295 -0.274116 0.0922518 0.398482 0.2529 0.33466 -0.12565 -0.348047 0.05485 0.447672 0.239482 0.37933
892657863 2781 0.0290014 0.692197 0.0660371 0.337571 0.0474523 -0.512553 -0.212678 -0.369112 0.0111337 0.351356 -0.110427 -0.413581 -0.226117 -0.372146
892657863 2782 0.665971 0.0714037 0.141092 -0.149273 0.811179 0.531098 -0.0935885 0.556044 0.0833155 -0.282891 0.847534 0.510119 -0.0183223 0.455794
892657863 2783 0.371262 0.40012 0.0891662 -0.189227 -0.0104919 -0.043326 -0.26004 -0.281513 0.17672 -0.291727 -0.0350095 -0.111145 -0.250308 -0.296696
892657863 2784 0.348904 0.640754 0.1705 -0.236967 0.246031 0.261601 0.118586 0.0849037 0.00633168 -0.32791 0.148161 0.325525 0.127175 0.204291
892657863 2785 0.613064 0.924771 -0.00625059 0.417626 -0.260804 -0.257251 0.161445 -0.0721425 0.0857409 0.385348 -0.116415 -0.257896 0.0805154 -0.161293
892657863 2786 0.842407 0.11264 -0.558491 -0.545458 -0.490836 0.485534 0.00726257 -0.0179427 -0.382671 -0.408788 -0.378401 0.412966 -0.0518797 -0.0545591
892657863 2787 0.252979 0.359485 0.406505 0.414751 0.034619 -0.373919 -0.507412 -0.608912 0.398043 0.449938 0.0920299 -0.418487 -0.458745 -0.530392
892657863 2788 0.71275 0.338984 -0.454872 -0.460927 -0.225516 0.49989 0.165345 0.428305 -0.466266 -0.432327 -0.14132 0.537286 0.145508 0.350371
892657863 2789 0.841351 0.139842 -0.28031 -0.480197 -0.420605 0.442117 0.0499398 0.0140151 -0.366538 -0.406392 -0.365502 0.376372 -0.0477427 -0.0634812
892657863 2790 0.520486 0.757651 -0.0895604 -0.444737 0.128253 0.129998 0.129722 -0.0590316 -0.00505336 -0.368208 0.172017 0.12582 0.00604403 -0.0644884
892657863 2791 0.131033 0.736092 0.374481 0.43447 0.0269684 -0.278927 -0.137257 -0.349747 0.343691 0.446094 0.0579943 -0.223407 -0.0993202 -0.309638
892657863 2792 0.479143 0.531801 0.0658265 -0.408485 0.202876 0.216792 0.117375 0.0959428 0.0414266 -0.333625 0.183564 0.238781 0.0478723 0.171981
892657863 2793 0.244844 0.945863 -0.257236 -0.512847 0.0716105 0.667592 0.562 0.37759 -0.227582 -0.379848 -0.0040554 0.591622 0.517117 0.322847
892657863 2794 0.439044 0.353175 0.248304 -0.310013 -0.0763328 0.000432188 -0.29587 -0.252858 0.302827 -0.264396 0.0233975 -0.00606618 -0.198054 -0.186344
892657863 2795 0.580241 0.0365253 0.193647 -0.320852 -0.0940904 0.207359 -0.255136 -0.141162 0.00190431 -0.308806 -0.152944 0.219599 -0.156552 -0.0402918
892657863 2796 0.765023 0.1243 -0.26987 -0.402029 0.720072 0.376167 0.00761644 0.185656 -0.060915 -0.331375 0.537312 0.473255 -0.0653317 0.296296
892657863 2797 0.957247 0.0484153 -0.217923 0.00671911 0.429013 0.197913 -0.0988556 0.082742 -0.39594 -0.00322403 0.412212 0.302239 -0.00874428 0.0338467
892657863 2798 0.149174 0.145226 -0.167218 -0.486785 0.12674 0.0507659 -0.518531 -0.0201756 -0.134761 -0.320373 0.00967107 0.0754367 -0.387364 -0.0487248
892657863 2799 0.543448 0.434163 -0.130767 -0.391215 0.114193 0.387924 0.102019 0.449969 -0.0975784 -0.3592 0.0913574 0.347113 0.069069 0.365481
892657863 2800 0.321722 0.0587896 0.523086 -0.141762 0.185724 -0.38193 -0.673978 -0.617404 0.627727 -0.189171 0.195005 -0.495084 -0.699388 -0.61291
892657863 2801 0.929963 0.504202 -0.110774 0.366928 -0.21083 -0.353465 0.217213 0.104592 -0.280623 0.211405 -0.285448 -0.19624 0.236657 0.116418
892657863 2802 0.0655266 0.350871 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 -0.134761 0.284875 -0.216816 -0.332078 -0.401387 -0.461582
892657863 2803 0.265456 0.64506 0.0517688 -0.254404 0.203056 0.533899 0.288911 0.415026 0.0751931 -0.305197 0.180749 0.463512 0.293634 0.395467
892657863 2804 0.868828 0.505207 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.424043 0.158937 -0.408344 -0.0554763 0.238564 0.0626179
892657863 2805 0.293285 0.987224 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.134761 -0.362356 0.0577137 0.455784 0.404933 0.212751
892657863 2806 0.584845 0.0731252 -0.0995559 -0.192091 -0.184961 0.163396 -0.0725227 -0.0259283 -0.139928 -0.34287 -0.215183 0.26561 -0.120928 0.0355265
892657863 2807 0.357942 0.221119 0.817941 0.578262 0.302552 -0.568406 -0.600148 -0.577858 0.740414 0.56126 0.249884 -0.495084 -0.590697 -0.612963
892657863 2808 0.982182 0.962494 0.0236552 0.405496 -0.588202 -0.568822 0.642788 0.363413 0.0854046 0.437423 -0.548973 -0.467916 0.546492 0.287018
892657863 2809 0.0570202 0.343679 -0.0589878 0.283311 -0.30094 -0.424945 -0.371874 -0.402816 -0.123805 0.288521 -0.209916 -0.33065 -0.413516 -0.474621
892657863 2810 0.407342 0.905894 0.0219541 -0.447637 0.205162 0.137351 0.068859 -0.0661345 -0.0449638 -0.353492 0.132734 0.191522 0.0779495 -0.0843769
892657863 2811 0.779348 0.713381 -0.540735 0.120848 -0.609589 -0.0757892 0.446401 0.146833 -0.696611 0.145505 -0.532396 -0.0771458 0.449492 0.10378
892657863 2812 0.45965 0.0293318 0.715955 0.388662 0.0800074 -0.373126 -0.669932 -0.665236 0.644532 0.439618 0.200258 -0.304126 -0.555235 -0.543757
892657863 2813 0.431714 0.548918 0.132679 -0.384911 0.186775 0.151096 0.0284462 0.0578729 0.0935682 -0.32331 0.217372 0.183314 0.0190968 0.0603655
892657863 2814 0.537938 0.584433 -0.167242 -0.393248 0.167223 0.232506 0.151965 0.195951 -0.0508162 -0.36359 0.133003 0.263583 0.0900982 0.20345
892657863 2815 0.0104932 0.789056 -0.0555103 0.412392 -0.141998 -0.34365 -0.131659 -0.244162 -0.0817198 0.323359 -0.16191 -0.359245 -0.120928 -0.310201
892657863 2816 0.692321 0.722608 -0.481008 0.282208 -0.488599 -0.19951 0.306581 -0.0583194 -0.346924 0.256887 -0.340354 -0.169072 0.194589 -0.0624867
892657863 2817 0.565565 0.184616 0.198076 -0.32803 0.241581 0.266805 -0.053133 0.322054 0.210005 -0.267895 0.249884 0.347113 -0.0578246 0.377894
892657863 2818 0.134926 0.199461 0.0298557 -0.355975 0.110523 -0.21417 -0.344096 -0.189005 0.0641426 -0.288886 0.133209 -0.114737 -0.457479 -0.186344
892657863 2819 0.595737 0.729574 -0.4432 0.231196 -0.41906 0.0802502 0.238734 -0.0212566 -0.504361 0.199069 -0.421272 0.0954395 0.204074 -0.0728295
892657863 2820 0.596772 0.388872 -0.0404811 -0.496174 0.148328 0.515193 0.0961206 0.569901 -0.0286789 -0.341364 0.140073 0.537286 0.138497 0.749466
892657863 2821 0.52546 0.996741 -0.447872 0.264235 -0.260252 0.108627 0.271281 -0.140178 -0.361788 0.233233 -0.359304 0.038492 0.275086 -0.00853504
892657863 2822 0.43887 0.480318 0.142041 -0.344399 0.170215 0.0422534 -0.0601439 -0.0773386 0.130444 -0.309878 0.236158 0.129772 -0.0438017 0.00632283
892657863 2823 0.513037 0.094113 0.436612 -0.165974 0.229681 0.0813399 -0.289701 -0.146761 0.667356 -0.166842 0.20397 -0.00116798 -0.327712 -0.14597
892657863 2824 0.796791 0.705819 -0.420248 0.230633 -0.288121 -0.247969 0.410652 0.142659 -0.303965 0.268053 -0.331846 -0.251877 0.412617 0.103316
892657863 2825 0.808271 0.746997 -0.237343 0.32961 -0.24013 -0.277112 0.449611 0.122208 -0.337546 0.25414 -0.36063 -0.291533 0.487884 0.160032
892657863 2826 0.854284 0.453924 -0.582723 0.140466 -0.368673 0.0344048 0.169739 0.0972886 -0.541154 0.116986 -0.468337 0.0850403 0.201292 0.0430986
892657863 2827 0.281616 0.858258 -0.113259 -0.423219 0.0760469 0.58682 0.494697 0.342487 -0.183426 -0.365376 0.0160507 0.585079 0.432776 0.354505
892657863 2828 0.674554 0.762285 -0.456703 0.209141 -0.53311 -0.118378 0.219403 0.0268451 -0.506047 0.204408 -0.429576 -0.0604014 0.271715 -0.00743908
892657863 2829 0.721329 0.532651 -0.437005 -0.356603 -0.0384326 0.252236 0.166404 0.0832864 -0.263951 -0.417732 0.0117311 0.238443 0.173254 -0.00389841
892657863 2830 0.0685524 0.645578 0.148446 0.344367 -0.0129231 -0.360738 -0.345183 -0.463969 0.167862 0.400743 -0.0375551 -0.424168 -0.270739 -0.396861
892657863 2831 0.770809 0.659034 -0.525511 0.228518 -0.379281 -0.133169 0.386792 0.0425738 -0.665169 0.155429 -0.532524 -0.00606618 0.39091 0.0476086
892657863 2832 0.334183 0.823634 -0.254163 -0.421077 -0.0255205 0.399627 0.299839 0.191088 -0.155666 -0.362166 0.0447295 0.474385 0.292749 0.26346
892657863 2833 0.315536 0.809966 -0.161239 -0.427327 0.026063 0.479783 0.331671 0.197053 -0.313825 -0.390549 -0.063572 0.556919 0.37612 0.364133
892657863 2834 0.47604 0.987664 -0.35956 0.259641 -0.255451 0.126226 0.223013 -0.0312612 -0.329158 0.238508 -0.305207 0.121481 0.246871 -0.0366009
892657863 2835 0.720409 0.0619754 -0.123582 -0.30668 0.731776 0.46179 -0.037517 0.472673 -0.0945647 -0.328149 0.764842 0.547421 -0.0429664 0.402139
892657863 2836 0.193947 0.54649 0.524041 0.483685 0.108779 -0.303751 -0.276625 -0.356242 0.43291 0.466135 0.0907264 -0.408421 -0.268522 -0.360021
892657863 2837 0.52854 0.446316 -0.283009 -0.352853 -0.130992 0.229331 -0.0571354 0.052013 -0.333664 -0.404338 -0.052098 0.26561 0.0333246 0.157704
892657863 2838 0.830149 0.305168 0.0333595 -0.255541 -0.105148 0.00572063 -0.109891 -0.10125 -0.00215847 -0.35186 -0.155047 -0.0332338 -0.106905 -0.200106
