"seed" "subpopID" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "N" "opt0" "opt1" "x" "y" "PC1" "PC2" "PC3" "LFMM_U1_temp" "LFMM_U1_sal" "LFMM_U2_temp" "LFMM_U2_sal" "RDA1" "RDA2" "RDA1_corr" "RDA2_corr" "RDA_PC1" "RDA_PC2" "RDA_PC1_corr" "RDA_PC2_corr" "RDA_predict_tempPhen_20KSNPs" "RDA_predict_salPhen_20KSNPs" "RDA_predict_tempPhen_20KSNPs_structcorr" "RDA_predict_salPhen_20KSNPs_structcorr"
"4863" "1231094" 50 4980 6 50 0 -0.215525 1 -0.111111 0.978432 TRUE 46 1 -0.111111 10 5 -5.22807 -31.1567 -1.51692 -16.4834075703793 -3.62103396637239 -1.94225231484451 -16.6539345492654 0.164613911829482 0.605623804031888 -0.977323776265911 0.465921024184292 1.50390338376106 0.29547587670685 -1.68118964230226 -2.01116629602976 169.089614171112 8.3670432299645 -6.02095108867663 6.7646191033721
"4869" "1231094" 50 4986 12 50 0 -0.170438 1 -0.111111 0.992985 TRUE 46 1 -0.111111 10 5 14.0473 -33.3 12.8458 -19.1044910108944 9.40653101515691 8.14895532503892 -18.7315420036877 -0.4118485943857 0.579836542699754 1.15495566825747 0.54016641677228 1.74764163193591 -0.95581994580237 -0.792667894492059 1.00618754140951 -411.848544456933 11.6895200134006 6.60298231011817 11.0527386195028
"4873" "1231094" 50 4990 16 50 0 -0.029409 1 -0.111111 0.986738 TRUE 46 1 -0.111111 10 5 16.219 -31.4162 15.754 -17.6809874768488 10.4109675032914 9.17537597628864 -17.2702767755831 -0.458606343268681 0.684756256705104 1.08502586731585 0.648030572047069 1.61526781479286 -1.08332710747214 -0.875065437533415 1.25933460298473 -445.824080662087 11.0767528209203 5.96972196342111 10.5941871301337
"4880" "1231094" 50 4997 23 50 0 -0.165779 1 -0.111111 0.994041 TRUE 46 1 -0.111111 10 5 13.0825 -30.6126 12.601 -18.140105014297 8.89202990972621 8.78477726010969 -17.7830757979189 -0.388560964962154 0.714863856372037 1.20702360981366 0.683479180611637 1.65794377553147 -1.0348888833326 -1.03334184930395 0.720966560742663 -393.339627288867 9.40295058158713 7.09637063072428 8.77750452709627
"4889" "1231094" 50 5006 32 50 0 -0.0530955 1 -0.111111 0.993291 TRUE 46 1 -0.111111 10 5 12.8441 -36.1731 12.666 -20.3056490635823 8.2219096287835 7.79396070375373 -19.9816606143306 -0.359249305728323 0.858598166618359 0.947739521484419 0.800961471438487 1.8592106373594 -0.912222230515168 -0.827995909985962 0.317941142951104 -358.560306504845 14.0042423983757 6.03392007441724 13.1414579385785
"4891" "1231094" 50 5008 34 50 0 -0.438611 1 -0.111111 0.806935 TRUE 46 1 -0.111111 10 5 17.6115 -27.0089 11.8014 -15.4615131017463 10.9605586170142 6.03410216481052 -15.0364902581088 -0.484933970514927 0.888475998549916 0.715173560876677 0.844238956417521 1.40887357044118 -0.693878530054605 -0.505940631968056 2.28154467198795 -499.210862777835 12.5057127353664 3.96583348439213 12.2761841217162
"4896" "1231094" 50 5013 39 50 0 -0.198407 1 -0.111111 0.984874 TRUE 46 1 -0.111111 10 5 14.7465 -29.593 12.3642 -17.1744665715715 9.58096275883707 7.80010942678403 -16.7952714063297 -0.422372098242687 2.19159506233749 0.805372234242036 2.14531990329111 1.56774623338406 -0.914295106018625 -0.775642831868266 0.946044643876034 -424.044031274985 31.4198517363956 4.50387606000787 30.9511145960735
"4897" "1231094" 50 5014 40 50 0 -0.0492869 1 -0.111111 0.992385 TRUE 46 1 -0.111111 10 5 5.97409 -32.5924 9.49058 -18.6622830278465 3.62984596962358 5.58992181130247 -18.5219705918447 -0.155126804274993 1.79827202926284 0.466498589148875 1.72410248871175 1.70615885742322 -0.639833221609729 -1.50437763312646 -0.122280548756483 -161.398641664264 31.3591199618417 2.5922212036191 30.2296402549696
"4901" "1231094" 50 5018 44 50 0 0.163404 1 -0.111111 0.860091 TRUE 46 1 -0.111111 10 5 -4.24591 -33.9142 3.3622 -17.9725506682277 -3.5665596408781 0.816553711796101 -18.1252133373974 0.16502740373757 2.41855337144333 -0.371651058447892 2.30172037982278 1.64180569571874 -0.0487660794795194 -2.00681011491864 -1.73528154303893 169.239229235031 38.7934978300934 -2.62396309651802 37.0741755399192
"4902" "1231094" 50 5019 45 50 0 -0.316094 1 -0.111111 0.919398 TRUE 46 1 -0.111111 10 5 17.5641 -34.878 14.5421 -18.728530083996 11.2705166678821 9.75304643339175 -18.2813941776525 -0.495401722310135 0.24923115668266 1.29601937668491 0.216040379973895 1.71278930583273 -1.15445798341812 -0.877432365078624 1.65736921293803 -496.85089166105 3.76741374111176 7.38400005844822 3.30983691642892
"4907" "1231094" 51 5024 4 51 0 0.256042 -1 0.111111 0.95886 TRUE 46 -1 0.111111 1 6 -8.36638 -37.5413 -2.1445 -20.6611250023408 -5.46966232505389 -0.290637516492755 -20.8994408479542 0.252872415098125 -1.68658639947358 -0.361216502332277 -1.8187781402157 1.9496779043586 -0.0167791501436562 -0.654601843931799 0.977382409364277 244.098291308589 -26.9806018783884 -2.30774420818903 -29.0564917964334
"4917" "1231094" 51 5034 14 51 0 0.272233 -1 0.111111 0.949404 TRUE 46 -1 0.111111 1 6 -5.07406 -37.9533 -2.20206 -20.6003998966351 -2.37853474764912 -0.542541313718696 -20.7199376912201 0.11379725834246 -1.00085167520418 -0.53632540958334 -1.13918235316379 1.94383004064596 0.0136593487069277 -0.577760989110624 1.93214808721988 114.086427171818 -12.6661040245498 -2.5918643863454 -14.4645965238552
"4919" "1231094" 51 5036 16 51 0 -0.0452564 -1 0.111111 0.952275 TRUE 46 -1 0.111111 1 6 -4.34042 -37.1751 -4.78952 -20.4673836886307 -2.49242579629129 -1.39530984189956 -20.597697402099 0.118316096545203 -1.96234399107188 -0.670502234982846 -2.1087507397809 1.9317336678695 0.120395362823917 -0.493348920385608 2.19211580505699 113.341710178905 -29.5321484738694 -4.27115532222145 -31.3192008214691
"4922" "1231094" 51 5039 19 51 0 0.112772 -1 0.111111 0.999994 TRUE 46 -1 0.111111 1 6 -8.7006 -36.0225 -6.56894 -19.1102049446098 -5.45904756131025 -3.60779261129448 -19.3663571272289 0.249298780612558 -2.9437480948649 -1.09808622291889 -3.10712478717974 1.8058484392128 0.395919702854546 -0.623960473465858 1.52700440557333 241.458417677745 -45.9090821776388 -6.51571121411396 -47.9034207032627
"4925" "1231094" 51 5042 22 51 0 -0.0296802 -1 0.111111 0.961131 TRUE 46 -1 0.111111 1 6 -8.17626 -39.4818 -8.65815 -21.8710558703172 -3.95072501699225 -2.71834892365088 -22.0687138502048 0.18185690011452 -1.71872715709089 -1.27181593658609 -1.90110591588018 2.06214713432626 0.284171787758333 -0.865792472121523 1.63900193864004 187.752817200759 -28.823877494485 -7.71149339798406 -30.8872613359713
"4926" "1231094" 51 5043 23 51 0 0.00387095 -1 0.111111 0.977262 TRUE 46 -1 0.111111 1 6 -12.587 -41.9555 -6.23198 -22.8138220639481 -7.37837028460021 -1.86170085438931 -23.1399805062898 0.337369991827956 -1.77982218123109 -1.03922590748813 -1.95820979053133 2.14981032647892 0.177987107014739 -1.4762813437438 0.981282818023084 349.236705003235 -27.3239716532562 -6.15617129500599 -29.8122637416722
"4936" "1231094" 51 5053 33 51 0 0.275394 -1 0.111111 0.947453 TRUE 46 -1 0.111111 1 6 -5.93731 -37.8764 -4.2201 -22.4452664238746 -3.14466503305438 -0.409002529629684 -22.5966369044169 0.149957403243572 -2.87902105704367 -0.28911318905209 -3.01425803083241 2.11588721228454 -0.000859889451128541 -0.420106153776868 1.46110982979408 143.698608802861 -50.4352923784978 -2.0403752136946 -52.4117802955042
"4942" "1231094" 51 5059 39 51 0 0.31513 -1 0.111111 0.920124 TRUE 46 -1 0.111111 1 6 -13.8489 -36.8311 -9.95659 -18.7442685713621 -8.66980167862483 -5.49044291474396 -19.1282669462831 0.39162972000566 -1.53104484473669 -1.57175413015014 -1.71662498663471 1.7713963767564 0.627779474391041 -0.913037221534539 0.522169016911314 399.856919523763 -25.679984516158 -8.85533591332176 -27.9837752935631
"4943" "1231094" 51 5060 40 51 0 0.285655 -1 0.111111 0.940888 TRUE 46 -1 0.111111 1 6 -12.9152 -34.8088 -5.79869 -18.6511002125372 -8.40834403883825 -2.21907072931737 -19.0149406779424 0.381567982903648 -1.91445896131429 -1.04454565869446 -2.07278916764223 1.76284970843221 0.222418231850842 -1.23538582616635 0.492729566752611 370.744883263725 -31.9986765674188 -6.42756364066432 -34.1909942610569
"4948" "1231094" 51 5065 45 51 0 0.53388 -1 0.111111 0.699446 TRUE 46 -1 0.111111 1 6 -6.28188 -39.46 -4.9017 -21.3946192625045 -3.18024425277295 -1.84039087557324 -21.5559539223732 0.148706742186872 -2.03652382413816 -0.828863538918139 -2.19499406421353 2.01796007720558 0.175711131108766 -0.573108465279291 1.72356940659632 146.336003284314 -36.2331318608316 -4.71182109774878 -38.2024630373019
"4949" "1231094" 52 5066 0 52 0 0.20841 -0.777778 0.111111 0.981244 TRUE 96 -0.777778 0.111111 2 6 -12.3883 -37.3075 -6.37403 -20.4460730797777 -8.81042192477477 -4.02241741815604 -20.8306454729403 0.398967288114709 -0.748433462573798 -1.2829541846477 -0.928329848630994 1.92715475245164 0.440855548003151 -0.897032639764676 0.760034476283127 420.019774052584 -12.7191014968093 -7.34536821942338 -15.1911652740407
"4967" "1231094" 52 5084 18 52 0 -0.153959 -0.777778 0.111111 0.868903 TRUE 96 -0.777778 0.111111 2 6 -8.63194 -34.0108 -8.93762 -17.8109962773197 -4.77993496830679 -5.09707379782777 -18.0376813041632 0.217529761535374 -0.716943402383136 -1.38873495359127 -0.884943321659078 1.68215244496219 0.573953252743433 -0.37699712194713 1.49637355397613 237.862400081569 -9.60005429955256 -7.65406817060929 -11.4830672042015
"4968" "1231094" 52 5085 19 52 0 0.110445 -0.777778 0.111111 0.999999 TRUE 96 -0.777778 0.111111 2 6 -11.2168 -39.2164 -10.3931 -22.1070018826629 -6.91479887630055 -5.28453737231073 -22.4251308061391 0.31502837145397 -2.21008828410234 -1.3354857097033 -2.39910811897792 2.08198199827799 0.59890529646958 -0.638460351549713 1.18645627668614 319.245554963361 -38.3237266955548 -8.24225241958282 -40.6321604338408
"4973" "1231094" 52 5090 24 52 0 0.140835 -0.777778 0.111111 0.998235 TRUE 96 -0.777778 0.111111 2 6 -6.7351 -34.945 -6.40881 -18.7685450680962 -4.22237812485254 -3.80501081078046 -18.975039648106 0.193220310090298 -1.59562601475235 -1.16527407979492 -1.75921742581646 1.77143144857381 0.41464261626124 -0.542289889101792 2.17122854997754 203.746916289787 -23.633286026183 -6.72896521650466 -25.5374252909626
"4987" "1231094" 52 5104 38 52 0 0.127783 -0.777778 0.111111 0.999444 TRUE 96 -0.777778 0.111111 2 6 -8.48578 -38.6031 -4.93227 -20.3319568639791 -5.05377169597095 -1.81501854668909 -20.5669921056603 0.231463881984772 -1.5595838283312 -1.04598932832309 -1.72563908446011 1.9167810589953 0.167868271349799 -1.00167045076124 1.63308681939621 234.337040225418 -25.9659468990817 -6.84176574418617 -28.0019681048659
"4999" "1231094" 52 5116 50 52 0 0.242004 -0.777778 0.111111 0.966315 TRUE 96 -0.777778 0.111111 2 6 -6.37239 -38.8192 -4.94208 -21.5782412520241 -3.56228776121878 -2.65271707156731 -21.7546113752913 0.165717684130323 -1.42430350174579 -0.970680999758528 -1.5909144400708 2.03259276133725 0.271554184073219 -0.560123951368713 1.94101335840376 183.603375090611 -20.0416862544076 -5.40508166103926 -22.1042266609645
"5002" "1231094" 52 5119 53 52 0 0.186931 -0.777778 0.111111 0.988569 TRUE 96 -0.777778 0.111111 2 6 -7.70865 -39.2656 -5.63034 -22.0149292086228 -4.4162917707499 -2.56697155905953 -22.2240783296681 0.204577487832461 -1.81635386228538 -0.829990144990248 -1.97805000032141 2.07331668062033 0.261448696169759 -0.533063392435729 1.53991605372633 218.75505460212 -33.1712233697095 -4.51627942054021 -35.3192298547532
"5015" "1231094" 52 5132 66 52 0 -0.0613932 -0.777778 0.111111 0.942221 TRUE 96 -0.777778 0.111111 2 6 -11.5797 -39.1398 -5.62488 -21.5507810027554 -7.69672583510264 -2.42590481407429 -21.8841771043253 0.351952949965881 -1.40789122672287 -0.825371829459203 -1.5694658996667 2.03004980110539 0.24352904910377 -0.968266058682525 0.793958721999491 346.166512017257 -20.6704667638986 -5.59696299635813 -23.0434031926268
"5016" "1231094" 52 5133 67 52 0 0.064935 -0.777778 0.111111 0.995745 TRUE 96 -0.777778 0.111111 2 6 -10.6353 -39.866 -6.14471 -21.6842428006305 -6.052682400111 -2.07701333228857 -21.9535398083152 0.278098535530607 -1.1903690359614 -0.860475693538361 -1.35224997048603 2.04240193846202 0.200086737811384 -0.979998021575739 1.24766360236609 302.829960467431 -16.8475597167461 -4.79230837337327 -19.1434901842405
"5032" "1231094" 52 5149 83 52 0 0.072122 -0.777778 0.111111 0.996964 TRUE 96 -0.777778 0.111111 2 6 -11.8946 -36.3275 -11.0858 -18.9155691602675 -7.68781303282987 -6.46886027057398 -19.2622520625539 0.34807836918778 -1.43827221762246 -1.54012140443725 -1.62304518398216 1.78505204534665 0.744907829353453 -0.645027022947642 1.29035095550107 350.459768533539 -21.8821998157588 -9.52344728133258 -24.0992064246862
"5045" "1231094" 53 5162 0 53 0 -0.0173089 -0.555556 0.111111 0.967555 TRUE 172 -0.555556 0.111111 3 6 -11.021 -32.6011 -4.93106 -17.3654493248456 -7.63223960325812 -3.26520142870195 -17.6987720326041 0.345695363808831 -0.744001105412497 -1.07942414374597 -0.896963147979497 1.63849496014912 0.342604978134097 -0.886147437938399 1.08872051824001 316.487817338068 -12.1516043753939 -6.56179188858278 -14.1542799284559
"5062" "1231094" 53 5179 17 53 0 0.294794 -0.555556 0.111111 0.934748 TRUE 172 -0.555556 0.111111 3 6 -9.18746 -36.7353 -5.91496 -19.9965466212542 -5.34068201260359 -2.51180490424938 -20.2355570896343 0.245295038600905 -0.380172123479844 -0.836745232311082 -0.531005051861374 1.88302571012833 0.248992302640455 -0.647173111212771 1.21249201244281 280.49261496477 -3.4836817883062 -4.48571201772832 -5.60916361664492
"5064" "1231094" 53 5181 19 53 0 0.0626298 -0.555556 0.111111 0.99531 TRUE 172 -0.555556 0.111111 3 6 -8.48756 -36.7022 -8.63499 -19.4369924065187 -4.99126365469043 -4.09624817930889 -19.674388564687 0.227174123209393 -0.751210626068213 -1.37607894264856 -0.92807274901212 1.8310906260136 0.445738019424161 -0.729282768424011 1.73282508231178 179.033277376325 -10.0328561974904 -8.32652735689612 -11.8727531116084
"5109" "1231094" 53 5226 64 53 0 0.0480679 -0.555556 0.111111 0.992083 TRUE 172 -0.555556 0.111111 3 6 -11.4112 -35.4336 -5.26426 -19.7882690485169 -7.51584328443452 -1.87896318612464 -20.1066476134054 0.344015239237675 -0.554813666222868 -0.582002650499572 -0.693024812788287 1.86369901303756 0.170572656639163 -0.85753587780447 0.629683552778861 344.890732581065 -8.10981107900936 -2.77764404635588 -10.3491306246847
"5115" "1231094" 53 5232 70 53 0 0.320239 -0.555556 0.111111 0.916247 TRUE 172 -0.555556 0.111111 3 6 -7.91833 -39.435 -1.84032 -21.7873000662852 -4.99605814330734 -0.0711333891350708 -22.0088559370616 0.230666907161855 0.0665776185792501 -0.633482831171733 -0.084156295315927 2.04935986677357 -0.0543594074805277 -1.04410308717431 1.49627993630135 224.508184254618 1.38589452322947 -4.24064070405301 -0.74469196585163
"5141" "1231094" 53 5258 96 53 0 0.0724438 -0.555556 0.111111 0.997014 TRUE 172 -0.555556 0.111111 3 6 -11.2754 -32.5429 -5.48446 -17.1681973527156 -7.53231802467018 -2.69402997345489 -17.4993872300345 0.341042214913253 -1.56787721554774 -1.12599538603209 -1.72264756474871 1.62040291628846 0.272662547416071 -1.06046601349186 0.902328499843976 338.387385530374 -25.4448213716156 -6.97196619851024 -27.4935974412897
"5167" "1231094" 53 5284 122 53 0 0.396439 -0.555556 0.111111 0.849741 TRUE 172 -0.555556 0.111111 3 6 -13.1243 -31.9413 -3.17824 -16.6691677367044 -9.36706498220426 -2.72845874512419 -17.069120143969 0.42348465210634 -1.11039621025353 -1.02299665550276 -1.25880791160825 1.57388860553603 0.276543771194869 -1.21285081546514 0.719404885393853 415.10383541564 -15.7051092526644 -5.83606885195753 -17.8569516489927
"5169" "1231094" 53 5286 124 53 0 0.0123782 -0.555556 0.111111 0.980692 TRUE 172 -0.555556 0.111111 3 6 -9.92478 -34.5449 -5.92231 -19.2514834788788 -5.95115562834249 -2.1342590956266 -19.5163576393855 0.271312338268042 -0.477043717043949 -1.01567765797931 -0.632996539825205 1.81377173150876 0.202137434529187 -0.804608889738373 0.770807084927765 282.118384489538 -8.69056127366982 -6.98352821835196 -10.7052457126318
"5192" "1231094" 53 5309 147 53 0 0.276849 -0.555556 0.111111 0.946544 TRUE 172 -0.555556 0.111111 3 6 -9.94091 -32.5888 -3.89137 -18.1370017767215 -6.22959193622327 -2.1692222825666 -18.4114691433801 0.284784822648718 -1.65189832867391 -0.741476375059088 -1.78983303358607 1.71051776005719 0.207863652247905 -0.78120212401516 1.2570635717307 292.618529793514 -28.0366665855556 -4.06084037169665 -30.0092256592616
"5205" "1231094" 53 5322 160 53 0 0.0613363 -0.555556 0.111111 0.995057 TRUE 172 -0.555556 0.111111 3 6 -10.473 -35.6106 -3.10325 -20.2978795466155 -6.55702554184775 -0.939297564336406 -20.5816289808284 0.300015717745041 -0.599801792947621 -0.69467789146632 -0.745143776853591 1.91109986128725 0.0541573419260534 -0.921522102786741 0.707058640781479 321.638375721274 -7.95496133942473 -4.63797546365405 -10.1625836613213
"5220" "1231094" 54 5337 3 54 0 0.273899 -0.333333 0.111111 0.94838 TRUE 255 -0.333333 0.111111 4 6 -10.4634 -34.9366 -1.98893 -18.079352578509 -7.0053814931055 -0.582594128809398 -18.3786606633822 0.318845651000354 -0.0805051959705001 -0.754157948255059 -0.220240075589116 1.70246449129064 0.00523657708234349 -1.12836738623993 0.794312577624257 350.494538044303 0.746087414726255 -4.48165124123979 -1.3880757212267
"5245" "1231094" 54 5362 28 54 0 -0.0620765 -0.333333 0.111111 0.941776 TRUE 255 -0.333333 0.111111 4 6 -6.06488 -38.5798 -5.90663 -21.1906010496772 -2.75277828054626 -1.73548825856711 -21.3362300168979 0.1287253049361 -1.61780726174672 -0.95362419149439 -1.78025274575069 1.992144677449 0.149819994366673 -0.584865275105667 1.69567295953674 103.159542248442 -24.8902815499489 -5.97374690913086 -26.7560232221804
"5296" "1231094" 54 5413 79 54 0 0.0204385 -0.333333 0.111111 0.983691 TRUE 255 -0.333333 0.111111 4 6 -15.0074 -37.6505 -7.15773 -19.6172028531022 -9.59207278504797 -4.11868617390165 -20.0283849667534 0.43378626119893 0.511466597823704 -1.4226762775968 0.330220718746105 1.84525159992736 0.443177004165495 -1.23736106401929 0.35085758525463 449.615415210017 8.48215750370817 -8.25229000457437 6.0515818304167
"5305" "1231094" 54 5422 88 54 0 0.13491 -0.333333 0.111111 0.998868 TRUE 255 -0.333333 0.111111 4 6 -14.3112 -31.8448 -10.7769 -16.7753938698264 -9.45753536818374 -5.82935273530685 -17.1779665649759 0.427262386426571 0.539135330265247 -1.27524736335288 0.381283431186263 1.58103806965098 0.655283366582452 -0.511466496010602 0.201418409998837 440.047111334564 8.50837781845937 -7.90228445930044 6.32478391004067
"5359" "1231094" 54 5476 142 54 0 0.0655192 -0.333333 0.111111 0.995851 TRUE 255 -0.333333 0.111111 4 6 -18.0965 -34.9986 -10.0409 -19.4894617770945 -11.4490084277434 -6.15219704047098 -19.9807237644415 0.516573063773883 -0.586936052507498 -1.61572516366703 -0.776580700023004 1.83368552582674 0.696549914622611 -1.1950888301653 0.0615937362513854 502.459549701779 -7.6521604860378 -9.7848836791865 -10.1679714059851
"5432" "1231094" 54 5549 215 54 0 0.105694 -0.333333 0.111111 0.999941 TRUE 255 -0.333333 0.111111 4 6 -11.7747 -33.1047 -4.95413 -17.7372756446815 -7.23236452366262 -2.18082560362757 -18.0507133927816 0.32900795698619 -1.0826161686309 -0.89262535000242 -1.22639712132322 1.67093561637318 0.204449213776727 -1.05410621333675 1.01128906215923 334.592641330941 -16.1075425518239 -5.34905043362089 -18.1424875949936
"5433" "1231094" 54 5550 216 54 0 0.260555 -0.333333 0.111111 0.956316 TRUE 255 -0.333333 0.111111 4 6 -11.4082 -39.0705 -5.02733 -20.6162486819015 -7.39292340759294 -2.54951500675937 -20.9412474810419 0.33691071118559 -1.31920975756071 -0.995654963346941 -1.48524927499842 1.93867026167823 0.250574559127363 -1.06249967687989 1.205798560995 332.743571955676 -22.9763473243585 -5.69734072303332 -25.2801461190782
"5434" "1231094" 54 5551 217 54 0 0.100026 -0.333333 0.111111 0.999754 TRUE 255 -0.333333 0.111111 4 6 -14.0399 -36.6146 -5.96783 -20.3492807799742 -9.44097850946426 -2.88278797933615 -20.7495726801644 0.428230540822601 0.193948712022908 -1.0626600230377 0.0278716062295286 1.91338659960017 0.290107968433508 -1.07309114910126 0.148814959822555 429.015333141089 3.67881759017349 -6.24480030646994 1.2613472941597
"5441" "1231094" 54 5558 224 54 0 0.341714 -0.333333 0.111111 0.899105 TRUE 255 -0.333333 0.111111 4 6 -14.4466 -30.9839 -1.6379 -16.8640198316136 -9.24428677552921 -0.239240616849957 -17.2474244599013 0.41982037966446 -1.42977700911593 -0.555987252433444 -1.55191309039696 1.58986317484353 -0.0359249175093125 -1.14191295639186 -0.454431329058998 433.404366733302 -23.7657666647959 -3.643839649635 -25.916657128063
"5464" "1231094" 54 5581 247 54 0 0.253403 -0.333333 0.111111 0.960315 TRUE 255 -0.333333 0.111111 4 6 -11.119 -40.7128 -1.68661 -22.5087672525128 -7.56004972334881 -0.0796147826647999 -22.8340646634745 0.345578751949991 -0.752455289063055 -0.721446011586231 -0.913822420245271 2.11443519002939 -0.0565137991388303 -1.36045261298381 0.762306525158294 346.413830895549 -11.7571617253304 -4.73527213478469 -14.2060922015646
"5477" "1231094" 55 5594 5 55 0 0.187405 -0.111111 0.111111 0.988426 TRUE 311 -0.111111 0.111111 5 6 -9.4811 -39.6958 -3.02186 -21.9253449885433 -6.79372938785947 -1.46187300683232 -22.225795619749 0.310169912720703 -0.79631827312 -0.887351514078607 -0.963276249413111 2.05797634832979 0.110917814132843 -0.991289492083436 1.11982912065681 313.602279157753 -14.6749907141735 -5.0605353005214 -17.0083316935705
"5528" "1231094" 55 5645 56 55 0 0.0666045 -0.111111 0.111111 0.996046 TRUE 311 -0.111111 0.111111 5 6 -13.555 -36.4424 -7.53683 -21.2805218583079 -8.80923121171074 -4.06593743431605 -21.6610797124846 0.400554809838313 -0.918513327862103 -1.04384916700204 -1.08707013884179 1.99806175807987 0.434095400894735 -0.668723820441533 0.235452970755597 415.269995541481 -13.538331775967 -6.28767823885773 -15.9836026880817
"5533" "1231094" 55 5650 61 55 0 0.338208 -0.111111 0.111111 0.901995 TRUE 311 -0.111111 0.111111 5 6 -10.0688 -36.6629 1.07243 -19.7499291581231 -6.40913805573761 0.737223815266989 -20.0223020407999 0.293977214951117 -0.582617077392363 -0.460097898140702 -0.714966288139615 1.85566841447318 -0.162114714956403 -1.16249408267235 0.827679526196224 317.634396287124 -11.0016903790687 -2.51223623646316 -13.2319147363988
"5599" "1231094" 55 5716 127 55 0 0.0981353 -0.111111 0.111111 0.999663 TRUE 311 -0.111111 0.111111 5 6 -5.77147 -31.8466 -1.34236 -17.8629278644414 -3.81318247527055 -0.376085765891306 -18.0358528013691 0.176101661207705 -0.011162096895589 -0.572298542547099 -0.137338088649217 1.68006861492953 -0.024684651377315 -0.579839932097838 1.6412324571147 211.162799110556 0.888228304100524 -3.05443465698856 -0.938326543306834
"5610" "1231094" 55 5727 138 55 0 0.283843 -0.111111 0.111111 0.942073 TRUE 311 -0.111111 0.111111 5 6 -8.28494 -32.6667 -7.59402 -17.3550202563809 -5.43139363968632 -4.06655747583192 -17.5979975439522 0.247662594528834 0.174292395163984 -0.972977127631685 0.0296173482996979 1.63279735470076 0.432924056176507 -0.200423141328832 1.31868142771929 240.061753398623 4.72383749909902 -6.1479034904027 2.88646798414681
"5613" "1231094" 55 5730 141 55 0 0.0940413 -0.111111 0.111111 0.999417 TRUE 311 -0.111111 0.111111 5 6 -8.26718 -35.5505 -1.32347 -19.7359157786386 -4.98073939576426 -0.17272314356946 -19.9504525815712 0.230772410941387 -0.459887271063972 -0.327607022292812 -0.58318679299393 1.85434127987384 -0.0492780125277699 -0.624425390220566 0.957740636528957 235.640698088614 -5.72663388053646 -1.86187738948131 -7.71380328502305
"5647" "1231094" 55 5764 175 55 0 -0.0808453 -0.111111 0.111111 0.928955 TRUE 311 -0.111111 0.111111 5 6 -10.5584 -36.3631 -15.7935 -20.2480921046283 -5.82797420821953 -8.24181551239144 -20.5251197739861 0.264017460862602 0.0425019897051829 -1.84481090648812 -0.15900583822002 1.90178483765552 0.950879405323346 -0.0713920664798219 1.0847676078662 272.26219191255 -1.05744352412588 -11.4932332821745 -3.1332348281028
"5710" "1231094" 55 5827 238 55 0 0.347847 -0.111111 0.111111 0.893966 TRUE 311 -0.111111 0.111111 5 6 -14.0369 -33.3013 -0.748812 -17.879766637372 -9.30883260958555 1.30071422868123 -18.2678268322511 0.422773789024473 -1.56915520270368 -0.561230690877757 -1.69922544268406 1.68209339388384 -0.230959749535397 -1.77169297489974 0.158587835498259 428.543322536438 -26.7095481595025 -3.12437227779757 -28.957502160155
"5720" "1231094" 55 5837 248 55 0 -0.10708 -0.111111 0.111111 0.909178 TRUE 311 -0.111111 0.111111 5 6 -11.268 -35.5385 -3.47573 -19.2105435015602 -6.89653041876076 -1.33429038745321 -19.506767868416 0.315037363614491 -0.673986048482312 -0.660671578424666 -0.812612599587696 1.8055533071198 0.0949831640443709 -0.855816674300706 0.639056582858643 316.332130766819 -9.46976708292766 -3.68349463018342 -11.6044490609453
"5755" "1231094" 55 5872 283 55 0 0.126624 -0.111111 0.111111 0.999519 TRUE 311 -0.111111 0.111111 5 6 -23.2873 -30.3501 -3.30207 -16.1701199708381 -16.101359920257 -1.66586064790367 -16.8338735201721 0.723697591472976 -1.16433828909661 -1.31457210115734 -1.32615461653204 1.52300252898065 0.136338004337143 -2.30099502364593 -1.84433917250328 754.075358374129 -19.5815543582464 -8.18254920515792 -22.3423615502435
"5817" "1231094" 56 5934 34 56 0 -0.0843137 0.111111 0.111111 0.926462 TRUE 311 0.111111 0.111111 6 6 -3.84215 -34.0798 -3.87228 -18.4675112571204 -2.23296151784608 -1.65965000013432 -18.5831375854525 0.105306170754347 -0.209873559980497 -0.699461802374032 -0.345664737313162 1.73410213865154 0.130690601177396 -0.276616144305348 2.30199604033298 86.1019471301047 -2.28795860042233 -4.60511616594197 -3.90373738408877
"5845" "1231094" 56 5962 62 56 0 -0.0970939 0.111111 0.111111 0.916953 TRUE 311 0.111111 0.111111 6 6 -11.7203 -34.2114 -12.4824 -18.8654976945656 -7.40617682086434 -6.5492774615422 -19.1927008110969 0.336106337432158 0.216530324514749 -1.35818487297825 0.0451286767053687 1.77095033659668 0.736579208329108 -0.234545142591937 0.800153481133016 338.073006153929 4.31448784940976 -8.30005576290582 2.18483349574748
"5866" "1231094" 56 5983 83 56 0 0.284813 0.111111 0.111111 0.94144 TRUE 311 0.111111 0.111111 6 6 -6.38035 -31.4521 -3.99839 -17.0976611108946 -3.56297460658125 -1.17446995282501 -17.2597438226914 0.164917071322898 0.0256174789390477 -0.636451146543955 -0.0990209135585669 1.60667413162222 0.070183949760202 -0.466348257148113 1.54122848818302 169.508055443774 0.970205209535321 -3.86263293534456 -0.71561699971619
