"seed" "subpopID" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "N" "opt0" "opt1" "x" "y" "PC1" "PC2" "PC3" "LFMM_U1_temp" "LFMM_U1_sal" "LFMM_U2_temp" "LFMM_U2_sal" "RDA1" "RDA2" "RDA1_corr" "RDA2_corr" "RDA_PC1" "RDA_PC2" "RDA_PC1_corr" "RDA_PC2_corr" "RDA_predict_tempPhen_20KSNPs" "RDA_predict_salPhen_20KSNPs" "RDA_predict_tempPhen_20KSNPs_structcorr" "RDA_predict_salPhen_20KSNPs_structcorr"
"1251" "1231094" 26 1479 154 26 0 -0.514164 0.111111 -0.555556 0.996579 TRUE 172 0.111111 -0.555556 6 3 56.7485 -0.101823 12.8393 -3.12843160174738 37.851012084343 11.415290989583 -1.62279967131295 -1.69456177819499 2.32713330690036 1.78083202622821 2.41864304478951 0.197742371663156 -1.052467621446 0.653181673731282 -0.443503417259539 -1711.56396698007 30.5901228619362 10.5959577871976 33.7351921202923
"1254" "1231094" 26 1482 157 26 0 -0.427458 0.111111 -0.555556 0.967715 TRUE 172 0.111111 -0.555556 6 3 49.2995 -10.1871 17.7545 -8.78428092656858 32.3041784857231 13.2229764123617 -7.4967770575896 -1.44391150235101 2.26463158405519 1.80157053915355 2.32430722666436 0.723566763704194 -1.27659325291293 -0.412899758698961 -1.93429953228607 -1448.30830183916 30.7902435147287 11.2673980687782 33.0234882138293
"1259" "1231094" 26 1487 162 26 0 -0.771983 0.111111 -0.555556 0.910572 TRUE 172 0.111111 -0.555556 6 3 56.7676 -2.04727 22.0153 -4.3379609587786 37.8246531855759 17.754267331171 -2.81381364633879 -1.68964539529842 1.24882536031222 2.84250318257364 1.38770724075399 0.310505806370805 -1.83758031563432 0.263485271421061 -1.73465186496391 -1702.65759208181 14.0583379702952 17.1407390493336 17.1410554541422
"1279" "1231094" 27 1507 10 27 0 -0.512236 0.333333 -0.555556 0.996254 TRUE 141 0.333333 -0.555556 7 3 52.5573 -2.26234 18.0378 -4.20399546255014 34.5895045444774 14.4902024887729 -2.81616428239326 -1.54526420236904 0.641879364393466 2.43335058761999 0.757754633916914 0.295997146952867 -1.43609548802306 0.106350953084312 -1.81731938716371 -1564.81110787689 3.8515966013097 14.3423348087092 6.66479542417647
"1308" "1231094" 27 1536 39 27 0 -0.74392 0.333333 -0.555556 0.931497 TRUE 141 0.333333 -0.555556 7 3 53.7981 -7.56149 17.33 -6.64022167783054 35.7403365767276 13.6999618490826 -5.20470991098672 -1.59515889640037 1.59733174751277 2.47706134669647 1.7038887143663 0.522214584867809 -1.33901962842806 0.436318879125788 -1.57571275993644 -1630.67655679081 24.411365337878 14.9989830915155 27.1960054970776
"1319" "1231094" 27 1547 50 27 0 -0.469107 0.333333 -0.555556 0.985165 TRUE 141 0.333333 -0.555556 7 3 54.4031 -3.61998 18.5662 -5.00601202400541 35.8514702577658 15.5348451171019 -3.57049441207607 -1.60166310491342 -0.0989118107941472 2.5133714420245 0.0165045981591604 0.370763216547066 -1.56495630676648 0.0992092052192381 -1.44243572083612 -1614.51300184358 -1.56423288820676 14.2997217961447 1.29237754014355
"1351" "1231094" 27 1579 82 27 0 -0.632271 0.333333 -0.555556 0.988298 TRUE 141 0.333333 -0.555556 7 3 45.6632 -9.9655 26.0389 -8.07719057576557 29.9684565022449 17.7681719641114 -6.8685245113906 -1.33697789749389 0.342568704318823 2.58916449582745 0.443892943840089 0.656129304612983 -1.84259543573774 -1.03812963702798 -3.41102313438066 -1326.17219089048 2.3066975652237 16.1019347827436 4.32829250344989
"1363" "1231094" 27 1591 94 27 0 -0.609249 0.333333 -0.555556 0.994251 TRUE 141 0.333333 -0.555556 7 3 51.8684 -8.41192 16.3006 -7.6689422943393 34.5353639513148 12.2318991261137 -6.28834648515651 -1.54180727615677 1.36204858068704 2.17428359712062 1.44814316759398 0.617894718206346 -1.15686290726455 0.362118776879304 -1.84281029614262 -1561.97056430494 18.0923967557129 13.1848570901685 20.6295028719848
"1364" "1231094" 27 1592 95 27 0 -0.270236 0.333333 -0.555556 0.849749 TRUE 141 0.333333 -0.555556 7 3 52.3701 -5.4459 15.9083 -5.99167930129245 34.5625964882858 12.8311079764329 -4.60756559729651 -1.54420916374253 1.88614782559836 2.11233067965752 1.97755202855179 0.461813022144738 -1.23176986167929 0.293165532105558 -1.96564941025789 -1529.72017796653 28.2687690936699 13.021746366255 30.8877322913583
"1383" "1231094" 27 1611 114 27 0 -0.605503 0.333333 -0.555556 0.995023 TRUE 141 0.333333 -0.555556 7 3 54.7772 -7.36884 20.0846 -7.05038742664346 37.0173605871566 16.6909911079462 -5.56485979882578 -1.65223924392464 0.253309016878478 2.69256791563457 0.369559120174229 0.560711351140947 -1.70880124797529 0.0534439078313433 -1.58374955183203 -1649.09331046338 0.564172233991566 15.8346011654394 3.35882324828753
"1389" "1231094" 27 1617 120 27 0 -0.668317 0.333333 -0.555556 0.97489 TRUE 141 0.333333 -0.555556 7 3 49.7939 -10.6664 24.1269 -9.24490867126541 33.3437626002295 18.1423103379973 -7.89492087930081 -1.48568926327774 1.19814992535123 2.95839197442723 1.3160775689291 0.764456104903268 -1.8898192998826 -0.481770821621677 -2.965676844231 -1517.21471843494 15.9228615815522 17.3723825270151 18.3009958220855
"1394" "1231094" 27 1622 125 27 0 -0.31235 0.333333 -0.555556 0.888431 TRUE 141 0.333333 -0.555556 7 3 48.9334 -11.3317 19.8302 -9.06622526210871 32.4636697609707 14.3174475749816 -7.75838912161368 -1.44754463049345 1.4281955130954 2.50013841476348 1.52309817915338 0.747779281402101 -1.41557011968582 0.173956494979649 -3.22690704024485 -1423.24358343215 19.559175771566 14.8737508336979 21.7076445565153
"1409" "1231094" 27 1637 140 27 0 -0.553602 0.333333 -0.555556 0.999992 TRUE 141 0.333333 -0.555556 7 3 53.8337 -6.73572 18.5422 -6.66995140849709 36.3325725249893 16.0041396556089 -5.20800865871157 -1.62177188725043 1.56567700438421 2.64175659827356 1.68239086076219 0.524958851208232 -1.62504167633836 0.119428262205126 -1.87423909603904 -1627.63150396079 22.245697219223 15.8843865383356 25.0510692740413
"1419" "1231094" 28 1647 9 28 0 -0.5908 0.555556 -0.555556 0.997519 TRUE 96 0.555556 -0.555556 8 3 48.6816 -7.18783 17.5243 -5.59634256031854 31.4153971896511 12.326757068854 -4.34695929453066 -1.40569491143343 1.20651477515385 1.65800923852031 1.27188674776625 0.423005866506557 -1.17266989180835 -0.392944737539515 -2.01358070543653 -1390.15683153472 19.3024926445558 9.67730430189386 21.6126824244933
"1420" "1231094" 28 1648 10 28 0 -0.530526 0.555556 -0.555556 0.998748 TRUE 96 0.555556 -0.555556 8 3 56.2795 -0.507516 14.367 -2.75613058002443 37.8382995033727 12.1272707935876 -1.2473475853341 -1.69310657342217 2.18291784645264 1.98822155461544 2.2864637788465 0.15872007944992 -1.14866589678852 0.494437804995356 -0.238563017861354 -1674.74374116713 31.2338156698457 12.4457760674276 34.3632864170793
"1427" "1231094" 28 1655 17 28 0 -0.49194 0.555556 -0.555556 0.991939 TRUE 96 0.555556 -0.555556 8 3 52.0182 -8.63322 17.671 -8.55525615652185 34.4416528387632 14.5370689805603 -7.16753411467616 -1.53604761394448 2.80193143865393 2.57697209441866 2.90508076712356 0.697649049585899 -1.44834999257504 0.0213168840538093 -1.7132074958116 -1551.01663390591 41.3304258139266 15.7794547793594 43.8435121161745
"1430" "1231094" 28 1658 20 28 0 -0.766062 0.555556 -0.555556 0.915188 TRUE 96 0.555556 -0.555556 8 3 58.2596 -3.59244 18.4077 -5.6268975352882 38.1717788645614 14.7080132341153 -4.09249860877381 -1.70529439256072 3.05251372275832 2.59226093688394 3.17271389754448 0.425328087479354 -1.46988870660577 0.783130774665801 -0.971992874937772 -1720.92360300898 45.5027676967844 15.2496763499445 48.4797435915256
"1446" "1231094" 28 1674 36 28 0 -0.475413 0.555556 -0.555556 0.987237 TRUE 96 0.555556 -0.555556 8 3 53.9404 -4.7578 15.6965 -5.2435781751303 36.132266523887 12.6553754170126 -3.80146377690865 -1.61534366386893 1.86396501281486 2.02919303784376 1.95573020532497 0.390048460705214 -1.21394172629341 0.254005168765597 -1.0481505064945 -1664.79563706927 25.5535541911442 11.968393456534 28.5274059553624
"1466" "1231094" 28 1694 56 28 0 -0.513954 0.555556 -0.555556 0.996545 TRUE 96 0.555556 -0.555556 8 3 48.1522 -12.3053 20.0739 -9.72464504292249 31.3381829608592 14.6531229828691 -8.46926628790632 -1.39784860025053 0.824099455819559 2.29253853302349 0.901617498067734 0.806937889786859 -1.46061229272256 -0.572092808588281 -2.24164136603588 -1439.61250445199 11.8236773609673 13.4347567571004 13.9877847109616
"1470" "1231094" 28 1698 60 28 0 -0.64121 0.555556 -0.555556 0.985434 TRUE 96 0.555556 -0.555556 8 3 53.2945 -2.50514 21.6452 -4.59259284606574 35.6914851375887 17.8208920107278 -3.14609517615238 -1.59224732353334 0.93138637330519 3.04213756256281 1.078738908225 0.329783473504662 -1.85379218079456 0.0877032214206136 -2.54081172474955 -1616.45069068646 11.0902793968332 18.3847301865459 14.0146721160828
"1484" "1231094" 28 1712 74 28 0 -0.685338 0.555556 -0.555556 0.966874 TRUE 96 0.555556 -0.555556 8 3 51.4435 -8.57945 23.0728 -8.24549338276613 34.1462731706346 17.6811112092997 -6.87301897414621 -1.52448550956194 1.27572274204912 2.55647343719313 1.37794295726681 0.669270070866622 -1.83690122047917 -0.543109119037953 -2.25044311849796 -1513.92536557285 15.8254420636846 15.4071999755773 18.222123206807
"1497" "1231094" 28 1725 87 28 0 -0.514219 0.555556 -0.555556 0.996588 TRUE 96 0.555556 -0.555556 8 3 52.3667 -3.50299 17.4577 -4.4535243525265 34.0507330197065 13.6478401472651 -3.09178270563329 -1.52269991039974 1.61518061379665 2.0931884622216 1.71127195441975 0.316653249657437 -1.33690548676643 -0.0557539252281442 -1.43700016922325 -1519.61885310915 22.9255533414952 12.0114270396999 25.6208283488996
"1504" "1231094" 28 1732 94 28 0 -0.663441 0.555556 -0.555556 0.97699 TRUE 96 0.555556 -0.555556 8 3 53.8511 -5.72777 18.4255 -6.84262565585878 35.8391712145153 14.7240563818353 -5.39323328562015 -1.5984283987916 3.04395700235396 2.77927736264984 3.1676931409075 0.538365053959458 -1.47174144924826 0.491722872469155 -1.74206468198155 -1617.67869023478 45.6650709871078 16.6778925705124 48.4091000923687
"1506" "1231094" 29 1734 0 29 0 -0.723737 0.777778 -0.555556 0.945 TRUE 55 0.777778 -0.555556 9 3 56.29 0.616986 9.8219 -3.28508967694298 37.3338078779828 9.24370273139026 -1.81125200612349 -1.67413231338552 3.21469827496201 1.13642846404788 3.27283116069393 0.205329241027785 -0.796419839692555 0.60977596511569 0.00955769494492138 -1669.63512611736 48.0137345272635 6.52441320444457 51.1332134456781
"1508" "1231094" 29 1736 2 29 0 -0.502948 0.777778 -0.555556 0.99448 TRUE 55 0.777778 -0.555556 9 3 48.0377 -10.8736 21.8153 -8.69236181067245 31.0330441432493 15.3045173757137 -7.44058663892937 -1.38460681438288 2.48075448453792 2.41222585570935 2.57102085542609 0.708228603936838 -1.5474588599188 -0.409353091364732 -2.96023399352017 -1386.85864664827 35.5113194837698 14.452157634806 37.6327583097821
"1509" "1231094" 29 1737 3 29 0 -0.574964 0.777778 -0.555556 0.999247 TRUE 55 0.777778 -0.555556 9 3 53.9653 -6.67718 19.4564 -7.24614480573744 35.7335960058165 14.806148980686 -5.8146004681823 -1.59609456104209 1.61746579869217 2.39256318150225 1.71761259793236 0.57403269032734 -1.48470374167986 0.260723297055856 -1.67130033687813 -1589.22083812906 22.2258280876995 14.2094723902998 24.8451285877245
"1516" "1231094" 29 1744 10 29 0 -0.429695 0.777778 -0.555556 0.968815 TRUE 55 0.777778 -0.555556 9 3 51.1887 -9.05527 16.7564 -8.01806581028009 33.6387722245049 13.1124890924282 -6.6712598626803 -1.50178731020865 1.98565621272736 2.19109094235125 2.06963555470099 0.645696437730677 -1.27494642865589 0.00725224681722471 -1.65539740932976 -1509.43557438975 29.667935175578 12.8740639053627 32.0754172451111
"1519" "1231094" 29 1747 13 29 0 -0.46374 0.777778 -0.555556 0.983281 TRUE 55 0.777778 -0.555556 9 3 50.697 -5.06464 19.4481 -5.29945716207047 33.455085767625 15.2926376730393 -3.95416238254223 -1.49398488013629 1.01529243663323 2.4642590578203 1.12660297223638 0.393240570420851 -1.54433698712075 -0.198577187213968 -2.12855254989716 -1526.93453541033 12.6216433858935 14.4995160721698 15.3120367613153
"1531" "1231094" 29 1759 25 29 0 -0.524251 0.777778 -0.555556 0.998042 TRUE 55 0.777778 -0.555556 9 3 50.2004 -10.5339 17.1385 -7.96500685464535 34.1402329782709 14.0333551890536 -6.59712416671363 -1.52407999118895 1.69241585201909 2.1981385913439 1.77810007372216 0.640869457722553 -1.38871782493566 -0.20690028546051 -1.95171580257402 -1541.44527632101 22.2147898303493 12.9083094333961 24.6959751648703
"1532" "1231094" 29 1760 26 29 0 -0.735499 0.777778 -0.555556 0.937293 TRUE 55 0.777778 -0.555556 9 3 58.0626 -0.306992 15.8695 -3.19576845219627 38.9267485239395 13.3651963419465 -1.63458865150142 -1.73907052684844 0.957564406889836 2.51832209647615 1.08635550049147 0.197683544639662 -1.3052211295814 1.04679558878961 -1.02876053969475 -1760.19326711379 13.0271212501655 14.5020333430163 16.3531040881477
"1538" "1231094" 29 1766 32 29 0 -0.479831 0.777778 -0.555556 0.988597 TRUE 55 0.777778 -0.555556 9 3 49.2092 -11.4438 16.7836 -8.78102697720266 32.3381129790907 12.1692476977779 -7.49903407297375 -1.44579933848618 1.41600765735988 1.6910010905731 1.46865953239727 0.716786712627318 -1.15740223829671 -0.408338599290759 -1.60347273417794 -1472.29791594554 14.8483173754935 10.6488911076591 17.1385965182214
"1549" "1231094" 29 1777 43 29 0 -0.794054 0.777778 -0.555556 0.89247 TRUE 55 0.777778 -0.555556 9 3 58.7807 1.02221 12.8438 -1.4121578847284 39.9202924925786 12.8778615018337 0.180573742450762 -1.78621267962223 1.17286189003066 2.12201249016392 1.29047311117486 0.0318113711296344 -1.24495680437037 0.773751050371356 -0.146929363549932 -1805.61182491041 12.9385177211613 12.5544900122306 16.4640554798621
"1557" "1231094" 29 1785 51 29 0 -0.758145 0.777778 -0.555556 0.921194 TRUE 55 0.777778 -0.555556 9 3 54.9902 2.34824 9.37102 -1.23396669813709 36.2973288288862 9.67072707411682 0.203499845290153 -1.62770738751947 2.53373125491597 1.286192401445 2.60826092571005 0.0148135810900134 -0.848842806746112 0.589259381357983 -0.510954376475713 -1669.83993253014 32.8954621207773 8.15491719945766 36.1850352331002
"1588" "1231094" 30 1789 0 30 0 -0.693857 1 -0.555556 0.962468 TRUE 27 1 -0.555556 10 3 57.6655 5.46104 10.514 0.55106465701113 38.8870735018089 10.1080322726612 2.09323224344872 -1.74415843116403 2.46317860216224 1.31816719711087 2.55115799412634 -0.153337811107836 -0.907038697429949 0.938811002362044 -0.432631916938312 -1755.3289071669 42.1140397244366 7.76460640638593 45.6644484847651
"1596" "1231094" 30 1797 8 30 0 -0.41433 1 -0.555556 0.960896 TRUE 27 1 -0.555556 10 3 43.8216 -18.8778 22.0924 -13.2649915662917 28.3042861622681 15.2916105931861 -12.127367529795 -1.26013036183424 1.06411970085864 2.31822449419218 1.12298419194569 1.13153796775202 -1.54817058592764 -1.07397990889419 -3.08114084934958 -1266.80977277403 12.022127614667 13.026393955741 13.5753002170456
"1598" "1231094" 30 1799 10 30 0 -0.763178 1 -0.555556 0.917398 TRUE 27 1 -0.555556 10 3 66.2167 13.307 10.7488 4.70224112943321 44.8420872770622 12.9082797995077 6.49886660555922 -2.00961614480748 3.50573529207497 2.11240742434304 3.65931021510867 -0.53957404755751 -1.2555922615767 1.66342621668971 0.904568819584016 -2015.06943800138 50.1860234117508 13.0393663854076 54.5846742598365
"1601" "1231094" 30 1802 13 30 0 -0.560509 1 -0.555556 0.999951 TRUE 27 1 -0.555556 10 3 54.8896 1.93791 14.2156 -0.993393936991152 36.6812775762817 12.6758526157617 0.474199181403028 -1.64168459172896 2.09955002849151 1.99454760063307 2.21162534211765 -0.00965035727722321 -1.2251825683516 0.389145290324522 -0.985361848707312 -1678.91113874966 33.0765266179638 12.7803753604528 36.3218967097074
"1602" "1231094" 30 1803 14 30 0 -0.715265 1 -0.555556 0.950265 TRUE 27 1 -0.555556 10 3 53.1127 -7.04187 16.4652 -6.84089891076388 35.7484265913838 13.9416588435022 -5.3999365135224 -1.59463480143916 2.23922360803095 2.61241528391854 2.35373761695986 0.533961020994779 -1.38206951558054 0.475656041018329 -1.74142801808848 -1604.61760968682 32.4852890764472 15.6513569142669 35.1743476750933
"1604" "1231094" 30 1805 16 30 0 -0.345416 1 -0.555556 0.915471 TRUE 27 1 -0.555556 10 3 51.2665 -9.95126 21.0105 -8.66794937421455 32.6557412927075 14.9541783134711 -7.35957747907391 -1.45838714104277 1.9201609933367 2.28406802046963 2.00325453864684 0.703888154372335 -1.50749559117909 -0.210155022051801 -2.11341336113059 -1473.15857260413 27.8031349464698 13.5357563968303 30.0797052613588
"1605" "1231094" 30 1806 17 30 0 -0.766679 1 -0.555556 0.914712 TRUE 27 1 -0.555556 10 3 58.6682 3.26039 12.7247 -0.868767041050763 40.2701458964293 12.3121523626404 0.745212598527708 -1.80121676158359 2.51957122825219 2.27467483700202 2.65153243703563 -0.0213680234576573 -1.18057702115037 1.12913172268779 -0.588908384704025 -1805.09707118501 36.3228270320239 14.411310257262 39.891197437944
"1608" "1231094" 30 1809 20 30 0 -0.717186 1 -0.555556 0.949092 TRUE 27 1 -0.555556 10 3 52.0175 -4.98854 15.4521 -5.65156057815577 34.0105083970022 12.1463628788664 -4.29293283288504 -1.52139498290994 3.4883658617292 1.82174103576641 3.56669271630753 0.423001439309807 -1.16094912647288 0.050165562164717 -1.32155678672376 -1542.63162459055 51.6828944308888 10.870148485027 54.3405108454301
"1611" "1231094" 30 1812 23 30 0 -0.370253 1 -0.555556 0.933631 TRUE 27 1 -0.555556 10 3 55.1418 -5.33146 19.4644 -5.62940418148879 35.9003545712524 15.8491924666716 -4.17927463875597 -1.60208449720823 2.10221158161742 2.77901488151571 2.2288906134418 0.421336677566108 -1.61886154280029 0.358436469581511 -1.91232490185279 -1631.00422880134 29.2547274308827 16.5185524233836 32.12703259775
"1613" "1231094" 30 1814 25 30 0 -0.525047 1 -0.555556 0.99814 TRUE 27 1 -0.555556 10 3 56.3193 -1.85661 17.193 -3.75046520197663 36.9364837906132 13.7569145557386 -2.26403433164905 -1.6501336535761 2.39225445304148 2.5480522609838 2.51830941817345 0.246595069581599 -1.3594551367929 0.803878710085432 -1.36972799399851 -1671.26423925988 37.2991142302387 15.2812337253661 40.3974022777666
"1616" "1231094" 31 1817 1 31 0 -0.262416 -1 -0.333333 0.989992 TRUE 38 -1 -0.333333 1 4 33.104 -34.1248 31.5625 -21.2513683055823 21.1769067472816 18.2731896927264 -20.412589861165 -0.938659196131807 -2.88574888497596 2.35133488604926 -2.87443140200641 1.93188707260032 -2.02348628610778 -1.60325549040689 -0.632545694301684 -940.797112357752 -50.9382037243104 14.0398879955767 -50.7456022876931
"1619" "1231094" 31 1820 4 31 0 -0.369349 -1 -0.333333 0.997409 TRUE 38 -1 -0.333333 1 4 32.8634 -29.1225 23.6036 -18.3822311078432 21.1966453006709 13.6570074641799 -17.5520304773206 -0.942014727305782 -2.40140334697486 1.72020867310596 -2.40651534592137 1.66499958417504 -1.45149684498201 -1.14991671120842 0.0026809116939671 -959.937861546237 -40.9045254219992 10.1099377875199 -40.4320255099526
"1621" "1231094" 31 1822 6 31 0 -0.355501 -1 -0.333333 0.999018 TRUE 38 -1 -0.333333 1 4 37.6742 -26.4136 27.9184 -16.5492055339279 24.9680741875841 17.3805071809936 -15.5570061834305 -1.11010183486029 -1.70883301628526 2.32379843682458 -1.67123811980154 1.49441048496752 -1.91398486483526 -1.10980991578622 0.600112515848246 -1123.74696075738 -31.8995918374626 13.9162617313665 -30.9470901646365
"1629" "1231094" 31 1830 14 31 0 -0.378385 -1 -0.333333 0.995949 TRUE 38 -1 -0.333333 1 4 37.636 -26.0256 24.6371 -16.9160190097762 24.6066087253511 15.3425002803769 -15.9400280299171 -1.09396265234811 -1.32320672714584 2.16869418850933 -1.29487205047845 1.52839804904158 -1.66160728894767 -0.672844330162696 0.390899659522317 -1115.14751020176 -22.7392496757739 12.57254303355 -21.8025653637676
"1632" "1231094" 31 1833 17 31 0 -0.386556 -1 -0.333333 0.994351 TRUE 38 -1 -0.333333 1 4 26.1317 -30.3517 22.4666 -17.3490590033207 16.7653571098868 12.3706807955642 -16.6891267077728 -0.743814276198512 -1.15928530292699 1.45912049381159 -1.17454551461958 1.56858183789646 -1.29331965572095 -1.71982095249831 -1.10292099139813 -733.829244074378 -20.2743710445026 9.27953035822475 -20.1674073216494
"1633" "1231094" 31 1834 18 31 0 -0.2737 -1 -0.333333 0.992913 TRUE 38 -1 -0.333333 1 4 32.7746 -25.3506 23.859 -16.505980221254 20.9588694388299 14.5917719745327 -15.6731696501411 -0.931064082872904 -0.800343815014898 1.93918686086873 -0.783074660076704 1.49010522493797 -1.56919670790882 -1.1588042581635 -0.367895902792558 -965.791482995419 -12.2338518496597 11.3105438259699 -11.5539423144043
"1634" "1231094" 31 1835 19 31 0 -0.230781 -1 -0.333333 0.979186 TRUE 38 -1 -0.333333 1 4 26.1194 -31.3725 27.6016 -18.6057872471618 16.468210650297 15.3234121321417 -17.956368912954 -0.730171618372687 -2.01472717747009 1.72039434300645 -2.02366496675344 1.68566393763961 -1.65867700596598 -2.10505367596047 -1.50894431915619 -755.980548745799 -37.8983725601764 9.87828925149871 -37.849017409537
"1640" "1231094" 31 1841 25 31 0 -0.374775 -1 -0.333333 0.996571 TRUE 38 -1 -0.333333 1 4 32.8417 -27.412 19.9757 -17.5289677484649 21.0824782278866 12.2905572719308 -16.7061548172762 -0.93787975284341 -2.50364964483579 1.57049074182538 -2.51155138777377 1.5857036116496 -1.28187827290835 -0.78406544932553 -0.212788662948199 -952.176414621879 -42.0536093859083 9.61448698963772 -41.5142118620371
"1641" "1231094" 31 1842 26 31 0 -0.485558 -1 -0.333333 0.954713 TRUE 38 -1 -0.333333 1 4 31.6925 -32.0462 31.6967 -20.2430638437647 19.3884594974219 17.103753246929 -19.4762014719949 -0.859073154180503 -2.96951727282721 2.2189710283216 -2.96197468267698 1.8381758916991 -1.87828517408909 -1.65407072656693 -0.469849261923021 -870.506463151296 -50.4888383217695 13.1648025399228 -50.3485666970829
"1646" "1231094" 31 1847 31 31 0 -0.23353 -1 -0.333333 0.980276 TRUE 38 -1 -0.333333 1 4 35.2958 -28.6988 21.8506 -19.0372457871251 23.2252240214144 13.6788081760329 -18.122120289257 -1.03187409184546 -1.42637676098261 1.86325930191774 -1.42431410703942 1.72562749037908 -1.45512758885492 -0.755689224198673 0.212082110409421 -1022.52833899372 -24.4251891863022 10.3184987889148 -23.8295374618741
"1653" "1231094" 32 1854 0 32 0 -0.561567 -0.777778 -0.333333 0.901062 TRUE 79 -0.777778 -0.333333 2 4 30.7093 -29.7538 27.3456 -19.1486126052164 20.2021248499347 17.45845438114 -18.3389534389113 -0.894838334923551 -1.09332907090767 2.32995143798778 -1.06940750233235 1.73364265748419 -1.92845941255428 -1.70437014904018 -0.824622278609782 -918.492350754183 -20.7607247981015 13.9952753806265 -20.3656946502831
"1659" "1231094" 32 1860 6 32 0 -0.291411 -0.777778 -0.333333 0.996491 TRUE 79 -0.777778 -0.333333 2 4 30.6075 -30.8574 28.2917 -19.535725867057 19.0830736698932 16.6792577730524 -18.7724808678914 -0.845198158587179 -0.857853136448452 2.24471188594568 -0.842528086897245 1.76956559787708 -1.83202880175903 -1.5657833790732 -0.952771478859742 -863.495809233516 -18.1443160004496 13.4833499946117 -17.959073064982
"1664" "1231094" 32 1865 11 32 0 -0.382845 -0.777778 -0.333333 0.995109 TRUE 79 -0.777778 -0.333333 2 4 37.6571 -28.2643 28.9185 -16.9752942445927 24.7366960177964 16.7720302422648 -15.9929201649717 -1.09920336527988 -2.41700638484535 2.37303471303256 -2.38023213035641 1.5319690769821 -1.84200464818079 -0.776230510826974 0.105425333677941 -1102.43918377951 -39.346664634483 14.5548027708285 -38.4655095252395
"1682" "1231094" 32 1883 29 32 0 -0.416028 -0.777778 -0.333333 0.986416 TRUE 79 -0.777778 -0.333333 2 4 34.668 -29.0322 29.6998 -18.3212298547036 22.080366446661 18.34041855957 -17.4370231363668 -0.98014922586444 -0.48927320262165 2.3625385876278 -0.460116930075842 1.65653145739953 -2.03866113466131 -1.46549085197668 -0.479049029897887 -1003.09445985236 -12.050852937862 14.4836669046538 -11.4626685420046
"1689" "1231094" 32 1890 36 32 0 -0.276811 -0.777778 -0.333333 0.993631 TRUE 79 -0.777778 -0.333333 2 4 32.5831 -26.6954 20.8436 -17.0700176282853 21.4072324287544 12.6371025129293 -16.2310850319564 -0.95189121069075 -2.20169883143708 1.63863472612489 -2.20278581716658 1.54069565736056 -1.32944308368434 -0.964092235212532 -0.111156866194229 -936.110001213323 -36.1696523479614 9.56155028538578 -35.6288190956015
"1700" "1231094" 32 1901 47 32 0 -0.400344 -0.777778 -0.333333 0.991059 TRUE 79 -0.777778 -0.333333 2 4 34.4683 -28.3953 27.629 -17.7374671585138 22.8423096972159 16.8908084424126 -16.8326145176594 -1.01492104078418 -2.39972400656942 2.17559081520874 -2.37663440368137 1.60281607670073 -1.85679077469641 -1.22937634281548 -0.398142813485951 -1021.9249496559 -42.396980971756 12.3306276700446 -41.7463699831731
"1701" "1231094" 32 1902 48 32 0 -0.473278 -0.777778 -0.333333 0.961588 TRUE 79 -0.777778 -0.333333 2 4 34.9338 -25.7907 26.5504 -16.2539862651921 22.8910109138609 15.329809918263 -15.3476660389016 -1.01739507905025 -2.4801085504624 2.11932299725221 -2.45250279627552 1.46491994290812 -1.66309733419859 -0.903822293140615 -0.0984815529902414 -1041.36159467767 -42.9360551350918 12.1214725723517 -42.0944267234445
"1703" "1231094" 32 1904 50 32 0 -0.298637 -0.777778 -0.333333 0.997595 TRUE 79 -0.777778 -0.333333 2 4 30.3023 -33.7465 30.9765 -20.254710319544 19.1591789300043 17.1837284965562 -19.4914419057974 -0.847618319467619 -3.02588507344505 2.36682896754484 -3.01001767747469 1.8370202068629 -1.8924003114217 -1.52261575652993 -1.42538693057444 -856.049003075326 -50.0643222924481 13.5813477226319 -49.9413040374264
"1722" "1231094" 32 1923 69 32 0 -0.412679 -0.777778 -0.333333 0.987487 TRUE 79 -0.777778 -0.333333 2 4 31.0432 -32.0819 26.5588 -19.4770566841172 20.0630708409792 14.9007186071904 -18.6852976782823 -0.891018294102644 -0.840092287639938 1.70608374696376 -0.851285929935303 1.76408634194213 -1.61158492381622 -1.51463546522844 -0.584165876895828 -892.297862942589 -14.1974738166951 9.65671674678719 -13.9289704965303
"1726" "1231094" 32 1927 73 32 0 -0.294794 -0.777778 -0.333333 0.997034 TRUE 79 -0.777778 -0.333333 2 4 29.8032 -36.3673 32.2552 -22.753047384647 18.7398936747431 18.2641127671879 -22.0085269499186 -0.828724385865134 -2.27278609091693 2.30526777601752 -2.27252281729777 2.0690827309545 -2.02706267208975 -2.02643580067346 -0.938666816533754 -843.012467879554 -41.6925734284016 13.7995182860482 -41.7831805924769
