seed subpopID N opt0 opt1 x y
1231143 1 200 -0.777778 -1 1 1
1231143 2 145 -0.555556 -1 2 1
1231143 3 145 -0.333333 -1 3 1
1231143 4 50 -0.111111 -1 4 1
1231143 5 10 0.111111 -1 5 1
1231143 6 145 0.333333 -1 6 1
1231143 7 95 0.555556 -1 7 1
1231143 8 95 0.777778 -1 8 1
1231143 9 95 1 -1 9 1
1231143 10 200 1 -0.777778 10 1
1231143 11 50 -0.777778 -0.777778 1 2
1231143 12 95 -0.555556 -0.777778 2 2
1231143 13 200 -0.333333 -0.777778 3 2
1231143 14 95 -0.111111 -0.777778 4 2
1231143 15 145 0.111111 -0.777778 5 2
1231143 16 50 0.333333 -0.777778 6 2
1231143 17 95 0.555556 -0.777778 7 2
1231143 18 200 0.777778 -0.777778 8 2
1231143 19 145 1 -0.777778 9 2
1231143 20 200 1 -0.555556 10 2
1231143 21 145 -0.777778 -0.555556 1 3
1231143 22 50 -0.555556 -0.555556 2 3
1231143 23 200 -0.333333 -0.555556 3 3
1231143 24 95 -0.111111 -0.555556 4 3
1231143 25 200 0.111111 -0.555556 5 3
1231143 26 10 0.333333 -0.555556 6 3
1231143 27 95 0.555556 -0.555556 7 3
1231143 28 145 0.777778 -0.555556 8 3
1231143 29 200 1 -0.555556 9 3
1231143 30 50 1 -0.333333 10 3
1231143 31 145 -0.777778 -0.333333 1 4
1231143 32 50 -0.555556 -0.333333 2 4
1231143 33 200 -0.333333 -0.333333 3 4
1231143 34 145 -0.111111 -0.333333 4 4
1231143 35 10 0.111111 -0.333333 5 4
1231143 36 200 0.333333 -0.333333 6 4
1231143 37 200 0.555556 -0.333333 7 4
1231143 38 50 0.777778 -0.333333 8 4
1231143 39 95 1 -0.333333 9 4
1231143 40 50 1 -0.111111 10 4
1231143 41 200 -0.777778 -0.111111 1 5
1231143 42 10 -0.555556 -0.111111 2 5
1231143 43 10 -0.333333 -0.111111 3 5
1231143 44 10 -0.111111 -0.111111 4 5
1231143 45 10 0.111111 -0.111111 5 5
1231143 46 10 0.333333 -0.111111 6 5
1231143 47 145 0.555556 -0.111111 7 5
1231143 48 50 0.777778 -0.111111 8 5
1231143 49 145 1 -0.111111 9 5
1231143 50 200 1 0.111111 10 5
1231143 51 50 -0.777778 0.111111 1 6
1231143 52 95 -0.555556 0.111111 2 6
1231143 53 200 -0.333333 0.111111 3 6
1231143 54 95 -0.111111 0.111111 4 6
1231143 55 10 0.111111 0.111111 5 6
1231143 56 145 0.333333 0.111111 6 6
1231143 57 145 0.555556 0.111111 7 6
1231143 58 145 0.777778 0.111111 8 6
1231143 59 95 1 0.111111 9 6
1231143 60 10 1 0.333333 10 6
1231143 61 50 -0.777778 0.333333 1 7
1231143 62 145 -0.555556 0.333333 2 7
1231143 63 200 -0.333333 0.333333 3 7
1231143 64 95 -0.111111 0.333333 4 7
1231143 65 10 0.111111 0.333333 5 7
1231143 66 10 0.333333 0.333333 6 7
1231143 67 145 0.555556 0.333333 7 7
1231143 68 10 0.777778 0.333333 8 7
1231143 69 50 1 0.333333 9 7
1231143 70 10 1 0.555556 10 7
1231143 71 50 -0.777778 0.555556 1 8
1231143 72 200 -0.555556 0.555556 2 8
1231143 73 145 -0.333333 0.555556 3 8
1231143 74 10 -0.111111 0.555556 4 8
1231143 75 95 0.111111 0.555556 5 8
1231143 76 200 0.333333 0.555556 6 8
1231143 77 200 0.555556 0.555556 7 8
1231143 78 145 0.777778 0.555556 8 8
1231143 79 95 1 0.555556 9 8
1231143 80 95 1 0.777778 10 8
1231143 81 95 -0.777778 0.777778 1 9
1231143 82 200 -0.555556 0.777778 2 9
1231143 83 200 -0.333333 0.777778 3 9
1231143 84 50 -0.111111 0.777778 4 9
1231143 85 200 0.111111 0.777778 5 9
1231143 86 145 0.333333 0.777778 6 9
1231143 87 10 0.555556 0.777778 7 9
1231143 88 50 0.777778 0.777778 8 9
1231143 89 50 1 0.777778 9 9
1231143 90 200 1 1 10 9
1231143 91 95 -0.777778 1 1 10
1231143 92 10 -0.555556 1 2 10
1231143 93 200 -0.333333 1 3 10
1231143 94 10 -0.111111 1 4 10
1231143 95 145 0.111111 1 5 10
1231143 96 95 0.333333 1 6 10
1231143 97 95 0.555556 1 7 10
1231143 98 10 0.777778 1 8 10
1231143 99 50 1 1 9 10
1231143 100 10 1 0.777778 10 10
