seed indID indSubpopIndex subpop phen_sal phen_temp sal_opt temp_opt fitness
1231123 0 0 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 1 1 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 2 2 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 3 3 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 4 4 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 5 5 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 6 6 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 7 7 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 8 8 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 9 9 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 10 10 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 11 11 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 12 12 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 13 13 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 14 14 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 15 15 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 16 16 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 17 17 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 18 18 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 19 19 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 20 20 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 21 21 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 22 22 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 23 23 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 24 24 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 25 25 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 26 26 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 27 27 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 28 28 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 29 29 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 30 30 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 31 31 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 32 32 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 33 33 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 34 34 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 35 35 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 36 36 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 37 37 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 38 38 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 39 39 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 40 40 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 41 41 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 42 42 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 43 43 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 44 44 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 45 45 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 46 46 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 47 47 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 48 48 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 49 49 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 50 50 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 51 51 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 52 52 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 53 53 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 54 54 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 55 55 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 56 56 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 57 57 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 58 58 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 59 59 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 60 60 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 61 61 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 62 62 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 63 63 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 64 64 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 65 65 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 66 66 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 67 67 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 68 68 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 69 69 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 70 70 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 71 71 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 72 72 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 73 73 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 74 74 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 75 75 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 76 76 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 77 77 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 78 78 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 79 79 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 80 80 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 81 81 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 82 82 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 83 83 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 84 84 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 85 85 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 86 86 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 87 87 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 88 88 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 89 89 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 90 90 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 91 91 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 92 92 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 93 93 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 94 94 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 95 95 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 96 96 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 97 97 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 98 98 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 99 99 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 100 100 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 101 101 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 102 102 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 103 103 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 104 104 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 105 105 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 106 106 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 107 107 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 108 108 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 109 109 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 110 110 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 111 111 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 112 112 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 113 113 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 114 114 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 115 115 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 116 116 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 117 117 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 118 118 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 119 119 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 120 120 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 121 121 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 122 122 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 123 123 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 124 124 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 125 125 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 126 126 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 127 127 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 128 128 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 129 129 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 130 130 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 131 131 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 132 132 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 133 133 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 134 134 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 135 135 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 136 136 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 137 137 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 138 138 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 139 139 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 140 140 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 141 141 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 142 142 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 143 143 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 144 144 1 -0.837863 -0.824268 -1 -0.777778 0.971951
1231123 145 0 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 146 1 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 147 2 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 148 3 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 149 4 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 150 5 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 151 6 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 152 7 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 153 8 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 154 9 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 155 10 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 156 11 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 157 12 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 158 13 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 159 14 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 160 15 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 161 16 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 162 17 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 163 18 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 164 19 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 165 20 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 166 21 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 167 22 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 168 23 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 169 24 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 170 25 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 171 26 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 172 27 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 173 28 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 174 29 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 175 30 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 176 31 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 177 32 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 178 33 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 179 34 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 180 35 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 181 36 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 182 37 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 183 38 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 184 39 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 185 40 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 186 41 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 187 42 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 188 43 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 189 44 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 190 45 2 -0.837863 -0.923631 -0.5 -0.777778 0.873345
1231123 191 46 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 192 47 2 0 -0.923631 -0.5 -0.777778 0.762408
1231123 193 48 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 194 49 2 -0.418931 -0.923631 -0.5 -0.777778 0.972539
1231123 195 0 3 0 -0.923631 0 -0.777778 0.978952
1231123 196 1 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 197 2 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 198 3 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 199 4 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 200 5 3 0 -0.923631 0 -0.777778 0.978952
1231123 201 6 3 0 -0.923631 0 -0.777778 0.978952
1231123 202 7 3 0 -0.923631 0 -0.777778 0.978952
1231123 203 8 3 0 -0.923631 0 -0.777778 0.978952
1231123 204 9 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 205 10 3 0 -0.923631 0 -0.777778 0.978952
1231123 206 11 3 -0.418931 -0.461815 0 -0.777778 0.759317
1231123 207 12 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 208 13 3 0 -0.923631 0 -0.777778 0.978952
1231123 209 14 3 0 -0.923631 0 -0.777778 0.978952
1231123 210 15 3 0 -0.923631 0 -0.777778 0.978952
1231123 211 16 3 -0.837863 -0.923631 0 -0.777778 0.485155
1231123 212 17 3 0 -0.923631 0 -0.777778 0.978952
1231123 213 18 3 -0.418931 -0.923631 0 -0.777778 0.821374
1231123 214 19 3 -0.418931 -0.923631 0 -0.777778 0.821374
